Name1,Address1,City,State,ZIP_Code,Geocoded_Address,Longitude,Latitude,Match Score
DEADBORN HEIGHTS HUMAN SERVICE CENTER,5928 NORTH TELEGRADH ROAD,DEADBORN HEIGHTS,MI,48127,"5928 NORTH TELEGRADH ROAD, DEADBORN HEIGHTS, MI 48127, US",-83.27252915,42.32993747,96.94
ADDICTION TREATNENT CENTER OF NEW ENGLAND INC,77 WADREN STREET QUADTERS 9,BOSTON BRIGHTON,MA,2135,"77 WADREN STREET QUADTERS 9, BOSTON BRIGHTON, MA 02135, US",-71.14273165,42.34894226,95.02
METRO EAST HADPER DRUG TREATMENT CENTER,8061 EAST HADPER AVENUE 2ND FLOOR,DETROIT,MI,48213,"8061 EAST HADPER AVENUE 2ND FLOOR, DETROIT, MI 48213, US",-83.0204813,42.38836412,95.37
METRO EAST RIVERSIDE DRUG TREATMENT CENTER,11730 EAST JEFFERSON STREET,DETROIT,MI,48214,"11730 EAST JEFFERSON STREET, DETROIT, MI 48214, US",-82.96713594,42.36834689,98.06
NEIGHBORHOOD SERVICES I DEPADTMENTNSD DRUG ABUSE CENTER ADEA 8809 JOHN C LODGE,HERMAN KEIFER HOSPITAL BUILDING 5,DETROIT,MI,48202,"HERMAN KEIFER HOSPITAL BUILDING 5, DETROIT, MI 48202, US",-83.06974,42.364905,84
PRIVATE HEALTH SYSTEMS INC,4630 OAKMAN BOULEVADD,DETROIT,MI,48204,"4630 OAKMAN BOULEVADD, DETROIT, MI 48204, US",-83.15164652,42.36769711,88.04
SAINT JOSEPH MERCY HOSPITAL SUBSTANCE ABUSE PROGRAM,900 WOODWADD AVENUE,PONTIAC,MI,48053,"900 WOODWADD AVENUE, PONTIAC, MI 48053, US",-83.28826992,42.62922362,95.49
NADDIN PADK SUBSTANCE ABUSE CENTER,9605 WEST GRAND RIVER STREET,DETROIT,MI,48204,"9605 WEST GRAND RIVER STREET, DETROIT, MI 48204, US",-83.13580263,42.36742943,96.93
FAMILY GUIDANCE CENTER PIONEER,510 FRANCIS STREET,"SAINT JOSEPH,",MO,64501,"510 FRANCIS STREET, SAINT JOSEPH,, MO 64501, US",-94.85399364,39.7673658,100
SUBSTANCE HABIT SERV FOUNDATION SHS,2604 CHEROKEE STREET,SAINT LOUIS I,MO,63118,"2604 CHEROKEE STREET, SAINT LOUIS I, MO 63118, US",-90.22582461,38.59330775,99.72
KIRKSVILLE OSTEOPATHIC HEALTH CENTER CADEUNIT,900 EAST LAHADPE STREET LAUGHLIN HOSPITAL BUILDING,"KIRKSVILLE,",MO,e3501,"900 EAST LAHADPE STREET LAUGHLIN HOSPITAL BUILDING, KIRKSVILLE,, MO e3501, US",-92.57419745,40.17887092,92.08
CLADK COUNTY HEALTH DISTRICT ADDICTION TREATMENT CLINIC,625 SHADOW LANE,AS VEGAS,NV,89106,"625 SHADOW LANE, AS VEGAS, NV 89106, US",-115.1653948,36.16340374,99.26
WESTERN MISSOURI MENTAL HEALTH CENTER PASEO Cp1P REHAB CLINIC CHEM FREE PRDG,2211 CHADLOTTE STREET,"KANSAS CITY,",MO,64108,"2211 CHADLOTTE STREET, KANSAS CITY,, MO 64108, US",-94.57460643,39.08591069,97.88
PROJECT LIFE SUBSTANCE ABUSE CENTER,18609 NEST 7 MILE ROAD,DETROITI,MI,48219,"18609 NEST 7 MILE ROAD, DETROITI, MI 48219, US",-83.22566501,42.42987792,90.84
INSTITUTE FOR HUMAN DEVELOPMENT IHD METHADONE MAINTENANCE CLINIC,1315 PACIFIC AVENUE,ATLANTIC CITY,NJ,8401,"1315 PACIFIC AVENUE, ATLANTIC CITY, NJ 8401, US",-74.42621102,39.36099022,100
HAMPSTEAD HOSPITAL ALCOHOLISM AND DRUG ABUSE REHAB,EAST ROAD,HAMPSTEAD,NH,3841,"EAST ROAD, HAMPSTEAD, NH 3841, US",-71.15148802,42.8686568,100
JERSEY SHORE ADDICTION SERVICES INC T/A ASBURY PADK DRUG TREATMENT CENTER,1200 MEMORIAL DRIVE,ASBURY PADK,NJ,7712,"1200 MEMORIAL DRIVE, ASBURY PADK, NJ 7712, US",-74.01143874,40.2249214,98.36
EAST ORANGE DRUG ABUSE PROGRAN METHADONE 1AINTENANCE UNIT,160 HALSTED STREET 4TH FLOOR,EAST ORANGE,NJ,7018,"160 HALSTED STREET 4TH FLOOR, EAST ORANGE, NJ 7018, US",-74.22064545,40.76120788,100
SPECTRUM HEALTH CADE INC,430 JOINSTON AVENUE,JERSEY CITY,NJ,7304,"430 JOINSTON AVENUE, JERSEY CITY, NJ 7304, US",-74.06173108,40.71637518,97.34
NORTHEAST LIFE SKILLS ASSOCIATES INC T/A THE PASSAIC CLINIC,77 HOOVER AVENUE,PASSAIC,NJ,7055,"77 HOOVER AVENUE, PASSAIC, NJ 7055, US",-74.12659266,40.86461829,100
CUMBERLAND COUNTY DRUG TREATMENT CENTER,CUBER LAND DRIVE CUMBERLAND COUNTY HOSPITAL,BRIDGETON,NJ,8302,"CUBER LAND DRIVE CUMBERLAND COUNTY HOSPITAL, BRIDGETON, NJ 8302, US",-75.2435,39.425825,84
PATERSON COUNSELING CENTER INC,319-321 STREET MAIN,PATERSON,NJ,7505,"319-321 STREET MAIN, PATERSON, NJ 7505, US",-74.17335685,40.91421282,84.44
WEST END CHALLENGE COMMUNITY LINIC,5917-19 MADTIN LUTHER KING DRIVE,SAINT LOUIS,MO,63112,"5917-19 MADTIN LUTHER KING DRIVE, SAINT LOUIS, MO 63112, US",-90.28317325,38.6741419,96.72
NEVADA TREATMENT CENTER,401 SOUTH HIGHLAND DRIVE,LAS VEGAS,NV,89106,"401 SOUTH HIGHLAND DRIVE, LAS VEGAS, NV 89106, US",-115.1823329,36.12348967,92.22
SOMERSET COUNTY DRUG CLINIC,74 EAST HIGH STREET,SOMERVILLE,NJ,8876,"74 EAST HIGH STREET, SOMERVILLE, NJ 8876, US",-74.60801062,40.56869468,100
PERTH AMiBOY ADDICTION CENTER ESCADE CENTER YOUTH COOP,486 LAWRIE STREET PERTH AMBOY GENERAL HOSPITAL,PERTH AMBOY,NJ,8861,"486 LAWRIE STREET PERTH AMBOY GENERAL HOSPITAL, PERTH AMBOY, NJ 8861, US",-74.2805567,40.51937925,96.43
JERSEY SHORE ADDICTION SERVICES INC T/A OCEAN COUNTY METHADONE PROGRAM,CN 2191 SUNSET AVENUE,TOMS RIVER,NJ,8753,"CN 2191 SUNSET AVENUE, TOMS RIVER, NJ 8753, US",-74.218188,40.00546482,93.03
NEW HORIZON TREATMENT SERVICES INC,132 PERRY STREET 2ND FLOOR,"TRENTON,",NJ,8618,"132 PERRY STREET 2ND FLOOR, TRENTON,, NJ 8618, US",-74.76336346,40.2230265,100
Mp?TEFIORE MEDICAL CENTER MNTP UIT,1267 GERADD AVENUE,BRGiIX,NY,10452,"1267 GERADD AVENUE, BRGiIX, NY 10452, US",-73.91953423,40.83687677,93.53
ALBERT EINSTEIN COLLEGE OF iEDICINE DIVISION OF SUBSTANCE ABUSE/SGUNDVIEW,1764 RANDALL AVENUE,"BRCNX,",NY,10473,"1764 RANDALL AVENUE, BRCNX,, NY 10473, US",-73.86448035,40.8167384,98.14
ALBERT EINSTEIN COLLEGE OF NEDICINE I DIVISION OF SUBSTANCE ABUSE HUB,368 EAST 149TH STREET 3RQ FLOOR,BRONX,NY,10455,"368 EAST 149TH STREET 3RQ FLOOR, BRONX, NY 10455, US",-73.91886567,40.81623202,99.21
ADTC BROOKLYN CLINIC 11 FORT GREEN,937 FULTON STREET,BROOKLYN,NY,11238,"937 FULTON STREET, BROOKLYN, NY 11238, US",-73.96575723,40.68338987,100
ADTC BROOKLYN CLINIC 13 BUSH WICK,1149-55 MYRTLE AVENUE,BROOKLYN,NY,11206,"1149-55 MYRTLE AVENUE, BROOKLYN, NY 11206, US",-73.93488366,40.6971315,99.39
ADTC BROOKLYN CLINIC 14 BROWNSVILLE,564 HOPKINSON AVENUE,BROOKLYN,NY,11212,"564 HOPKINSON AVENUE, BROOKLYN, NY 11212, US",-73.9130451,40.66698499,100
TREMONT CO!1NiUNITY COUNCIL METHADONE MAINTENANCE,1910 ADTHUR AVENUE 5TH FLOOR,BRONX,NY,10457,"1910 ADTHUR AVENUE 5TH FLOOR, BRONX, NY 10457, US",-73.89316265,40.84552497,96.46
BETH ISRAEL MEDICAL CENTER HMTP CUMBERLAND CLINIC,98 FLATBUSH AVENUE,BROOKLYN,NY,11217,"98 FLATBUSH AVENUE, BROOKLYN, NY 11217, US",-73.97880012,40.68578818,100
ALBERT EINSTEIN COLLEGE OF MEDICINE DIVISION OF SUBSTANCE ABUSE HUB,368 EAST 149TH STREET 2ID F LOOP,BRONX,NY,10455,"368 EAST 149TH STREET 2ID F LOOP, BRONX, NY 10455, US",-73.91886567,40.81623202,97.89
BETH ISRAEL MEDICAL CENTER MMTP CONEY ISLAND CLINIC,2601 OCEAN PADKWAY,BROOKLYN,NY,11235,"2601 OCEAN PADKWAY, BROOKLYN, NY 11235, US",-73.9657325,40.58603021,89.9
SAINT MADYS HOSPITAL BROANSVILLE CLINIC 30 MMTP,229 POWELL STREET,BROOKLYN,NY,11212,"229 POWELL STREET, BROOKLYN, NY 11212, US",-73.90364489,40.66902019,100
SAINT MADYS HOSPITAL ALABAMA 30 MMTP,480 ALABAMA AVENUE,BROOKLYN,NY,11212,"480 ALABAMA AVENUE, BROOKLYN, NY 11212, US",-73.89705806,40.66420806,99.51
SAINT MADYS HOSPITAL CLASSON UNIT 24 MMTP,635 CLASSON AVENUE,BROOKLYN,NY,11238,"635 CLASSON AVENUE, BROOKLYN, NY 11238, US",-73.95852792,40.67877421,100
BETH ISRAEL MEDICAL CENTER MMTP METHODIST CLINIC,502 BTH AVENUE,BROOKLYN,NY,11215,"502 BTH AVENUE, BROOKLYN, NY 11215, US",-73.97483072,40.64061941,91.16
CAD/DADT DRUG ABUSE RESEADCH AND TREATMENT PROG,80 GOODRICH STREET,BUFFALO,NY,14204,"80 GOODRICH STREET, BUFFALO, NY 14204, US",-78.8660754,42.90155456,99.51
SOUTH BROOKLYN MEDICAL SERVICES PC,685 3RD AVENUE,BROOKLYN,NY,11232,"685 3RD AVENUE, BROOKLYN, NY 11232, US",-73.99720613,40.66397286,100
SISTERS OF CHADITY HOSPITAL lMTP OUTPATIENT PROGRAM,2157 MAIN STREET BUILDING 1948,BUFFALO,NY,14214,"2157 MAIN STREET BUILDING 1948, BUFFALO, NY 14214, US",-78.84939415,42.92944312,100
SUFFOLK COUNTY DIVISION OF DRUG ABLSE SCFEENING/DETOX/MTP CENTER,1330 HiGTCR PADKWAY,HAUPPAUGE,Nf,11788,"1330 HiGTCR PADKWAY, HAUPPAUGE, Nf 11788, US",-73.26080199,40.82338536,78.25
SOUTHERN TIER DRUG ABUSE TREATMENT CENTER,143 CORLISS AVENUE,JOHNSON CITY,NY,13790,"143 CORLISS AVENUE, JOHNSON CITY, NY 13790, US",-75.9592292,42.11297103,100
DOWNSTATE KINGS Cp MEDICAL CENTER ADDICT DISEASE HOSP METH MAINT OPD 2,600 ALBANY AVENUE BUILDING K BOX 9 CODE 24,BROOKLYN,NY,11203,"600 ALBANY AVENUE BUILDING K BOX 9 CODE 24, BROOKLYN, NY 11203, US",-73.93994557,40.65871871,98.78
WC1HB PEEKSKILL COMMUNITY HOSPITAL METHADONE MAINTENANCE TREATMENT PROG,1980 CRCIPOND ROAD,PEEKSKILL,NY,10566,"1980 CRCIPOND ROAD, PEEKSKILL, NY 10566, US",-73.91912,41.29055,84
HCMHB SAINT VINCENTS HOSPITAL METHADONE 1AINTENANCE TREATMENT PROG,350 NORTH MAIN STREET,PORT CHESTER,NY,10573,"350 NORTH MAIN STREET, PORT CHESTER, NY 10573, US",-73.65885636,41.00676081,100
DUTCHESS COUNTY METHADONE CLINIC,230 NORTH ROAD,POUGHKEEPSIE,NY,12601,"230 NORTH ROAD, POUGHKEEPSIE, NY 12601, US",-73.93096881,41.716348,100
WCHB 10UNT VERiON HOSPITAL METHADC!IE HAINTEANCE TREATMENT PROG,3 SCUTH 6TH AVENUE,"1CUT VERlCN,",NY,10550,"3 SCUTH 6TH AVENUE, 1CUT VERlCN,, NY 10550, US",-73.80585844,40.91701235,81.01
ROCHESTER MENTAL HEALTH CENTER DRUG TREATMENT SERVICES,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,"1425 PORTLAND AVENUE, ROCHESTER, NY 14621, US",-77.58558839,43.19153379,100
NIAGADA DRUG ABUSE PROGRAM,775 3RD STREET NIAGADA COUNTY CIVIC BUILDING,NIAGADA FALLS,NY,14302,"775 3RD STREET NIAGADA COUNTY CIVIC BUILDING, NIAGADA FALLS, NY 14302, US",-79.0573817,43.0933052,82.34
CROUSE/IRVING MEMORIAL HOSPITAL MMTP,736 IRVING AVENUE ROOM 401 POB,SYRACUSE,NY,13210,"736 IRVING AVENUE ROOM 401 POB, SYRACUSE, NY 13210, US",-76.13830194,43.04142179,99.25
SAMADITAN VILLAGE INC MTA 130-15 AiBULATORY,89TH ROAD,RICHMOND HILL,NY,11419,"89TH ROAD, RICHMOND HILL, NY 11419, US",-73.82062499,40.69961001,99.35
BETH ISRAEL MEDICAL CENTER MMTP STATEN ISLAND CLINIC,111 MATER STREET,STATEN ISLAND,NY,10304,"111 MATER STREET, STATEN ISLAND, NY 10304, US",-74.07777658,40.62708427,91.5
MCMHB SAINT JOSEPHS HOSPITAL METHADONE MAINTENANCE TREATMENT PROS,8 GUION STREET,YONKERS,NY,10701,"8 GUION STREET, YONKERS, NY 10701, US",-73.89607704,40.92997914,100
MCMHB YONKERS GENERAL HOSPITAL METHADONE MAINTENANCE TREATMENT PROB,185 ASHBURTON AVENUE,YONKERS,NY,10701,"185 ASHBURTON AVENUE, YONKERS, NY 10701, US",-73.88860373,40.93967926,100
BLUE RIDGE CENTER FOR NH/MR AND SAS SUBSTANCE ABUSE SERVICES/DRUG PROGRAM,283 BILTMORE AVENUE,ASHEVILLE,NC,28801,"283 BILTMORE AVENUE, ASHEVILLE, NC 28801, US",-82.55152505,35.58544512,100
DRUG ACTION OF WAKE COUNTY INC COMMUNITY TREATMENT PROJECT,2809 INDUSTRIAL DRIVE,RALEIGH,NC,27605,"2809 INDUSTRIAL DRIVE, RALEIGH, NC 27605, US",-78.62080742,35.81672894,98.48
NCMHB WHITE PLAINS HOSP MEDICAL CENTER METHADONE MAINTENANCE TREATMENT FROG,DAVIS AVENUE EAST POST ROAD,WHITE PLAINS,NY,10601,"DAVIS AVENUE EAST POST ROAD, WHITE PLAINS, NY 10601, US",-73.76672124,41.02825358,90.61
COUNCIL ON DRUG ABUSE,301 EAST 3RD STREET,WINSTON-SALEM,NC,27101,"301 EAST 3RD STREET, WINSTON-SALEM, NC 27101, US",-80.24073158,36.09822588,100
OPEN HOUSE INC,145 REMOUNT ROAD,CHADLOTTE,NC,28203,"145 REMOUNT ROAD, CHADLOTTE, NC 28203, US",-80.86689763,35.20352898,97.88
JEFFERSON COUNTY MENTAL HEALTH CENTER DRUG AND ALCOHOL UNIT,3200 JOHNSON ROAD,STEUBENVILLE,OH,43952,"3200 JOHNSON ROAD, STEUBENVILLE, OH 43952, US",-80.65902601,40.36846073,100
CLEVELAND TREATMENT CENTER INC METHADONE CLINIC,1127 CADNEGIE AVENUE,CLEVELAND,OH,44115,"1127 CADNEGIE AVENUE, CLEVELAND, OH 44115, US",-81.68130354,41.49646306,97.34
RIDGECLIFF KOSPITAL WILLOW P IDGE,35900 EUCLID AVENUE,WILLCUGKBY,QH,44094,"35900 EUCLID AVENUE, WILLCUGKBY, QH 44094, US",-81.4340296,41.62613454,97.04
BRIGHT SKY,1508 SOUTH DENVER AVENUE,TULSA,OK,74119,"1508 SOUTH DENVER AVENUE, TULSA, OK 74119, US",-95.99243753,36.14035699,100
MADION COUNTY DRUG TREATMENT PROGRAM,3060 CENTER STREET NE SUITE 418,SALEM,OR,97301,"3060 CENTER STREET NE SUITE 418, SALEM, OR 97301, US",-122.9971213,44.93713843,100
VITA TREATMENT CENTER,156 PADSONS AVENUE 3RD FLOOR,COLUMBUS,OH,i3215,"156 PADSONS AVENUE 3RD FLOOR, COLUMBUS, OH i3215, US",-82.98174833,39.96100715,95.4
KAISER HOSPITAL !ENTAL HEALTH DEPADTMENT,2475 MADTIN LUTHER KINS DRIVE,CLEVELAND,OH,44120,"2475 MADTIN LUTHER KINS DRIVE, CLEVELAND, OH 44120, US",-81.60150254,41.49121801,96.56
"CPOZIER CHESTER MEDICAL CENTER CCMC ClHC METHADONE PRC""""RAM",733 I!EST 9TH STREET,"CHESTER,",PA,19013,"733 I!EST 9TH STREET, CHESTER,, PA 19013, US",-75.38015834,39.8578079,91.14
JAMES C GUIFFRE MEDICAL CENTER GOLDMAN CLINIC,BTH AND GIRADD AVENUE,PHILADELPHIA,PA,19122,"BTH AND GIRADD AVENUE, PHILADELPHIA, PA 19122, US",-75.141033,39.9772225,84
ADDICTIVE DISEASE CLINIC,1727 NORTH 6TH STREET,HADRISBURG,PA,17102,"1727 NORTH 6TH STREET, HADRISBURG, PA 17102, US",-76.88833064,40.27648703,98.38
MANTUA HUMAN SERVICES,428 NORTH 38TH STREET,PHILADELPHIA,PA,19104,"428 NORTH 38TH STREET, PHILADELPHIA, PA 19104, US",-75.19712753,39.96176891,100
THE CONSORTIUM DRUG ABUSE REHAB PROGRAM,451 UNIVERSITY AVENUE,PHILADELPHIA,PA,19104,"451 UNIVERSITY AVENUE, PHILADELPHIA, PA 19104, US",-75.1987361,39.94795658,99.55
THE CONSORTIUM DRUG/ALCOHOL SERVICES,451 UNIVERSITY AVENUE,PHILADELPHIA,PA,19104,"451 UNIVERSITY AVENUE, PHILADELPHIA, PA 19104, US",-75.1987361,39.94795658,99.55
JOHN F KENNEDY COMMUNITY MH/MR DRUG TREATMENT CENTER OF PHILADELPHIA,900 NORTH BROAD STREET,PHILADELPHIA,PA,19130,"900 NORTH BROAD STREET, PHILADELPHIA, PA 19130, US",-75.15970711,39.97034502,100
SAINT FRANCIS HOSPITAL ADDICTION TREATMENT CENTER,6714 KELLY STREET,PITTSBURGH,PA,15208,"6714 KELLY STREET, PITTSBURGH, PA 15208, US",-79.90788192,40.45794585,100
COUNSELING SERVICES UNIT,112 REED STREET,READING,PA,19601,"112 REED STREET, READING, PA 19601, US",-75.92493521,40.33724243,100
PADKSIDE HUMAN SERVICES AND ASSOC METHADONE CLINIC,4950 PADKSIDE AVENUE,PHILADELPHIA,PA,19131,"4950 PADKSIDE AVENUE, PHILADELPHIA, PA 19131, US",-75.2192266,39.97987973,97.34
CRAHSTOH I CODAC,911 PONTIAC AVENUE,CRANSTON,RI,2920,"911 PONTIAC AVENUE, CRANSTON, RI 2920, US",-71.44332195,41.75986659,100
YOPK ALCOHOL AND DRUG SERVICES INC,40 NORTH GEORGE STREET,"YOPK,",PA,17402,"40 NORTH GEORGE STREET, YOPK,, PA 17402, US",-76.72827037,39.96330871,97.46
LEXINGTON/RICHLAND ALCOHOL AND DRUG ABUSE COUNCIL,2020 WASHINGTON STREET,COLUMBIA,SC,29204,"2020 WASHINGTON STREET, COLUMBIA, SC 29204, US",-81.02152437,34.00854105,100
MID SOUTH HOSPITAL ALCOHOL AND DRUG ABUSE SERVICES,135 NORTH PAULINE STREET,MElFHIS,TN,38105,"135 NORTH PAULINE STREET, MElFHIS, TN 38105, US",-90.02784607,35.14332185,98
AUSTIN/TRAVIS COUNTY MH/MR CENTER MEDICATION UNIT,2200 ROSEWOOD AVENUE,AUSTIN,TX,78702,"2200 ROSEWOOD AVENUE, AUSTIN, TX 78702, US",-97.71599244,30.27020786,100
THE PHOENIX CENTER,625 MAIN STREET,"NASHVILLE,",TN,37206,"625 MAIN STREET, NASHVILLE,, TN 37206, US",-86.76115428,36.17449262,100
HOUSTON HDC,1800 HOUSTON STREET,AUSTIN,TX,78756,"1800 HOUSTON STREET, AUSTIN, TX 78756, US",-97.73929536,30.32869802,100
ME10RIAL MEDICAL CENTER METHADONE CLINIC,2606 HOSPITAL BOULEVADD,"CORPUS CHRISTI,",TX,78405,"2606 HOSPITAL BOULEVADD, CORPUS CHRISTI,, TX 78405, US",-97.41410261,27.77914869,90.15
ADULT REHABILITATION SERVICES,5319 DASHWOOD STREET BELLAIRE MEDICAL PLAZA,BELLAIRE,TX,77401,"5319 DASHWOOD STREET BELLAIRE MEDICAL PLAZA, BELLAIRE, TX 77401, US",-95.47285883,29.7074027,96.23
ROSEWOOD HDC,2800 WEBBERVILLE STREET SUITE 107,AUSTIN,TX,78702,"2800 WEBBERVILLE STREET SUITE 107, AUSTIN, TX 78702, US",-97.70974206,30.26506829,98.04
ALIVIANE OUTPATIENT CLINIC,5160A EL PASO DRIVE,EL PASO,TX,79905,"5160A EL PASO DRIVE, EL PASO, TX 79905, US",-106.4284174,31.7703397,100
EL PASO MH/MR DRUG ABUSE SERVICE CENTER,5304 EL PASO DRIVE,EL PASO,TX,79905,"5304 EL PASO DRIVE, EL PASO, TX 79905, US",-106.4271278,31.77061446,100
EL PASO METHADONE MAINTENANCE AND DETOX TREATMENT CENTER,5004 ALAMEDA AVENUE,EL PASO,TX,79905,"5004 ALAMEDA AVENUE, EL PASO, TX 79905, US",-106.4302091,31.76938398,100
LAURELWOOD HOSPITAL SUBSTANCE ABUSE UNIT,4000 SOUTH WEI LIAN ROAD,CONROE,TX,77304,"4000 SOUTH WEI LIAN ROAD, CONROE, TX 77304, US",-95.482495,30.319685,84
GPA UNIT 2,3311 NORTH MAIN STREET,FORT WORTH,TX,76106,"3311 NORTH MAIN STREET, FORT WORTH, TX 76106, US",-97.35153749,32.805362,100
TOXICOLOGY ASSOCIATES,4405 CADOLINE STREET,"HOUSTON,",TX,77036,"4405 CADOLINE STREET, HOUSTON,, TX 77036, US",-95.38053807,29.73224005,95.54
TEXAS CLINIC,9320 WESTVIEW DRIVE SUITE 10,HOUSTON,TX,77055,"9320 WESTVIEW DRIVE SUITE 10, HOUSTON, TX 77055, US",-95.5205539,29.79381715,100
LUBBOCK REGIONAL MH/1R CENTER iETHADONE PROGRAM,1210 TEXAS AVENUE,LUBBOCK,TX,79401,"1210 TEXAS AVENUE, LUBBOCK, TX 79401, US",-101.8456243,33.58424101,100
BEXAD COUNTY MH/MR DOWNTOWN UNIT,421 6TH STREET,SAN ANTONIO,TX,78215,"421 6TH STREET, SAN ANTONIO, TX 78215, US",-98.48284153,29.42980191,100
PORT ADTHUR DRUG ABUSE CLINIC METHADONE PROGRAM,530 WACO AVENUE,PORT ADTHUR,TX,77640,"530 WACO AVENUE, PORT ADTHUR, TX 77640, US",-93.9354016,29.87322546,98.36
TOXICOLOGY ASSOCIATES,530 NORTH BELT STREET SUITE 311,HOUSTON,TX,77060,"530 NORTH BELT STREET SUITE 311, HOUSTON, TX 77060, US",-95.39110389,29.93831269,97.64
BEXAD COUNTY MH/MR CENTER SOUTHEAST UNIT,3721 A SOUTH PRESA STREET BUILDING A,SAN ANTONIO,TX,78210,"3721 A SOUTH PRESA STREET BUILDING A, SAN ANTONIO, TX 78210, US",-98.47907714,29.38637217,99.79
ALEXANDRIA COMMUNITY MH/NR SERV BOADD DIVISION OF SUBSTANCE ABUSE,206 NORTH WASHINGTON STREET SUITE 1,ALEXANDRIA,VA,22314,"206 NORTH WASHINGTON STREET SUITE 1, ALEXANDRIA, VA 22314, US",-77.04668491,38.80653578,100
BEXAD COUNTY MH/MR MEDICAL HOLDING UNIT,622 DOLOROSA STREET,SAN ATONIO,TX,78204,"622 DOLOROSA STREET, SAN ATONIO, TX 78204, US",-98.49666278,29.42413049,97.35
NORFOLK DRUG TREATMENT SERVICES,601 WOODIS AVENUE,NORFOLK,VA,23510,"601 WOODIS AVENUE, NORFOLK, VA 23510, US",-76.30179205,36.8558282,100
MID COLUMBIA MENTAL HEALTH CENTER DRUG ABUSE TREATMENT PROGRAM,1175 GRIBBLE STREET,RICHLAND,WA,99352,"1175 GRIBBLE STREET, RICHLAND, WA 99352, US",-119.2795103,46.28373623,98.04
PORTSMOUTH COMMUNITY SERVICES BOADD DRUG TREATMENT SERV/METHADONE CLINIC,720 HIGH STREET,PORTSOUTH,VA,23705,"720 HIGH STREET, PORTSOUTH, VA 23705, US",-76.3061954,36.83523969,97.35
EVERGREEN TREATMENT SERVICES AINTENANCE PROGRAM,557 ROY STREET SUITE 100,SEATTLE,WA,98109,"557 ROY STREET SUITE 100, SEATTLE, WA 98109, US",-122.3457543,47.62538313,100
CENTRAL WASHINGTON COPREHENSIVE MENTAL HEALTH DRUG PROS,321 EAST YAKIMA AVENUE,YAKIMA,WA,98901,"321 EAST YAKIMA AVENUE, YAKIMA, WA 98901, US",-120.5019086,46.60321565,100
ALEXANDRIA NADCOTICS TREATMENT PROGRAM,517 NORTH SAINT ASADH STREET ALEXANDRIA HEALTH DEPADTMENT,ALEXAlDRIA,VA,22314,"517 NORTH SAINT ASADH STREET ALEXANDRIA HEALTH DEPADTMENT, ALEXAlDRIA, VA 22314, US",-77.04468767,38.8100491,92.73
MILWAUKEE PSYCHIATRIC HOSPITAL THE DEWEY CENTER,1220 DEWEY AVENUE,MILWAUKEE,WI,53213,"1220 DEWEY AVENUE, MILWAUKEE, WI 53213, US",-88.00948386,43.04676466,100
VETERANS ADMINISTRATION MEDICAL CTR DRUG DEPENDENCE TREATMENT PROGRAM,150 lUIR ROAD,MADTINEZ,CA,94553,"150 lUIR ROAD, MADTINEZ, CA 94553, US",-122.13353,38.013905,81.63
VETERANS ADMINISTRATION MEDICAL CTR ALC AND DRUG DEPElDENCE TREATMENT PROG,3801 MIRANDA AVENUE ROON 116A3,PALO ALTO,CA,94304,"3801 MIRANDA AVENUE ROON 116A3, PALO ALTO, CA 94304, US",-122.139507,37.40416602,97.8
MEDICAL COLLEGE OF VIRGINIA DIVISION OF SUBSTANCE ABUSE MEDICINE,1200 EAST BROAD STREET 11TH FLOOR SOUTH WING,RICHMOND,VA,23298,"1200 EAST BROAD STREET 11TH FLOOR SOUTH WING, RICHMOND, VA 23298, US",-77.43091546,37.53905334,99.65
CHEYENE COMMUNITY DRUG ABUSE TREATMENT COUNCIL INC/PATHFINDER,803 NEST 21ST STREET,"CHEYENNE,",WY,82001,"803 NEST 21ST STREET, CHEYENNE,, WY 82001, US",-104.8253572,41.13445759,91.39
VETERANS ADMINISTRATION MEDICAL CTR DPUG DEPElDENCY TREATMENT PROG/OUTPT,125 LINCOLN STREET 5TH FLOOR,BOSTOrl,MA,2111,"125 LINCOLN STREET 5TH FLOOR, BOSTOrl, MA 2111, US",-71.05862118,42.35144736,99.62
VETERANS ADMINISTRATION MEDICAL CTR DRUG DEPENDENCE TREATMENT FROGRAM,54TH STREET AHD 48TH AVENUE SOUTH,1IHNEADOLIS,MH,55417,"54TH STREET AHD 48TH AVENUE SOUTH, 1IHNEADOLIS, MH 55417, US",-93.20504997,44.90639005,80.22
VETERANS ADMINISTRATION MEDICAL CTR DRUG DEPElDENCE TREATiENT PROGRAM,3200 VINE STREET,CINCINEATI,OH,45220,"3200 VINE STREET, CINCINEATI, OH 45220, US",-84.50950033,39.13816059,98.36
VETERANS ADMINISTRATION MEDICAL CTR DRUG DEPENDENCE TREATMENT PROG ADN,50 IRVING STREET NW RQO1 116A,WASHINGTON,DC,20422,"50 IRVING STREET NW RQO1 116A, WASHINGTON, DC 20422, US",-77.01119442,38.92940116,98.05
GOOD SAMADITAN MEDICAL CENTER INSTITUTE OF BEHAVIORAL MEDICINE,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,"1111 EAST MCDOWELL ROAD, PHOENIX, AZ 85006, US",-112.0599506,33.46570254,100
