Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys,ID
Grove Counseling Center Inc,The Grove Academy,,580 Old Sanford Oviedo Road,,,Winter Springs,FL,32708,(407)327-1765x1101 Intakes: (407)327-1765 (800)919-7165,www.thegrove.org,,SA/TX/RS/RL/AD/SF/MD/PI/SS/PA/AH/,6637FL32708
DISC Village Inc,,,2763 Natural Bridge Road,,,Woodville,FL,32362,(850)421-4115,www.discvillage.com,,SA/TX/HH/RL/AD/PW/WN/SF/MD/MC/SS/PA/AH/SP/,8243FL32362
DISC Village Inc,Adolescent Treatment Program,,2884 Natural Bridge Road,,,Woodville,FL,32362,(850)410-2900 Intake: (850)421-4115,www.discvillage.com,,SA/TX/RL/AD/CJ/SF/SI/PI/SS/,1594FL32362
McPherson Training Concepts,,,85428 Trinity Circle,,,Yulee,FL,32097,(904)548-0160,www.mcphersontrainingconcepts.com,,SA/TX/OP/AD/CO/DU/SF/,1444FL32097
Alpha Counseling Services,,,5040 Mission Square,,,Zephyrhills,FL,33541,(813)782-4484,,,SA/TX/OP/DU/CJ/SF/,1245FL33541
Pathfinder Counseling,Zephyrhills Office,,37816 State Road 54 West,,,Zephyrhills,FL,33542,(813)417-4359,,,MH-SA/TX/OP/DU/CJ/SF/PI/SS/,6046FL33542
Behavioral Health Services of South GA,,,105 North Parrish Avenue,,,Adel,GA,31620,(229)896-4559 Intakes: (800)313-8199 (229)247-4440,www.bhsga.com,,MH-SA/TX/OP/DU/SF/MD/MC/SI/PI/MI/,5142GA31620
Volunteers of America of Georgia Inc,,,134 South Hutchinson Avenue,,,Adel,GA,31620,(229)896-1522,www.voase.org,,SA/TX/OP/CO/PA/,7188GA31620
Heritage Foundation,,,1216 East Dawson Street,,,Albany,GA,31701,(229)639-0881,www.heritageofthomasville.org,,SA/TX/OP/AD/MD/PA/,1312GA31701
Substance Abuse Counseling Center,Marine and Family Services,Marine Corps Logistics Base Albany,814 Radford Boulevard Suite 20311,,,Albany,GA,31704,(229)639-5252 Intake: (229)639-7937,,,SA/TX/OP/SE/,9991GA31704
Middle Flint Behavioral Healthcare,,,425 North Lee Street,,,Americus,GA,31709,(229)931-2404 Intake: (800)808-2137 Hotline: (800)342-7843,www.middleflintbhc.org,,SA/DT/RS/HV/SF/AH/,2345GA31709
Middle Flint Behavioral Healthcare,Americus Out Patient Program,,415 North Jackson Street,,,Americus,GA,31709,(229)931-2504 Intakes: (800)808-2137 (229)931-2404 Hotlines: (800)808-2137 (229)931-2404,www.middleflintbhc.org,,MH-SA/TX/OP/CO/SF/MD/MC/SI/PI/MI/SS/,0643GA31709
Middle Flint Behavioral Healthcare,New Beginnings,,952 Anthony Drive,,,Americus,GA,31709,(229)928-2201 Hotline: (800)342-7843,www.middleflintbhc.org,,MH-SA/TX/OP/PH/CO/SF/MD/PI/MI/PA/AH/,3459GA31709
Middle Flint Behavioral Healthcare,Transitions/Children Servs,,402 North Jackson Street,,,Americus,GA,31709,(229)931-2956 Intakes: (800)808-2137 (229)931-2404 Hotlines: (800)808-2137 (229)931-2404,www.middleflintbhc.org,,MH/TX/OP/SF/MD/MC/SI/PI/MI/SS/,4582GA31709
Serenity Farm,,,696 McMath Mill Road,,,Americus,GA,31709,(229)931-2501 Intake: (229)931-2502,www.middleflintbhc.org,,SA/TX/RL/OP/PH/CO/HV/PW/WN/BC/PA/AH/,9261GA31709
Turner County Behavioral Hlth Servs of,South Georgia,,259 East Washington Avenue,,,Ashburn,GA,31714,(229)567-2990 Intake: (800)313-8199 Hotline: (800)313-8199,www.webserver/bhsga,,MH-SA/TX/OP/AD/DU/SF/MD/MC/SI/PI/MI/SS/,8577GA31714
Advantage Behavioral Health Systems,,,195 Miles Street,,,Athens,GA,30601,(706)369-5745 Intake: (706)369-5745x10 Hotline: (800)357-9774,www.advantagebhs.org,,SA/TX/DT/RS/OP/PH/DU/SF/MD/MC/SI/PI/MI/,9579GA30601
Athens Area,Commencement Center,,840 Hawthorne Avenue,,,Athens,GA,30606,(706)546-7455 Intakes: (706)546-7355 (800)646-1155,www.thecommencementcenter.com,,SA/TX/DT/OP/PH/SF/PI/,8750GA30606
DM and ADR Inc,,,1710 Commerce Road,,,Athens,GA,30607,(706)552-0688,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/PI/,7329GA30607
Family Counseling Service of Athens,,,1435 Oglethrope Avenue,,,Athens,GA,30606,(706)549-7755,,,MH-SA/TX/OP/DU/CJ/SF/PI/SS/SP/,1207GA30606
Georgia Therapy Associates,,,111 Athens West Parkway,,,Athens,GA,30603,(706)208-0103,www.georgiatherapyinc.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/WN/MN/SF/,6090GA30603
Alpha Recovery Centers Inc,,,4558 Roswell Road,Suite J-1,,Atlanta,GA,30342,(404)329-9991,www.alpha-recovery.com,,SA/TX/HH/RL/OP/SF/,2255GA30342
Anchor Hospital,Behavioral Health System,,5454 Yorktowne Drive,,,Atlanta,GA,30349,(770)991-6044 Intakes: (678)251-3226 (678)251-3213,www.anchorhospital.com,,MH-SA/TX/DT/HH/HI/OP/PH/AD/CO/SF/MC/PI/MI/AH/,5542GA30349
Bright Beginnings,,,766 Confederate Avenue SE,,,Atlanta,GA,30312,(404)627-1793 Intake: (404)627-1693,www.brightbeginningsmhad.com,,MH-SA/TX/DT/HH/RS/RL/OP/PH/CO/HV/SE/WN/BC/MN/CJ/SF/PI/MI/SS/,6409GA30312
CETPA Inc,,,7740 Roswell Road,Suite 700,,Atlanta,GA,30350,(770)452-8630,www.cetpa.org,,MH-SA/TX/OP/PH/AD/CO/DU/CJ/SF/PI/SS/PA/SP/,0595GA30350
Covenant Community Inc,,,623 Spring Street NW,,,Atlanta,GA,30308,(404)881-4660,www.allsaintsatlanta.org,,SA/TX/HH/RL/MN/SF/,0321GA30308
Dekalb Community Service Board,at Kirkwood Center,,23 Warren Street,,,Atlanta,GA,30317,(404)370-7474x350 Intake: (404)892-4646,,,MH-SA/TX/OP/PH/AD/CO/CJ/SF/MD/PI/MI/PA/AH/SP/F17/F42/,0953GA30317
Fulton County Political Subst,DBA Fulton Superior Court,,1135 Jefferson Street,Suite A,,Atlanta,GA,30318,(404)898-2424 Intake: (404)898-2400,,,SA/TX/OP/PH/CO/WN/CJ/SF/,7624GA30318
GPA Treatment Inc,,,4255 Chamblee-Tucker Road,,,Atlanta,GA,30340,(770)493-1922,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,5094GA30340
Georgia Therapy Associates,Atlanta,,2797 Campbellton Road,Suite C-3,,Atlanta,GA,30311,(404)349-6655,www.georgiatherapyassociatesinc.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,5381GA30311
Grady Health System,Drug Dependency Unit,,48-50 Coca Cola Place SE,,,Atlanta,GA,30303,(404)616-3970,,Methadone Clients Only,SA/TX/MM/OP/CO/HV/WN/MN/SF/MD/,3090GA30303
HUGS Recovery Centers,,,6830 Roswell Road NE,Suite 1-A,,Atlanta,GA,30328,(770)351-9893 Intake: (770)351-9813,,,SA/TX/RS/RL/OP/DU/SF/PI/MI/SS/,0663GA30328
Marr Inc,Mens Center,,2801 Clearview Place,,,Atlanta,GA,30340,(678)805-5100 Intake: (678)805-5131,www.marrinc.org,,SA/TX/HH/RS/RL/OP/PH/MN/DU/CJ/SF/,8012GA30340
Mary Hall Freedom House Inc,,,200 Hannover Park,Suite 100,,Atlanta,GA,30350,(770)642-5500 Intakes: (770)642-5500x5553 (770)642- 5500x5578,www.maryhallfreedomhouse.org,,SA/TX/RL/OP/PH/CO/HV/PW/WN/BC/SF/PI/,9241GA30350
New Start Drug Treatment Center,,,30 Warren Street SE,,,Atlanta,GA,30317,(404)370-1508 Intake: (404)370-1606,,,SA/TX/OP/WN/MN/DU/SF/MD/,1871GA30317
Northside Hospital Substance Abuse Ctr,Northside Recovery Center,,1140 Hammond Drive,Suite J-1075,,Atlanta,GA,30328,(404)851-8961 Intake: (404)851-8960,www.northside.com,,MH-SA/TX/HH/RL/OP/CO/DU/SF/MD/MC/SI/PI/MI/AH/,1162GA30328
Odyssey Family Counseling Center,,,3578 South Fulton Avenue,,,Atlanta,GA,30354,(404)669-3462,www.odysseycounseling.org,,MH-SA/TX/OP/CO/SF/PI/MI/SS/,7602GA30354
Peachford Behavioral Health Systems,,,2151 Peachford Road,,,Atlanta,GA,30338,(770)455-3200 Hotline: (770)455-3200,www.peachfordhospital.com,,MH-SA/TX/DT/HH/HI/RS/RL/OP/PH/AD/CO/SF/MC/SI/PI/MI/,2232GA30338
Plasmetics Inc,Apollo Addiction Recovery Center,,275 Carpenter Drive,Suite 101,,Atlanta,GA,30328,(404)252-4673 Hotline: (405)915-1585,www.apolloaddictionrecovery.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/HV/PW/WN/MN/SF/MD/MC/SP/,4286GA30328
Road to Recovery Inc,,,3155 Presidential Drive,Suite 104,,Atlanta,GA,30340,(770)220-2885,www.rdtorecovery.com,,MH-SA/TX/OP/AD/CO/MN/DU/CJ/SF/SS/SP/,2460GA30340
Saint Judes Recovery Center Inc,,,139 Renaissance Parkway NE,,,Atlanta,GA,30308,(404)874-2224 Intake: (404)249-6272,www.stjudesrecovery.org,,SA/TX/OP/CO/WN/MN/SF/SS/PA/,7012GA30308
Saint Judes Recovery Center Inc,,,1530 Carroll Drive,,,Atlanta,GA,30308,(404)874-2224 Intakes: (404)355-7520 (404)249-6272,www.stjudesrecovery.org,,SA/TX/OP/WN/SF/SS/,7456GA30308
Saint Judes Recovery Center Inc,,,761 Piedmont Avenue,,,Atlanta,GA,30308,(404)874-2224x221 Intake: (404)249-6272,www.stjudesrecovery.org,,SA/TX/RL/HV/WN/SF/SS/PA/,1592GA30308
Southside Medical Center,Substance Abuse Unit,,1039 Ridge Avenue SW,,,Atlanta,GA,30315,(404)564-6800,,DWI/DUI Clients Only,SA/TX/DT/MM/DM/OP/AD/HV/SE/PW/WN/MN/DU/CJ/SF/MD/MC/SS/PA/,0246GA30315
Talbott Recovery Campus,,,5448 Yorktowne Drive,,,Atlanta,GA,30349,(800)445-4232 Intakes: (678)251-3103 (678)251-3156 Hotline: (800)445-4232,www.talbottcampus.com,,SA/TX/RS/RL/OP/CO/GL/SF/MD/MC/SI/PI/MI/,3372GA30349
Tangu Inc,,,159 Forsyth Street SW,,,Atlanta,GA,30303,(404)523-4599 Intake: (866)523-4599 Hotline: (404)597-4434,www.tangu.org,,SA/TX/DT/HH/RS/RL/OP/AD/WN/MN/DU/SF/PI/SP/,3650GA30303
Turn Around Recovery Residences,,,5455 Buford Highway,Suite 105-A,,Atlanta,GA,30340,(770)457-1280,www.turnaroundrecovery.com,,HH/,8063GA30340
Army Substance Abuse Program (ASAP),Eisenhower Army Medical Center,,Building 300 12-West Nursing Station,,,Augusta,GA,30905,(706)787-5392,www.gordon.army.mil/dhr/ALDrug/Default.html,,SA/TX/OP/WN/MI/,1401GA30905
Augusta Metro Treatment Center,,,525 Ellis Street,,,Augusta,GA,30901,(706)722-3855,www.methadonetreatment.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,6677GA30901
Bradford Health Services,Augusta Regional Office,,105 Rossmore Place,Whitney Place Professional Park,,Augusta,GA,30909,(706)854-1126,www.bradfordhealth.com,,SA/TX/OP/PH/AD/SF/PI/MI/SS/,4004GA30909
Hope House Inc,,,2542 Milledgeville Road,,,Augusta,GA,30904,(706)737-9820 Intake: (706)733-3463,,,SA/TX/RL/CO/PW/WN/BC/PA/,0481GA30904
Hope House Inc,,,3212 Wrightsboro Road,,,Augusta,GA,30904,(706)733-3463,,,SA/TX/RL/CO/HV/PW/WN/BC/PA/,0223GA30904
Medical College of Georgia,Hospital and Clinics,,1120 15th Street,,,Augusta,GA,30912,(706)721-9604 Intakes: (706)721-9331 (706)721-8802 Hotline: (706)721-5600,,,MH-SA/TX/DT/HI/SF/MD/MC/SI/PI/MI/AH/,3730GA30912
Serenity Behavioral Health Systems,,,3421 Mike Padgett Highway,Building A,,Augusta,GA,30906,(706)432-4800,www.cmhc.us,,MH-SA/TX/OP/AD/CO/WN/SF/MD/MC/SI/PI/MI/SS/AH/,1021GA30906
Three Springs Inc,,,3431 Mike Padgett Highway,,,Augusta,GA,30906,(706)798-5422,,,SA/TX/HH/RL/AD/CJ/MD/,9272GA30906
Veterans Affairs Medical Center,Uptown Division,One Freedom Way,,,,Augusta,GA,30904,(706)733-0188 Intake: (706)733-0188x7732,,,MH/TX/DT/HH/HI/RS/RL/OP/CO/SF/PI/MI/,5821GA30904
Cobb-Douglas Community Services Board,Douglas Outpatient Services,,1707 North Blairs Bridge Road,,,Austell,GA,30168,(770)949-8082 Intake: (770)422-0202 Hotline: (770)422-0202,www.cobbcsb.com,,MH-SA/TX/OP/SF/MD/MC/PI/SS/AH/,3794GA30168
Bainbridge Treatment Center,,,931 SW Street,,,Bainbridge,GA,39819,(229)248-4220,,Methadone Clients Only,SA/TX/DT/MM/OP/SF/,2127GA39819
Georgia Mountains Community Services,,,41 Hospital Street,Suite 100,,Blairsville,GA,30512,(706)745-5911 Hotline: (800)347-7267,www.gamtns.org,,MH-SA/TX/OP/AD/CO/DU/SF/MD/MC/PI/MI/SS/,6436GA30512
Gateway Behavorial Health Services,,,Route 1,Box 280-B,,Bloomingdale,GA,31302,(912)748-4378 Hotline: (866)713-7763,www.gatewaybhs.org,,SA/TX/RL/AD/BC/SF/MD/SI/PI/SS/,8551GA31302
Alpha Recovery Centers Inc,Brunswick,,10 Alpha Circle,,,Brunswick,GA,31525,(912)554-2025,www.alpha-recovery.com,,SA/TX/HH/RL/OP/PH/MN/DU/SF/AH/SP/,1802GA31525
Gateway CSB Crisis Stabilization Unit,,,3045 Scarlet Street,,,Brunswick,GA,31520,(912)280-1400 Intake: (912)280-1450 Hotline: (912)280-1450,,,MH-SA/DT/RS/CO/SF/MD/MC/SI/PI/MI/SS/,3435GA31520
Covenant Treatment Center,,,2536 Carrollton-Villa Rica Highway,,,Carrollton,GA,30117,(770)214-9788,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/WN/SF/,1079GA30117
Pathways Carroll County,Substance Abuse Center,,153 Independence Drive,,,Carrollton,GA,30116,(770)836-6678 Intake: (888)247-9048 Hotline: (800)247-9048,www.pathwayscsb.org,,MH-SA/TX/OP/PH/AD/DU/SF/MD/MC/SI/PI/MI/SS/AH/,5585GA30116
Cartersville Treatment Center,,,218 Stonewall Street,,,Cartersville,GA,30120,(770)386-1907 Hotline: (866)768-3766,www.crchealth.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/PW/WN/SF/,4130GA30120
Lookout Mountain Community Services,Youth Substance Abuse,,107 Alex Drive,,,Chickamauga,GA,30707,(706)539-2228 Intake: (800)882-1552 Hotline: (800)882-1552,www.lookoutmountain.com,,MH-SA/TX/RL/AD/CO/SF/MD/SI/PI/MI/SS/SP/,6818GA30707
White County Mental Health,,,1241 Helen Highway,Suite 180,,Cleveland,GA,30528,(706)865-7886 Hotline: (800)347-5827,www.gamtns.org,,MH/TX/OP/AD/CO/DU/SF/MD/MC/SS/AH/,9731GA30528
Bradford Health Services,Columbus Regional Office,,2616 Warm Springs Road,Suite C,,Columbus,GA,31904,(706)649-3075 Hotline: (706)649-3075,www.bradfordhealth.com,,SA/TX/OP/PH/AD/SF/PI/MI/,7526GA31904
Bradley Center of St Francis Hospital,,,2000 16th Avenue,,,Columbus,GA,31901,(706)320-3700,www.sfhga.com,,MH-SA/TX/DT/HI/OP/PH/CO/SF/MC/PI/MI/,4880GA31901
Georgia Therapy Associates,Columbus,,1301 Wynnton Court,,,Columbus,GA,31906,(706)576-4033,www.georgiatherapyassociatesinc.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/HV/GL/SE/PW/WN/MN/SF/MD/,8080GA31906
New Horizons,MH/MR SA Comm Serv Board/Womens Prog,,1727 Boxwood Place,,,Columbus,GA,31906,(706)569-0727 Intake: (706)323-0174,www.newhorizonscsb.org,,MH-SA/TX/OP/PH/CO/WN/SF/MD/MC/PI/MI/SS/,2780GA31906
New Horizons,Outpatient Alcohol and Drug Services,,2100 Comer Avenue,,,Columbus,GA,31906,(706)596-5702 Intake: (706)323-0174,www.newhorizonscsb.org,,MH/TX/DT/OP/HV/PW/WN/SF/MD/MC/SI/PI/MI/AH/,7314GA31906
New Horizons,Passages,,1215 2nd Avenue,,,Columbus,GA,31906,(706)317-5001 Intake: (706)660-0545,www.newhorizonscsb.org,,SA/TX/PH/PW/SF/MD/MC/SI/PI/MI/AH/SP/,8526GA31906
Rockdale House for Men,,,1060 Scott Street SE,,,Conyers,GA,30012,(770)483-3984,www.rockdalehouses.org,,SA/TX/RL/MN/SF/,7376GA30012
Rockdale Mental Health Center,,,977 Taylor Street,Suite A,,Conyers,GA,30012,(770)918-6677,www.grncsb.com,,MH-SA/TX/OP/PH/WN/DU/SF/MD/MC/SI/PI/MI/AH/,7427GA30012
Middle Flint Behavioral Healthcare,Crisp Outpatient Services,,1335 North 5th Street Extension,Suite A,,Cordele,GA,31015,(229)276-2367 Intakes: (800)808-2137 (229)931-2404 Hotlines: (800)808-2137 (229)931-2404,www.middleflintbhc.org,,MH-SA/TX/OP/CO/SF/MD/MC/SI/PI/MI/SS/,0624GA31015
GRN Community Service Board,Newton Mental Health Center,,8201 Hazelbrand Road,,,Covington,GA,30014,(770)787-3977 Intake: (770)962-5544 Hotline: (770)962-5544,www.grncsb.com,,MH-SA/TX/OP/CO/DU/SF/MD/MC/PI/MI/,0001GA30014
GRN Recovery Center,,,215 Kirkland Road,,,Covington,GA,30016,(678)729-9900 Intake: (770)962-5544 Hotline: (770)985-2494,www.grncsb.com,,SA/TX/HH/RS/RL/CO/WN/MN/SF/PI/SS/AH/,3613GA30016
Forsyth County Mental Health,,,125 North Corners Parkway,,,Cumming,GA,30040,(770)781-6841 Hotline: (800)347-5827,www.gamtns.org,,MH-SA/TX/OP/AD/CO/SF/MD/MC/SS/,1691GA30040
Georgia Mountains Community Services,Lumpkin County Outpatient Services,,150 Johnson Street,Suite A,,Dahlonega,GA,30533,(706)864-6822 Hotlines: (800)347-5827 (770)535-5412,www.gamtns.org,,MH/TX/OP/AD/CO/WN/SF/MD/MC/SS/AH/,5826GA30533
Highland Rivers Community Servs Board,Drug Abuse Treatment and Education Prg,,900 Shugart Road,,,Dalton,GA,30720,(706)270-5100x132 Intake: (706)270-5158 Hotlines: (800)923-2305 (800)493-1932,www.highlandrivers.org,,MH-SA/TX/DT/RS/OP/MN/SF/MD/MC/PI/SS/,3312GA30720
Gateway Behavioral Health Services,Residential Substance Abuse Program,,1000 Commissioner Drive,,,Darien,GA,31305,(912)437-9450 Intakes: (912)437-9454 (912)437-9453 Hotline: (866)713-7763,www.gatewaycsb.org,,SA/TX/RS/RL/PH/CO/PW/WN/BC/SF/MD/SS/SP/,1597GA31305
Lewell Mainor Mental Health Center,,,638 Forrester Drive,,,Dawson,GA,39842,(229)430-1854 Intake: (229)995-2701,www.albanycsb.org,,MH-SA/TX/OP/CO/SF/MD/MC/PI/MI/AH/,2900GA39842
Alliance Recovery Center,,,209 Swanton Way,Suite B,,Decatur,GA,30030,(404)377-7669,www.alliancerecoverycenter.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/WN/MN/SF/,1145GA30030
DeKalb Addiction Clinic,,,455 Winn Way,,,Decatur,GA,30030,(404)508-6430 Intake: (404)892-4646 Hotline: (404)892-4646,www.dekcsb.org,,SA/TX/OP/PH/CO/PW/WN/MN/DU/CJ/SF/MD/MC/PI/MI/SS/,1086GA30030
DeKalb Community Service Board,DeKalb Regional Crisis Center,,450 Winn Way,,,Decatur,GA,30030,(404)294-0499 Intake: (404)892-4646 Hotline: (404)892-4646,www.dekcsb.org,,MH-SA/DT/RS/CO/HV/WN/SF/SS/,0494GA30030
New Learning Center Inc,,,120 East Trinity Place,,,Decatur,GA,30030,(404)378-2065,,,MH-SA/TX/OP/CO/PW/WN/,2361GA30030
Newport Intergrated Behav Hlthcare Inc,,,4540 Glenwood Road,,,Decatur,GA,30032,(404)289-8223 Hotline: (866)821-0465,www.nibhinc.com,,MH-SA/TX/DT/RS/OP/AD/CO/HV/MN/SF/MD/MC/SI/PI/PA/,8386GA30032
Our Common Welfare Inc,,,3423 Covington Drive,Suite B,,Decatur,GA,30032,(404)284-6061x222 Intake: (404)284-6061,www.ourcommonwelfare.com,,SA/TX/OP/PH/HV/PA/,9640GA30032
Veterans Affairs Medical Center,Substance Abuse Section,,1670 Clairmont Road,,,Decatur,GA,30033,(404)321-6111x6900 Intake: (404)321-6111x5398,www.atlanta.med.va.gov,,MH-SA/TX/DT/MM/OP/PH/CO/HV/WN/MN/SF/PI/MI/PA/,0541GA30033
Mental Health/Alcohol and Drug,Outpatient Services,,2121 Bellevue Road,Suite A,,Dublin,GA,31021,(478)275-5167 Intake: (478)272-1190,,,SA/TX/OP/CO/PW/WN/CJ/SF/MD/SI/PI/AH/SP/,5604GA31021
Middle GA Adolescent Residential Ctr,,,2121 Bellvue Road,Suite C,,Dublin,GA,31021,(478)274-7660x1192 Intakes: (478)274-7660 (478)275-6850x1192,,,SA/TX/RL/AD/CO/CJ/SF/MD/SI/PI/MI/,0430GA31021
Twin Oaks,Crisis Residential Unit,,2121 Bellevue Road,Suite A,,Dublin,GA,31021,(478)275-6811x1176 Intake: (478)272-1190x1129 Hotline: (800)868-5423,,,MH-SA/DT/RS/CO/HV/PW/WN/MN/MD/AH/,1074GA31021
Veterans Affairs Medical Center,Substance Abuse Treatment Program,,1826 Veterans Boulevard,Unit 116-A,,Dublin,GA,31021,(478)277-2888 Intake: (800)595-5229x3159,,www1.va.gov,SA/TX/HH/OP/PH/PI/,9006GA31021
Advantage Behavioral Health Systems,,,924 Elbert Street,,,Elberton,GA,30635,(706)213-2048 Intake: (800)357-9774 Hotline: (800)357-9774,www.negacsbs.org,,MH-SA/TX/OP/AD/DU/CJ/SF/MD/MC/SI/PI/SS/,5204GA30635
Behavioral Health Services of South GA,,,124 South Grant Street,,,Fitzgerald,GA,31750,(229)426-5213 Intake: (800)313-8199 Hotline: (800)313-8199,www.bhsga.com,,MH-SA/TX/OP/AD/CO/DU/SF/MD/MC/PI/MI/SS/,8283GA31750
River Edge Project Connect,,,101 Willis Wilder Drive,,,Forsyth,GA,31029,(478)994-7600 Intake: (478)992-5094,www.river-edge.org,,SA/TX/PH/CO/PW/WN/CJ/SF/MD/SI/PI/MI/SS/AH/,8654GA31029
U S Army MEDDAC,MCXB/B,,Building 324,,,Fort Benning,GA,31905,(706)545-6167 Intake: (706)545-8362,www.https//machnet.amedd.army.mil,,SA/TX/DT/OP/WN/DU/PI/MI/,7283GA31905
Metro Treatment of Georgia LP,Northwest Georgia Treatment Center,,65 White Street,,,Fort Oglethorpe,GA,30742,(706)861-9390,www.methadonetreatment.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,6257GA30742
Phoenix Center Behavioral Health Servs,,,503 Bluebird Boulevard,,,Fort Valley,GA,31030,(478)825-6499 Hotline: (478)464-5200,www.phoenixcenterbhs.org,,MH-SA/TX/OP/CO/HV/SF/MD/MC/SI/SS/AH/,2104GA31030
Georgia Mountains Community Services,Ambulatory Detox,,1314 West Ridge Road,,,Gainesville,GA,30501,(770)535-5412 Hotline: (800)347-5827,,,SA/TX/DT/OP/SF/MD/SS/AH/,5974GA30501
Laurelwood Hospital,,,200 Wisteria Drive,,,Gainesville,GA,30501,(770)531-3800,www.nghs.com/nghs,,MH-SA/TX/DT/HI/OP/PH/AD/CO/SE/WN/MN/CJ/SF/MD/MC/SI/PI/MI/AH/SP/,6457GA30501
McIntosh Trail Community Servs Board,Substance Abuse Outpatient Services,,141 West Solomon Street,,,Griffin,GA,30223,(770)229-3000 Intake: (770)358-5252 Hotline: (770)358-5252,www.mctrailcsb.org,,MH-SA/TX/OP/CO/PW/WN/DU/SF/MD/MC/PI/SS/PA/,5537GA30223
McIntosh Trail MH/MR/SA Services,Katharos,,1459 Williamson Road,,,Griffin,GA,30224,(770)358-8381 Intake: (770)358-5252,www.backtrail.org,,SA/TX/DT/RS/RL/OP/AD/BC/CJ/SF/MD/SI/PI/MI/SS/,0366GA30224
Midway Recovery Systems Inc,,,119 South 10th Street,,,Griffin,GA,30224,(770)227-8975 Hotline: (770)227-8975,,,SA/TX/RL/CO/MN/SF/,2722GA30224
Fraser Center,,,203 Mary Lou Drive,,,Hinesville,GA,31313,(912)369-7777,www.frasecenter.com,,MH-SA/TX/DT/OP/DU/SF/PI/MI/SS/,0758GA31313
Gateway Community Service Board,Liberty County,,1113 Oglethorphe Highway,,,Hinesville,GA,31313,(912)368-3344,,,MH-SA/TX/OP/CO/SF/MD/MC/PI/,1911GA31313
Butts County Counseling Center,,,463 Ernest Biles Drive,Suite B,,Jackson,GA,30233,(770)358-8326 Intake: (770)358-5252 Hotline: (770)358-5252,,,MH-SA/TX/OP/AD/CO/DU/CJ/SF/MD/SS/AH/,7226GA30233
Advantage Behavioral Health Systems,Jackson County Clinic,,515 Darnell Road,,,Jefferson,GA,30549,(706)367-5258x11 Intake: (800)357-9774 Hotline: (800)357-9774,www.negacsbs.org,,MH-SA/TX/OP/AD/DU/SF/MD/MC/SI/SS/AH/,4969GA30549
Potters House,,,655 Potters House Road,,,Jefferson,GA,30549,(706)543-8338,www.aumcares.org,,SA/TX/HH/RL/MN/PA/,4463GA30549
Clayton Center Community Servs Board,Substance Abuse Program,,853 Battle Creek Road,,,Jonesboro,GA,30236,(770)478-1099 Hotline: (404)294-0499,www.claytoncenter.org,,MH-SA/TX/DT/HH/RS/RL/OP/PH/CO/PW/WN/MN/DU/SF/MD/MC/PI/SS/AH/,1439GA30236
LaFayette Outpatient Clinic,,,501 Mize Street,,,La Fayette,GA,30728,(706)638-5591x149 Intakes: (800)882-1552 (706)639-2069x143 Hotline: (800)882-1552,www.lmcs.org,,MH-SA/TX/OP/AD/CO/SF/MD/MC/SI/PI/MI/SS/PA/AH/,8079GA30728
Pathways Center,Troup Mental Health,,122 Gordon Commercial Drive,Suite D,,Lagrange,GA,30240,(706)845-4054 Hotline: (800)247-9048,www.pathwayscsb.org,,MH-SA/TX/OP/DU/SF/MD/MC/SI/PI/MI/SS/AH/,3393GA30240
Family Recovery,,,190 Camden Hill Road,Suite A,,Lawrenceville,GA,30045,(770)513-8988,www.familyrecovery.com,,MH-SA/TX/OP/DU/SF/PI/SS/,9797GA30045
GRN Alcohol and Drug Abuse Program,,,175 Gwinnett Drive,,,Lawrenceville,GA,30045,(770)963-8141 Intake: (770)962-5544,www.grncsb.com,,MH-SA/TX/OP/CO/DU/SF/MD/MC/SI/PI/MI/SS/,6741GA30045
Marr Inc,Womens Recovery Center,,275 West Pike Street,,,Lawrenceville,GA,30045,(678)805-5170,www.marrinc.com,,SA/TX/HH/RL/PH/CO/WN/DU/SF/PI/,1209GA30045
Summitridge Center for Psychiatry and Addiction Medicine,,,250 Scenic Highway,,,Lawrenceville,GA,30045,(678)442-5800 Intake: (678)442-5858 Hotline: (678)442-5858,www.gwinnetthealth.org,,MH-SA/TX/DT/HI/OP/PH/AD/SF/MD/MC/PI/MI/AH/,6342GA30045
Ogeechee Behavioral Health Services,,,408 Green Street,,,Louisville,GA,30434,(478)625-7890,,,MH-SA/TX/OP/SF/MD/MC/SI/PI/MI/SS/AH/,1929GA30434
GPA Treatment of Macon Inc,,,6132 Hawkinsville Road,,,Macon,GA,31216,(478)788-0066,,Methadone Clients Only,SA/TX/MM/OP/PW/WN/SF/,5048GA31216
