"YFips","Year","Fips","State","CountyName","TtlJlPpr","FmlJlPpr","MlJlPpr","AapiJlPpr","BlckJlPpr","LtnxJlPpr","NtvJlPpr","WhtJlPpr","TtlJlAdmr","TtlJlPrtr"
201716017,2017,"16017","ID","Bonner County",304.85,150.7,424.02,274.37,4854.37,2965.6,1865.67,121.21,3963.11,0
201716019,2017,"16019","ID","Bonneville County",492.31,258.21,745.31,429.17,3191.49,174.77,1050.79,484.39,7858.43,187.48
201716021,2017,"16021","ID","Boundary County",281.37,111.3,825.27,0,1372.55,260.42,684.93,325.08,10241.98,84.41
201716023,2017,"16023","ID","Butte County",339.44,NA,NA,0,0,0,0,296.3,NA,0
201716025,2017,"16025","ID","Camas County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201716027,2017,"16027","ID","Canyon County",250.15,102.71,503.27,243.55,654.21,450.41,255.97,247.81,7673.63,246.47
201716029,2017,"16029","ID","Caribou County",844.8,453.4,1065.8,0,6250,1760.56,18181.82,579.86,27612.84,289.65
201716031,2017,"16031","ID","Cassia County",545.06,335.83,891.43,1795.92,654.32,874.91,2307.69,512.41,10220.64,327.04
201716033,2017,"16033","ID","Clark County",538.6,371.75,0,0,0,373.13,0,1107.01,0,0
201716035,2017,"16035","ID","Clearwater County",424.38,44.35,477.98,3050.85,2250,389.11,4545.45,427.72,20061.73,308.64
201716037,2017,"16037","ID","Custer County",166.39,0,81.23,0,0,1481.48,0,90.25,8652.25,166.39
201716039,2017,"16039","ID","Elmore County",528.4,49.32,182.8,0,142.05,516.35,540.54,426.22,5077.25,212.51
201716041,2017,"16041","ID","Franklin County",86.86,0,170.44,0,0,607.64,0,47.35,0,0
201716043,2017,"16043","ID","Fremont County",219.97,78.68,228.83,0,0,90.58,2547.95,173.99,3788.34,97.76
201716045,2017,"16045","ID","Gem County",329.49,230.55,469.3,854.3,1984.62,330.4,0,362.56,4031.4,193.82
201716047,2017,"16047","ID","Gooding County",341.22,45.87,846.56,0,0,325.62,0,294.65,0,264.17
201716049,2017,"16049","ID","Idaho County",150.17,45.42,243.9,0,0,258.33,286.15,153.57,6693.12,42.9
201716051,2017,"16051","ID","Jefferson County",269.02,0,102.72,0,0,303.74,3885.71,327.21,2128.78,169.6
201716053,2017,"16053","ID","Jerome County",669.94,301.03,1012.93,0,3447.76,495.05,2614.68,769.06,10822.57,359.14
201716055,2017,"16055","ID","Kootenai County",381.76,195.38,648.98,498.02,1954.4,254.02,1093.64,398.11,8182.39,337.08
201716057,2017,"16057","ID","Latah County",126.89,21.87,129.68,98.72,248.76,76.45,2531.65,90.51,4215.57,59.92
201716059,2017,"16059","ID","Lemhi County",183.91,90.91,279.07,0,0,0,0,218.18,9563.22,0
201716061,2017,"16061","ID","Lewis County",418.41,92.25,656.04,0,0,980.39,1526.72,383.77,10646.21,232.45
201716063,2017,"16063","ID","Lincoln County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201716065,2017,"16065","ID","Madison County",240.08,149.4,383.36,146.62,673.82,791.04,1688.17,189.57,3378.14,79.08
201716067,2017,"16067","ID","Minidoka County",545.04,328.76,909.44,3569.23,701.49,665.82,1666.67,586.71,10220.66,327.02
201716069,2017,"16069","ID","Nez Perce County",462.32,79.2,236.59,0,1200,209.51,1810.87,314.25,11506.7,221.28
201716071,2017,"16071","ID","Oneida County",504.37,231.33,746.88,818.18,2058.82,1388.89,15666.67,344.16,7477.34,43.32
201716073,2017,"16073","ID","Owyhee County",633.98,459.24,525.73,0,2717.39,304.57,0,602.79,6494.79,352.21
201716075,2017,"16075","ID","Payette County",423.85,156.83,868.81,0,1231.88,830.37,0,354.42,1867.82,79.02
201716077,2017,"16077","ID","Power County",491.4,231.16,1210.03,0,0,258.23,909.09,688.16,10453.43,290.37
201716079,2017,"16079","ID","Shoshone County",578.03,372.74,1037.34,42631.58,4283.33,1162.79,1183.43,664.97,9130.32,446.66
201716081,2017,"16081","ID","Teton County",240.09,154.75,370.74,354.84,1869.57,353.17,1869.57,207.15,3378.2,79.12
201716083,2017,"16083","ID","Twin Falls County",322.67,144.89,500.98,166.98,433.82,839.87,216.22,204.45,5361.34,219.57
201716085,2017,"16085","ID","Valley County",419.12,95.21,425.4,0,2631.58,495.41,0,267.92,13722.45,155.23
201716087,2017,"16087","ID","Washington County",488.15,311.74,561.6,3846.15,4545.45,1639.34,0,333.56,14504.88,435.84
201717001,2017,"17001","IL","Adams County",187.74,98.35,506.33,234.19,108.75,6134.97,0,88.08,8092.69,42
201717003,2017,"17003","IL","Alexander County",1088.63,44.41,1953.28,0,259.8,71080,0,81.97,4445.58,1099.95
201717005,2017,"17005","IL","Bond County",219.28,60.2,352.23,0,449.44,192.87,0,191.27,5226.13,201.01
201717007,2017,"17007","IL","Boone County",286.08,34.95,590.7,0,1315.79,283.43,0,197.6,10969.2,208.06
201717009,2017,"17009","IL","Brown County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201717011,2017,"17011","IL","Bureau County",133.45,39.64,177.51,0,784.31,155.2,0,78.78,6939.5,64.25
201717013,2017,"17013","IL","Calhoun County",170.58,36.43,125,0,1947.37,1307.69,0,174.93,7648.83,158.84
201717015,2017,"17015","IL","Carroll County",186.24,166.31,296.67,0,468.75,159.88,0,149.55,1815.85,93.12
201717017,2017,"17017","IL","Cass County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201717019,2017,"17019","IL","Champaign County",123.67,14.74,262.44,4.97,792.85,80.39,218.66,45.05,3399.84,116.39
201717021,2017,"17021","IL","Christian County",256.46,60.72,322.15,0,1394.42,0,0,254.91,6914.89,175.72
201717023,2017,"17023","IL","Clark County",204.27,82.87,322.32,0,0,0,0,168.62,6373.2,142.99
201717025,2017,"17025","IL","Clay County",147.93,49.59,245.16,0,1754.39,0,0,140.66,1923.08,123.27
201717027,2017,"17027","IL","Clinton County",266.54,17.38,188.64,1522.99,1602.56,636.94,0,160.08,6089.98,105
201717029,2017,"17029","IL","Coles County",292.85,217.91,665.74,110.65,463.23,206.83,0,222.41,11384.38,153.54
201717031,2017,"17031","IL","Cook County",244.15,34.28,426.85,16.97,690.84,131.67,179.02,72.71,1503.6,198.4
201717033,2017,"17033","IL","Crawford County",333.17,54.41,412.25,0,108.58,0,0,155.62,1267.67,130.02
201717035,2017,"17035","IL","Cumberland County",147.67,NA,NA,0,2173.91,1612.9,0,379.59,NA,280.57
201717037,2017,"17037","IL","DeKalb County",183.85,21.99,227.33,111.46,490.84,116.11,0,63.92,3353.27,89.18
201717039,2017,"17039","IL","De Witt County",702.07,161.29,1358.43,1529.41,24369.75,4895.1,0,156.02,19025.02,504.3
201717041,2017,"17041","IL","Douglas County",115.44,66.6,424.77,0,1941.75,313.81,0,127.89,13721.45,74.21
201717043,2017,"17043","IL","DuPage County",102.48,24.17,182.16,8.87,723.19,117.8,110.74,66.33,1626.13,83.84
201717045,2017,"17045","IL","Edgar County",259.38,92.99,442.97,0,634.41,965.99,0,162.21,6262.16,120.43
201717047,2017,"17047","IL","Edwards County",360.11,119.2,579.16,0,6393.94,920.63,0,290.18,9750.77,251.54
201717049,2017,"17049","IL","Effingham County",213.85,95.17,354.48,0,4895.1,564.52,0,202.76,7977.68,181.31
201717051,2017,"17051","IL","Fayette County",275.48,162.21,367.02,0,647.25,1132.08,0,231.72,7959.98,275.48
201717053,2017,"17053","IL","Ford County",310.3,23.94,713.95,2186.44,11711.71,722.02,0,202.25,7447.19,155.15
201717055,2017,"17055","IL","Franklin County",395.97,66.69,325.08,3473.68,2631.58,465.44,0,388.23,9319.77,387.63
201717057,2017,"17057","IL","Fulton County",340.11,69.16,343.56,0,1562.5,554.32,0,229.74,6050.3,250.6
201717059,2017,"17059","IL","Gallatin County",360.37,118.81,581.69,0,4459.46,937.5,0,291.13,9750.74,251.57
201717061,2017,"17061","IL","Greene County",95.68,24.87,161.29,0,0,0,0,111.62,5597.42,0
201717063,2017,"17063","IL","Grundy County",151.15,30.35,132.48,0,1344.54,120.96,0,107.68,7073.76,96.74
201717065,2017,"17065","IL","Hamilton County",360.18,119.35,578.61,0,6090.91,879.52,0,290.37,9750.71,251.72
201717067,2017,"17067","IL","Hancock County",176.71,0,201.24,0,0,0,0,163.56,5319.94,139.51
201717069,2017,"17069","IL","Hardin County",211.77,0,167.93,0,0,0,0,89.41,4404.91,84.71
201717071,2017,"17071","IL","Henderson County",170.9,0,247.52,0,0,0,0,50.81,1269.53,0
201717073,2017,"17073","IL","Henry County",306.17,127.19,544.15,1654.64,3591.95,613.15,1644.44,235.12,5307,316.05
201717075,2017,"17075","IL","Iroquois County",111.47,35.34,303.84,0,1083.03,44.57,0,58.53,9457.32,52.8
201717077,2017,"17077","IL","Jackson County",380.77,55.54,397.29,315.36,1275.54,803.22,0,229.19,7457.22,346.16
201717079,2017,"17079","IL","Jasper County",135.43,136.57,268.64,2000,0,482.76,0,86.87,5281.87,50.79
201717081,2017,"17081","IL","Jefferson County",377.07,81.29,492.3,856.23,1101.14,3592.59,0,221.1,10675.38,268.14
201717083,2017,"17083","IL","Jersey County",170.64,34.94,130.91,0,1186.67,1163.55,0,177.08,7648.87,158.87
201717085,2017,"17085","IL","Jo Daviess County",122.04,0,307.15,0,647.54,290.7,4347.83,110.75,6769.18,65.09
201717087,2017,"17087","IL","Johnson County",340.38,186.21,452.93,0,408.28,103.33,0,348.96,6580.29,296.72
201717089,2017,"17089","IL","Kane County",151.86,19.54,263.15,29.5,804.26,127.45,794.91,86.95,1790.86,132.73
201717091,2017,"17091","IL","Kankakee County",596.16,69.23,1331.28,720.52,1237.22,261.04,914.06,651.72,768.88,637.95
201717093,2017,"17093","IL","Kendall County",119.42,30.9,182.4,0,534.11,156.84,0,82.39,4346.74,105.09
201717095,2017,"17095","IL","Knox County",371.31,65.72,615.87,252.53,1292.15,464.4,0,244.28,14726.71,327.26
201717097,2017,"17097","IL","Lake County",130.58,26.41,243.93,9.96,915.05,107.62,0,66.36,1851.77,117.97
201717099,2017,"17099","IL","LaSalle County",239.7,62.2,374.38,137.98,1300.28,101.79,480.87,196.93,4303.22,164.08
201717101,2017,"17101","IL","Lawrence County",289.56,47.01,247.99,0,0,0,0,208.84,6799.93,168.13
201717103,2017,"17103","IL","Lee County",206.49,20.23,209.81,0,414.69,136.15,0,105.89,2334.25,130.18
201717105,2017,"17105","IL","Livingston County",490.28,80.47,404.59,0,5243.72,820.42,0,246.1,9475.88,564.04
201717107,2017,"17107","IL","Logan County",176.95,187.25,236.8,0,225.43,254.78,1571.43,124.95,9472.26,140.52
201717109,2017,"17109","IL","McDonough County",153.23,28.83,276.74,319.93,1988.22,280.31,1830.19,27.34,8963.8,143.65
201717111,2017,"17111","IL","McHenry County",201.5,44.92,370.79,153.21,1958.04,749.49,269.04,89.32,3127.79,187.9
201717113,2017,"17113","IL","McLean County",212.25,55.55,384.8,16.53,1241.22,190.41,493.56,123.87,6430.86,136.2
201717115,2017,"17115","IL","Macon County",429.99,136.09,884.28,201.21,1593.5,542.01,0,236.02,7396.98,468.24
201717117,2017,"17117","IL","Macoupin County",160.36,62.72,369.67,0,1044.39,0,0,144.23,5438.19,111.55
201717119,2017,"17119","IL","Madison County",162.11,41.21,255.41,136.45,629.92,59.4,0,121.18,5509.56,158.64
201717121,2017,"17121","IL","Marion County",379.52,85.34,776,395.94,902.53,685.02,0,262.16,12334.5,112.13
201717123,2017,"17123","IL","Marshall County",127.57,0,194.66,0,0,0,0,89.53,7370.66,85.05
201717125,2017,"17125","IL","Mason County",562.81,167.54,1174.22,0,10869.57,4444.44,0,370.42,11830.92,407.14
201717127,2017,"17127","IL","Massac County",325.64,120.73,539.54,0,533.91,0,0,325.78,7779.65,325.64
201717129,2017,"17129","IL","Menard County",194.5,102.72,261.92,0,930,1680.67,0,188.35,6742.74,155.6
201717131,2017,"17131","IL","Mercer County",239.71,148.49,635.12,2500,12000,1509.43,6263.16,218.08,3720.69,354.35
201717133,2017,"17133","IL","Monroe County",54.35,0,71.85,0,2500,1005.87,0,23.34,3061.73,27.18
201717135,2017,"17135","IL","Montgomery County",174.93,61.35,295.77,0,101.52,231.2,0,166.61,13644.56,131.2
201717137,2017,"17137","IL","Morgan County",125.99,85.49,282.15,0,300.3,85.53,1000,92.97,10763.14,94.49
201717139,2017,"17139","IL","Moultrie County",314.57,22.33,90.44,0,16000,2380.95,0,127.33,5257.84,280.87
201717141,2017,"17141","IL","Ogle County",278.13,37.48,501.53,386.47,7200,238.59,1464.79,155.87,5624.4,237.96
201717143,2017,"17143","IL","Peoria County",319.82,77.53,502.9,37.74,1054.49,54.67,0,111.11,7487.67,237.92
201717145,2017,"17145","IL","Perry County",314.22,34.78,508.97,0,627.85,758.06,0,172.7,4084.84,221.38
201717147,2017,"17147","IL","Piatt County",475.73,19.39,272.27,0,30555.56,3053.44,0,80.18,10601.94,407.77
201717149,2017,"17149","IL","Pike County",428.56,42.98,834.35,0,1809.95,925.93,0,261.35,5435.35,261.31
201717151,2017,"17151","IL","Pope County",325.55,129.16,503.59,0,440.76,0,0,326.69,7779.58,325.55
201717153,2017,"17153","IL","Pulaski County",1088.67,45.13,1916.01,0,290.51,41921.05,0,78.87,4445.45,1100.09
201717155,2017,"17155","IL","Putnam County",57.21,0,110.68,0,0,0,0,31,0,0
201717157,2017,"17157","IL","Randolph County",85.02,34.77,79.72,0,166.17,0,2325.58,86.91,5158,80.3
201717159,2017,"17159","IL","Richland County",291.15,42.16,164.17,0,925.93,0,0,270.91,11354.89,218.36
201717161,2017,"17161","IL","Rock Island County",259.17,80.33,433.22,0,908.11,34.27,0,208,7811.76,208.22
201717163,2017,"17163","IL","St. Clair County",273.64,48.93,426.97,30.36,512.47,102.94,139.61,109.1,4895.08,223.35
201717165,2017,"17165","IL","Saline County",340.35,158.04,520.39,0,943.8,206.29,0,321.66,6580.26,296.72
201717167,2017,"17167","IL","Sangamon County",275.63,50.66,522.13,101.93,1365.35,102.56,0,107.73,7070.08,247.99
201717169,2017,"17169","IL","Schuyler County",296.06,152.59,577.32,0,543.78,5555.56,0,369.55,20132.09,318.83
201717171,2017,"17171","IL","Scott County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201717173,2017,"17173","IL","Shelby County",121.99,30.67,272.98,0,0,0,0,23.37,13876.18,15.25
201717175,2017,"17175","IL","Stark County",181.1,0,178.78,0,0,0,0,187.44,1569.57,181.1
201717177,2017,"17177","IL","Stephenson County",424.2,131.68,863.1,0,1796.6,287.91,0,119.06,10741.42,239.76
201717179,2017,"17179","IL","Tazewell County",220.65,86.34,393.83,112.49,3236.68,575.54,0,178.09,6139.97,150.28
201717181,2017,"17181","IL","Union County",1088.61,46.6,1855.7,0,4628.02,17680.14,0,55.98,4445.42,1099.93
201717183,2017,"17183","IL","Vermilion County",478.89,190.93,927.84,0,1839.11,246.81,0,326.53,14354.13,531.17
201717185,2017,"17185","IL","Wabash County",183.43,86.31,498.48,0,1190.48,0,0,164.72,5869.9,155.21
201717187,2017,"17187","IL","Warren County",186.03,0,258.88,350.88,1156.07,96.62,0,132.54,3869.41,130.22
201717189,2017,"17189","IL","Washington County",251.77,0,157.09,0,7894.74,806.45,0,118.57,5355.92,228.89
201717191,2017,"17191","IL","Wayne County",131.65,61.15,201.25,0,1551.28,0,8187.5,178.46,0,162.03
201717193,2017,"17193","IL","White County",360.26,118.9,579.97,0,5846.15,918.52,0,290.84,9750.77,251.61
201717195,2017,"17195","IL","Whiteside County",301.97,70.24,478.19,0,1828.41,239.87,0,105.86,5435.38,116.14
201717197,2017,"17197","IL","Will County",174.03,40.29,301.76,21.4,623.72,129.46,7755.83,108.3,1988.38,168.2
201717199,2017,"17199","IL","Williamson County",278.69,115.27,394.98,169.49,1074.34,84.82,479.17,215.49,7123.12,198.39
201717201,2017,"17201","IL","Winnebago County",443.11,85.09,818.37,406.57,1617.33,390.39,1690.48,235.58,6920.2,395.6
201717203,2017,"17203","IL","Woodford County",172.83,74.5,286.39,0,2118.64,831.22,0,158.66,2567.69,57.61
201718001,2017,"18001","IN","Adams County",305.66,78.43,547.5,0,2898.55,202.02,0,320.71,4793.56,281.4
201718003,2017,"18003","IN","Allen County",344.35,94.65,601.26,161.81,1230.26,317.19,254.02,213.02,5759.98,262.96
201718005,2017,"18005","IN","Bartholomew County",315.91,155.89,470.52,20.68,1483.68,119.87,0,331.03,6885.72,314.02
201718007,2017,"18007","IN","Benton County",374.11,75.41,593.91,0,1142.86,501.74,0,362.68,4863.45,149.64
201718009,2017,"18009","IN","Blackford County",1104.45,358.82,1670.71,0,8974.36,1230,0,956.4,8726.48,204.53
201718011,2017,"18011","IN","Boone County",351.65,65.51,451,146.84,1082.25,415.7,1540.23,335.93,0,278.98
201718013,2017,"18013","IN","Brown County",386.93,21.34,714.44,0,2352.11,588.57,0,390.32,6706.79,193.47
201718015,2017,"18015","IN","Carroll County",382.87,81.86,513.3,0,1063.83,884.96,0,245.35,7465.9,199.41
201718017,2017,"18017","IN","Cass County",538.32,162.91,953.07,349.65,2484.47,302.78,0,578.15,8397.86,397.53
201718019,2017,"18019","IN","Clark County",706.85,336.4,1188.41,110.17,1535.42,252.14,542.74,720.26,10757.97,712.07
201718021,2017,"18021","IN","Clay County",560.48,108.7,589.44,0,2040.82,6896.55,0,459.63,4387.39,476.1
201718023,2017,"18023","IN","Clinton County",691.52,91.4,1088.14,2564.1,3636.36,493.26,0,679.29,14852.68,486.07
201718025,2017,"18025","IN","Crawford County",947.51,123.3,910.43,0,3846.15,2969.07,0,1038.92,8602.8,376
201718027,2017,"18027","IN","Daviess County",678.12,289.02,1164.38,962.62,835.07,355.03,0,759.67,3918.02,467.15
201718029,2017,"18029","IN","Dearborn County",747.71,437.47,1304.59,1055,4150.94,326.03,1520.55,849.5,5059.51,523.4
201718031,2017,"18031","IN","Decatur County",431.29,71.75,548.81,0,1562.5,311.53,0,389.35,8602.15,354.48
201718033,2017,"18033","IN","DeKalb County",251.12,73.72,424.06,0,564.97,128.37,0,350.2,5677.48,294.79
201718035,2017,"18035","IN","Delaware County",381.68,156.46,725.22,162.03,1652.89,59.26,528.85,349.79,6946.65,427.49
201718037,2017,"18037","IN","Dubois County",297.82,137.23,436.52,0,1595.74,299.7,0,282.39,4013.1,178.69
201718039,2017,"18039","IN","Elkhart County",708.39,256.4,1265.13,161.81,3474.95,398.82,250,623.62,6401.32,518.96
201718041,2017,"18041","IN","Fayette County",792.67,110.6,1127.15,0,2448.98,2297.3,2857.14,815.68,2150.54,730.63
201718043,2017,"18043","IN","Floyd County",613.74,209.52,1099.57,793.41,2626.09,391.79,0,491.75,0,554.35
201718045,2017,"18045","IN","Fountain County",196.5,0,350.54,0,2015.15,0,0,245.07,8174.49,196.5
201718047,2017,"18047","IN","Franklin County",401.97,126.65,614.5,0,2631.58,0,0,264.17,2883.08,83.17
201718049,2017,"18049","IN","Fulton County",684.26,66.36,736.24,0,709.22,295.42,2781.25,539.39,5083.09,407.3
201718051,2017,"18051","IN","Gibson County",490.29,202.21,1219.17,0,2727.27,597.52,0,451.64,4902.89,193.29
201718053,2017,"18053","IN","Grant County",628.77,200.68,1168.51,407.55,2388.87,338.79,1169.49,542.15,8939.34,0
201718055,2017,"18055","IN","Greene County",360.65,152.01,684.47,0,1162.79,1102.94,1733.33,416.2,4881.18,291.49
201718057,2017,"18057","IN","Hamilton County",185.49,82.15,274.3,7.02,1038.13,129.32,0,143.83,3187.38,76.94
201718059,2017,"18059","IN","Hancock County",542.34,163,932.14,362.98,1808.79,343.05,897.2,509.87,4700.28,203.38
201718061,2017,"18061","IN","Harrison County",665.94,150.45,992.32,0,1421.8,455.42,0,551.25,6110.94,505.33
201718063,2017,"18063","IN","Hendricks County",201.25,143.15,365.4,28.91,490.02,260.79,2075.7,241.99,4562.91,197.54
201718065,2017,"18065","IN","Henry County",430,314.91,1185.33,0,255.32,498.34,0,421.64,0,349.77
201718067,2017,"18067","IN","Howard County",846.94,353.07,1344.34,0,2530.48,113.96,663.32,719.91,8843.03,682.64
201718069,2017,"18069","IN","Huntington County",400.96,170.15,670.07,628.74,2049.18,850.34,0,376.62,3292.11,211.03
201718071,2017,"18071","IN","Jackson County",811.35,376.81,1241.36,0,1440.92,464.85,0,858.11,7291.44,657.66
201718073,2017,"18073","IN","Jasper County",328.44,56.83,325.43,0,1171.88,158.35,0,270.04,5611.6,248.67
201718075,2017,"18075","IN","Jay County",661.48,62.8,709.77,0,4051.28,265.96,0,633.79,5665.37,435.8
201718077,2017,"18077","IN","Jefferson County",579.35,18.33,344.93,0,4930.97,374.53,0,546.72,1234.69,598.35
201718079,2017,"18079","IN","Jennings County",657.02,181.59,1103.95,0,2702.7,603.96,2711.11,799.17,9265.03,61.25
201718081,2017,"18081","IN","Johnson County",354.26,201.11,514.14,80.62,999.63,198.24,0,354.4,8563.19,243.49
201718083,2017,"18083","IN","Knox County",771.6,52.39,566.96,401.61,2380.95,2335.46,0,809.72,3253.25,542.21
201718085,2017,"18085","IN","Kosciusko County",574.78,208.11,973.81,1206.73,6129.03,2279.64,1449.28,378.48,7061.88,194.24
201718087,2017,"18087","IN","LaGrange County",395.12,35.03,1028.23,0,684.93,297.03,0,369.32,7816.53,206.15
201718089,2017,"18089","IN","Lake County",239.53,68.81,403.68,81.94,391.52,413.66,211.32,105.84,2958.48,162.78
201718091,2017,"18091","IN","LaPorte County",546.87,81.88,639.45,265.75,1660.88,42.13,0,365.18,8480.01,479.39
201718093,2017,"18093","IN","Lawrence County",498.91,233.51,879.27,0,1657.46,897.55,1198.35,567.09,6520.98,428.64
201718095,2017,"18095","IN","Madison County",307.21,128.25,459.26,0,979.28,96.46,416.67,173.31,8770.56,230.11
201718097,2017,"18097","IN","Marion County",350.83,87.37,650.74,75.9,697.11,80.6,175.63,261.88,3876.16,228.1
201718099,2017,"18099","IN","Marshall County",346.04,42.19,422.43,0,3112.84,168.8,0,464.46,7017.79,380.65
201718101,2017,"18101","IN","Martin County",727.04,391.13,1503.53,0,2777.78,1388.89,4565.22,713.47,3287.5,568.99
201718103,2017,"18103","IN","Miami County",524.3,87.76,469.52,0,563.91,130.89,796.75,593.51,7092.92,473.15
201718105,2017,"18105","IN","Monroe County",228.97,57.15,365.84,18.32,891.07,474.81,1133.99,213.92,4476.76,185.92
201718107,2017,"18107","IN","Montgomery County",844.23,136.92,857.26,0,2028.99,1323.92,0,808.02,5114.54,434.41
201718109,2017,"18109","IN","Morgan County",769.25,356.86,1179.77,833.33,2040.82,1377.41,751.88,755.31,8241.94,509.9
201718111,2017,"18111","IN","Newton County",686.7,94.03,777.71,0,3333.33,526.32,0,677.17,8780.82,517.84
201718113,2017,"18113","IN","Noble County",494.1,134.87,804.95,0,1115.24,192,0,509.65,7879.31,296.46
201718115,2017,"18115","IN","Ohio County",242.29,0,0,0,0,0,0,269.41,0,261.76
201718117,2017,"18117","IN","Orange County",272.23,50.15,1091.21,0,825.11,1058.2,2640,353.39,6005.61,321.73
201718119,2017,"18119","IN","Owen County",451.16,45.83,799.64,0,1834.86,0,0,395.53,8602.15,360.93
201718121,2017,"18121","IN","Parke County",507.38,104.17,1986.48,12800,253.16,335.44,0,538.87,13680.35,357.04
201718123,2017,"18123","IN","Perry County",287.9,92.34,563.63,0,1008.46,568.18,2564.1,306.88,5988.32,304.35
201718125,2017,"18125","IN","Pike County",587.01,213.68,1070.88,0,5383.33,0,0,674.49,0,326.12
201718127,2017,"18127","IN","Porter County",433.66,86.14,792.42,50.45,2185.79,325.55,309.6,412.34,5789.35,259.48
201718129,2017,"18129","IN","Posey County",343.62,86.73,632.14,0,1754.39,0,0,222.34,5743.39,202.49
201718131,2017,"18131","IN","Pulaski County",828.45,131.51,1978.24,0,2298.85,400,0,1085.21,15243.44,560.8
201718133,2017,"18133","IN","Putnam County",503.12,154.06,734.17,0,229.71,1136.36,0,499.78,5329.98,208.33
201718135,2017,"18135","IN","Randolph County",456.12,131.65,916.01,0,4054.05,1561.98,0,425.04,22362.68,286.7
201718137,2017,"18137","IN","Ripley County",407,66.67,1118.94,0,813.01,659.02,0,404.79,9277.43,317.8
201718139,2017,"18139","IN","Rush County",396.98,19.04,506.85,0,1652.89,0,2969.7,372.59,0,349.72
201718141,2017,"18141","IN","St. Joseph County",353.23,85,609.71,17.69,1204.42,6.75,0,235.92,4723.65,205.67
201718143,2017,"18143","IN","Scott County",709.68,193.67,683.43,0,3174.76,407.93,0,661.09,5032.26,567.74
201718145,2017,"18145","IN","Shelby County",593.02,154.52,1164.32,0,1216.55,853.24,0,617.75,10883.59,512.78
201718147,2017,"18147","IN","Spencer County",349.22,63.34,760.92,0,1503.76,270.27,0,446.9,0,325.94
201718149,2017,"18149","IN","Starke County",579.47,96.93,618.64,0,1435.64,0,0,465.25,4304.64,124.17
201718151,2017,"18151","IN","Steuben County",535.4,66.48,1103.85,0,2916.67,2162.85,0,417.54,8566.33,279.14
201718153,2017,"18153","IN","Sullivan County",412.09,152.23,568.18,0,191.91,383.14,0,391.31,0,303.64
201718155,2017,"18155","IN","Switzerland County",242.37,0,0,0,0,0,0,273.92,0,261.71
201718157,2017,"18157","IN","Tippecanoe County",252.86,98.09,603.46,7,992.36,76.56,0,250.26,5282.31,185.63
201718159,2017,"18159","IN","Tipton County",305.01,42.92,660.07,0,1351.35,378.79,0,220.05,3828.36,126.21
201718161,2017,"18161","IN","Union County",434.69,43.57,303.56,0,1960.78,1219.51,0,338.52,3390.57,304.28
201718163,2017,"18163","IN","Vanderburgh County",510.08,204.87,914.79,48.29,1704.97,304.88,402.03,435.85,7508.47,99.65
201718165,2017,"18165","IN","Vermillion County",683.94,292.46,1727.33,0,4347.83,1088.71,6136.36,670.5,2155.44,601.04
201718167,2017,"18167","IN","Vigo County",442.42,108.24,675.11,0,1036.19,47.37,0,359.31,5680.68,392.49
201718169,2017,"18169","IN","Wabash County",426.89,141.83,713.85,0,862.94,202.84,0,443.76,6611.78,350.66
201718171,2017,"18171","IN","Warren County",411.93,160.06,808,0,7513.51,2674.16,0,486.91,9807.77,372.7
201718173,2017,"18173","IN","Warrick County",164.25,25.12,620.33,48.66,511.51,137.84,0,165.86,4599.1,126.35
201718175,2017,"18175","IN","Washington County",418.36,79.5,811.23,0,9878.5,0,0,463.41,6091.37,373.74
201718177,2017,"18177","IN","Wayne County",701.35,219.33,1335.85,0,2737.43,663.22,0,630.37,11490.61,156.12
201718179,2017,"18179","IN","Wells County",532.9,70.32,1065.17,0,5035.97,735.29,2500,432.11,5722.89,173.77
201718181,2017,"18181","IN","White County",821.34,218.7,1186.62,0,2777.78,317.71,4244.9,733.63,1153.95,271.52
201718183,2017,"18183","IN","Whitley County",587.36,76.05,832.34,0,4964.54,750,2196.43,512.77,0,153.83
201719001,2017,"19001","IA","Adair County",70.7,0,91.95,0,0,0,0,73.21,7353.29,47.14
201719003,2017,"19003","IA","Adams County",783.41,186.22,547.45,0,5357.14,0,0,285.71,9585.25,184.33
201719005,2017,"19005","IA","Allamakee County",75.02,25.79,72.8,0,0,609.76,0,54.97,3250.81,62.52
201719007,2017,"19007","IA","Appanoose County",313.82,27.53,270.49,0,0,0,0,170.94,14899.71,136.44
201719009,2017,"19009","IA","Audubon County",61.44,0,61.31,1136.36,0,0,0,31.59,1597.54,0
201719011,2017,"19011","IA","Benton County",62.37,38.09,269.74,0,1151.08,416.67,1315.79,45.05,6810.95,37.42
201719013,2017,"19013","IA","Black Hawk County",302.73,109.75,486.79,0,1381.12,248,0,180.33,0,245.18
201719015,2017,"19015","IA","Boone County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201719017,2017,"19017","IA","Bremer County",187.84,0,64.52,0,1811.59,390.62,0,108.9,3031.28,136.02
