address,city,state,zip,Longitude,Latitude,Match Score,geo_method,category
"396 REMINGTON BLVD., SUITE 100 NA BOLINGBROOK IL 60440",BOLINGBROOK,IL,60440,-88.08347268,41.67971578,99.35,,dialysis
107 S 11TH ST SUITE 2 NA MANCHESTER IA 52057,MANCHESTER,IA,52057,-91.47489451,42.48374558,96.35,,dialysis
1213 S. GEAR NA WEST BURLINGTON IA 52655,WEST BURLINGTON,IA,52655,-91.15783,40.821245,85,,dialysis
1700 W TOWNLINE ST #2B NA CRESTON IA 50801,CRESTON,IA,50801,-94.38511087,41.07115247,96.6,,dialysis
1661 W. RIDGEWAY NA WATERLOO IA 50701,WATERLOO,IA,50701,-92.36092,42.4839,85,,dialysis
"2257 KARISA DRIVE, SUITE 1 NA GOSHEN IN 46526",GOSHEN,IN,46526,-85.80513955,41.55831682,96.94,,dialysis
"4311 HWY 261, SUITE A NA NEWBURGH IN 47630",NEWBURGH,IN,47630,-87.39432669,37.97193774,99.29,,dialysis
13155 S. LAGRANGE ROAD NA ORLAND PARK IL 60462,ORLAND PARK,IL,60462,-87.85383754,41.65158489,93.74,,dialysis
"3901 GENERAL ELECTRIC ROAD, SUITE 1 NA BLOOMINGTON IL 61704",BLOOMINGTON,IL,61704,-88.90569045,40.50268032,99.4,,dialysis
"10801 S WESTERN AVENUE, SUITE 100 NA CHICAGO IL 60643",CHICAGO,IL,60643,-87.68130428,41.69734128,97.19,,dialysis
"3050 FINLEY ROAD, SUITE 300A NA DOWNERS GROVE IL 60515",DOWNERS GROVE,IL,60515,-88.02565254,41.83236702,97.57,,dialysis
455 W COURT STREET SUITE 100 NA KANKAKEE IL 60901,KANKAKEE,IL,60901,-87.87130056,41.12114776,99.38,,dialysis
7435 W TALCOTT AVE - OUTPATIENT DIALYSIS NA CHICAGO IL 60631,CHICAGO,IL,60631,-87.8126088,41.98849465,94.6,,dialysis
676 N. ST. CLAIR ARKES PAVILLION SUITE 2020 CHICAGO IL 60611,CHICAGO,IL,60611,-87.622775,41.89535,85,,dialysis
1500 E MARKET ST LOT 4 NA RED BUD IL 62278,RED BUD,IL,62278,-89.98158898,38.21164526,96.9,,dialysis
"4916 ILLINOIS ROAD, SUITE 118 NA FORT WAYNE IN 46804",FORT WAYNE,IN,46804,-85.20556559,41.07455649,99.38,,dialysis
911 W. NORTH AVENUE NA MELROSE PARK IL 60160,MELROSE PARK,IL,60160,-87.84655811,41.9082062,97.3,,dialysis
"329 REMINGTON BLVD, STE 110 NA BOLINGBROOK IL 60440",BOLINGBROOK,IL,60440,-88.07669214,41.68365728,99.33,,dialysis
5673 PEACHTREE DUNWOODY ROAD SUITE 501 ATLANTA GA 30342,ATLANTA,GA,30342,-84.35239732,33.90997551,99.54,,dialysis
2047 PRINCE AVENUE SUITE A ATHENS GA 30606,ATHENS,GA,30606,-83.40950001,33.96967289,99.46,,dialysis
"315 W. 10TH STREET, NE SUITE 105 ROME GA 30165",ROME,GA,30165,-85.1785648,34.26295723,99.52,,dialysis
1710 LAFAYETTE ROAD NA CRAWFORDSVILLE IN 47933,CRAWFORDSVILLE,IN,47933,-86.9081245,40.06534601,96.23,,dialysis
"1140 W JEFFERSON STREET, SUITE A NA FRANKLIN IN 46131",FRANKLIN,IN,46131,-86.07721462,39.48084313,97.07,,dialysis
232 STATE ROAD 129 SO. NA BATESVILLE IN 47006,BATESVILLE,IN,47006,-85.2033686,39.2832533,96.42,,dialysis
"501 W. LAKE STREET, SUITE 201 NA ELMHURST IL 60126",ELMHURST,IL,60126,-87.95527122,41.91923604,99.37,,dialysis
17524 CARRIAGE WAY NA HAZEL CREST IL 60429,HAZEL CREST,IL,60429,-87.69042747,41.57038902,92.32,,dialysis
405 LAKE COOK RD. SUITE A13 NA DEERFIELD IL 60015,DEERFIELD,IL,60015,-87.83781151,42.1527261,95.82,,dialysis
"2400 WOLF ROAD, SUITE 101 A NA WESTCHESTER IL 60154",WESTCHESTER,IL,60154,-87.9012322,41.84416292,96.44,,dialysis
"4701 NORTH CUMBERLAND AVENUE,  STE 15/18A NA NORRIDGE IL 60706",NORRIDGE,IL,60706,-87.83656252,41.96485098,99.38,,dialysis
"2460 INTELLIPLEX DRIVE, SUITE 120 NA SHELBYVILLE IN 46176",SHELBYVILLE,IN,46176,-85.78373435,39.56171999,96.97,,dialysis
999 N. MICHIGAN AVE. NA GREENSBURG IN 47240,GREENSBURG,IN,47240,-85.49551557,39.34641687,96.27,,dialysis
1925 VAUGHN ROAD SUITE 150 KENNESAW GA 30144,KENNESAW,GA,30144,-84.59063749,34.00361499,88.06,,dialysis
"900 SKYLINE DR, SUITE 200 NA MARION IL 62959",MARION,IL,62959,-88.98448461,37.74223948,99.38,,dialysis
12250 S CICERO STE 105 NA ALSIP IL 60803,ALSIP,IL,60803,-87.73891963,41.66934338,86.26,,dialysis
6300 S KINGERY HWY STE 408 NA WILLOWBROOK IL 60527,WILLOWBROOK,IL,60527,-87.9464776,41.77299458,85.46,,dialysis
800 ROOSEVELT RD STE C-16 NA GLEN ELLYN IL 60137,GLEN ELLYN,IL,60137,-88.05444297,41.85943753,96.67,,dialysis
"711 PLAZA DRIVE, SUITE 6 NA PORTER IN 46304",PORTER,IN,46304,-87.04410325,41.6180167,96.81,,dialysis
204 N 4TH AVE E  SUITE 134 NA NEWTON IA 50208,NEWTON,IA,50208,-93.0515795,41.70240752,96.81,,dialysis
1200 BROOKSTONE CENTRE PARKWAY SUITE 111 COLUMBUS GA 31904,COLUMBUS,GA,31904,-84.97711062,32.53698155,99.54,,dialysis
DIALYSIS UNIT-CLINIC J 1969 W OGDEN AV CHICAGO IL 60612,CHICAGO,IL,60612,-87.67593284,41.87307775,94.41,,dialysis
"28160 W. NORTHWEST HWY, SUITE 104 NA LAKE BARRINGTON IL 60010",LAKE BARRINGTON,IL,60010,-88.18262649,42.18065812,96.71,,dialysis
405 HIGHWAY 150 N P O BOX 516 WEST UNION IA 52175,WEST UNION,IA,52175,-91.81453732,42.96743707,95.1,,dialysis
368 SOUTH WEBER NA ROMEOVILLE IL 60446,ROMEOVILLE,IL,60446,-88.081565,41.6596792,85,,dialysis
1600 W 16TH ST  STE 13 NA OAK BROOK IL 60523,OAK BROOK,IL,60523,-87.95925665,41.85375263,89.61,,dialysis
"1859 W TAYLOR , UIMCC MC 794, ROOM 1003 NA CHICAGO IL 60612",CHICAGO,IL,60612,-87.685595,41.879875,85,,dialysis
"5401 N KNOXVILLE AVENUE, SUITE 300 NA PEORIA IL 61614",PEORIA,IL,61614,-89.5933166,40.75220795,97.32,,dialysis
4800 NORTH KILPATRICK NA CHICAGO IL 60630,CHICAGO,IL,60630,-87.74576958,41.96819016,85.93,,dialysis
1231 STATE ROUTE 161 EAST NA CENTRALIA IL 62801,CENTRALIA,IL,62801,-89.13097311,38.52835508,86,,dialysis
"4209 W. SHAMROCK LANE, UNIT A NA MCHENRY IL 60050",MCHENRY,IL,60050,-88.27998314,42.31488236,99.38,,dialysis
149 IRVING PARK NA STREAMWOOD IL 60107,STREAMWOOD,IL,60107,-88.17357,42.00764,85,,dialysis
3753 MARIETTA HIGHWAY SUITE 100 CANTON GA 30114,CANTON,GA,30114,-84.50925776,34.19476785,97.55,,dialysis
521 STANLEY K. TANGER BLVD. NA LOCUST GROVE GA 30248,LOCUST GROVE,GA,30248,-84.12128263,33.34574588,97.47,,dialysis
2640 N. NARRAGANSETT AVE. SUITE D8 NA CHICAGO IL 60639,CHICAGO,IL,60639,-87.78566752,41.92871601,96.32,,dialysis
"409 GREENVILLE AVENUE,  STE 500 NA WINCHESTER IN 47394",WINCHESTER,IN,47394,-84.97196002,40.16913283,87.14,,dialysis
901 W. UNIVERSITY AVE  SUITE 302 NA URBANA IL 61801,URBANA,IL,61801,-88.21976997,40.11641246,99.43,,dialysis
"7836 W. JEFFERSON BLVD.,  SUITE LL10 NA FORT WAYNE IN 46804",FORT WAYNE,IN,46804,-85.246708,41.04003801,97.05,,dialysis
133 E. BRUSH HILL RD. NA ELMHURST IL 60126,ELMHURST,IL,60126,-87.93684311,41.861627,96.38,,dialysis
2500 PARKWAY DR. NA SHELBYVILLE IN 46176,SHELBYVILLE,IN,46176,-85.74208929,39.5170975,96.08,,dialysis
165 SHERIDAN ROAD NA NOBLESVILLE IN 46060,NOBLESVILLE,IN,46060,-86.0251993,40.04818427,96.23,,dialysis
"2325 18TH STREET, SUITE 120 NA COLUMBUS IN 47201",COLUMBUS,IN,47201,-85.89850608,39.21679025,99.37,,dialysis
"2859 NORTH PARK AVENUE, STE. 111 & 112 NA HUNTINGTON IN 46750",HUNTINGTON,IN,46750,-85.50979129,40.90260363,96.56,,dialysis
3300 TAMIAMI TRAIL SUITE 101A NA PORT CHARLOTTE FL 33952,PORT CHARLOTTE,FL,33952,-82.09944526,26.98266392,96.72,,dialysis
"240 INDIAN RIVER RD, SUITE D NA ORANGE CT 06477",ORANGE,CT,6477,-73.00055266,41.26302325,96.94,,dialysis
4220 EXECUTIVE CIRCLE #38 NA FORT MYERS FL 33916,FORT MYERS,FL,33916,-81.84528735,26.60152323,99.6,,dialysis
700 WILLOW ST  SUITE 102 NA VINCENNES IN 47591,VINCENNES,IN,47591,-87.5356579,38.67183122,99.32,,dialysis
820 E MCGALLIARD NA MUNCIE IN 47303,MUNCIE,IN,47303,-85.410275,40.19526,85,,dialysis
1740 INDUSTRY DRIVE SUITE A INDIANAPOLIS IN 46219,INDIANAPOLIS,IN,46219,-86.04875582,39.7900473,96.89,,dialysis
"2669 CHARLESTOWN RD., SUITE F NA NEW ALBANY IN 47150",NEW ALBANY,IN,47150,-85.80315551,38.31952565,96.84,,dialysis
215 NORTH FRESNO STREET SUITE 150 FRESNO CA 93701,FRESNO,CA,93701,-119.7815751,36.74524671,99.52,,dialysis
7783 SOUTH FREEDOM ROAD NA FRENCH CAMP CA 95231,FRENCH CAMP,CA,95231,-121.2819857,37.88257425,87.06,,dialysis
13123 E 16TH AVE #328 NA AURORA CO 80045,AURORA,CO,80045,-104.8350374,39.74216145,96.59,,dialysis
7910 US HWY 19N NA PINELLAS PARK FL 33781,PINELLAS PARK,FL,33781,-82.68759326,27.84443538,97.06,,dialysis
2900 N MILITARY TRAIL SUITE 195 NA BOCA RATON FL 33431,BOCA RATON,FL,33431,-80.12101252,26.37875198,99.63,,dialysis
1705 E INDUSTRIAL DRIVE NA TERRE HAUTE IN 47802,TERRE HAUTE,IN,47802,-87.39041443,39.3454,96.61,,dialysis
"1002 4TH AVENUE SE, SUITE A NA CEDAR RAPIDS IA 52403",CEDAR RAPIDS,IA,52403,-91.65694874,41.98183058,96.61,,dialysis
800 N. MAIN ST. NA EVANSVILLE IN 47711,EVANSVILLE,IN,47711,-87.563878,37.98520575,95.87,,dialysis
"10120 CALUMET AVENUE, SUITE 102 NA MUNSTER IN 46321",MUNSTER,IN,46321,-87.50913718,41.52866055,97.14,,dialysis
DIALYSIS UNIT 137 WATER STREET NEW HAVEN CT 06511,NEW HAVEN,CT,6511,-72.9203246,41.30126296,95.55,,dialysis
5 SHAW'S COVE SUITE 100 NEW LONDON CT 06320,NEW LONDON,CT,6320,-72.10078176,41.34614352,99.34,,dialysis
11616 LAKE UNDERHILL ROAD BLDG 2 STE 206 ORLANDO FL 32825,ORLANDO,FL,32825,-81.21515171,28.54657043,99.54,,dialysis
1107 MYRA ST STE 101 NA JACKSONVILLE FL 32204,JACKSONVILLE,FL,32204,-81.68209546,30.31731508,99.5,,dialysis
7150 W 20TH AVE STE 109 NA HIALEAH FL 33016,HIALEAH,FL,33016,-80.32442513,25.88684168,99.63,,dialysis
1228 E RUSHOLME ST #1000 NA DAVENPORT IA 52803,DAVENPORT,IA,52803,-90.55703568,41.54286298,99.32,,dialysis
"1941 FRANK SCOTT PARKWAY EAST, SUITE B NA SHILOH IL 62269",SHILOH,IL,62269,-89.92076071,38.57034188,99.49,,dialysis
1890 SILVER CROSS BLVD SUITE 150 NEW LENOX IL 60451,NEW LENOX,IL,60451,-87.98600322,41.54416435,99.47,,dialysis
1051 ESSINGTON ROAD SUITE 160 NA JOLIET IL 60435,JOLIET,IL,60435,-88.16082516,41.54118798,99.43,,dialysis
1634 S ARDMORE AVE  SUITE 200 NA VILLA PARK IL 60181,VILLA PARK,IL,60181,-87.97787529,41.8590841,97.42,,dialysis
1600 SW ARCHER ROAD NA GAINESVILLE FL 32610,GAINESVILLE,FL,32610,-82.34320617,29.63929354,97.59,,dialysis
PEDIATRIC DIALYSIS 1 TAMPA GENERAL CIRCLE TAMPA FL 33601,TAMPA,FL,33601,-82.45928497,27.93752999,95.86,,dialysis
610 E MAIN STE C NA CORTEZ CO 81321,CORTEZ,CO,81321,-108.585745,37.34863,85,,dialysis
4320 FIR STREET SUITE 404 NA EAST CHICAGO IN 46312,EAST CHICAGO,IN,46312,-87.44853319,41.63612617,96.61,,dialysis
27025 W. EAMES STREET UNIT G CHANNAHON IL 60410,CHANNAHON,IL,60410,-88.26572786,41.41870595,97.04,,dialysis
501 6TH AVE S 6500000410 SAINT PETERSBURG FL 33701,SAINT PETERSBURG,FL,33701,-82.64100304,27.76427748,96.09,,dialysis
2735 W OLD HWY 441 NA MOUNT DORA FL 32757,MOUNT DORA,FL,32757,-81.67277898,28.80995099,97.71,,dialysis
10770 N 46TH STREET #A100 NA TAMPA FL 33617,TAMPA,FL,33617,-82.40992034,28.04692611,99.7,,dialysis
2459 S CONGRESS AVE #100 NA WEST PALM BEACH FL 33406,WEST PALM BEACH,FL,33406,-80.08834681,26.64026548,96.39,,dialysis
3000 DIXWELL AVENUE SUITE 100 NA HAMDEN CT 06518,HAMDEN,CT,6518,-72.9000658,41.38324929,97.12,,dialysis
111 OSBORNE STREET SUITE 211 DANBURY CT 06810,DANBURY,CT,6810,-73.44168024,41.40411863,99.45,,dialysis
"11 SOUTH RD, SUITE 110 NA FARMINGTON CT 06032",FARMINGTON,CT,6032,-72.79846699,41.72792999,96.35,,dialysis
5950 US HIGHWAY 6 NA PORTAGE IN 46368,PORTAGE,IN,46368,-87.18522322,41.55064661,96.36,,dialysis
1534 US HIGHWAY 41 NA SCHERERVILLE IN 46375,SCHERERVILLE,IN,46375,-87.47097723,41.49383732,96.18,,dialysis
1601 PROSPECT PARKWAY SUITE 180 FORT COLLINS CO 80525,FORT COLLINS,CO,80525,-105.0336472,40.56728274,97.14,,dialysis
50 BUCK CREEK ROAD SUITE 110 AVON CO 81620,AVON,CO,81620,-106.5228747,39.63994066,97.56,,dialysis
5992 IRIS PARKWAY NA LONGMONT CO 80504,LONGMONT,CO,80504,-104.943086,40.1113425,96.38,,dialysis
1321 S 4TH AVE SUITE 100 BRIGHTON CO 80601,BRIGHTON,CO,80601,-104.8182875,39.96690898,96.94,,dialysis
420 S NOVA RD SUITE 7 NA ORMOND BEACH FL 32174,ORMOND BEACH,FL,32174,-81.08118601,29.27083841,99.52,,dialysis
1000 RUSH DRIVE NA SALIDA CO 81201,SALIDA,CO,81201,-106.0081612,38.54296747,96.34,,dialysis
4600 HALE PKWY STE 120 NA DENVER CO 80220,DENVER,CO,80220,-104.9342965,39.73337671,99.35,,dialysis
9193 SW 72ND ST # 100-B NA MIAMI FL 33173,MIAMI,FL,33173,-80.34132087,25.70208446,99.67,,dialysis
1701 MILITARY TRAIL #140 NA JUPITER FL 33458,JUPITER,FL,33458,-80.10222247,26.91731927,99.64,,dialysis
3727 N FRONTAGE ROAD NA MICHIGAN CITY IN 46360,MICHIGAN CITY,IN,46360,-86.89025303,41.66158547,96.32,,dialysis
1005 PENNSYLVANIA AVE #101 NA OTTUMWA IA 52501,OTTUMWA,IA,52501,-92.38981014,41.02752748,99.38,,dialysis
2233 WISCONSIN AVE SUITE 214 WASHINGTON DC 20007,WASHINGTON,DC,20007,-77.07074223,38.91994976,87.86,,dialysis
RENAL DIALYSIS UNIT 3857 A PENNSYLVANIA AVE SE WASHINGTON DC 20020,WASHINGTON,DC,20020,-76.9507008,38.86481717,95.33,,dialysis
2131 K STREET NW STE 300 WASHINGTON DC 20037,WASHINGTON,DC,20037,-77.04766786,38.90289955,96.79,,dialysis
2002 LELARAY ST STE 130 NA COLORADO SPRINGS CO 80909,COLORADO SPRINGS,CO,80909,-104.790779,38.85688562,99.26,,dialysis
2343 W 27TH ST STE 503 NA GREELEY CO 80634,GREELEY,CO,80634,-104.7169511,40.39358339,99.32,,dialysis
270 FARMINGTON AVE STE160 FARMINGTON CT 06032,FARMINGTON,CT,6032,-72.79583188,41.73510674,99.38,,dialysis
7777 W LINCOLN HIGHWAY SUITE E FRANKFORT IL 60423,FRANKFORT,IL,60423,-87.80371921,41.50621939,97.19,,dialysis
5 LIONS DRIVE N LIBERTY OUTREACH DIALYSIS UNIT NORTH LIBERTY IA 52317,NORTH LIBERTY,IA,52317,-91.6111289,41.7441082,85,,dialysis
8901 S. KEDZIE NA EVERGREEN PARK IL 60805,EVERGREEN PARK,IL,60805,-87.70212735,41.73134323,92.78,,dialysis
1801 S NOVA RD #306 NA DAYTONA BEACH FL 32119,DAYTONA BEACH,FL,32119,-81.02525584,29.16978794,99.48,,dialysis
600 SW 3RD ST #1100 NA POMPANO BEACH FL 33060,POMPANO BEACH,FL,33060,-80.13515958,26.22656252,99.48,,dialysis
34 EAST INDUSTRIAL ROAD NA BRANFORD CT 06405,BRANFORD,CT,6405,-72.75753353,41.29790431,96.67,,dialysis
"C/O JOSEPH MARCANTONIO KIDNEY CENTER 780 LITCHFIELD STREET, SUITE 100 TORRINGTON CT 06790",TORRINGTON,CT,6790,-73.13647578,41.79048879,98.99,,dialysis
"100 MAIN STREET, SUITE A NA MIDDLETOWN CT 06457",MIDDLETOWN,CT,6457,-72.64788492,41.55774144,99.3,,dialysis
851 W. BURRELL ST. NA CROWN POINT IN 46307,CROWN POINT,IN,46307,-87.37738535,41.39061702,90.13,,dialysis
"1670 CAPITAL STREET, SUITE 900 NA ELGIN IL 60124",ELGIN,IL,60124,-88.33723899,42.07754877,99.45,,dialysis
"9115 S CICERO AVE, SUITE 300 NA OAK LAWN IL 60453",OAK LAWN,IL,60453,-87.74098871,41.72689483,99.38,,dialysis
200 EAST THIRD STREET NA SEYMOUR IN 47274,SEYMOUR,IN,47274,-85.88771412,38.96070291,96.67,,dialysis
"46-767 MONROE STREET, SUITE 101 NA INDIO CA 92201",INDIO,CA,92201,-116.219435,33.720145,85,,dialysis
"19222 PIONEER BLVD., SUITE 101 NA CERRITOS CA 90703",CERRITOS,CA,90703,-118.0819913,33.85560776,99.39,,dialysis
"2090 N. TUSTIN AVENUE, SUITE 100 NA SANTA ANA CA 92705",SANTA ANA,CA,92705,-117.8358045,33.76442209,99.4,,dialysis
92 W MILLER STREET NA ORLANDO FL 32806,ORLANDO,FL,32806,-81.37912001,28.5238525,98,,dialysis
1494 NW 7 ST NA MIAMI FL 33125,MIAMI,FL,33125,-80.21975772,25.7800364,98,,dialysis
365 QUARTER MASTER COURT NA JEFFERSONVILLE IN 47130,JEFFERSONVILLE,IN,47130,-85.73959735,38.28357065,95.46,,dialysis
973 EMERSON PARKWAY SUITE C GREENWOOD IN 46143,GREENWOOD,IN,46143,-86.08344682,39.63015258,97.09,,dialysis
300 NORTH 1ST NA VINCENNES IN 47591,VINCENNES,IN,47591,-87.5299836,38.68224532,95.5,,dialysis
136 SHERMAN AVENUE SUITE 206 NEW HAVEN CT 06511,NEW HAVEN,CT,6511,-72.94492851,41.31053091,98.74,,dialysis
11705 SAN JOSE BLVD SUITE 100 JACKSONVILLE FL 32223,JACKSONVILLE,FL,32223,-81.6326025,30.15878802,99.61,,dialysis
200 EAST 80TH PLACE SUITE 2 NA MERRILLVILLE IN 46410,MERRILLVILLE,IN,46410,-87.33410799,41.4733275,96.61,,dialysis
"2302 CHESTER BLVD, SUITE B NA RICHMOND IN 47374",RICHMOND,IN,47374,-84.88858615,39.86618742,96.79,,dialysis
810 1ST ST NE STE 100 WASHINGTON DC 20002,WASHINGTON,DC,20002,-77.00702795,38.90061292,96.6,,dialysis
1411 S POTOMAC ST STE 100 NA AURORA CO 80012,AURORA,CO,80012,-104.8326829,39.6910471,99.38,,dialysis
2880 FOLSOM ST STE 110 NA BOULDER CO 80304,BOULDER,CO,80304,-105.2630641,40.02839925,99.33,,dialysis
5264 COUNCIL ST NE SUITE 200 NA CEDAR RAPIDS IA 52402,CEDAR RAPIDS,IA,52402,-91.65679837,42.03114861,96.72,,dialysis
550 N HILLSIDE NA WICHITA KS 67214,WICHITA,KS,67214,-97.311565,37.69279,85,,dialysis
10370 HALIGUS ROAD SUITE 100 HUNTLEY IL 60142,HUNTLEY,IL,60142,-88.4030026,42.1767348,97.31,,dialysis
3322 VOLLMER RD. SUITE C OLYMPIA FIELDS IL 60461,OLYMPIA FIELDS,IL,60461,-87.69694298,41.52784252,97.81,,dialysis
9640 S. ROBERTS ROAD SUITE B-3A HICKORY HILLS IL 60457,HICKORY HILLS,IL,60457,-87.81777163,41.71530819,97.55,,dialysis
1200 DELTONA BLVD STE 26 NA DELTONA FL 32725,DELTONA,FL,32725,-81.2716086,28.89573961,99.64,,dialysis
2814 LEE BOULEVARD SUITE 16 LEHIGH ACRES FL 33971,LEHIGH ACRES,FL,33971,-81.6721189,26.6173675,99.63,,dialysis
2200 NORTH ALAFAYA TRAIL SUITE 600 ORLANDO FL 32826,ORLANDO,FL,32826,-81.20789566,28.57393437,99.75,,dialysis
460 HARTFORD TURNPIKE NA VERNON ROCKVILLE CT 06066,VERNON ROCKVILLE,CT,6066,-72.47844408,41.82990159,96.25,,dialysis
5454 HOHMAN AVENUE DIALYSIS UNIT ON CAMPUS HAMMOND IN 46320,HAMMOND,IN,46320,-87.52204753,41.61499701,95.63,,dialysis
2309 S MILLER STREET   STE 100 NA SHELBYVILLE IN 46176,SHELBYVILLE,IN,46176,-85.7873845,39.50251676,96.72,,dialysis
9836 W. 400 N. NA MICHIGAN CITY IN 46360,MICHIGAN CITY,IN,46360,-86.89055679,41.66581942,95.71,,dialysis
15 E INDEPENDENCE DRIVE NA CHICAGO HEIGHTS IL 60411,CHICAGO HEIGHTS,IL,60411,-87.639945,41.49752,85,,dialysis
1602 MAIN ST NA TELL CITY IN 47586,TELL CITY,IN,47586,-86.76969519,37.96465001,95.95,,dialysis
"1125 W. 6TH STREET, SUITE 101 NA LOS ANGELES CA 90017",LOS ANGELES,CA,90017,-118.2628068,34.0543851,99.34,,dialysis
"1825 4TH STREET, ROOM M5209 BOX SAN FRANCISCO CA 94143",SAN FRANCISCO,CA,94143,-122.390429,37.7653478,96.03,,dialysis
775 GATEWAY DRIVE SUITE 1010 ALTAMONTE SPRINGS FL 32714,ALTAMONTE SPRINGS,FL,32714,-81.41335413,28.64462256,99.54,,dialysis
1775 NW 80TH BLVD NA GAINESVILLE FL 32606,GAINESVILLE,FL,32606,-82.42934683,29.6693984,97.5,,dialysis
124 EAST NORTHFIELD DRIVE NA BROWNSBURG IN 46112,BROWNSBURG,IN,46112,-86.39055296,39.85801498,96.72,,dialysis
1406 EAST LINCOLNWAY SUITE A LA PORTE IN 46350,LA PORTE,IN,46350,-86.69264567,41.62403471,97.65,,dialysis
809 BROADWAY SUITE A NA KING CITY CA 93930,KING CITY,CA,93930,-121.1338217,36.20818628,85.11,,dialysis
"501 MEDICAL CENTER DR EAST, SUITE 1100 NA CLOVIS CA 93611",CLOVIS,CA,93611,-119.6602769,36.83761988,97.46,,dialysis
10543 SUWANNEE PLAZA BLVD NA LIVE OAK FL 32060,LIVE OAK,FL,32060,-82.96461816,30.32592633,98.27,,dialysis
250 HARRISON STREET SUITE 110 TITUSVILLE FL 32780,TITUSVILLE,FL,32780,-80.80537281,28.58430529,97.12,,dialysis
801 GARDEN ST SUITE B TITUSVILLE FL 32796,TITUSVILLE,FL,32796,-80.81427001,28.61534248,96.67,,dialysis
320 SOUTH STREET NA SOUTH BEND IN 46601,SOUTH BEND,IN,46601,-86.255745,41.67501,85,,dialysis
700 SECOND ST NE 6TH FLOOR - NEPHROLOGY WASHINGTON DC 20002,WASHINGTON,DC,20002,-77.00394056,38.89949025,95.85,,dialysis
1951 N.W. 7TH. AVE. SUITE 500 NA MIAMI FL 33136,MIAMI,FL,33136,-80.20697254,25.79462201,99.7,,dialysis
41 MONTEBELLO RD STE 102 NA PUEBLO CO 81001,PUEBLO,CO,81001,-104.59764,38.30571749,99.38,,dialysis
3120 2ND ST. NA MARSHALLTOWN IA 50158,MARSHALLTOWN,IA,50158,-92.905515,42.0516,85,,dialysis
112 W. 87TH STREET SUITE N NA CHICAGO IL 60620,CHICAGO,IL,60620,-87.62815656,41.73628918,96.8,,dialysis
2041 GEORGIA AVE NW TOWER BUILDING SUITE 1119B WASHINGTON DC 20060,WASHINGTON,DC,20060,-77.02092263,38.91781028,95.89,,dialysis
"2601 18TH STREET NE, A WING BASEMENT NA WASHINGTON DC 20018",WASHINGTON,DC,20018,-76.97814827,38.92344661,97.38,,dialysis
266 STATE STREET SUITE 2 NA NORTH HAVEN CT 06473,NORTH HAVEN,CT,6473,-72.88335175,41.37608801,96.55,,dialysis
"2550 W. ADDISON, SUITE A4 NA CHICAGO IL 60618",CHICAGO,IL,60618,-87.69253301,41.94673748,85.93,,dialysis
"22151 MOROSS RD PB1, SUITE G-05 DETROIT MI 48236",DETROIT,MI,48236,-82.91389392,42.41857316,96.73,,dialysis
"2050 LIVERNOIS, SUITE A NA TROY MI 48083",TROY,MI,48083,-83.14719271,42.55291144,86.87,,dialysis
15204 OMEGA DRIVE SUITE 110 ROCKVILLE MD 20850,ROCKVILLE,MD,20850,-77.19597381,39.10651375,99.42,,dialysis
6495 NEW HAMPSHIRE AVE STE LL 100 HYATTSVILLE MD 20783,HYATTSVILLE,MD,20783,-77.00001204,38.96798146,96.67,,dialysis
207 HIGHLAND AVE SUITE 2 SALEM MA 01970,SALEM,MA,1970,-70.91901899,42.50528014,97.21,,dialysis
17123 COMMERCE CENTER DR NA PRAIRIEVILLE LA 70769,PRAIRIEVILLE,LA,70769,-90.97932711,30.32045741,96.56,,dialysis
360 E CHICAGO ST STE 112 NA COLDWATER MI 49036,COLDWATER,MI,49036,-84.98676846,41.93829845,96.6,,dialysis
4 EDWARD AVENUE NA DAMARISCOTTA ME 04543,DAMARISCOTTA,ME,4543,-69.50570438,44.03612001,95.96,,dialysis
246 EASTERN BLVD. STE. 104 HAGERSTOWN MD 21740,HAGERSTOWN,MD,21740,-77.69467099,39.63979402,87.01,,dialysis
2220 COMMERCE AVE   STE 1 NA FOREST HILL MD 21050,FOREST HILL,MD,21050,-76.36827714,39.57875453,90.9,,dialysis
330 LIBBEY INDUSTRIAL PARKWAY SUITE 900 WEYMOUTH MA 02189,WEYMOUTH,MA,2189,-70.93557769,42.19085379,99.52,,dialysis
UNIT 1 STETSON WEST 2 WEST STREET UNIT 1 WEYMOUTH MA 02190,WEYMOUTH,MA,2190,-70.95647847,42.18831378,99.15,,dialysis
35351A S GRATIOT AVE NA CLINTON TOWNSHIP MI 48035,CLINTON TOWNSHIP,MI,48035,-82.89866366,42.5570069,96.19,,dialysis
11200 METRO AIRPORT CENTER DR STE 120 NA ROMULUS MI 48174,ROMULUS,MI,48174,-83.38033476,42.22080886,99.48,,dialysis
61 DEWEY STREET NA PRESTONSBURG KY 41653,PRESTONSBURG,KY,41653,-82.78002556,37.68301401,96.04,,dialysis
132 FUTURE DRIVE NA CORBIN KY 40701,CORBIN,KY,40701,-84.11208925,36.92021805,96.43,,dialysis
DIALYSIS SERVICES 73 ALLEN STREET WILTON ME 04294,WILTON,ME,4294,-70.22515758,44.58234559,94.63,,dialysis
