address,city,state,zip,Longitude,Latitude,Match Score
5300 W FLAGLER STREET NA CORAL GABLES FL 33134,CORAL GABLES,FL,33134,-80.28203357541139,25.770986422277108,97.58
"2679 S. SAVIERS ROAD, SUITE B NA OXNARD CA 93033",OXNARD,CA,93033,-119.18002299926245,34.175468019291515,87
2620 WEST HWY 316 NA CITRA FL 32113,CITRA,FL,32113,-82.17164001528715,29.366932525004582,98.25
425 N LEE STREET SUITE 103 NA JACKSONVILLE FL 32204,JACKSONVILLE,FL,32204,-81.66903729628245,30.332124936549015,99.54
4965 LECHALET BLVD NA BOYNTON BEACH FL 33436,BOYNTON BEACH,FL,33436,-80.1217455138088,26.5548287362582,97.5
18004 NW 6TH STREET NA HOLLYWOOD FL 33029,HOLLYWOOD,FL,33029,-80.38596196118088,26.00944298133693,97.8
5130 LINTON BLVD SUITE G4 NA DELRAY BEACH FL 33484,DELRAY BEACH,FL,33484,-80.12412035843549,26.43922246826774,99.56
4529 EXECUTIVE DRIVE NA NAPLES FL 34119,NAPLES,FL,34119,-81.7310079754009,26.274017461703306,98.26
598 FAIRFIELD DRIVE NA PENSACOLA FL 32506,PENSACOLA,FL,32506,-87.31737352317064,30.417188513286963,97.4
3046 DEL PRADO BLVD SOUTH  SUITE 4A NA CAPE CORAL FL 33904,CAPE CORAL,FL,33904,-81.94181158664057,26.595533294826996,87.39
"2020 E. FIRST STREET, SUITE 100 NA SANTA ANA CA 92705",SANTA ANA,CA,92705,-117.83711755547547,33.74515498231405,99.39
"511 N. BROOKHURST STREET, SUITE 100 NA ANAHEIM CA 92801",ANAHEIM,CA,92801,-117.95906745733666,33.83922101642901,99.45
"1850 N. RIVERSIDE AVENUE, SUITE 150 NA RIALTO CA 92376",RIALTO,CA,92376,-117.37046750139947,34.132902996676464,99.46
9999 NE 2ND AVE SUITE 119 MIAMI SHORES FL 33138,MIAMI SHORES,FL,33138,-80.19353131772644,25.866601688725222,99.61
11570 W STATE ROAD 84 NA DAVIE FL 33325,DAVIE,FL,33325,-80.30303694321924,26.111413359693604,98.37
6901  OKEECHOBEE BLVD #D19 NA WEST PALM BEACH FL 33411,WEST PALM BEACH,FL,33411,-80.15007844201756,26.708137433374763,99.52
2409 SW ARCHER RD NA GAINESVILLE FL 32608,GAINESVILLE,FL,32608,-82.36053533962018,29.632398001678393,97.5
506 ROSWELL STREET SUITE 100 MARIETTA GA 30060,MARIETTA,GA,30060,-84.53766872386339,33.95044250132066,88.49
120 PIEDMONT AVENUE STE 300 NA ATLANTA GA 30303,ATLANTA,GA,30303,-84.38223839941547,33.757669960035784,87.53
7444 HANNOVER PARKWAY SUITE 150 STOCKBRIDGE GA 30281,STOCKBRIDGE,GA,30281,-84.27076101501964,33.55125993655596,88.17
557 BLUEBIRD BLVD NA FORT VALLEY GA 31030,FORT VALLEY,GA,31030,-83.87756987655422,32.56522767333284,96.27
567 NORTH AVE NE STE 200 NA ATLANTA GA 30308,ATLANTA,GA,30308,-84.36855695413824,33.77113737341526,99.35
567 NORTH AVE NE SUITE 100 NA ATLANTA GA 30308,ATLANTA,GA,30308,-84.36855695413824,33.77113737341526,99.37
2685 METROPOLITAN PARKWAY SW SUITE F ATLANTA GA 30315,ATLANTA,GA,30315,-84.41029899959001,33.682392003798114,99.53
"1445 30TH STREET, SUITE A AND B NA SAN DIEGO CA 92154",SAN DIEGO,CA,92154,-117.0671270122132,32.57106102657098,96.25
"1135 S. SUNSET AVENUE, SUITE 103 NA WEST COVINA CA 91790",WEST COVINA,CA,91790,-117.9455369701356,34.0620119609228,99.38
1540 W. COVINA PARKWAY NA WEST COVINA CA 91790,WEST COVINA,CA,91790,-117.94029853210803,34.07036653909376,91.85
1302 N 5TH STREET EXT NA CORDELE GA 31015,CORDELE,GA,31015,-83.7796523998397,31.972369384939018,96.6
5235 MEMORIAL DRIVE NA STONE MOUNTAIN GA 30083,STONE MOUNTAIN,GA,30083,-84.22173182676619,33.79826217600975,96.27
10680 MEDLOCK BRIDGE RD  STE 103 NA DULUTH GA 30097,DULUTH,GA,30097,-84.18393254474954,34.04108532426958,99.44
"12400 NORTH MERIDIAN ST., STE 200 NA CARMEL IN 46032",CARMEL,IN,46032,-86.15920019622865,39.9710040027139,99.44
604 MT. TALBOT RD NA NEW ALBANY IN 47150,NEW ALBANY,IN,47150,-85.83143499999994,38.29879500000004,85
705 RILEY HOSPITAL DRIVE ROC DIALYSIS RM 1240 INDIANAPOLIS IN 46202,INDIANAPOLIS,IN,46202,-86.18137904730659,39.777439455398095,96.05
5823 US HWY 6 NA PORTAGE IN 46368,PORTAGE,IN,46368,-87.18892773009951,41.55039654171347,96
"4529 S. COTTAGE GROVE AVENUE, STE 100 NA CHICAGO IL 60653",CHICAGO,IL,60653,-87.60658311175281,41.81241728379233,97.29
7000-C S. PULASKI NA CHICAGO IL 60629,CHICAGO,IL,60629,-87.69867499999998,41.78268500000007,85
4259 COTTAGE GROVE AVE SUITE 200 CHICAGO IL 60653,CHICAGO,IL,60653,-87.60671254601637,41.817042991433766,89.41
6225 ATLANTA HIGHWAY SUITE 117 ALPHARETTA GA 30004,ALPHARETTA,GA,30004,-84.25094820756975,34.13126148475858,97.17
4585 NELSON BROGDON BLVD NA BUFORD GA 30518,BUFORD,GA,30518,-84.01872690954178,34.10009006694906,96.94
311 S CLARK ST DIALYSIS UNIT CARROLL IA 51401,CARROLL,IA,51401,-94.86779824123614,42.05727969806459,94.9
417 S. EAST ST. NA CORYDON IA 50060,CORYDON,IA,50060,-93.31227928008406,40.75466312142787,96
"2410 ALFT LANE, STE 101 NA ELGIN IL 60124",ELGIN,IL,60124,-88.33771709049458,42.075407229002984,96.82
209 S FIFTH ST NA WATSEKA IL 60970,WATSEKA,IL,60970,-87.73109143959879,40.774726425658315,96.1
442 N IL RTE 31 NA CRYSTAL LAKE IL 60012,CRYSTAL LAKE,IL,60012,-88.28676724334363,42.25397094078147,97.16
"2150 GETTLER STREET, SUITE 105 NA DYER IN 46311",DYER,IN,46311,-87.5229595808544,41.492617937743724,97.35
1300 LAFAYETTE PKWY SUITE E LAGRANGE GA 30241,LAGRANGE,GA,30241,-84.9966075946561,33.041195647344324,99.43
2516 TOBACCO RD NA HEPHZIBAH GA 30815,HEPHZIBAH,GA,30815,-82.07471453681349,33.377042330510996,96.17
5615 OLD NATIONAL HWY NA ATLANTA GA 30349,ATLANTA,GA,30349,-84.47216750330878,33.6028979921727,96.67
557 W. POLK STREET STE 100 NA CHICAGO IL 60607,CHICAGO,IL,60607,-87.64191855101004,41.87196826183789,99.36
177 B WEST JOE ORR RD NA SOUTH CHICAGO HEIGHT IL 60411,SOUTH CHICAGO HEIGHT,IL,60411,-87.6486720129807,41.520658303259516,94.82
7831 W 95TH ST STE CNE NA HICKORY HILLS IL 60457,HICKORY HILLS,IL,60457,-87.81473411611036,41.71856103544974,96.37
4480 UTICA RIDGE ROAD SUITE 1130 NA BETTENDORF IA 52722,BETTENDORF,IA,52722,-90.5173689921007,41.565172249248796,99.4
95 UNIVERSITY STE. 11 NA DES MOINES IA 50314,DES MOINES,IA,50314,-93.62938499999996,41.604940000000056,85
1301 PENNSYLVANIA AVE STE 208 NA DES MOINES IA 50316,DES MOINES,IA,50316,-93.60842779912446,41.60188133902935,96.95
1657 OLD SKOKIE ROAD NA HIGHLAND PARK IL 60035,HIGHLAND PARK,IL,60035,-87.82184280819345,42.182919854383414,97.42
1600 W 13TH STREET UNIT 3 NA CHICAGO IL 60608,CHICAGO,IL,60608,-87.66689746066318,41.86510256112796,99.36
3825 HIGHLAND SUITE 102 NA DOWNERS GROVE IL 60515,DOWNERS GROVE,IL,60515,-88.01018325053589,41.81826218116012,92.06
1806 W HUBBARD NA CHICAGO IL 60622,CHICAGO,IL,60622,-87.67293999999998,41.90555000000006,85
901 BIESTERFIELD ROAD  STE 400 NA ELK GROVE VILLAGE IL 60007,ELK GROVE VILLAGE,IL,60007,-88.01920997352302,42.00338246394071,99.32
917 SOUTH STATE NA JERSEYVILLE IL 62052,JERSEYVILLE,IL,62052,-90.32356779999998,39.11798730000004,85
14 CHEROKEE RD SUITE A CEDARTOWN GA 30125,CEDARTOWN,GA,30125,-85.23575930168654,34.050487514608875,96.8
"2855 MILLER DRIVE,  STE 209 NA PLYMOUTH IN 46563",PLYMOUTH,IN,46563,-86.34431955700009,41.359632518775385,99.36
"250 E. DAY ROAD, SUITE 300 NA MISHAWAKA IN 46545",MISHAWAKA,IN,46545,-86.17912054349628,41.6986056937366,99.32
1890 SILVER CROSS BLVD  STE 465 NA NEW LENOX IL 60451,NEW LENOX,IL,60451,-87.98600322007452,41.54416435004406,99.4
4802 BROADWAY NA GARY IN 46408,GARY,IN,46408,-87.33624718566982,41.531127645906835,96.39
401 W. NIPPERSINK NA ROUND LAKE IL 60073,ROUND LAKE,IL,60073,-88.09277156744747,42.352521588258696,92.24
2450 MT. ZION PARKWAY NA JONESBORO GA 30236,JONESBORO,GA,30236,-84.30971599384664,33.557652981745846,96.47
8060 SUMMIT BUSINESS PARKWAY NA JONESBORO GA 30236,JONESBORO,GA,30236,-84.30537400036377,33.535928807005185,96.95
2101-2121 EISENHOWER PARKWAY SUITE 2117 MACON GA 31206,MACON,GA,31206,-83.6848875660539,32.81535916327474,97.24
518 N AUSTIN SUITE 5000 NA OAK PARK IL 60302,OAK PARK,IL,60302,-87.77504101655974,41.890199611743085,90.74
"972 EMERSON PARKWAY, SUITE E NA GREENWOOD IN 46143",GREENWOOD,IN,46143,-86.08388058193209,39.63008882460665,99.37
502 NORTH 9TH AVENUE DIALYSIS UNIT VINTON IA 52349,VINTON,IA,52349,-92.01329115834253,42.174446512876784,95.45
671 3 RD AVE SUITE A NA JASPER IN 47546,JASPER,IN,47546,-86.91787399673713,38.37940443231718,99.3
"2350 S DIXON ROAD,  STE 450 NA KOKOMO IN 46902",KOKOMO,IN,46902,-86.1650574280073,40.45904021638874,96.88
"2340 NORTH STATE HWY 7., STE A NA NORTH VERNON IN 47265",NORTH VERNON,IN,47265,-85.64477022781142,39.01896551774123,96.67
309 HOMER ADAMS PARKWAY NA ALTON IL 62002,ALTON,IL,62002,-90.17038686674579,38.91967307725892,96.96
"2845 N. SHERIDAN ROAD, SUITE 703 NA CHICAGO IL 60657",CHICAGO,IL,60657,-87.63923260665662,41.93348914188895,97.09
# 7 PROFESSIONAL DRIVE NA ALTON IL 62002,ALTON,IL,62002,-90.13249366998866,38.90684413441769,96.82
6800 LAKE DR #185 NA WEST DES MOINES IA 50266,WEST DES MOINES,IA,50266,-93.8028110907426,41.594081810486315,99.2
507 S WHITE ST SAUNDERS PARK MOUNT PLEASANT IA 52641,MOUNT PLEASANT,IA,52641,-91.55825560519399,40.96191569741904,94.92
8110 NETWORK DRIVE NA PLAINFIELD IN 46168,PLAINFIELD,IN,46168,-86.37825981079523,39.651675661863706,96.35
2130 POINT BLVD. SUITE 800 NA ELGIN IL 60123,ELGIN,IL,60123,-88.32809408583095,42.079950730353474,99.4
2540 FLAT SHOALS ROAD NA ATLANTA GA 30349,ATLANTA,GA,30349,-84.4724913800473,33.58912095128967,96.67
3492 WASHINGTON ROAD NA ATLANTA GA 30344,ATLANTA,GA,30344,-84.47712741069353,33.65983558989106,96.67
12541 HIGHWAY 27 NA SUMMERVILLE GA 30747,SUMMERVILLE,GA,30747,-85.32336309800093,34.50990985357665,96.15
2721 N SPAULDING NA CHICAGO IL 60647,CHICAGO,IL,60647,-87.69137499999994,41.92102500000004,85
18325 PULASKI ROAD UNIT A-B NA HAZEL CREST IL 60429,HAZEL CREST,IL,60429,-87.71350577209346,41.55645036199235,97.45
2491 INDUSTRIAL DR. SUITE 200 NA HIGHLAND IL 62249,HIGHLAND,IL,62249,-89.68526475818459,38.74654395737829,86.13
300 W BROADWAY SUITE 150 NA COUNCIL BLUFFS IA 51503,COUNCIL BLUFFS,IA,51503,-95.84747637428701,41.26148215088144,99.29
1275 CLEVELAND AVE 1ST FL NA ATLANTA GA 30344,ATLANTA,GA,30344,-84.43032378537137,33.6799837991969,96.86
"700 WILLOW STREET, STE 101 NA VINCENNES IN 47591",VINCENNES,IN,47591,-87.53565789551267,38.67183122256391,99.35
"1420 N. SENATE AVE., SUITE B NA INDIANAPOLIS IN 46202",INDIANAPOLIS,IN,46202,-86.16304204154916,39.78676956137025,96.5
"3100 VILLAGE POINT, SUITE 101 NA CHESTERTON IN 46304",CHESTERTON,IN,46304,-87.04269717848786,41.573657339042704,96.83
112 SULLIVAN DR NA RUSHVILLE IL 62681,RUSHVILLE,IL,62681,-90.57744586401512,40.11895854962941,96.17
2953 CENTRAL ST 1ST FLOOR NA EVANSTON IL 60201,EVANSTON,IL,60201,-87.71725551584608,42.06452610067305,96.79
5526 E. HIGHWAY 62 NA JEFFERSONVILLE IN 47130,JEFFERSONVILLE,IN,47130,-85.70123138016181,38.358526447169375,96.03
"1705 W. 25TH AVE, SUITE 101 NA GARY IN 46404",GARY,IN,46404,-87.35781008720298,41.57331246024607,97.05
"1937 B  OLD STATE ROAD, 135 NORTH NA CORYDON IN 47112",CORYDON,IN,47112,-86.12347919999996,38.20742590000003,85
"1159 WEST JEFFERSON ST., SUITE 201 NA FRANKLIN IN 46131",FRANKLIN,IN,46131,-86.07820997297694,39.48107438603431,97.12
805 BEACHWAY DRIVE  SUITE 100 NA INDIANAPOLIS IN 46224,INDIANAPOLIS,IN,46224,-86.26865108789337,39.777989601612866,99.34
4001 EAST WABASH AVENUE NA TERRE HAUTE IN 47803,TERRE HAUTE,IN,47803,-87.35871608711713,39.47416266867593,85.45
1350 E COUNTY LINE RD SUITE L NA INDIANAPOLIS IN 46227,INDIANAPOLIS,IN,46227,-86.13527526692384,39.63559444501079,96.67
3470 W 183RD ST NA HAZEL CREST IL 60429,HAZEL CREST,IL,60429,-87.70049824737967,41.557195024358805,97.13
110 N. WEST STREET NA WAUKEGAN IL 60085,WAUKEGAN,IL,60085,-87.83585248879895,42.36146344447576,96.3
1808 S WEST AVE NA FREEPORT IL 61032,FREEPORT,IL,61032,-89.63156711758664,42.27542999772143,96.14
2540 HAUSER ROSS DRIVE NA SYCAMORE IL 60178,SYCAMORE,IL,60178,-88.71582077591256,41.96101700828434,96.67
"396 REMINGTON BLVD., SUITE 100 NA BOLINGBROOK IL 60440",BOLINGBROOK,IL,60440,-88.08347268406484,41.67971577573582,99.35
107 S 11TH ST SUITE 2 NA MANCHESTER IA 52057,MANCHESTER,IA,52057,-91.47489451107447,42.48374557504439,96.35
1213 S. GEAR NA WEST BURLINGTON IA 52655,WEST BURLINGTON,IA,52655,-91.15782999999999,40.82124500000003,85
1700 W TOWNLINE ST #2B NA CRESTON IA 50801,CRESTON,IA,50801,-94.38511087297702,41.07115247336701,96.6
1661 W. RIDGEWAY NA WATERLOO IA 50701,WATERLOO,IA,50701,-92.36091999999996,42.48390000000006,85
"2257 KARISA DRIVE, SUITE 1 NA GOSHEN IN 46526",GOSHEN,IN,46526,-85.80513955364243,41.55831681637022,96.94
"4311 HWY 261, SUITE A NA NEWBURGH IN 47630",NEWBURGH,IN,47630,-87.39432668657722,37.9719377392773,99.29
13155 S. LAGRANGE ROAD NA ORLAND PARK IL 60462,ORLAND PARK,IL,60462,-87.85383754450922,41.65158489235249,93.74
"3901 GENERAL ELECTRIC ROAD, SUITE 1 NA BLOOMINGTON IL 61704",BLOOMINGTON,IL,61704,-88.90569044691775,40.502680316801424,99.4
"10801 S WESTERN AVENUE, SUITE 100 NA CHICAGO IL 60643",CHICAGO,IL,60643,-87.68130427584104,41.69734128364237,97.19
"3050 FINLEY ROAD, SUITE 300A NA DOWNERS GROVE IL 60515",DOWNERS GROVE,IL,60515,-88.02565253975972,41.83236701796368,97.57
455 W COURT STREET SUITE 100 NA KANKAKEE IL 60901,KANKAKEE,IL,60901,-87.87130056315628,41.121147759780904,99.38
7435 W TALCOTT AVE - OUTPATIENT DIALYSIS NA CHICAGO IL 60631,CHICAGO,IL,60631,-87.81260880074132,41.988494653249155,94.6
676 N. ST. CLAIR ARKES PAVILLION SUITE 2020 CHICAGO IL 60611,CHICAGO,IL,60611,-87.62277499999999,41.895350000000064,85
1500 E MARKET ST LOT 4 NA RED BUD IL 62278,RED BUD,IL,62278,-89.98158897637542,38.21164525864592,96.9
"4916 ILLINOIS ROAD, SUITE 118 NA FORT WAYNE IN 46804",FORT WAYNE,IN,46804,-85.20556559097281,41.07455648997567,99.38
911 W. NORTH AVENUE NA MELROSE PARK IL 60160,MELROSE PARK,IL,60160,-87.84655810699174,41.908206204841264,97.3
"329 REMINGTON BLVD, STE 110 NA BOLINGBROOK IL 60440",BOLINGBROOK,IL,60440,-88.07669214349086,41.68365728188471,99.33
5673 PEACHTREE DUNWOODY ROAD SUITE 501 ATLANTA GA 30342,ATLANTA,GA,30342,-84.352397315368,33.90997551098016,99.54
2047 PRINCE AVENUE SUITE A ATHENS GA 30606,ATHENS,GA,30606,-83.40950001189941,33.96967289222839,99.46
"315 W. 10TH STREET, NE SUITE 105 ROME GA 30165",ROME,GA,30165,-85.17856479863572,34.26295723498943,99.52
1710 LAFAYETTE ROAD NA CRAWFORDSVILLE IN 47933,CRAWFORDSVILLE,IN,47933,-86.90812450223929,40.06534601099103,96.23
"1140 W JEFFERSON STREET, SUITE A NA FRANKLIN IN 46131",FRANKLIN,IN,46131,-86.07721462197466,39.48084312932623,97.07
232 STATE ROAD 129 SO. NA BATESVILLE IN 47006,BATESVILLE,IN,47006,-85.20336859991981,39.28325329972996,96.42
"501 W. LAKE STREET, SUITE 201 NA ELMHURST IL 60126",ELMHURST,IL,60126,-87.9552712235391,41.919236035048755,99.37
17524 CARRIAGE WAY NA HAZEL CREST IL 60429,HAZEL CREST,IL,60429,-87.6904274745335,41.57038902005664,92.32
405 LAKE COOK RD. SUITE A13 NA DEERFIELD IL 60015,DEERFIELD,IL,60015,-87.83781150720912,42.152726101759846,95.82
"2400 WOLF ROAD, SUITE 101 A NA WESTCHESTER IL 60154",WESTCHESTER,IL,60154,-87.90123219701029,41.844162915527136,96.44
"4701 NORTH CUMBERLAND AVENUE,  STE 15/18A NA NORRIDGE IL 60706",NORRIDGE,IL,60706,-87.8365625198167,41.9648509807721,99.38
"2460 INTELLIPLEX DRIVE, SUITE 120 NA SHELBYVILLE IN 46176",SHELBYVILLE,IN,46176,-85.78373435222697,39.56171998733734,96.97
999 N. MICHIGAN AVE. NA GREENSBURG IN 47240,GREENSBURG,IN,47240,-85.49551557013655,39.346416869489886,96.27
1925 VAUGHN ROAD SUITE 150 KENNESAW GA 30144,KENNESAW,GA,30144,-84.59063749042846,34.00361499004234,88.06
"900 SKYLINE DR, SUITE 200 NA MARION IL 62959",MARION,IL,62959,-88.98448461153765,37.74223947792424,99.38
12250 S CICERO STE 105 NA ALSIP IL 60803,ALSIP,IL,60803,-87.73891963425069,41.66934338010351,86.26
6300 S KINGERY HWY STE 408 NA WILLOWBROOK IL 60527,WILLOWBROOK,IL,60527,-87.94647760127994,41.7729945815042,85.46
800 ROOSEVELT RD STE C-16 NA GLEN ELLYN IL 60137,GLEN ELLYN,IL,60137,-88.05444296824487,41.85943752613846,96.67
"711 PLAZA DRIVE, SUITE 6 NA PORTER IN 46304",PORTER,IN,46304,-87.04410324934078,41.61801670020405,96.81
204 N 4TH AVE E  SUITE 134 NA NEWTON IA 50208,NEWTON,IA,50208,-93.05157949824425,41.70240751546926,96.81
1200 BROOKSTONE CENTRE PARKWAY SUITE 111 COLUMBUS GA 31904,COLUMBUS,GA,31904,-84.97711061731759,32.53698154936408,99.54
DIALYSIS UNIT-CLINIC J 1969 W OGDEN AV CHICAGO IL 60612,CHICAGO,IL,60612,-87.67593284469798,41.873077753029705,94.41
"28160 W. NORTHWEST HWY, SUITE 104 NA LAKE BARRINGTON IL 60010",LAKE BARRINGTON,IL,60010,-88.18262649149756,42.18065812354007,96.71
405 HIGHWAY 150 N P O BOX 516 WEST UNION IA 52175,WEST UNION,IA,52175,-91.81453732392514,42.96743707403886,95.1
368 SOUTH WEBER NA ROMEOVILLE IL 60446,ROMEOVILLE,IL,60446,-88.08156499999996,41.65967920000003,85
1600 W 16TH ST  STE 13 NA OAK BROOK IL 60523,OAK BROOK,IL,60523,-87.95925665086102,41.85375262603822,89.61
"1859 W TAYLOR , UIMCC MC 794, ROOM 1003 NA CHICAGO IL 60612",CHICAGO,IL,60612,-87.68559499999998,41.87987500000003,85
"5401 N KNOXVILLE AVENUE, SUITE 300 NA PEORIA IL 61614",PEORIA,IL,61614,-89.59331659704362,40.75220794593588,97.32
4800 NORTH KILPATRICK NA CHICAGO IL 60630,CHICAGO,IL,60630,-87.74576957698257,41.96819016335913,85.93
1231 STATE ROUTE 161 EAST NA CENTRALIA IL 62801,CENTRALIA,IL,62801,-89.130973113374,38.528355077290364,86
"4209 W. SHAMROCK LANE, UNIT A NA MCHENRY IL 60050",MCHENRY,IL,60050,-88.27998313507064,42.31488235868265,99.38
149 IRVING PARK NA STREAMWOOD IL 60107,STREAMWOOD,IL,60107,-88.17356999999998,42.00764000000004,85
3753 MARIETTA HIGHWAY SUITE 100 CANTON GA 30114,CANTON,GA,30114,-84.50925776013592,34.19476785426715,97.55
521 STANLEY K. TANGER BLVD. NA LOCUST GROVE GA 30248,LOCUST GROVE,GA,30248,-84.12128263271673,33.345745882625515,97.47
2640 N. NARRAGANSETT AVE. SUITE D8 NA CHICAGO IL 60639,CHICAGO,IL,60639,-87.7856675199167,41.928716009449545,96.32
"409 GREENVILLE AVENUE,  STE 500 NA WINCHESTER IN 47394",WINCHESTER,IN,47394,-84.97196002163533,40.16913283158532,87.14
901 W. UNIVERSITY AVE  SUITE 302 NA URBANA IL 61801,URBANA,IL,61801,-88.21976997341018,40.11641246272078,99.43
"7836 W. JEFFERSON BLVD.,  SUITE LL10 NA FORT WAYNE IN 46804",FORT WAYNE,IN,46804,-85.2467079950714,41.0400380105898,97.05
133 E. BRUSH HILL RD. NA ELMHURST IL 60126,ELMHURST,IL,60126,-87.93684310649375,41.86162700497659,96.38
2500 PARKWAY DR. NA SHELBYVILLE IN 46176,SHELBYVILLE,IN,46176,-85.74208928539515,39.51709750085938,96.08
165 SHERIDAN ROAD NA NOBLESVILLE IN 46060,NOBLESVILLE,IN,46060,-86.02519929689613,40.048184273786866,96.23
"2325 18TH STREET, SUITE 120 NA COLUMBUS IN 47201",COLUMBUS,IN,47201,-85.89850607602787,39.21679025479438,99.37
"2859 NORTH PARK AVENUE, STE. 111 & 112 NA HUNTINGTON IN 46750",HUNTINGTON,IN,46750,-85.50979129295314,40.90260363225952,96.56
3300 TAMIAMI TRAIL SUITE 101A NA PORT CHARLOTTE FL 33952,PORT CHARLOTTE,FL,33952,-82.0994452583135,26.982663915018904,96.72
"240 INDIAN RIVER RD, SUITE D NA ORANGE CT 06477",ORANGE,CT,6477,-73.00055266032034,41.2630232475992,96.94
4220 EXECUTIVE CIRCLE #38 NA FORT MYERS FL 33916,FORT MYERS,FL,33916,-81.84528734620918,26.60152322920112,99.6
700 WILLOW ST  SUITE 102 NA VINCENNES IN 47591,VINCENNES,IN,47591,-87.53565789551267,38.67183122256391,99.32
820 E MCGALLIARD NA MUNCIE IN 47303,MUNCIE,IN,47303,-85.41027499999996,40.195260000000076,85
1740 INDUSTRY DRIVE SUITE A INDIANAPOLIS IN 46219,INDIANAPOLIS,IN,46219,-86.04875582243223,39.79004730163559,96.89
"2669 CHARLESTOWN RD., SUITE F NA NEW ALBANY IN 47150",NEW ALBANY,IN,47150,-85.80315551295614,38.319525650127346,96.84
215 NORTH FRESNO STREET SUITE 150 FRESNO CA 93701,FRESNO,CA,93701,-119.78157509108165,36.745246712465416,99.52
7783 SOUTH FREEDOM ROAD NA FRENCH CAMP CA 95231,FRENCH CAMP,CA,95231,-121.28198568715682,37.88257424802372,87.06
13123 E 16TH AVE #328 NA AURORA CO 80045,AURORA,CO,80045,-104.83503743299984,39.74216144985621,96.59
7910 US HWY 19N NA PINELLAS PARK FL 33781,PINELLAS PARK,FL,33781,-82.68759326203168,27.84443537604259,97.06
2900 N MILITARY TRAIL SUITE 195 NA BOCA RATON FL 33431,BOCA RATON,FL,33431,-80.12101251637583,26.37875198217982,99.63
1705 E INDUSTRIAL DRIVE NA TERRE HAUTE IN 47802,TERRE HAUTE,IN,47802,-87.39041443326973,39.34539999782359,96.61
"1002 4TH AVENUE SE, SUITE A NA CEDAR RAPIDS IA 52403",CEDAR RAPIDS,IA,52403,-91.65694874322831,41.98183057922023,96.61
800 N. MAIN ST. NA EVANSVILLE IN 47711,EVANSVILLE,IN,47711,-87.56387800330484,37.985205747180245,95.87
"10120 CALUMET AVENUE, SUITE 102 NA MUNSTER IN 46321",MUNSTER,IN,46321,-87.50913718207035,41.52866055007842,97.14
DIALYSIS UNIT 137 WATER STREET NEW HAVEN CT 06511,NEW HAVEN,CT,6511,-72.92032460352421,41.30126295671862,95.55
5 SHAW'S COVE SUITE 100 NEW LONDON CT 06320,NEW LONDON,CT,6320,-72.1007817574315,41.34614352199528,99.34
11616 LAKE UNDERHILL ROAD BLDG 2 STE 206 ORLANDO FL 32825,ORLANDO,FL,32825,-81.2151517072763,28.546570431695315,99.54
1107 MYRA ST STE 101 NA JACKSONVILLE FL 32204,JACKSONVILLE,FL,32204,-81.6820954632396,30.317315077556987,99.5
7150 W 20TH AVE STE 109 NA HIALEAH FL 33016,HIALEAH,FL,33016,-80.3244251293711,25.886841679870557,99.63
1228 E RUSHOLME ST #1000 NA DAVENPORT IA 52803,DAVENPORT,IA,52803,-90.5570356783257,41.54286297575713,99.32
"1941 FRANK SCOTT PARKWAY EAST, SUITE B NA SHILOH IL 62269",SHILOH,IL,62269,-89.92076071441208,38.5703418816303,99.49
1890 SILVER CROSS BLVD SUITE 150 NEW LENOX IL 60451,NEW LENOX,IL,60451,-87.98600322007452,41.54416435004406,99.47
1051 ESSINGTON ROAD SUITE 160 NA JOLIET IL 60435,JOLIET,IL,60435,-88.16082516133858,41.54118797813595,99.43
1634 S ARDMORE AVE  SUITE 200 NA VILLA PARK IL 60181,VILLA PARK,IL,60181,-87.9778752885657,41.859084103190845,97.42
1600 SW ARCHER ROAD NA GAINESVILLE FL 32610,GAINESVILLE,FL,32610,-82.3432061739002,29.639293541963955,97.59
PEDIATRIC DIALYSIS 1 TAMPA GENERAL CIRCLE TAMPA FL 33601,TAMPA,FL,33601,-82.45928497168202,27.937529989489136,95.86
610 E MAIN STE C NA CORTEZ CO 81321,CORTEZ,CO,81321,-108.58574499999997,37.34863000000007,85
4320 FIR STREET SUITE 404 NA EAST CHICAGO IN 46312,EAST CHICAGO,IN,46312,-87.44853319480724,41.636126169553236,96.61
27025 W. EAMES STREET UNIT G CHANNAHON IL 60410,CHANNAHON,IL,60410,-88.2657278647021,41.4187059511516,97.04
501 6TH AVE S 6500000410 SAINT PETERSBURG FL 33701,SAINT PETERSBURG,FL,33701,-82.641003039964,27.764277475776368,96.09
2735 W OLD HWY 441 NA MOUNT DORA FL 32757,MOUNT DORA,FL,32757,-81.67277897786013,28.809950993773498,97.71
10770 N 46TH STREET #A100 NA TAMPA FL 33617,TAMPA,FL,33617,-82.4099203396637,28.046926105416812,99.7
2459 S CONGRESS AVE #100 NA WEST PALM BEACH FL 33406,WEST PALM BEACH,FL,33406,-80.08834681477796,26.640265475325418,96.39
3000 DIXWELL AVENUE SUITE 100 NA HAMDEN CT 06518,HAMDEN,CT,6518,-72.90006579500626,41.38324928534377,97.12
111 OSBORNE STREET SUITE 211 DANBURY CT 06810,DANBURY,CT,6810,-73.44168023832233,41.40411863168904,99.45
"11 SOUTH RD, SUITE 110 NA FARMINGTON CT 06032",FARMINGTON,CT,6032,-72.79846698641705,41.72792999154325,96.35
