Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,ID,Longitude,Latitude,Match Score
NEH HORIZONS OF THE TREASURE COAST INC,DETOX IFICATION UNIT,,800 AVENUE H,,,FORT PIERCE,FL,33450,(407)468-5600,AD/OT/IV/EA/DW/TX/CI/PV/,1890FL33450,-80.33110475183051,27.457057925619715,98.15
NEH HORIZONS OF THE TREASURE COAST INC,NEH LIFE,,610 NORTH 7TH STREET,,,FORT PIERCE,FL,34950,(407)468-5658,AD/RR/IV/PG/EA/DW/TX/CI/PV/,3127FL34950,-80.32894255608731,27.45422999721683,100.0
NEH HORIZONS OF THE TREASURE COAST INC,SAINT LUCIE COUNTY OUTPATIENT BRANCH,,901 NORTH 7TH STREET,,,FORT PIERCE,FL,34950,(407)468-5658,AD/AM/IV/EA/DW/TX/,1226FL34950,-80.32907339759603,27.457458496772407,100.0
NEH HORIZONS OF THE TREASURE COAST INC,TASC PROGRAM,,602 SOUTH US 1,,,FORT PIERCE,FL,33450,(407)468-5657,AD/AM/IV/EA/DW/TX/CI/PV/,8300FL33450,-80.32587251641127,27.44183198895391,98.21
NEH HORIZONS OF THE TREASURE COAST INC,TURNING POINT,,280 COPENHAVEN ROAD,,,FORT PIERCE,FL,34947,(407)468-5685,AD/RR/B/PI/CU/TX/CI/PV/,8278FL34947,-80.39086830820453,27.44550028696912,98.13
RECOVERY ASSOCIATES INC,,,1801 SE HILLMOORE DRIVE,SUITE A-101,,FORT PIERCE,FL,34952,(407)335-9169,AD/AM/W/Y/PI/CU/IV/EA/DW/TX/PV/OT/,6980FL34952,-80.29249535887152,27.28454477958621,97.8
CHEMICAL ADDICTIONS RECOVERY EFFORT,STARTING OVER STRAIGHT ISOSJ,VAN DOREN LANE,,,,FOUNTAIN,FL,32438,(904)722-4305,AD/RR/Y/IV/DW/TX/CI/PV/,6549FL32438,-85.42409499999997,30.476385000000054,100.0
BACCHUS PREVENTION PROG RAM,UNIVERSITY OF FLORIDA,,124 TIGERT HALL,,,GAINESVILLE,FL,32611,(904)392-1261,AD/PV/,3686FL32611,-82.34677199999999,29.645467300000067,85.0
CORNER DRUG STORE INC,TRANSITIONS/PREVENTION,,1300 NH 6TH STREET,,,GAINESVILLE,FL,32601,(904)378-1588,AL/AM/Y/B/CU/IV/PG/EA/DW/TX/CI/PV/,7292FL32601,-82.33091754947371,29.66393499619511,94.96
MENTAL HEALTH SERVS OF NORTH CENTL FL,ACUTE CARE SERVICES/DETOX UNIT,,4300 SH 13TH STREET,,,GAINESVILLE,FL,32608,(904)374-5616,AD/DT/TX/,1396FL32608,-82.3411526914413,29.613161324343267,95.07
MENTAL HEALTH SERVS OF NORTH CENTL FL,ADMINISTRATION/TREATMENT,,4300 SH 13TH STREET,,,GAINESVILLE,FL,32608,(904)374-5690,AD/RR/H/TX/,1396FL32608,-82.3411526914413,29.613161324343267,95.07
MENTAL HEALTH SERVS OF NORTH CENTL FL,OBA ADDICTIONS AND FAMILY HEALTH,,4300 SH 13TH STREET,,,GAINESVILLE,FL,32608,(904)374-5690,AD/AM/H/PG/TX/,1396FL32608,-82.3411526914413,29.613161324343267,95.07
MENTAL HEALTH SERVS OF NORTH CENTL FL,OBA ALACHUA ASSOCIATES,,3601 SH 2ND AVENUE,SUITE V,,GAINESVILLE,FL,32607,(904)335-4004,AD/AM/EA/DW/TX/PV/,9664FL32607,-82.37656614853849,29.650873141200357,94.96
MENTAL HEALTH SERVS OF NORTH CENTL FL,OBA BRIDGEHOUSE,,4400 SH 13TH STREET,,,GAINESVILLE,FL,32608,(904)374-5615,AD/RR/H/TX/,0569FL32608,-82.34141990651463,29.611531044175674,95.07
METAMORPHOSIS,ALACHUA COUNTY DRUG ABUSE PROG RAM,,306 NE 7TH STREET,,,GAINESVILLE,FL,32601,(904)377-8787,DA/RR/W/B/HV/CU/IV/PG/TX/,0458FL32601,-82.31758487518765,29.65405528883173,100.0
NORTH CENTRAL FLORIDA SAFETY COUNCIL,DUI PROGRAM,,3710 NH 51ST STREET,,,GAINESVILLE,FL,32606,(904)377-2566,AD/DW/PV/,7541FL32606,-82.39742778353283,29.687183964851855,95.07
VETERANS AFFAIRS MEDICAL CENTER,ALCOHOL/DRUG DEPENDENCE TREATMENT PROG,,1601 SH ARCHER ROAD,116A ADTP,,GAINESVILLE,FL,32602,(904)374-6089TEX6764,AD/RR/W/A/B/H/HV/CU/TX/,8278FL32602,-82.34490920898726,29.638515743258452,88.36
RIVER REGION HUMAN SERVICES INC,CLAY COUNTY SCHOOL PREVENTION PROGRAM,,2025 HIGHHAY 16 HEST,,,GREEN COVE SPRINGS,FL,32043,(904)284-8191TEX154,AD/PV/,1284FL32043,-81.7119214836954,29.98386630525614,96.85
GULF COAST RECOVERY CENTER INC,,,102 NIGHTINGALE LANE,SUITE C,,GULF BREEZE,FL,32561,(904)932-0893,AD/AM/W/Y/CU/DW/TX/,5432FL32561,-87.17070882542549,30.363369109278306,100.0
THE FRIARY INC,,,4400 HICKORY SHORES BOULEVARD,,,GULF BREEZE,FL,32561,(904)932-9375,AD/OT/RR/AM/H/CU/IV/EA/TX/CI/PV/OT/,9572FL32561,-87.0394488922504,30.39764480683845,98.84
THELVE OAKS,ALCOHOL AND DRUG RECOVERY CENTER,,2068 HEALTHCARE AVENUE,ROUTE l,,GULF BREEZE,FL,32566,(904)939-1200,AD/OT/IV/EA/DW/TX/CI/PV/,8404FL32566,-86.82300183308455,30.407722159478677,99.0
COUNSELING AND EVALUATION CENTER,,,1490 HEST 49TH PLACE,SUITE 390,,HIALEAH,FL,33012,(305)598-0558,AL/AM/H/EA/TX/,8839FL33012,-80.31273681684989,25.867479483535238,91.19
HIALEAH HOSPITAL,THE RECOVERY CENTER,,651 EAST 25TH STREET,,,HIALEAH,FL,33013,(305)835-4666,AD/OT/RR/H/HV/CU/IV/PG/TX/CI/PV/,5133FL33013,-80.26834332396666,25.844988783749372,100.0
NORTHIEST DADE CENTER INC,,,49TH STREET UNIT,1840 WEST 49TH STREET,,HIALEAH,FL,33012,(305)825-0300,DA/AM/H/TX/,8815FL33012,-80.32282285564467,25.86665070291405,90.88
BROWARD COUNTY ADDICTION RECOVERY CTR,SOUTH,,4035 NORTH 29TH AVENUE,,,HOLLYHOOO,FL,33020,(305)926-2450,AD/AM/Y/A/B/H/HV/PI/CU/IV/PG/TX/CI/PV/,8222FL33020,-80.16586248770615,26.044707994928913,98.16
BROHARD METHADONE MAINTENANCE,REHAB AND RESEARCH FACILITY,,1101 SOUTH 21ST AVENUE,,,HOLLYWOOD,FL,33020,(305)922-0522,DA/AM/W/A/B/H/AI/HV/IV/PG/MM/,5854FL33020,-80.14853390871937,26.001927305945173,100.0
FAMILY COUNSELING CENTER,SOUTH BROHARO HIGH SCHOOL,,1901 NORTH FEDERAL HIGHHAY,,,HOLLYHOOD,FL,33020,(305)926-0820,AD/PV/,6206FL33020,-80.14325255534753,26.029302014982928,90.0
LOCK TOHNS CMHC,SUB ARTS PROJECT,,1000 SH 84TH AVENUE,,,HOLLnmoo,FL,33025,(305)983-4321 EXT2466,AD/RR/W/Y/B/CU/TX/CI/PV/,1765FL33025,-80.25520599999999,25.98821940000005,77.0
MEMORIAL HOSPITAL,SHARE PROGRAM,,801 SH DOUGLAS ROAD,,,HOLLYHOOD,FL,33025,(305)985-1455,AD/OT/RR/W/B/AI/HV/CU/IV/EA/TX/PV/,5926FL33025,-80.26234766480619,26.002354028635803,93.43
THE STARTING PLACE INC,DAY CARE,,2057 COOLIDGE STREET,,,HOLLYHOOD,FL,33020,(305)925-2225,AD/AM/W/Y/A/B/H/HV/CU/PG/TX/CI/PV/,1776FL33020,-80.14921192086732,26.028921811854964,100.0
THE STARTING PLACE INC,RESIDENTIAL UNIT I,,2057 COOLIDGE STREET,,,HOLLYHOOD,FL,33020,(305)925-2225,AD/RR/W/Y/A/B/H/HV/CU/IV/PG/TX/CI/PV/,1776FL33020,-80.14921192086732,26.028921811854964,100.0
ASSOCIATES FOR PSYCHOLOGICAL SERVICES,ALCOHOL ABUSE PROGRAM,,269 NORTH KROME AVENUE,,,HOMESTEAD,FL,33030,(305)245-3875,AL/AM/EA/DW/TX/CI/PV/,5964FL33030,-80.47733262130134,25.47249002869823,100.0
FEDERAL PRISON CAMP,SUBSTANCE ABUSE SERVICES,HOMESTEAD AIR FORCE BASE,,,,HOMESTEAD,FL,33039,(305)258-9676,AD/EA/PV/,6549FL33039,-80.40702809999993,25.497448000000077,100.0
METATHERAPY INSTITUTE INC,,,27200 OLD DIXIE HIGHHAY,,,HOMESTEAD,FL,33030,(305)247-4515,DA/RR/W/B/HV/CU/TX/,8556FL33030,-80.43461874147637,25.513056700822567,85.54
METRO DADE OFFICE OF REHAB SERVICES,JACK ORR RANCH,,31601 SH 197TH AVENUE,,,HOMESTEAD,FL,33030,(305)245-5805,AD/RR/IV/TX/PV/,1991FL33030,-80.5097451529043,25.472888609148974,95.07
METRO DADE OFFICE OF REHAB SERVICES,NARANJA TREATMENT CENTER,,13955 SH 264TH STREET,,,HOMESTEAD,FL,33032,(305)258-0822,AD/AM/IV/TX/PV/,6373FL33032,-80.41798896175716,25.521777442433926,95.07
DAVID LAWRENCE CENTER,THE PINES,,425 NORTH FIRST STREET,,,IMHOKALEE,FL,33934,(813)657-2117,AD/RR/AM/W/Y/A/B/H/AI/HV/PI/CU/IV/PG/TX/CI/PV/,6890FL33934,-81.41758489488521,26.425569814828034,96.28
PARKSIDE LODGE OF FLORIDA,,,5970 SOUTH ORANGE BLOSSOM TRAIL,,,INTERCESSION CITY,FL,33848,(407)933-5222,AD/DT/RR/AM/W/Y/A/B/H/HV/CU/IV/PG/TX/PV/,7649FL33848,-81.52343341220336,28.2638723069165,97.16
BAPTIST MEDICAL CENTER,SUBSTANCE ABUSE SERVICES,,800 PRUDENTIAL DRIVE,,,JACKSONVILLE,FL,32207,(904)393-2000,AD/DT/TX/,4144FL32207,-81.66411200615768,30.316266962474128,100.0
CAREUNIT OF JACKSONVILLE BEACH,,,1320 ROBERTS DRIVE,,,JACKSONVILLE,FL,32250,(904)241-5133,AD/DT/RR/AM/W/Y/B/H/AI/PI/CU/IV/PG/EA/TX/CI/PV/,4981FL32250,-81.40064179962536,30.273868949280057,99.9
CHARTER BY THE SEA COUNSELING CENTER,ALCOHOL AND DRUG INTENSIVE OUTPATIENT,,2636 OAK STREET,,,JACKSONVILLE,FL,32204,(904)388-0553,AD/AM/TX/CI/PV/,9404FL32204,-81.69212441038903,30.309236264000244,100.0
CHARTER COUNSELING CTR/ATLANTIC BEACH,,,2440 MAYPORT ROAD,SUITE 4,,JACKSONVILLE,FL,32233,(904)246-3664,AD/AM/W/Y/B/H/TX/PV/,1729FL32233,-81.41376006482815,30.354566853658568,100.0
CITY RESCUE MISSION INC,JACKSONVILLE NEH LIFE INN,,234 HEST STATE STREET,,,JACKSONVILLE,FL,32202,(90<)l353-5565,AD/PV/OT/,4427FL32202,-81.65947907681554,30.333709200068153,93.22
ENDPOINT,,,5847 LUELLA STREET,,,JACKSONVILLE,FL,32207,(904)346-3403,AD/AM/W/B/CU/TX/PV/,8242FL32207,-81.60363900549878,30.29019601656604,100.0
FAMILY RECOVERY SERVICES OF,JACKSONVILLE INC,,1840 SOUTHSIDE BOULEVARD,SUITE lB,,JACKSONVILLE,FL,32216,(904)727-7478,AD/IV/EA/DW/PV/,7972FL32216,-81.55902280544828,30.31154384385401,100.0
GATElIAY COMMUNITY SERVICES INC,ADMINISTRATIVE UNIT,,555 STOCKTON STREET,,,JACKSONVILLE,FL,32204,(904)387-4661,AD/OT/,9484FL32204,-81.69129359614601,30.32160770163023,100.0
GATEHAY COMMUNITY SERVICES INC,ADOLESCENT UNIT/OUTPATIENT,,555 STOCKTON STREET,,,JACKSONVILLE,FL,32204,(904)387-4661,AD/AM/Y/A/B/H/HV/PI/CU/IV/EA/DW/TX/PV/,9484FL32204,-81.69129359614601,30.32160770163023,100.0
GATEHAY COMMUNITY SERVICES INC,ADOLESCENT/RESIDENTIAL,,555 STOCKTON STREET,,,JACKSONVILLE,FL,32204,(904)387-5722,AD/RR/Y/A/B/H/HV/PI/CU/IV/EA/TX/PV/,9484FL32204,-81.69129359614601,30.32160770163023,100.0
GATEHAY COMMUNITY SERVICES INC,ADULT INTENSIVE RESIDENTIAL PROGRAM,,555 STOCKTON STREET,,,JACKSONVILLE,FL,32204,(904)387-4661 EXT32,AD/RR/W/A/B/H/HV/PI/CU/IV/PG/DW/TX/PV/,9484FL32204,-81.69129359614601,30.32160770163023,100.0
GATEHAY COMMUNITY SERVICES INC,DETOXIFICATION UNIT,,1245 JESSE STREET,,,JACKSONVILLE,FL,32206,(904)354-0834,AD/DT/W/A/B/H/HV/PI/CU/IV/PG/EA/DW/TX/PV/,9066FL32206,-81.63810103276656,30.333704003288275,96.46
GATEHAY COMMUNITY SERVICES INC,OUTPATIENT/EDGEHOOD,,1105 HEST EDGEHOOD AVENUE,,,JACKSONVILLE,FL,32208,(904)768-5300,AD/AM/W/A/B/H/HV/PI/CU/IV/PG/EA/DW/TX/PV/,8754FL32208,-81.67515591796263,30.392344887551133,91.24
GATEHAY COMMUNITY SERVICES INC,,,OUTPATIENT/LEXINGTON AVENUE,4814 LEXINGTON AVENUE,,JACKSONVILLE,FL,32210,(904)384-8669,AD/AM/W/A/B/HV/PI/CU/IV/PG/EA/DW/TX/PV/,1339FL32210,-81.72408017624998,30.28310002306621,92.05
GATEHAY COMMUNITY SERVICES INC,OUTPATIENT/UNIVERSITY,,2422 HEST UNIVERSITY BOULEVARD,,,JACKSONVILLE,FL,32217,(904)733-1573,AD/AM/W/A/B/H/HV/PI/CU/IV/EA/TX/PV/,8302FL32217,-81.63435700425616,30.260852482291284,94.26
GREENFIELD CENTER,,,1551 RIVERSIDE AVE N UE,,,JACKSONVILLE,FL,32204,(904)353-3784,AD/AM/IV/TX/PV/,6650FL32204,-81.6787361640849,30.31178608085573,98.35
MENTAL HEALTH RESOURCE CE N TER,DETOX/OUTPATIENT,,11820 BEACH BOULEVARD,,,JACKSONVILLE,FL,32216,(904)642-9100,AD/DT/AM/TX/,9701FL32216,-81.50876918877883,30.286998362413893,98.68
METHODIST REG HOSPITAL SYSTEMS INC,METHODIST PATHHAY CENTER,,580 HEST 8TH STREET,PLAZA 1 SUITE 510,,JACKSONVILLE,FL,32209,(904)798-8250,AD/DT/RR/W/A/B/HV/CU/IV/PG/EA/TX/CI/PV/,2765FL32209,-81.66275304819591,30.346407154736074,91.79
MILE STONES IN RECOVERY INC,,,5143 HEST UNIVERSITY BOULEVARD,SUITE 1,,JACKSONVILLE,FL,32207,(904)448-1600,AD/AM/PI/CU/IV/EA/TX/PV/,9327FL32207,-81.60272833787236,30.282809945640587,93.3
NE FLORIDA SAFETY COUNCIL INC,,,5454 ARLINGTON EXPRESSHAY,,,JACKSONVILLE,FL,32211,(904)724-7244,AD/DW/CI/PV/,8674FL32211,-81.60740616806197,30.32694756068608,98.29
OAK MEDICAL CENTER,SUBSTANCE ABUSE SERVICES,,8889 CORPORATE SQUARE BOULEVARD,,,JACKSONVILLE,FL,32216,(904)725-7073,AD/DT/RR/AM/EA/TX/,9026FL32216,-81.56202981321233,30.306470194043037,98.04
RIVER REGION HUMAN SERVICES INC,JACKSONVILLE RECOVERY CENTER/TIER 4,,920 BRIDIER STREET,,,JACKSONVILLE,FL,32206,(904)824-9573,AD/DT/A/HV/IV/TX/CI/MM/,6590FL32206,-81.63792124094357,30.33406626914351,100.0
RIVER REGION HUMAN SERVICES INC,JACKSONVILLE RECOVERY CENTER/UNIT 1,,577 COLLEGE STREET,,,JACKSONVILLE,FL,32204,(904)359-6577,AD/AM/W/A/HV/CU/IV/PG/TX/CI/MM/,9528FL32204,-81.68026133518674,30.320682968162288,100.0
RIVER REGION HUMAN SERVICES INC,JACKSONVILLE RECOVERY CENTER/UNIT 2,,5045 SOUTEL DRIVE,SUITE 25,,JACKSONVILLE,FL,32208,(904)768-4120,AD/AM/W/A/HV/IV/EA/TX/,1564FL32208,-81.72580063423443,30.39758600778789,100.0
RIVER REGION HUMAN SERVICES INC,JACKSONVILLE RECOVERY CTR/RES TRT CTR,,2981 PARENTAL HOME ROAD,,,JACKSONVILLE,FL,32216,(904)727-3775,AD/RR/AM/W/A/B/HV/CU/IV/PG/TX/,5137FL32216,-81.59119824952944,30.27225304407635,100.0
RIVER REGION HUMAN SERVICES INC,JAX RECOVERY CTR/STANDARD IMPLEM PROJ,,4727 LANNIE ROAD,,,JACKSONVILLE,FL,32218,(904)768-3266,AD/PV/OT/,8485FL32218,-81.72463823190179,30.538146668364433,100.0
RIVER REGION HUMAN SERVICES INC,OAK HILL SCH BASED INTERVENTION PROG,,6910 SOUTH DAUGHTRY BOULEVARD,,,JACKSONVILLE,FL,32210,(904)359-6571,DA/PV/,3388FL32210,-81.75897243514609,30.252901702305714,99.89
RIVER REGION HUMAN SERVICES INC,SAN PAB LO SCH BASED INTERV/KID PO HER,,801 NORTH 18TH STREET,,,JACKSONVILLE,FL,32250,(904)249-2039,DA/PV/,7922FL32250,-81.40886813467776,30.29543998664964,99.79
RIVER REGION HUMAN SERVICES INC,SCH BASED INTERV/MAYPORT ELEM SCH 227,,2753 SHANGRI LA,,,JACKSONVILLE,FL,32233,(904)246-6692,DA/PV/,8141FL32233,-81.41604597746209,30.36242698336133,98.78
RIVER REGION HUMAN SERVICES INC,SIP/INTERVENTION PROGRAM 1,,421 CATHERINE STREET,,,JACKSONVILLE,FL,32202,(904)824-9573,AD/PV/,1096FL32202,-81.64946965671935,30.32778513659494,100.0
RIVER R O EGI N HUMAN SERVICES INC,SIP/INTERVENTION PROGRAM 2,,515 VICTORIA STREET,,,JACKSONVILLE,FL,32202,(904)824-9573,AD/PV/,8245FL32202,-81.63477266283456,30.32656664509632,100.0
RIVER REGION HUMAN SERVICES INC,SIP/OUTPATIENT,,421 HEST CHURCH STREET,,,JACKSONVILLE,FL,32201,(904)356-6733,AD/PV/,3993FL32201,-81.66247678066719,30.33124353752068,91.04
RIVER REGION HUMAN SERVICES INC,T JEFFERSON/MARIETTA SCH BASED INTERV,,8233 NEVADA STREET,,,JACKSONVILLE,FL,32220,(904)781-5566,DA/PV/,8155FL32220,-81.7864509959642,30.32402751516748,100.0
RIVER REGION HUMAN SERVICES INC,TIER 4/DOC,,2830 PARK STREET,,,JACKSONVILLE,FL,32073,(904)359-6577,AD/AM/H/TX/,9034FL32073,-81.69695079405645,30.30802654582445,98.48
RIVER REGION HUMAN SERVICES INC,HINDY HILL SCH BASED INTERVENTION PROG,,3831 FOREST BOULEVARD,,,JACKSONVILLE,FL,32216,(904)641-1686,DA/PV/,2328FL32216,-81.54314681028144,30.277328998910885,98.68
RIVERSIDE TRADITION HOUSE,,,2911 RIVERSIDE AVENUE,,,JACKSONVILLE,FL,32205,(904)389-9197,AL/PV/,1816FL32205,-81.69587103728949,30.304817701831894,100.0
SUICIDE PREVENTION CENTER INC,,,2218 PA RK STREET,,,JACKSONVILLE,FL,32204,(904)387-5643,AD/PV/,5515FL32204,-81.69063499999999,30.321170000000052,85.0
UNIVERSITY OF NORTH FLORIDA,CENTER FOR ALCOHOL/DRUG STUDIES,,4567 SOUTH SAINT JOHNS BLUFF ROAD,,,JACKSONVILLE,FL,32216,(904)646-2847,AD/PV/OT/,6692FL32216,-81.52405261991001,30.270721030213604,98.81
NORTH FLORIDA MENTAL HEALTH CENTER INC,HANILTOt COUNSELING CENTER,HIGHHAY 41 SOUTH,,,,JASPER,FL,32052,(904)758-0555,AD/AM/EA/TX/PV/,6549FL32052,-82.95025069999997,30.518481300000076,100.0
HERITAGE FAMILY TREATMENT CENTER,JENSEN BEACH,,2065 NORTH EAST INDIAN RIVER DRIVE,,,JENSEN BEACH,FL,34957,(407)33+-5566,AD/DT/RR/W/A/B/H/AI/HV/PI/CU/IV/PG/TX/CI/PV/,9134FL34957,-80.21714925776077,27.229489924958795,100.0
COMP ALCOHOLISM REHAB PROGS INC !CARP),OUTPATIENT AFTERCARE SERVICES,,1070 EAST INDIANTOHN ROAD,SUITE 204,,JUPITER,FL,33477,(407)744-1997,AD/AM/IV/TX/CI/PV/,1820FL33477,-80.07467199120423,26.933892470287947,98.15
HELPLINE INC,,,3314 NORTHSIDE DRIVE,SUITE 18,,KEY HEST,FL,33040,(305)292-8440,AD/PV/,7241FL33040,-81.76284495823218,24.567254984084173,96.92
MENTAL HEALTH CARE CENTER OF THE,LOHER KEYS INC/LIGHTHOUSE,,5827 JUNIOR COLLEGE ROAD,,,KEY HEST,FL,33040,(305)2%-5237,AD/AM/Y/B/H/CU/TX/CI/PV/,5402FL33040,-81.74524922365724,24.58080145283319,97.02
MENTAL HEALTH CARE CENTER OF THE,LOHER KEYS INC/OUTPATIENT,,BUILDING 1612 TRUMAN ANNEX,,,KEY HEST,FL,33041,(305)294-2277,AD/AM/W/Y/A/HV/PI/CU/PG/TX/CI/PV/,1086FL33041,-81.80434499999996,24.55574500000006,82.6
ADDICTIONS COMPULSIONS TREATMENT CTR,(ACT INC) KISSIMMEE OUTPATIENT,,800 OFFICE PLAZA BOULEVARD,SUITE 401,,KISSIMMEE,FL,34744,(407)8+6-2511,AD/AM/IV/TX/CI/,4675FL34744,-81.35570851217761,28.284719818404326,100.0
CENTER FOR DRUG FREE LIVING INC,ALPHA/OSCEOLA CENTER,,1502 CENTRAL AVENUE,,,KISSIMMEE,FL,32741,(407)847-5979,AD/PV/,3801FL32741,-81.4078471823519,28.30582973470655,97.99
CENTER FOR DRUG FREE LIVING INC,OSCEOLA COUNSELING CENTER,,1200 CENTRAL AVENUE,SUITE 212,,KISSIMMEE,FL,34741,(407)846-0029,AD/AM/W/Y/B/H/HV/CU/PG/DW/TX/CI/PV/,7980FL34741,-81.40779399378597,28.30316314860395,99.55
MENTAL HEALTH SERVS OF OSCEOLA COUNTY,ADULT OUTPT SUBSTANCE ABUSE SERVICES,,917 EMMETT STREET,,,KISSIMMEE,FL,34741,(407)846-0023,AD/AM/EA/TX/CI/PV/,1874FL34741,-81.41387498072065,28.291767532141808,100.0
MENTAL HEALTH SERVS OF OSCEOLA COUNTY,HATERFRONT CENTER/PSYCHOLOGY,,220 EAST MONUMENT AVENUE,SUITE C,,KISSIMMEE,FL,34741,(407)846-8086,AD/AM/Y/EA/TX/PV/,7979FL34741,-81.40484540788694,28.292095641741444,100.0
BRADFORD/PUTNAM/UNION GUIDANCE CLINIC,UNION GUIDANCE CLINIC,,105 NORTH LAKE AVENUE,,,LAKE BUTLER,FL,32054,(904)964-8382,AD/AM/Y/PG/TX/CI/,5701FL32054,-82.33810377734419,30.023952850083642,100.0
NORTH FLORIDA MENTAL HEALTH CENTER INC,COUNSELING SERVICES OF SUHANNEE VALLEY,,3810 SOUTH FIRST STREET,,,LAKE CITY,FL,32055,(904)758-0555,AD/AM/TX/PV/,3285FL32055,-82.643324674466,30.15656175639625,95.39
NORTH FLORIDA MENTAL HEALTH CENTER INC,GATEHAY ALCOHOLISM/PSYCHIATRIC TRT,,ROUTE 10,,,LAKE CITY,FL,32055,(904)758-0555,AD/DT/TX/,4922FL32055,-82.620309551836,30.18947067422412,100.0
NORTH FLORIDA MENTAL HEALTH CENTER INC,GATEHAY HOUSE,,950 MICHIGAN STREET,ROUTE 10,,LAKE CITY,FL,32055,(904)758-0555,AD/AM/EA/TX/PV/,2740FL32055,-81.63913470395092,28.79053935566787,87.65
VETERANS AFFAIRS MEDICAL CENTER,SUBSTANCE ABUSE SERVICES,,,,,LAKE CITY,FL,32055,(904)755-3016,AD/RR/AM/A/HV/CU/EA/TX/PV/,6549FL32055,-82.63726499999996,30.196495000000034,100.0
CAREUNIT OF ORLANDO,,,1097 SAND POND ROAD,,,LAKE MARY,FL,32746,(407)333-9282,AD/RR/AM/TX/,3378FL32746,-81.36534996394317,28.742002550857862,100.0
OUR PLACE OF LAKE MARY,PREVENTION UNIT,,123 HEST HILBUR AVENUE,,,LAKE MARY,FL,32746,(407)321-3062,AL/DW/PV/,2710FL32746,-81.32293501930448,28.75989250781005,87.24
LAKE HALES AREA DRUG AHARENESS COUNCIL,,,200 EAST ORANGE AVENUE,,,LAKE HALES,FL,33853,(813)676-1949,AD/PV/,4706FL33853,-81.58800399004855,27.90334255336936,98.16
COMP ALCOHOLISM REHAB PROGS INC ICARPJ,LAKE HORTH TREATMENT CENTER,,3153 CANADA COURT,,,LAKE HORTH,FL,33462,(407)964-1664,AD/RR/IV/TX/PV/,8391FL33462,-80.09176679891151,26.60526444977398,95.89
COMP ALCOHOLISM REHAB PROGS INC (CARP),OUTPATIENT TREATMENT,,5700 LAKE HORTH ROAD,,,LAKE HORTH,FL,33463,(407)642-8737,AD/AM/IV/TX/CI/PV/,5080FL33463,-80.11889549999995,26.616072600000052,77.0
COMP ALCOHOLISM REHAB PROGS INC ICARP),PALM BEACH RETREAT,,1532 SOUTH FEDERAL HIGHHAY,,,LAKE HORTH,FL,33460,(407)582-3801,AD/RR/IV/TX/PV/,7054FL33460,-80.0522899627929,26.59660200429921,82.36
FAMILY ALTERNATIVES,COUNSELING AND TREATMENT SERVICES,,3230 LAKE HORTH ROAD,,,LAKE HORTH,FL,33461,(407)968-2370,AD/AM/EA/TX/PV/,2604FL33461,-80.08663713297845,26.80826972737502,77.16
GROHING TOGETHER INC,,,1013 LUCERNE AVENUE,,,LAKE HORTH,FL,33460,(407)585-0892,AD/RR/W/Y/TX/PV/,4369FL33460,-80.05908701571593,26.616652480613713,97.27
JFK MEDICAL CENTER,CENTER FOR RECOVERY,,5301 SOUTH CONGRESS AVENUE,,,LAKE HORTH,FL,33462,(407)642-3600,AD/DT/IV/TX/,3562FL33462,-80.09146102708367,26.598797015193284,97.69
LAKE HOSPITAL OF THE PALM BEACHES,COMPREHENSIVE ADDICTION CENTER,,1710 4TH AVENUE NORTH,,,LAKE HORTH,FL,33460,(305)588-7341 EXT512,AD/DT/RR/W/A/HV/CU/IV/EA/TX/CI/PV/MM/,7338FL33460,-80.06705300885581,26.620587490788044,97.35
LORETTA FARREN,,,138 J F KENNEDY CIRCLE,,,LAKE HORTH,FL,33462,(407)969-1212,AD/AM/TX/PV/,4352FL33462,-80.09020756265701,26.600746453492217,97.35
RESIDENTIAL TREATMENT CENTER IRTC) OF,THE PALM BEACHES,,1720 4TH AVENUE NORTH,,,LAKE IORTH,FL,33460,(407)582-9494,AD/RR/Y/TX/PV/,0256FL33460,-80.06538991353726,26.62057413158853,97.35
LAKELAND HILLS TREATMENT CENTER,,,2298 LAKELAND HILL BOULEVARD,,,LAKELAND,FL,33805,(813)687-9900,DA/AM/IV/MM/,8364FL33805,-81.95331750528581,28.07364798992576,100.0
PALMVIEH HOSPITAL,ADULT 5ERVICES,,2510 NORTH FLORIDA AVENUE,,,LAKELAND,FL,33805,(813)682-6105,AD/OT/RR/AM/W/A/B/HV/PI/CU/IV/EA/TX/PV/,0466FL33805,-81.95741365754867,28.07580591089828,100.0
PRIDE OF LAKELAND,,,1835 NORTH CRYSTAL LAKE DRIVE,,,LAKELAND,FL,33801,(813)665-8582,AD/PV/,5683FL33801,-81.9258064030106,28.025866707967186,100.0
PROGRAM TO AID DRUG ABUSERS INC IPADl,TOM HIMS OUTPATIENT OFFICE,,1104 NORTH MARTIN LUTHER KING BLVD,,,LAKELAND,FL,33800,(813)688-2835,AD/AM/W/Y/B/H/HV/CU/IV/PG/EA/DW/TX/CI/PV/,6798FL33800,-81.96145750673567,28.057342003126326,95.5
