Year,Page,Center_name,Street_address,City,State,Postal_code,Phone,Keys
2012,132,Chrysalis Center for Change,703 3rd Avenue,Longmont,CO,80501,(303) 772-3382,MH-SA TX OP AD CO WN MN DU CJ SF AR SS AH SP
2012,132,Counseling Services of Longmont Inc,1129 Francis Street,Longmont,CO,80501,(303) 772-3853 Intakes: (303) 665-9044 (800) 665-9044,SA TX OP CO DU CJ SF AH SP
2012,132,Centennial Peaks Hospital,2255 South 88th Street,Louisville,CO,80027,(303) 673-9990 Intake: (303) 666-2088x2088,MH-SA TX DT BU HI OP SF PI MI
2012,133,Discovery Counseling Center Inc,728 Front Street Suite E,Louisville,CO,80027,(303) 666-8866,SA TX OP AD DU SF 
2012,133,New Perspective Counseling Centers,2017 West Eisenhower Boulevard,Loveland,CO,80537,(970) 461-0978,SA TX OP DU SF AR SS SP
2012,133,Creative Counseling Services,325 East 7th Street Suite E,Loveland,CO,80537,(970) 663-2900,SA TX OP DU CJ SF AR SS
2012,133,InnerBalance Health Center,1414 West 28th Street,Loveland,CO,80538,(877) 900-7848 Intake: (970) 225-2623,SA TX RS OP PH PW SF
2012,133,Larimer Center for Mental Health,1250 North Wilson Avenue,Loveland,CO,80537,(970) 494-9870,MH-SA TX BU OP AD CO PW WN DU CJ SF MD MC PI AR AH
2012,133,About An Alternative Counseling Servs,441 Manitou Avenue Suite 201,Manitou Springs,CO,80829,(719) 685-0907 Hotline: (719) 685-0388,SA TX OP DU CJ SF
2012,133,San Luis Valley Mental Health Center Rio Grande Outpatient,402 4th Street,Monte Vista,CO,81144,(719) 852-5186,MH-SA TX OP DU SF MD PI MI SS SP
2012,133,Midwestern Colorado Mental Health Ctr,605 East Miami Road,Montrose,CO,81402,(970) 249-9694,MH-SA TX OP AD CO DU CJ SF MD MC SI PI MI AR SS
2012,133,Touchstone Counseling Center,118 North Cascade Street,Montrose,CO,81401,(970) 249-2872,DWI/DUI Clients Only SA TX OP DU CJ SF SP
2012,133,Monument Counseling Center,325 Second Street Suite E,Monument,CO,80132,(719) 487-1102 Intakes: (719) 487-1102x1 (719) 290-9454,MH-SA TX OP AD DU CJ SF MD SI PI SS
2012,133,Midwestern Colorado Mental Health Ctr,1350 Aspen Street Suite B,Norwood,CO,81423,(970) 327-4449,MH-SA TX OP CO DU CJ SF MD MC SI PI MI AR SS
2012,133,Partnership For Progress,220 East 1st Street,Ordway,CO,81063,(719) 267-4993,SA TX OP AD CO WN MN DU CJ SF MD AR SS PA SP
2012,133,Pagosa Recovery Center PC,459 Lewis Street,Pagosa Springs,CO,81147,(970) 264-2010,MH-SA TX OP AD DU SF AR
2012,133,Colorado Western Slope Counseling,42218 Highway 133,Paonia,CO,81428,(970) 527-6112 Intake: (970) 208-7074,MH-SA TX OP AD SE MN DU CJ SF
2012,133,Addiction Treatment Outpatient Servs,19751 East Main Street Suite 380,Parker,CO,80138,(303) 841-0186 Intake: (303) 329-3105,MH TX OP CO DU SF PI AR
2012,133,First Step Counseling Inc,10292 South Progress Way,Parker,CO,80134,(303) 840-2636,SA TX OP DU SF
2012,133,Parker Valley Hope,22422 East Main Street,Parker,CO,80134,(303) 841-7857 Intake: (800) 544-5101,SA TX DT BU RS SF PI
2012,133,Running Creek Counseling Service,18425 Pony Express Drive Suite 203,Parker,CO,80134,(303) 805-1218x109 Intake: (303) 805-1218x102,"MH-SA TX OP AD DU CJ SF PI AR Adult/Youth Counseling Services Inc 803 West 4th Street Suite D Pueblo, CO 81003 (719) 583-8222 Intake: (719) 583-8232 SA TX OP DU CJ SF MD AR AH"
2012,134,Associates for Psychotherapy and Education PC,924 Indiana Avenue,Pueblo,CO,81004,(719) 564-9039,MH TX OP AD CO SF MC PI MI AH SP
2012,134,Awareness Institute Inc,1245 Palmer Avenue,Pueblo,CO,81004,(719) 546-0904,MH-SA TX OP DU CJ SF AR SS SP
2012,134,Bridge to Awareness Counseling Ctr Inc,310 West C Street,Pueblo,CO,81003,(719) 296-1366,MH-SA TX OP AD CO WN MN DU CJ SF MD AR 
2012,134,Mental Health Institute at Pueblo Circle Program,1600 West 24th Street Building 121 2nd Floor,Pueblo,CO,81003,(719) 546-4797,MH-SA TX BU HI CO SF MD MC SI PI MI SP
2012,134,Crossroads Turning Points Inc,3470 Baltimore Avenue,Pueblo,CO,81008,(719) 545-1181x150 Intake: (719) 545-1181 Hotline: (719) 545-1181,SA TX RL CO HV GL SE WN CJ AH SP
2012,134,Crossroads Turning Points Inc,3500 Baltimore Avenue,Pueblo,CO,81008,(719) 545-1181x190 Intake: (719) 545-1181 Hotline: (719) 545-1181,SA TX RS RL AD CO HV GL SE PW WN BC CJ SF MD AR SS AH SP
2012,134,Crossroads Turning Points Inc,425 West 3rd Street,Pueblo,CO,81003,(719) 404-1992,SA TX OP AD CO HV GL SE PW WN MN CJ SF MD AR SS AH SP
2012,134,Crossroads Turning Points Inc,509 East 13th Street,Pueblo,CO,81001,(719) 546-6666 Hotline: (719) 546-6666,SA TX DT MM RS RL OP CO HV GL SE PW WN MN DU CJ SF MD AR SS AH SP
2012,134,Department of Veterans A˚airs Eastern Colorado Healthcare System,4112 Outlook Boulevard,Pueblo,CO,81008,(719) 553-1090,GH TX DT BU OP DU SF PI MI PA
2012,134,El Pueblo Boys and Girls Ranch,1 El Pueblo Ranch Way,Pueblo,CO,81006,(719) 544-7496x131 Intakes: (719) 404-1107 (719) 404-1108,MH TX RS RL OP AD CO CJ SF 
2012,134,Enterprises Nextep,2415 Lake Avenue,Pueblo,CO,81004,(719) 583-8428,SA TX OP CJ SF
2012,134,Oasis Counseling,279  South Joe Martinez Boulevard Suite A,Pueblo,CO,81007,(719) 647-1787,"MH-SA TX OP AD DU CJ SF MD AR Oasis Counseling 717 West 29th Street Pueblo, CO 81008 (719) 544-4111 Intake: (719) 250-7003 MH-SA TX OP AD CO WN DU CJ SF MD"
2012,134,Parkview Adult Chem Dependency Servs,58 Club Manor Drive,Pueblo,CO,81008,(719) 584-4343,SA TX DT BU HI OP SF MD MC SI PI MI AH SP
2012,134,Southern CO Comprehensive Court Servs,200 West B Street Suite 226,Pueblo,CO,81003,(719) 595-1634,MH TX OP GL WN DU CJ SF SS
2012,134,Spanish Peaks Mental Health Center,1012 West Abriendo Avenue,Pueblo,CO,81004,(719) 545-2746,MH-SA TX OP CO MN SF MD MC SI PI MI AR SS AH SP
2012,134,Spanish Peaks Mental Health Center,1026 West Abriendo Avenue,Pueblo,CO,81004,(719) 545-2746,MH-SA TX OP CO PW WN MN CJ SF MD MC SI PI MI AR SS PA AH SP
2012,134,Spanish Peaks Mental Health Center,1304 Chinook Lane,Pueblo,CO,81001,(719) 545-2746,MH TX OP SF MD PI MI SP
2012,134,Colorado West Regional Mental Hlth Ctr Rio Blanco Center,17497 West Highway 64,Rangely,CO,81648,(970) 675-8411,MH-SA TX OP DU SF MD SI PI MI AR SS
2012,134,Options Counseling,421 Northrailroad Street,Ridgway,CO,81432,(970) 874-0535,DWI/DUI Clients Only SA TX OP DU CJ SF SS
2012,135,Colorado West Regional Mental Hlth Ctr Riˆe Center,796 Megan Avenue Suite 300,Riˆe,CO,81650,(970) 625-3582,MH-SA TX OP DU SF MD MC SI PI MI AR SS
2012,135,Stillriver Centre for Wellness,7405 West U.S. Highway 50 Suite 120,Salida,CO,81201,(719) 539-4100,SA TX OP AD CO DU CJ SF MD
2012,135,San Luis Valley Mental Health Center,409 Trinchera Street,San Luis,CO,81152,(719) 672-0331,MH-SA TX OP SF MD PI MI SS PA SP
2012,135,Partnership for Progress,1049 Kansas Street,Spring˙eld,CO,81073,(719) 384-8503 Intake: (800) 511-5446,SA TX OP AD CO WN MN DU CJ SF MD AR SS AH
2012,135,Colorado West Regional Mental Hlth Ctr Steamboat Mental Health,407 South Lincoln Street,Steamboat Springs,CO,80477,(970) 879-2141,MH-SA TX DT RS OP DU CJ SF MD SI PI MI AR SS
2012,135,Routt County Alcohol Council,810 Lincoln Avenue Suite 200,Steamboat Springs,CO,80477,(970) 879-7708,SA TX OP AD DU SF
2012,135,Yampa Valley Psychotherapists,737 Lincoln Avenue,Steamboat Springs,CO,80477,(970) 870-9454 Intake: (970) 824-2557,MH-SA TX OP AD WN MN DU CJ SF MD PI SP
2012,135,Centennial Mental Health Center Inc,211 West Main Street,Sterling,CO,80751,(970) 522-4392 Intake: (970) 522-4392x233 Hotline: (970) 522-4392,MH-SA TX OP AD CO DU CJ SF MD PI
2012,135,High Plains Counseling,217 North Front Street,Sterling,CO,80751,(970) 522-4444,SA TX OP AD DU CJ SF SP
2012,135,South Platte Community Counseling,208 North 3rd Street,Sterling,CO,80751,(970) 522-0612,MH-SA TX OP CO WN MN DU SF MD SI PI AR SS
2012,135,Sunrise Recovery Center,119 Poplar Street,Sterling,CO,80751,(970) 522-5522,SA TX OP AD WN DU CJ SF AR
2012,135,Midwestern Colorado Mental Health Ctr,100 West Colorado Boulevard Suite 213,Telluride,CO,81435,(970) 728-6303 Intake: (970) 327-4449,MH-SA TX OP CO DU CJ SF MD MC SI PI MI AR SS
2012,135,Ute Mountain Ute Tribe Ute Counseling and Treatment Services,322 Spruce Street P.O. Box 209,Towaoc,CO,81334,(970) 564-5701 Intake: (970) 564-5701x0 Hotline: (970) 564-5703,SA TX OP AD DU CJ SF PA
2012,135,Crossroads Turning Points Inc,1004 Carbon Place,Trinidad,CO,81082,(719) 846-4481 Hotline: (719) 846-4481,SA TX DT RS OP AD CO HV GL SE PW WN MN DU CJ SF MD AR SS AH SP 
2012,135,Program,10 MDOS/SGOW 4102 Pinion Drive Suite 100,USAF Academy,CO,80840,(719) 333-5177,"SA TX OP MIVAIL Colorado West Regional Mental Hlth Ctr Eagle Valley 395 East Lionshead Circle Vail, CO 81657 (970) 476-0930 MH-SA TX OP DU SF MD MC SI PI MI AR SSWALDEN Colorado West Regional Mental Hlth Ctr Walden Center 350 McKinley Street Walden, CO 80480 (970) 723-0555 MH-SA TX OP AD DU SF MD MC SI PI MI SS"
2012,136,O Crossroads Turning Points Inc,615 Russell Avenue,Walsenburg,CO,81089,(719) 738-2076,SA TX OP AD CO HV GL SE PW WN MN DU CJ SF MD AR SS SP
2012,136,Adult/Youth Counseling Services Inc,8 Bassich Place,Westcli˚e,CO,81252,(719) 276-1311,SA TX OP DU CJ SF AR AH
2012,136,Choices in Living Counseling Center,5005 West 81st Place Suite 300,Westminster,CO,80031,(303) 427-4197,MH-SA TX OP PH AD CO HV WN MN DU CJ SF MD MC SI PI MI AR
2012,136,Community Reach Center,3031 West 76th Avenue,Westminster,CO,80030,(303) 853-3437,MH TX OP CO SF MD MC SS AH
2012,136,Counseling Center of the Rockies/North,3520 West 92nd Avenue Suite 201,Westminster,CO,80031,(303) 412-7723 Intake: (303) 806-0933,SA TX OP DU CJ SF AR SS
2012,136,Eagle Counseling Services Inc,7131 Irving Street Suite 201,Westminster,CO,80030,(720) 974-2188 Intake: (720) 341-7254,SA TX OP DU CJ SF SS SP
2012,136,Genesis Counseling,8120 Sheridan Boulevard Suite C-215,Westminster,CO,80031,(303) 487-0090 Hotline: (303) 919-5400,"SA TX OP AD DU SF AR SSPACTS 3380 West 72nd Avenue Suite 101 Westminster, CO 80030 (303) 525-0415 SA TX OP AD DU SF AR SS"
2012,136,Rocky Mountain O˚ender Management Sys,8787 Turnpike Drive,Westminster,CO,80031,(720) 657-1405x1010,SA TX OP DU CJ SF SP
2012,136,Adolescent and Family Institute of Colorado Inc,10001 West 32nd Avenue,Wheat Ridge,CO,80033,(303) 238-1231,MH-SA TX DT RS RL OP PH AD CO SF MD PI SP F28 F42
2012,136,Arapahoe House Detox West/STIRRT Cont Care/Female,4643 Wadsworth Boulevard,Wheat Ridge,CO,80033,(303) 412-3751,MH-SA TX DT RS OP WN DU CJ SF MD PI AR SS SP
2012,136,Arapahoe House ˝e Wright Center,6195 West 38th Avenue,Wheat Ridge,CO,80033,(303) 412-3623 Intakes: (303) 412-3658 (303) 412-3700,SA TX HH RL CO SF PI AR SS
2012,136,Center for Change,6279 West 38th Avenue Suite 2,Wheat Ridge,CO,80033,(303) 422-4126,SA TX OP AD DU CJ SF MD
2012,136,Choices in Living Counseling Center,4485 Wadsworth Boulevard Suite 206,Wheat Ridge,CO,80033,(303) 431-5664,SA TX OP DU SF AR SS
2012,136,Denver Family ˝erapy Center Adolescent Substance Abuse Program,4891 Independence Street Suite 165,Wheat Ridge,CO,80033,(303) 456-0600 Intake: (303) 456-0600x120,SA TX OP AD SF SI PI MI AR
2012,136,Exempla Behavioral Health Services at West Pines,3400 Lutheran Parkway,Wheat Ridge,CO,80033,(303) 467-4000 Intake: (303) 467-4080 Hotline: (303) 467-4080,MH-SA TX DT BU HI RS OP PH CO SF MD MC PI MI AH
2012,136,Odyssey Counseling,10200 West 44th Avenue Suite 140,Wheat Ridge,CO,80033,(303) 420-7898,MH-SA TX OP DU CJ SF 
2012,136,New Perspective Counseling Centers,1226 West Ash Street Suite D,Windsor,CO,80550,(970) 686-8898,SA TX OP DU SF AR SS
2012,136,Seven Lakes Recovery Program,128 6th Street Unit D,Windsor,CO,80550,(970) 495-4684 Intake: (970) 495-4685,MH-SA TX DT BU OP CO SF MC PI MI
2012,137,O Aspen Counseling and Education,800 Research Drive Suite 115,Woodland Park,CO,80863,(719) 238-2908 Intake: (719) 330-4747 Hotlines: (719) 238-2908 (719) 330-4747,SA TX OP AD CO WN MN DU CJ SF PI MI SS PA
2012,137,Journeys Counseling Center Inc,320 Burdette Street,Woodland Park,CO,80863,(719) 687-6927,MH-SA TX OP DU SF PI MI AR
2012,137,Pathways to Freedom LLC,423 Main Street,Wray,CO,80758,(970) 332-5721 Intake: (970) 630-9291,SA TX OP PH DU SF PI
2012,137,Centennial Mental Health Center Inc,215 South Ash Street,Yuma,CO,80759,(970) 848-5412 Hotline: (970) 848-5412,MH-SA TX BU OP AD DU CJ SF MD MC SI PI SS PA SP
2012,139,Harbor Health Services Substance Abuse Clinic,14 Sycamore Way,Branford,CT,06405,(203) 483-2630 Intake: (203) 483-2650x245 Hotline: (203) 483-2630,MH-SA TX OP CO SF MD MC SI PI MI AR SS AH SP F4 F30 
2012,139,Foundation Inc Residential Services Division,425 Grant Street,Bridgeport,CT,06610,(203) 337-9943 Intakes: (203) 781-4357 (203) 781-HELP,SA TX BU RS RL WN MN SF MD 
2012,139,Chemical Abuse Services Agency Inc (CASA)/Eugenio Maria de Hostos,690 Arctic Street,Bridgeport,CT,06608,(203) 339-4112x304 Intake: (203) 339-4112x309,SA TX RS RL OP PH DU SF MD SI AR SS PA SP F19
2012,139,First Steps Detoxi˙cation Program,425 Grant Street,Bridgeport,CT,06610,(203) 416-1915,SA TX DT RS CO HV GL SF MD MC PI AH SP
2012,139,Greater Bridgeport Community MH Center Co-occurring Treatment Unit,1635 Central Avenue 5th Floor,Bridgeport,CT,06610,(203) 551-7612 Intakes: (203) 551-7428 (203) 551-7400,MH-SA TX HI CO MD MC SI PI AR SP F19 F28
2012,139,Liberation Programs Inc Methadone Program,399 Mill Hill Avenue,Bridgeport,CT,06610,(203) 384-9301 Intakes: (203) 384-9301x0 (203) 696-0024x0 Hotlines: (203) 384-9301x555 (203) 696- 0024x555,MH-SA TX DT MM DM OP CO HV SE SF MD MC PI SS SP
2012,139,New Era Rehabilitation Center Inc (NERC),3851 Main Street 2nd Floor,Bridgeport,CT,06606,(203) 372-3333 Hotline: (203) 372-3333,SA TX DT MM BU OP WN MN SF MD MC SI PI MI AR SP F19
2012,139,Recovery Network of Programs Inc Regional Adolescent Program,1549 Fair˙eld Avenue,Bridgeport,CT,06605,(203) 333-4105,SA TX OP AD CO CJ SF MD MC SI  SS PA SP
2012,139,Regional Network of Programs Inc Kinsella Treatment Center MATS,1438 Park Avenue,Bridgeport,CT,06604,(203) 335-2173 Intake: (203) 335-2173x10 Methadone Clients Only,MH-SA TX DT MM DM OP CO HV PW WN MN CJ SF MD MC SI PI SS SP
2012,139,Regional Network of Programs Inc Regional Counseling Servs/(RCS)/OP/DF,480 Bond Street,Bridgeport,CT,06610,(203) 366-5817x109 Intake: (203) 366-5817,MH-SA TX OP CO WN MN SF MD SI SS PA AH SP F66
2012,139,Bristol Hospital,41 Brewster Road,Bristol,CT,06011,(860) 585-3420 Intakes: (860) 585-3274 (860) 585-3421 Hotlines: (860) 585-3274 (860) 585-3421,MH-SA TX DT DM BU HI SF MD MC SI PI MI AH
2012,139,Bristol Hospital Counseling Center Outpatient Program,440 North Main Street Suite C,Bristol,CT,06010,(860) 583-5858,MH-SA TX BU OP PH CO SF MD MC SI PI MI AR AH
2012,139,Hartford Dispensary Bristol Clinic,1098 Farmington Avenue,Bristol,CT,06010,(860) 589-6433 Methadone and Buprenorphine Clients Only,"SA TX DT MM DM BU OP CO HV SE PW SF MD PI AR SS SPCANAAN Mountainside Treatment Center 187 South Canaan Road Canaan, CT 06018 (860) 824-1397 Intake: (800) 762-5433 SA TX HH RS RL WN MN SF PI"
2012,139,Connecticut Counseling Centers Inc,60 Beaverbrook Road,Danbury,CT,06810,(203) 743-7574 Methadone Clients Only,MH-SA TX DT MM DM OP CO PW WN SF MD SI PI SS SP F67
2012,139,Midwestern CT Council on Alc (MCCA) McDonough House/Intensive Residential,38 Old Ridgebury Road,Danbury,CT,06810,(203) 792-4515,MH-SA TX RS CO WN MN SF MD SI PI
2012,140,Midwestern CT Council on Alc (MCCA) Outpatient,38 Old Ridgebury Road,Danbury,CT,06810,(203) 792-4515,MH-SA TX DT MM DM BU OP CO SE PW WN MN DU SF MD SI PI AR SP F67
2012,140,Perception Programs Inc Outpatient Services,13 Water Street,Danielson,CT,06239,(860) 779-5852 Intake: (860) 450-0151,MH-SA TX OP AD CO WN MN CJ SF MD PI
2012,140,Liberation Programs Inc Darien Family and Youth Options,2 Renshaw Road,Darien,CT,06820,(203) 655-8973,SA TX OP AD CO CJ SF MD MC SI PI SS PA
2012,140,Gri˜n Hospital Dual Diagnosis Serivces,250 Seymour Avenue,Derby,CT,06418,(203) 732-7541 Hotline: (203) 732-7550,MH-SA TX BU OP PH CO SF MD MC SI PI MI SS
2012,140,Inter Community Mental Hlth Group Inc Co-occurring Disorder Program,281 Main Street,East Hartford,CT,06118,(860) 569-5900,MH-SA TX OP CO WN SF MD MC SI PI MI SS AH SP
2012,140,Paces Counseling Associates Inc,991 Main Street Suite 3-A,East Hartford,CT,06108,(860) 528-3238,SA TX OP DU SF SS 
2012,140,New Directions Inc of North Central CT Day Treatment Program,113 Elm Street Suite 204,En˙eld,CT,06082,(860) 741-3001 Intake: (860) 741-3001x313,SA TX OP PH CO WN MN DU SF MD SI PI
2012,140,New Directions Inc of North Central CT Outpatient,113 Elm Street Suite 204,En˙eld,CT,06082,(860) 741-3001,SA TX OP PH AD CO WN MN DU CJ SF MD PI
2012,140,Fair˙eld Counseling Services Inc,125 Pen˙eld Road,Fair˙eld,CT,06824,(203) 255-5777 Hotline: (203) 255-5777,MH-SA TX OP CO SF MD MC SI PI MI SS
2012,140,Clayton House,203 Williams Street East,Glastonbury,CT,06033,(860) 659-0309,SA TX HH RL GL WN MN SF SI PI
2012,140,Rushford Center Inc Positive Step/Glastonbury,110 National Drive,Glastonbury,CT,06033,(860) 657-4910 Intake: (860) 657-4910x4910 Hotline: (800) 567-0902,SA TX OP AD SF MD MC SI PI MI SS
2012,140,Addiction Recover Center Greenwich Hospital,5 Perryridge Road,Greenwich,CT,06830,(203) 863-4673,SA TX DT BU HI OP SF MD MC SI PI AH
2012,140,Liberation Programs Inc Greenwich Family and Youth Options,55 Old Field Point Road,Greenwich,CT,06830,(203) 869-1349,SA TX OP AD CO GL CJ SF MD MC SI PI SS PA
2012,140,Connection Inc Mothers Retreat,542 Long Hill Road,Groton,CT,06340,(860) 405-2107x108 Intake: (860) 405-2107,SA TX RL PW WN BC SF PA AH SP F28
2012,140,Connection Inc/˝e Connection Counseling Center in Groton,542 Long Hill Road,Groton,CT,06340,(860) 448-4993,SA TX OP AD CO WN DU SF MD PI MI AR SS PA
2012,140,Childrens Center of Hamden Outpatient and Short Term Residential,1400 Whitney Avenue,Hamden,CT,06517,(203) 248-2116x341 Intake: (203) 2482116 341,SA TX RL OP AD SF MD PI SS PA
2012,140,Alcohol and Drug Recov Ctrs Inc (ADRC) Alternate Living Center,56 Coventry Street,Hartford,CT,06112,(860) 714-3702,HH
2012,141,Alcohol and Drug Recov Ctrs Inc (ADRC) Coventry House Pregnant Womens Program,46 Coventry Street,Hartford,CT,06112,(860) 714-3703,SA TX RL PW WN BC SF SI AR AH
2012,141,Alcohol and Drug Recov Ctrs Inc (ADRC) Detoxi˙cation Center,500 Blue Hills Avenue,Hartford,CT,06112,(860) 714-3700x53726 Intake: (860) 714-3700 Hotline: (860) 714-3700,SA TX DT DM BU HI CO HV GL SE WN MN SF MD MC SI PI SS PA SP F66 F67 F70
2012,141,Alcohol and Drug Recov Ctrs Inc (ADRC) Latino Outpatient,16 Coventry Street,Hartford,CT,06112,(860) 714-3704 Intake: (860) 524-0046,SA TX OP SF MD SI PI AR SS AH SP F28
2012,141,Alcohol and Drug Recov Ctrs Inc (ADRC) Outpatient Counseling Center,16 Coventry Street,Hartford,CT,06112,(860) 714-3704 Intake: (860) 524-0046,SA TX OP SF MD SI PI MI AR SS SP F28
2012,141,Alcohol and Drug Recov Ctrs Inc (ADRC) Residential Program/Intensive,500 Blue Hills Avenue 9th Floor,Hartford,CT,06112,(860) 714-3739x42466 Intake: (860) 714-3739,SA TX RS CO WN MN SF MD SI PI AH SP F66 F81
2012,141,Alcohol and Drug Recov Ctrs Inc (ADRC) Residential Program/Intermediate,500 Blue Hills Avenue 9th Floor,Hartford,CT,06112,(860) 714-3739 Intake: (860) 714-2466,SA TX BU RL SI PI PA AH SP F66
2012,141,Community Renewal Team Adult Substance Abuse Outpatient,675 Tower Avenue,Hartford,CT,06112,(860) 714-9200,MH-SA TX OP PH CO WN MN SF MD MC SI PI MI AR AH SP F17 F92
2012,141,Community Renewal Team Transitional Case Management,675 Tower Avenue,Hartford,CT,06112,(860) 714-9200,SA TX OP MD MC SI PI MI AR SP
2012,141,Community Substance Abuse Centers Ambulatory Detox,55 Fishfry Street,Hartford,CT,06120,(860) 247-8300 Intake: (860) 247-8300x0 Methadone Clients Only,SA TX DT MM DM OP SF MD SI SP
2012,141,Connecticut Valley Hospital Blue Hills Substance Services,500 Vine Street,Hartford,CT,06112,(860) 293-6401 Intake: (860) 293-6400,SA TX DT DM BU HI CO WN MN SF MD MC SI PI MI PA AH SP
2012,141,Hartford Dispensary,345 Main Street,Hartford,CT,06106,(860) 525-2181 Intake: (860) 527-5100,SA TX MM OP CO HV SE PW SF MD PI SP
2012,141,Hartford Dispensary Henderson/Johnson Clinic MMTP,"12, 14, 16 and 18 and Weston Street",Hartford,CT,06120,(860) 527-5100 Methadone and Buprenorphine Clients Only,SA TX DT MM DM BU OP CO HV SE PW SF MD PI AR SS SP
2012,141,Hogar Crea International of CT Inc,33 Center Street,Hartford,CT,06120,(860) 527-7440 Intake: (860) 232-7353,SA TX RL MN SI  PA SP
2012,141,Hogar Crea Womens Center,164-166 Bartholomew Avenue,Hartford,CT,06106,(860) 951-7006 Intake: (860) 232-7353,SA TX RL WN PA SP
2012,141,Institute for the Hispanic Family Hispanic Alcohol/Substance Abuse Prog,45 Wadsworth Street,Hartford,CT,06106,(860) 527-1124x237 Intake: (860) 527-1124x200 Hotline: (860) 527-1124x200,MH-SA TX OP AD CO SE PW WN MN DU CJ SF MD MC SI PI AR SS PA SP F4 F28 F92
2012,141,Institute of Living Hartford Hospital Addiction Recovery Program,200 Retreat Avenue,Hartford,CT,06106,(860) 545-7229 Intake: (860) 545-7200,MH-SA TX DT HI OP PH CO CJ SF MD MC SI PI
2012,141,Wheeler Clinic Inc Hartford Outpatient,645 Farmington Avenue,Hartford,CT,06105,(860) 523-9788 Intake: (860) 793-3588 Hotline: (860) 747-3434,MH-SA TX OP AD CO WN MN CJ SF MD MC SI PI AR SS AH SP
2012,142,Youth Challenge of Connecticut Long Term Male Residential Center,"15, 17 and 19 May Street",Hartford,CT,06105,(860) 728-5199,SA TX RS RL MN SF SI PI AR SP
2012,142,Youth Challenge of Connecticut Mission for Women,32 Atwood Street,Hartford,CT,06105,(860) 527-2000,SA TX HH RL CO WN SF
2012,142,Hartford Dispensary Manchester Clinic,335 Broad Street,Manchester,CT,06040,(860) 643-3210 Methadone and Buprenorphine Clients Only,SA TX DT MM DM BU OP CO HV SE PW SF MD PI AR SS SP
2012,142,Natchaug Hospital Inc Sachem House,189 Storrs Road,Mans˙eld Center,CT,06250,(860) 456-1311 Hotline: (800) 572-0787,MH-SA TX DT BU OP PH SF MD MC SI PI MI
2012,142,Mashantucket Pequot Tribal Behavioral,102 Muhshee Mahchaq Street,Mashantucket,CT,06338,(860) 312-8012,MH TX OP SF PA
2012,142,Connecticut Valley Hospital Addiction Services Division Silver Street,,Middletown,CT,06457,(860) 262-5000 Intakes: (860) 262-6321 (860) 262-6320,SA TX DT MM DM BU HI CO WN MN SF MD MC SI PI AR SS PA AH SP F70
2012,142,Connection Counseling Center Middletown,196 Court Street,Middletown,CT,06457,(860) 343-5510,MH-SA TX OP CJ SF MD MC SI PI MI SP
2012,142,Connection House Inc,167 Liberty Street,Middletown,CT,06457,(860) 343-5512,SA TX HH RL HV MN CJ SF AR SS
2012,142,Connection House Inc Hallie House Women/Childrens Center,99 Eastern Drive,Middletown,CT,06457,(860) 343-5513 Intake: (860) 343-5514,SA TX RL PW WN BC SF MD MC SI PI AR PA SP
2012,142,Rushford Center Inc ACE Program,1250 Silver Street,Middletown,CT,06457,(860) 346-0300 Hotline: (860) 346-0300,SA TX DM RS CO SE WN MC SI PI MI AR PA
2012,142,Rushford Center Inc Intensive Treatment Program,1250 Silver Street,Middletown,CT,06457,(860) 346-0300 Intake: (860) 852-1000 Hotline: (800) 542-4791,SA TX BU RS WN MN SF MD PI SS
2012,142,Rushford Center Inc Outpatient,1250 Silver Street,Middletown,CT,06457,(860) 346-0300 Hotline: (860) 346-0300,SA TX OP PH AD CO SE DU SF MC SI PI MI AR PA
2012,142,Bridges A Community Support System Inc,949 Bridgeport Avenue,Milford,CT,06460,(203) 878-6365x319 Intake: (203) 878-6365x680,MH-SA TX OP AD CO WN MN SF MD MC SI PI MI AR SS SP F42 F67
2012,142,Alliance Treatment Center,33 Highland Street Floor 4,New Britain,CT,06052,(860) 223-7707 Intake: (866) 234-3433,MH-SA TX RS CO WN MN SF SI PI
2012,142,Farrell Treatment Center,586 Main Street,New Britain,CT,06051,(860) 225-4641x22 Intake: (860) 225-4641,SA TX RS OP MN SF MD SI SP
2012,142,Hartford Dispensary New Britain Clinic,70 Whiting Street,New Britain,CT,06051,(860) 827-3313 Intake: (860) 527-5100 Methadone and Buprenorphine Clients Only,SA TX DT MM DM BU OP CO HV SE PW SF MD PI AR SS SP
2012,142,Wheeler Clinic Inc Lifeline Program,36 Russell Street,New Britain,CT,06052,(860) 223-8885 Intake: (860) 793-3588 Hotline: (860) 747-3434,MH-SA TX OP PH CO PW WN SF MD MC PI PA AH
2012,143,T APT Foundation Inc APT Meth Main Prog/APT Legion Clinic,495 Congress Avenue,New Haven,CT,06519,(203) 781-4740 Intakes: (203) 781-4357 (203) 781-HELP Methadone and Buprenorphine Clients Only,SA TX MM BU OP CO HV GL PW WN MN SF MD MC SI PI SS 
2012,143,Foundation Inc Access and Treatment Services,1 Long Wharf Drive Suite 10,New Haven,CT,06511,(203) 781-4357 Intake: (203) 781-HELP Hotlines: (203) 781-4357 (203) 781-HELP,SA TX MM BU OP CO HV PW WN MN SF MD MC SI PI SS 
