Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys,ID
Loma Linda University,Behavioral Medicine Center,,1710 Barton Road,,,Redlands,CA,92373,(909)558-9200x34100 Intake: (909)558-9224,www.llu.edu,,MH-SA/TX/DT/OP/PH/HI/AD/CO/HV/GL/SE/WO/MN/SF/MC/PI/MI/AH/,2543CA92373
Mental Health Systems Inc,Redlands Counseling Center,,802 West Colton Avenue,Suites D and E,,Redlands,CA,92374,(909)798-6504 Intake: (909)798-7874 Hotline: (909)387-7222,,,MH-SA/TX/OP/CO/CJ/MD/MC/SS/SP/,4798CA92374
Redlands Drug Court,,,802 West Colton Avenue,Suite C,,Redlands,CA,92374,(909)335-2989 Hotline: (800)331-3237,www.mhsinc.org,,SA/TX/OP/HV/GL/SE/PW/WO/MN/CJ/SF/,1086CA92374
Redlands Yucaipa Guidance Clinic,Association Inc,,1323 West Colton Avenue,"Suites 100, 105, 210 and 215",,Redlands,CA,92374,(909)335-7067 Intake: (909)792-5552,,,MH-SA/TX/OP/SF/MD/SS/,3128CA92374
Avalon Counseling Services,,,611 Veterams Boulevard,Suite 116,,Redwood City,CA,94063,(650)364-0552,,,SA/TX/OP/CO/WO/MN/SF/PI/,8759CA94063
Chemical Data Services Corporation,The Sequoia Center,,650 Main Street,,,Redwood City,CA,94063,(650)364-5504,www.sequoiacenter.com,,SA/TX/DT/OP/PH/RR/CO/WO/MN/SF/PI/,2718CA94063
Chemical Data Services Corporation,The Sequoia Center,,481 and 483 Lincoln Avenue,,,Redwood City,CA,94061,(650)364-5504,,,SA/TX/DT/OP/PH/RR/CO/SF/PI/,7161CA94061
Daytop Village Inc,Adolescent,,631 Woodside Road,,,Redwood City,CA,94061,(650)367-9030,www.daytopwest.org,,SA/TX/OP/PH/RR/AD/CO/HV/GL/PW/WO/MN/SF/MD/MC/SP/,7705CA94061
El Centro de Libertad,The Freedom Center,,2944 Broadway,,,Redwood City,CA,94062,(650)599-9955,www.agencyinfo.org/elcentro/,,SA/TX/OP/AD/CO/HV/WO/MN/CJ/SF/SS/SP/,3597CA94062
El Centro de Libertad,,,1230 Hopkins Street,Suite A,,Redwood City,CA,94062,(650)599-9955,www.elcentrodelibertad.ord,,SA/TX/OP/AD/CO/HV/WO/CJ/SF/SS/SP/F65/,9470CA94062
Hope House III,,,3787-A and 3787-B Hoover Street,,,Redwood City,CA,94063,(650)363-8735,www.serviceleague.org,,SA/TX/RR/PW/WO/CJ/SF/PA/,8886CA94063
Insights,Youth and Family Assistance,,1735 East Bayshore Road,,,Redwood City,CA,94063,(650)366-8408,www.yfa.org,,SA/TX/OP/AD/SF/PI/,7522CA94063
Kaiser Permanente Medical Center,Alcohol and Drug Treatment Program,,1150 Veterans Boulevard,,,Redwood City,CA,94063,(650)299-2244 Intake: (650)299-4778,www.kaiserpermanente.org,,MH-SA/TX/DT/OP/AD/CO/SE/SF/MC/SP/F14/F27/F85/F109/,9977CA94063
Occupational Health Services,,,533 Middlefield Road,,,Redwood City,CA,94063,(650)572-0300,,DWI/DUI Clients Only,SA/TX/OP/DU/SF/SP/AH/,6857CA94063
Redwood Center,Chemical Awareness Treatment Services,,100 Edmonds Road,,,Redwood City,CA,94062,(650)366-5723 Hotline: (650)366-5723,,,SA/TX/RR/CO/HV/MN/SF/MD/MC/PI/MI/SS/PA/,3966CA94062
Service League of San Mateo County,Hope House,,3789 Hoover Street,,,Redwood City,CA,94063,(650)363-8735,www.serviceleague.org,DWI/DUI Clients Only,SA/TX/RR/PW/WO/DU/SF/,3872CA94063
Consolidated Tribal Health Project Inc,,,6991 North State Street,,,Redwood Valley,CA,95470,(707)485-5115x206 Intake: (707)485-5115x245,,,MH-SA/TX/OP/MN/SF/MD/MC/PI/MI/,2211CA95470
Kaiser Permanente,Addiction Medecine Department,,18040 Sherman Way,,,Reseda,CA,91335,(818)758-1200,www.southerncaliforniakaiserpermanente.org,,MH-SA/TX/DT/OP/PH/AD/CO/SE/WO/MN/SF/MD/PI/SP/AH/F23/F81/,5580CA91335
Safety Education Center,,,18700 Sherman Way,Suite 118,,Reseda,CA,91335,(818)708-1198,,,SA/TX/OP/AD/DU/CJ/SF/SP/AH/,8792CA91335
Tarzana Treatment Center Inc,,,7101 Baird Avenue,,,Reseda,CA,91335,(818)342-5897 Intake: (818)996-1051,www.tarzanact.org,,MH-SA/TX/OP/CO/HV/GL/CJ/SF/PI/PA/SP/,8123CA91335
Western Pacific Medical Corp,Western Pacific Valley Medical Clinic,,18437 Saticoy Street,,,Reseda,CA,91335,(818)705-5561,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/SS/PA/SP/F5/,0741CA91335
San Bernardino County,Alcohol and Drug Services Treatment,,850 East Foothill Boulevard,Suite E,,Rialto,CA,92376,(909)421-9465 Hotline: (800)331-3237,,,SA/TX/OP/AD/CO/SF/MD/SS/AH/,9269CA92376
Born Free Program,West/Richmond Health Center,,100 38th Street,,,Richmond,CA,94805,(510)374-3122 Intake: (800)846-1652 Hotline: (800)846-1652,,,SA/TX/OP/PW/WO/SF/MD/SP/AH/,5458CA94805
Neighborhood House of,Northern Richmond/West GAADDS,,207 37th Street,,,Richmond,CA,94805,(510)235-7221 Intake: (510)235-4835 Hotline: (800)846-1652,,,MH-SA/TX/OP/DU/CJ/SF/SP/,4293CA94805
Richmond Clinic/BAART/CDP,,,1313 Cutting Boulevard,,,Richmond,CA,94804,(510)232-0874 Intake: (510)232-0874x322,www.baartcdp.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/HV/GL/SE/PW/WO/MN/SF/MC/PI/SS/SP/F25/F55/F103/,0361CA94804
Sojourne Community Counseling Center,,,3029 MacDonald Avenue,,,Richmond,CA,94804,(510)374-3813,,,SA/TX/OP/AD/CO/HV/GL/SE/PW/WO/MN/CJ/SF/MC/PI/AH/,8871CA94804
Ujima Family Recovery Services,Ujima West Intensive Day Treatment,,3939 Bissell Avenue,,,Richmond,CA,94805,(510)215-2280 Intake: (800)846-1652 Hotline: (800)846-1652,www.ujimafamily.org,,SA/TX/OP/WO/SF/,8747CA94805
College Community Services,,,1400 North Norma Street,Suite 133,,Ridgecrest,CA,93555,(760)499-7406 Hotline: (888)343-4756,,,MH/TX/OP/CO/PW/CJ/SF/MD/,6498CA93555
Desert Counseling Clinic Inc,Ridgecrest,,814 North Norma Street,,,Ridgecrest,CA,93555,(760)371-4833,desertcounseling.com,,MH-SA/TX/OP/WO/MN/CJ/SF/SS/,3210CA93555
Rio Vista CARE,,,125 Sacramento Street,,,Rio Vista,CA,94571,(707)374-5243,,,MH-SA/TX/OP/AD/CO/SF/,0895CA94571
10 Acre Ranch,,,6067 Beach Street,,,Riverside,CA,92509,(909)681-8096 Hotline: (800)266-7044,www.10acreranch.org,,SA/TX/DT/OP/PH/RR/MN/SF/SP/F43/,4904CA92509
Behavioral Systems Southwest,Rubidoux CCC,,3263 Rubidoux Boulevard,,,Riverside,CA,92509,(909)684-4840,,,TX/HH/OP/RR/CJ/SP/,6767CA92509
High Road Program,,,3579 Arlington Avenue,Suite 200,,Riverside,CA,92506,(909)781-6762,www.thehighroadprogram.org,,SA/TX/OP/DU/CJ/SF/SS/SP/AH/F14/F29/F52/F84/F85/F109/,9632CA92506
Inland AIDS Project,Arlington House,,5950 Arlington Avenue,,,Riverside,CA,92506,(909)683-4022 Intake: (800)499-2437,,,SA/TX/OP/RR/CO/HV/GL/CJ/SF/PI/AH/,4908CA92506
MFI Recovery Center,A Womens Place,,4295 Brockton Avenue,,,Riverside,CA,92501,(909)341-3786,www.mfirecovery.com,,SA/TX/RR/PW/WO/CJ/SF/PI/SS/PA/SP/,6128CA92501
MFI Recovery Center,Woodcrest Facility,,17270 Roosevelt Street,,,Riverside,CA,92508,(909)780-2541 Intake: (909)683-6596 Hotline: (909)780-2541,,,SA/TX/DT/OP/PH/RR/CO/HV/GL/SE/WO/MN/CJ/SF/PI/SS/SP/AH/,1625CA92508
MFI Recovery Center,My Family Inc,,5870 Arlington Avenue,,,Riverside,CA,92504,(909)683-6596 Hotline: (909)683-6596,www.mfirecovery.com,,MH-SA/TX/OP/PH/CO/HV/GL/SE/PW/WO/SF/MC/PI/MI/PA/SP/,7848CA92504
Riverside County Substance Abuse Prog,Western Riverside Narcotics Trt Prog,,1827 Atlanta Avenue,Suite D-2,,Riverside,CA,92507,(909)955-2105 Intake: (909)955-2110 Hotline: (800)499-3008,www.co.riverside.ca.us,Methadone Clients Only,SA/TX/DT/MM/DM/OP/HV/SE/PW/WO/MN/SF/MD/SP/AH/,8946CA92507
Riverside County Substance Abuse Prog,Outpatient Drug Free,,1827 Atlanta Avenue,Suite D-1,,Riverside,CA,92507,(909)955-2105 Hotline: (800)499-3008,www.co.riverside.ca.us,,SA/TX/OP/AD/CO/PW/WO/SF/MD/SP/AH/,8946CA92507
Riverside Recovery Resources,Alpha Drinking Driver Program,,3757 Elizabeth Street,,,Riverside,CA,92506,(909)788-0411,,DWI/DUI Clients Only,SA/TX/DU/SF/,5566CA92506
Sunrise Recovery Ranch,,,6690 Limonite Frontage Road,,,Riverside,CA,92509,(909)328-0146,www.sunriserecoveryranch.com,,MH-SA/TX/OP/PH/RR/CO/MN/SF/PA/,6059CA92509
Teen Challenge of Southern CA Inc,,,5445 Chicago Avenue,,,Riverside,CA,92507,(909)683-4241 Intake: (909)682-8990,www.teenchallenge.com,,SA/TX/HH/OP/RR/AD/MN/,6017CA92507
Western Clinical Health Servs (WCHS),Inland Health Services/Riverside,,1021 West La Cadena Drive,,,Riverside,CA,92501,(909)784-8010,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/SP/,9229CA92501
Whiteside Manor,Alcoholic Recovery Home,,2709 and 2743 Orange Street,,,Riverside,CA,92501,(909)686-9454x15 Intake: (909)788-9515x15,www.whitesidemanor.com,,SA/TX/DT/OP/PH/RR/MN/SF/PI/SP/AH/,9710CA92501
Whiteside Manor,,,2743 Orange Street,,,Riverside,CA,92501,(909)686-9454 Intake: (800)300-7326,whitesidemanor.com,,SA/TX/DT/OP/RR/CO/SF/PI/,4091CA92501
Whiteside Manor,,,Womens Annex,2659 Orange Street,,Riverside,CA,92501,(909)788-9515x15,www.whitesidemanor.com,,SA/TX/DT/OP/PH/RR/CO/WO/SF/PI/SP/AH/,6107CA92501
Whiteside Manor,,,Mens Annex,2759 Orange Street,,Riverside,CA,92501,(909)788-9515 Intake: (909)788-9515x15,,,SA/TX/RR/MN/SF/PI/SP/,8413CA92501
Whiteside Manor,Sammon House,,1420 Orange Street,,,Riverside,CA,92501,(909)788-9515x15,www.whitesidemanor.com,,SA/TX/DT/OP/PH/RR/WO/SF/PI/SP/AH/,2182CA92501
Youth Service Center,,,6235 River Crest Road,Suite B,,Riverside,CA,92507,(909)683-5193,,,MH-SA/TX/OP/AD/CO/CJ/SF/PI/MI/SS/SP/,3375CA92507
Youth Service Center of Riverside,,,4164 Brockton Avenue,,,Riverside,CA,92501,(909)683-5193,,,MH-SA/TX/OP/AD/CO/CJ/SF/PI/SS/SP/,8302CA92501
Rocklin Community Counseling Ctr Inc,,,4230 Rocklin Road,Suite 1-A,,Rocklin,CA,95677,(916)315-0468 Intake: (916)315-0460,,,SA/TX/OP/AD/MN/SF/MD/,0757CA95677
BHC Alhambra Hospital Inc,,,4619 North Rosemead Boulevard,,,Rosemead,CA,91770,(626)286-1191 Hotlines: (626)286-1191x00268 (800)235-5570,www.bhcalhambra.com,,MH-SA/TX/DT/OP/PH/HI/AD/CO/HV/GL/SE/PW/DU/CJ/SF/PI/SS/SP/AH/F4/F14/F16/F27/F29/F52/F84/F85/F87/F102/F109/,0102CA91770
Family Care Center/American Asian,Pacific Substance Abuse Program,,4022 North Rosemead Boulevard,,,Rosemead,CA,91770,(626)287-3475,,,SA/TX/OP/PH/AD/CO/HV/SE/PW/CJ/SF/MD/MC/SP/F14/F25/F52/,4574CA91770
Pacific Clinics,Asian Pacific Family Center,,9353 East Valley Boulevard,,,Rosemead,CA,91770,(626)287-2988,www.pacificclinics.org,,MH-SA/TX/OP/AD/CO/GL/SE/MN/MD/MC/AH/F14/F36/F52/F66/F109/,6398CA91770
Aegis Medical Systems Inc,Roseville,,360 Sunrise Avenue,Suite C,,Roseville,CA,95661,(916)774-6647,www.aegismed.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/SS/,9106CA95661
Sierra Council on Alcoholism and Drug Dependence Roseville Service Ctr,,1-A Sierragate Plaza,Suite 110,,,Roseville,CA,95678,(916)782-3737,,,SA/TX/OP/WO/MN/DU/CJ/SF/MD/PI/SS/,2172CA95678
Sierra Family Services,Roseville,,333 Sunrise Avenue,Suite 701,,Roseville,CA,95661,(916)783-5207 Hotline: (916)783-9995,wwwsierrafamily.org,,MH-SA/TX/OP/AD/CO/PW/WO/MN/CJ/SF/PI/PA/,3434CA95661
Pine Ridge Treatment Center,,,2727 Highland Drive,,,Running Springs,CA,92382,(909)867-7027,,,SA/TX/OP/PH/RR/CJ/SF/PI/SP/,2972CA92382
Associated Family Therapy for,Effective Recovery (AFTER DDP),,5777 Madison Avenue,Suite 240,,Sacramento,CA,95841,(916)344-0249,,,MH-SA/TX/OP/AD/GL/SE/MN/DU/SF/SS/,7286CA95841
Associated Family Therapy for,Effective Recovery (AFTER DDP),,1025 19th Street,Suite 2,,Sacramento,CA,95814,(916)344-0249,,,MH-SA/TX/OP/AD/CO/MN/CJ/SF/MD/PI/SP/AH/F87/,4623CA95814
Bi Valley Medical Clinic,Norwood,,310 Harris Avenue,Suite A,,Sacramento,CA,95838,(916)649-6793 Intake: (916)442-4985,www.biralley.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/PW/DU/CJ/SF/MD/MC/PI/MI/SS/SP/F36/F55/F103/,9986CA95838
Bi Valley Medical Clinic,,,2100 Capitol Avenue,,,Sacramento,CA,95816,(916)442-4985,www.bi-valley.com,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/PW/DU/CJ/SF/MD/MC/PI/MI/SS/SP/F36/F55/F103/,1426CA95816
Birthing Project Clinic/Imani,Substance Abuse Program,,1900 T Street,,,Sacramento,CA,95814,(916)442-2229 Intake: (916)921-6103,,,TX/OP/PW/MD/SP/,8141CA95814
Bridges Professional Trt Services Inc,Bridges Womens Residential Trt Center,,2727 P Street,,,Sacramento,CA,95816,(916)450-0700,,,SA/TX/HH/RR/CO/HV/GL/SE/WO/CJ/SF/,0939CA95816
Bridges Professional Trt Services Inc,,,1422 28th Street,Suite 108,,Sacramento,CA,95816,(916)450-0700,,,SA/TX/OP/CJ/SF/PA/,3302CA95816
CA Hispanic Commission Alc/Drug Abuse,Drug Abuse/Amigas Recovery Home,,11 Stone Pine Court,,,Sacramento,CA,95834,(916)419-0632,www.chcada.org/amigas,,SA/TX/RR/WO/SF/SS/SP/,1614CA95834
Center for Behavioral Health Inc,,,7225 East Southgate Drive,Suite D,,Sacramento,CA,95823,(916)394-1000,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/HV/GL/PW/SF/SP/F36/,2588CA95823
Change,,,2701 Cottage Way,Suite 34,,Sacramento,CA,95825,(916)489-3552,,,SA/TX/OP/SF/,1017CA95825
Chemical Dependency Center for Women,,,1507 21st Street,Suite 100,,Sacramento,CA,95814,(916)448-2951x306 Intake: (916)448-2951,,,SA/TX/OP/PH/AD/CO/HV/GL/SE/PW/WO/MN/CJ/SF/MC/PI/SP/AH/,6691CA95814
Chemical Dependency Center for Women,,,7000 Franklin Boulevard,Suite 110,,Sacramento,CA,95823,(916)395-3552,,,SA/TX/OP/PH/PW/WO/SF/SS/,0481CA95823
Christian Partnership Inc,,,2251 Florin Road,Suite 136,,Sacramento,CA,95822,(916)424-4470,,,SA/TX/OP/CO/HV/WO/MN/SF/MD/N39/,5676CA95822
Effort,Alternative House,,1550 Juliesse Avenue,,,Sacramento,CA,95815,(916)921-6598,www.theeffort.org,,SA/TX/RR/CO/HV/SF/PI/SS/,3379CA95815
Effort,Detoxification Program,,7586 Stockton Boulevard,,,Sacramento,CA,95816,(916)691-3417,www.theeffort.org,,SA/TX/DT/RR/SF/PI/SS/SP/F36/F109/,9033CA95816
Effort Counseling Center,,,1820 J Street,,,Sacramento,CA,95814,(916)325-5556 Hotline: (916)325-5556,www.theeffort.org,,SA/TX/OP/AD/CO/WO/MN/CJ/SF/PI/SS/,7266CA95814
El Hogar Mental Health and Community Services Center Inc,,,608 and 610 10th Street,,,Sacramento,CA,95814,(916)854-4552 Intake: (916)417-9393,,,MH/TX/OP/CO/MN/CJ/SF/SS/,7320CA95814
Gateway Foundation,Gateway Recovery House,,4049 Miller Way,,,Sacramento,CA,95817,(916)451-9312,,,SA/TX/RR/WO/SF/PI/,7379CA95817
4241 Florin Road,,,Suite 110,,,Sacramento,CA,95823,(916)394-2320,www.maap.org,,SA/TX/OP/RR/HV/DU/CJ/SF/SS/SP/AH/,6501CA95823
Mercy Perinatal Recovery Network,,,650 Howe Avenue,Suite 400,,Sacramento,CA,95825,(916)733-6355 Intake: (916)733-6354,,,SA/TX/OP/PH/PW/WO/,0790CA95825
Mexican American Alcoholism Prog Inc,(MAAP)/Mi Casa Recovery Home,,2515 48th Avenue,,,Sacramento,CA,95822,(916)394-2328 Hotline: (916)394-2328,www.elkgrove.net/maap,,SA/TX/OP/RR/CO/HV/GL/SE/PW/WO/MN/CJ/SF/SP/,0821CA95822
Oak Park Multi Service Center,Alcohol and Drug Bureau,,3415 Martin Luther King Jr Boulevard,,,Sacramento,CA,95817,(916)874-9754,,,TX/OP/WO/SP/F36/F87/F109/,5370CA95817
River City Recovery Center,,,G Street Unit,500 22nd Street,,Sacramento,CA,95816,(916)442-3979,,,SA/TX/OP/RR/WO/SF/PI/PA/,8933CA95816
Sacramento Black Alcoholism Ctr (SBAC),Sobriety Brings a Change,,3307 Broadway,Suite 200,,Sacramento,CA,95817,(916)454-4242,,,SA/TX/OP/AD/CO/WO/MN/CJ/SF/MD/PI/SS/SP/F36/F87/F109/,7819CA95817
Sacramento Childrens Home,Neighborhood Intervention Services,,2750 Sutterville Road,,,Sacramento,CA,95820,(916)394-2981,www.kidopolis.net,,SA/TX/OP/,1541CA95820
Sacramento County Probation,Drug Court,,2140 Stockton Boulevard,,,Sacramento,CA,95817,(916)875-1171,www.probation.saccounty.net,,SA/TX/DT/OP/RR/CO/HV/PW/WO/MN/CJ/SF/AH/,7329CA95817
Sacramento Recovery House Inc,,,1914 22nd Street,,,Sacramento,CA,95816,(916)455-6258,sacramentorecoveryhouse.com,,SA/TX/RR/MN/SF/MI/SS/PA/,7975CA95816
Sacramento Urban Indian Health,Leo Camp Alcohol Program,,2020 J Street,,,Sacramento,CA,95814,(916)441-1095,,,MH-SA/TX/OP/AD/WO/,7376CA95814
Sierra Vista Hospital,,,8001 Bruceville Road,,,Sacramento,CA,95823,(916)423-2000,,,MH/TX/OP/PH/CO/SF/PI/,3279CA95823
Volunteers of America,Yale Mother/Infant Program,,1009 Yale Street,,,Sacramento,CA,95818,(916)448-6593 Intake: (916)874-9890,,,SA/TX/RR/HV/PW/WO/SS/,2908CA95818
Volunteers of America,Options for Recovery,,1001 Grand Avenue,,,Sacramento,CA,95838,(916)929-1951 Intake: (916)874-9890,,,SA/TX/RR/PW/WO/SP/,4821CA95838
Community Human Services,Rising Eagle Youth Services,,209 Pajaro Street,Suite B,,Salinas,CA,93901,(831)769-9815 Hotline: (831)373-4773,,,MH-SA/TX/OP/PH/AD/CO/PW/DU/CJ/SF/MD/,4165CA93901
Community Human Services,Off Main Clinic,,1083 South Main Street,,,Salinas,CA,93901,(831)424-4828,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MD/SP/,9305CA93901
Door to Hope,Womens Recovery Center,,165 Clay Street,,,Salinas,CA,93901,(831)758-0181,,,SA/TX/RR/PW/WO/SF/SS/PA/SP/,4139CA93901
Sun Street Centers,Residential Recovery Program,,8 Sun Street,,,Salinas,CA,93901,(831)753-5145 Intake: (800)737-2205,,,SA/TX/DT/RR/MN/SF/PI/SP/,7442CA93901
Sun Street Centers,Women and Children Recovery Services,,427 Pajaro Street,,,Salinas,CA,93901,(831)753-6001,,,SA/TX/OP/PW/WO/MD/PI/SP/,5092CA93901
Valley Health Associates,,,338 Monterey Street,,,Salinas,CA,93901,(831)424-6655 Intake: (831)424-6655x10,www.valleyhealthassociates.com,,SA/TX/DT/MM/DM/OP/CJ/SF/MD/SP/,1808CA93901
Calaveras County,Alcohol and Drug Abuse Program,,891 Mountain Ranch Road,Government Center Department 64-66,,San Andreas,CA,95249,(209)754-6555,www.co.calaveras.ca.us,,SA/TX/OP/AD/CO/HV/GL/SE/PW/DU/SF/,1651CA95249
Sunny Hills Childrens Services,,,300 Sunny Hills Drive,Building E,,San Anselmo,CA,94960,(415)457-3200 Intake: (415)898-3316,,,MH-SA/TX/RR/AD/CO/,9679CA94960
Agape Counseling Center,Ctr for Community Counseling/Education,,1535 East Highland Avenue,Suites A and B,,San Bernardino,CA,92404,(909)881-3443 Hotline: (909)886-4889,,,SA/TX/OP/PH/AD/WO/CJ/SF/MC/,6941CA92404
Casa de Ayuda I,,,7274 Garden Drive,,,San Bernardino,CA,92404,(909)886-7006,,,SA/TX/DT/RR/WO/CJ/SF/SS/SP/AH/,8209CA92404
Casa de San Bernardino,,,735 North D Street,,,San Bernardino,CA,92401,(909)381-5507 Hotline: (800)262-2463,,,SA/TX/OP/AD/CJ/SF/MD/SS/PA/SP/AH/,2207CA92401
Center for Community Counseling and Education/Agape House,,,1535 East Highland Avenue,Suite A,,San Bernardino,CA,92404,(909)881-3443,,,SA/TX/OP/PH/WO/MN/CJ/SF/MC/PI/SS/,4120CA92404
Foothill AIDS Project,,,338 West 7th Street,,,San Bernardino,CA,92401,(909)884-2722 Intake: (909)482-2066x30,www.fapinfo.org,,MH-SA/TX/OP/SF/SS/SP/,2403CA92401
Hase and Associates Systems,,,353 West 6th Street,,,San Bernardino,CA,92401,(909)888-0149,,,SA/TX/OP/AD/DU/CJ/SF/SS/SP/,5114CA92401
Inland AIDS Project,,,1604 North D Street,,,San Bernardino,CA,92404,(909)475-8295,,,TX/OP/HV/SF/MC/,2031CA92404
Inland Behavioral and Health Servs Inc,,,1963 North E Street,,,San Bernardino,CA,92405,(909)881-6146 Hotline: (800)832-9119,,,TX/OP/PH/AD/PW/WO/MN/CJ/SF/MD/MC/PI/MI/SS/PA/SP/F109/,8239CA92405
Mental Health Systems Inc/(PRIDE),Probationers Rec Thru Interv/Drug Educ,,595 North Arrowhead Avenue,Suite B,,San Bernardino,CA,92401,(909)381-8151,,,SA/TX/DT/OP/WO/MN/CJ/SF/SP/,4277CA92401
New House/Mens Program,,,2075 Arrowhead Avenue,,,San Bernardino,CA,92401,(909)881-0390,,,SA/TX/DT/RR/CO/MN/SF/PA/SP/AH/,3800CA92401
New House/Women With Children Under,Five Years and Pregnant Women,"856, 856-1, 856-2, and 856-3",North Arrowhead Avenue,,,San Bernardino,CA,92401,(909)881-0390,,,SA/TX/DT/RR/AD/CO/HV/PW/WO/MN/CJ/SF/MI/,6722CA92401
Peoples Choice Inc,TASK (Teen Alcohol and Substance Kare),,1505 West Highland Avenue,Suite 9,,San Bernardino,CA,92411,(909)887-4414,www.sbpci.org,,MH-SA/TX/OP/PH/AD/CO/PW/WO/MN/CJ/SF/MD/MC/SP/AH/F27/,9932CA92411
Pine Ridge Outpatient Center,,,1881 Commercenter East,Suite 108,,San Bernardino,CA,92408,(909)383-8809 Intake: (909)383-8808 Hotline: (909)383-8808,,,SA/TX/DT/OP/AD/CO/SE/CJ/SF/PI/PA/,5929CA92408
Sac Health Systems Norton,,,1455 East 3rd Street,,,San Bernardino,CA,92408,(909)382-7135,,,GH/TX/OP/CJ/SF/MD/MC/SS/SP/AH/,2144CA92408
San Bernardino County,Dept of Public Health/San Bernardino,,799 East Rialto Avenue,,,San Bernardino,CA,92415,(909)383-3060,,,GH/TX/OP/HV/SF/PA/,2564CA92415
San Bernardino DUI Program,,,2282 North Sierra Way,,,San Bernardino,CA,92405,(909)882-3043 Intake: (909)881-1570,,DWI/DUI Clients Only,TX/OP/DU/CJ/SF/AH/,8993CA92405
Veterans Alcoholic Rehab Prog (VARP),Harris House,,907 West Rialto Avenue,,,San Bernardino,CA,92410,(909)885-8804,,,SA/TX/RR/MN/SP/AH/,5225CA92410
Veterans Alcoholic Rehab Prog (VARP),Womens R/4 Phase 11/B House,,1149 North D Street,,,San Bernardino,CA,92410,(909)888-6956,,,SA/TX/RR/WO/SF/SS/SP/AH/,5163CA92410
Veterans Alcoholic Rehab Prog (VARP),Gibson Recovery for Women,,1135 North D Street,,,San Bernardino,CA,92410,(909)888-6956,,,SA/TX/RR/WO/SF/SS/SP/AH/,7653CA92410
Veterans Alcoholic Rehab Prog (VARP),Gibson House for Men,,1100 North D Street,,,San Bernardino,CA,92410,(909)884-0840,,,SA/TX/RR/MN/SF/SS/SP/AH/,2821CA92410
Veterans Alcoholic Rehab Prog (VARP),Gibson Womens Phase II House,,1139 North D Street,,,San Bernardino,CA,92410,(909)888-6956,,,SA/TX/RR/WO/SF/SS/SP/,3930CA92410
Latino Commission on Alcohol and Drug,Abuse Services Inc/Casa Los Hermanos,,693 7th Avenue,,,San Bruno,CA,94066,(650)244-1444,,,SA/TX/RR/MN/SF/PI/SS/SP/,7128CA94066
Latino Commission on Alcohol and Drug,Abuse Services Inc/Casa Aztlan,,3080 Longview Drive,,,San Bruno,CA,94066,(650)355-7573 Intake: (650)244-1444,,,SA/TX/RR/MN/SF/PI/SS/PA/SP/,3301CA94066
Latino Commission on Alcohol and Drug,Abuse Services Inc/Casa Adelita,,160 Tehama Court,,,San Bruno,CA,94066,(650)624-0280,,,SA/TX/RR/WO/SF/PI/SS/SP/,6362CA94066
Family and Community Enrichment,Services Inc/Womens Enrichment Center,,200 Industrial Road,Suite 90,,San Carlos,CA,94070,(650)591-3636,,,MH-SA/TX/OP/CO/HV/GL/PW/WO/CJ/SF/SS/PA/SP/AH/F25/,0883CA94070
Mainstream Group Inc,Mainstream Group,,605 Avenida Los Flores,,,San Clemente,CA,92672,(949)366-9210 Hotline: (800)299-4909,,,SA/TX/RR/CO/GL/SE/WO/MN/CJ/SF/,8759CA92672
Mainstream Group Inc,,,607 Avenida Los Flores,,,San Clemente,CA,92672,(949)366-9210 Hotline: (800)299-4909,www.themainstreamgroup.com,,TX/OP/CO/CJ/SF/,1027CA92672
Mainstream Group Inc,,,101 Avenida Serra,,,San Clemente,CA,92672,(949)366-9210,,,SA/TX/OP/PH/RR/CO/WO/MN/CJ/SF/PI/,0550CA92672
Mainstream Group Inc,Mayo House,,3901 Calle Mayo,,,San Clemente,CA,92673,(949)366-9210 Hotline: (800)299-4909,www.themainstreamgroup.com,,SA/TX/DT/RR/CO/HV/GL/SE/WO/CJ/SF/,4183CA92673
Pacific Hills Treatment Center,Main Trt Center and Mens Residential,,217 and 219 Avenida Monterey,,,San Clemente,CA,92672,(949)369-2915 Intake: (800)662-2873 Hotline: (800)662-2873,www.pachills.com,,SA/TX/OP/PH/RR/CO/WO/MN/SF/PI/MI/,8908CA92672
Pacific Hills Treatment Center,Womens Residential,,34248 Via Santa Rosa,Apartments A B and C,,San Clemente,CA,92674,(800)662-2873 Intake: (800)NO-ABUSE Hotlines: (800)662-2873 (800)NO-ABUSE,www.pachills.com,,MH-SA/TX/OP/PH/RR/CO/WO/CJ/SF/PI/,3822CA92674
Advanced Healthcare,,,5333 Mission Center Road,Suite 100,,San Diego,CA,92108,(619)281-6414,,,MH-SA/TX/DT/OP/RR/AD/SF/MD/MC/PI/MI/,0813CA92108
