Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys,ID,Longitude,Latitude,Match Score
Helping Hand Center Inc,Unit I,,1124 Iranistan Avenue,,,Bridgeport,CT,6605,(203)336-4745 Intake: (203)336-4745x18,www.helpinghandcenter.org,,SA/TX/OP/RR/HV/MN/CJ/SF/MD/SS/PA/SP/,7301CT06605,-73.20143888387891,41.176014105405656,100.0
Horizons,Residential Drug Free Program,,1635 Fairfield Avenue,,,Bridgeport,CT,6605,(203)333-3518,,,SA/TX/RR/CO/HV/GL/SE/PW/WO/MN/SF/PI/SP/F85/,8886CT06605,-73.21309785973882,41.17048364187141,100.0
LMG Programs Inc,Ambulatory Detox,,276 Union Avenue,,,Bridgeport,CT,6607,(203)384-9301 Intake: (203)384-9301x241,www.lmgprograms.org,Methadone Clients Only,SA/TX/DT/DM/OP/HV/WO/MN/SF/MD/PI/SS/PA/,4252CT06607,-73.16387541649051,41.176304180272474,100.0
LMG Programs Inc,Guenster Intensive Outpatient,,276 Union Avenue,,,Bridgeport,CT,6607,(203)384-9301,lmgprograms.org,DWI/DUI Clients Only,SA/TX/DT/OP/WO/MN/DU/CJ/SF/MD/PI/SP/,4252CT06607,-73.16387541649051,41.176304180272474,100.0
LMG Programs Inc,Outpatient Program,,276 Union Avenue,,,Bridgeport,CT,6607,(203)384-9301 Intake: (888)822-2270x247,www.lmgprograms.com,,SA/TX/OP/HV/WO/MN/CJ/SF/MD/PI/SS/PA/SP/,4252CT06607,-73.16387541649051,41.176304180272474,100.0
LMG Programs Inc,Residential Detox,,276 Union Avenue,,,Bridgeport,CT,6607,(203)384-9301 Intake: (888)822-2270x241,www.lmgprograms.org,,SA/TX/DT/DM/RR/HV/SF/MD/PI/SS/PA/SP/,4252CT06607,-73.16387541649051,41.176304180272474,100.0
Noahs Ark Foundation Inc,,,4083 Main Street,,,Bridgeport,CT,6606,(203)373-1429,noahsarkfound.org,,SA/TX/DT/OP/AD/CO/HV/SE/PW/WO/MN/CJ/SF/MD/PI/MI/SP/,4755CT06606,-73.21350580696661,41.21643030141309,100.0
Regional Network of Programs Inc,Regional Counseling Servs (RCS) OP/DF,,480 Bond Street,,,Bridgeport,CT,6610,(203)366-5817 Hotline: (203)366-5817,,,SA/TX/DT/OP/PH/CO/HV/GL/SE/PW/WO/DU/CJ/SF/MD/MC/PI/MI/SS/PA/SP/,1414CT06610,-73.16725161539722,41.19997356608507,100.0
Regional Network of Programs Inc,Golden Hill Treatment Center/Detox,,1438 Park Avenue,,,Bridgeport,CT,6604,(203)335-2173 Intake: (203)335-2171,,Methadone Clients Only,SA/TX/DT/DM/OP/AD/HV/PW/WO/SF/MD/PI/SS/SP/AH/,9408CT06604,-73.20331106577216,41.17973998709578,100.0
Regional Network of Programs Inc,Regional Adolescent Program (RAP),,144 Golden Hill Street,,,Bridgeport,CT,6604,(203)366-1174 Intake: (203)333-4105,,,SA/TX/OP/AD/SF/MD/MC/PI/MI/SP/,3367CT06604,-73.1902095643758,41.180373784704365,100.0
Regional Network of Programs Inc,Center for Human Services,,1549 Fairfield Avenue,,,Bridgeport,CT,6605,(203)335-2171,,Methadone Clients Only,SA/TX/DT/MM/OP/HV/GL/SE/PW/WO/MN/SF/MD/SS/SP/,5240CT06605,-73.21212497223728,41.171360221305505,100.0
Regional Network of Programs Inc,Golden Hill Treatment Center/MM,,171 Golden Hill Street,,,Bridgeport,CT,6604,(203)335-2173,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/HV/GL/SE/PW/SF/MD/SS/PA/SP/,3679CT06604,-73.19064106475125,41.180227101398714,100.0
MCCA McDonough House,Intensive Residential/Halfway House,,132 Hut Hill Road,,,Bridgewater,CT,6752,(860)354-4423,,,SA/TX/HH/RR/SE/WO/MN/SF/MD/PI/SP/,2346CT06752,-73.35758359793458,41.525279125909,98.34
Bristol Hospital Behavioral Hlth Servs,Bristol Hospital,,Newell Road,,,Bristol,CT,6010,(860)585-3421 Hotline: (860)585-3421,,,MH-SA/TX/DT/HI/CO/SF/MD/MC/PI/MI/SP/AH/F4/F7/F14/F25/F27/F29/F30/F34/F46/F52/F84/F85/F87/F109/,5809CT06010,-72.93695492806701,41.676585030125715,100.0
Bristol Hospital Counseling Center,,,440-C North Main Street,,,Bristol,CT,6010,(860)583-5858,,,MH-SA/TX/OP/CO/SF/MD/MC/PI/SS/SP/AH/F4/F14/F27/F29/F52/F84/F85/F87/F109/,4995CT06010,-72.947121444613,41.680356432446494,98.69
Mountainside Lodge Inc,,,187 South Canaan Road,Route 7,,Canaan,CT,6018,(860)824-1397 Intake: (860)824-1397x102,www.mountainside.org,,SA/TX/RR/CO/HV/GL/SE/PW/SF/,4707CT06018,-73.32952514094572,42.007225857306146,100.0
Chemical Dependency Center,MMTP Danbury Hospital,,24 Hospital Avenue,,,Danbury,CT,6810,(203)731-8730 Intake: (203)797-7640,,,SA/TX/DT/MM/DM/OP/CO/HV/CJ/SF/MD/MC/PI/MI/SS/SP/AH/F85/F109/,3469CT06810,-73.44755263620607,41.40369274179822,100.0
Midwestern CT Council on Alcoholism,Outpatient,,38 Old Ridgebury Road,,,Danbury,CT,6810,(203)792-4515,mccaonline.com,,SA/TX/OP/PH/PW/WO/DU/SF/MD/MC/PI/SS/SP/,8243CT06810,-73.51524764348291,41.38485743977304,100.0
Community Prev Addiction Services Inc,Outpatient Program,,37 Commerce Avenue,,,Danielson,CT,6239,(860)774-7179,www.cpas-inc.org,,SA/TX/OP/WO/MN/CJ/SF/MD/PI/,5721CT06239,-71.88433922449333,41.806102554223536,100.0
Darien Family Youth Options,c/o Town Hall,,2 Renshaw Road,,,Darien,CT,6820,(203)655-8973,www.lmgprograms.org,,SA/TX/OP/AD/CO/SE/CJ/SF/MD/MC/PI/SS/SP/AH/,0160CT06820,-73.48419543052283,41.06590707836037,100.0
United Services Inc,Addiction Recovery Services,,1007 North Main Street,,,Dayville,CT,6241,(860)774-2020,,,MH-SA/TX/OP/CO/GL/SE/WO/CJ/SF/MD/MC/PI/MI/SS/,5473CT06241,-71.87737746717339,41.83474498420708,100.0
Griffin Hospital,Chemical Dependency Service,,241 Seymour Avenue,,,Derby,CT,6418,(203)732-7580,www.griffinhealth.org,,SA/TX/DT/OP/PH/HI/CO/SF/MD/MC/PI/MI/SS/SP/AH/F84/F85/,2397CT06418,-73.08997641927091,41.33439163273872,100.0
Inter-Community Mental Health Group,Dual Diagnosis Program,,281 Main Street,,,East Hartford,CT,6118,(860)569-5903 Intake: (860)895-3100 Hotline: (860)895-3100,www.icmh.org/,,MH/TX/OP/CO/HV/SF/MD/MC/PI/SS/PA/SP/AH/F85/F87/,6364CT06118,-72.63255912579811,41.742183445031074,100.0
Paces Counseling Associates Inc,,,991 Main Street,Suite 3-A,,East Hartford,CT,6108,(860)528-3238,www.ipaces.com,,SA/TX/OP/DU/SF/SS/PA/,2525CT06108,-72.64270918101205,41.7710993493773,100.0
New Directions Inc,,,113 Elm Street,Suite 204,,Enfield,CT,6082,(860)741-3001,www.newdirectionsct.org,,SA/TX/OP/PH/AD/CO/WO/MN/DU/SF/MD/PI/,3082CT06082,-72.58101996620232,42.00043400377055,100.0
New Directions Inc of North Central CT,Evening Treatment/Intensive Outpatient,,113 Elm Street,Suite 204,,Enfield,CT,6082,(860)741-3001,www.newdirectionsct.org,,SA/TX/OP/PH/AD/CO/WO/MN/DU/SF/MD/PI/,3082CT06082,-72.58101996620232,42.00043400377055,100.0
Fairfield Community Services Inc,,,370 Beach Road,,,Fairfield,CT,6430,(203)255-5777 Intake: (203)255-5777x0000,,,MH/TX/OP/SF/MD/PI/MI/SS/,8871CT06430,-73.24724422453325,41.14182465762894,98.52
John Dempsey Hospital,Day Programs,,263 Farmington Avenue,,,Farmington,CT,6030,(860)679-2553,www.uchc.edu,,MH-SA/TX/OP/PH/CO/SF/MD/MC/PI/SS/AH/,3780CT06030,-72.79404201209267,41.732746987479146,99.51
Clayton House,,,203-205 Williams Street,,,Glastonbury,CT,6033,(860)659-0309,www.adrc-ct.org,,SA/TX/HH/OP/RR/CO/HV/GL/WO/MN/SF/SS/,8815CT06033,-72.59911176556447,41.704344257171606,96.32
Rushford Center Inc,Rushford Outpatient Center,,136 New London Turnpike,,,Glastonbury,CT,6033,(860)657-8910,www.rushfordcenter.org,,SA/TX/OP/SF/PI/MI/,3918CT06033,-72.60551406657586,41.71150519126631,100.0
Rushford Center Inc,Positive Step/Glastonbury,,136 New London Turnpike,,,Glastonbury,CT,6033,(860)657-8910 Hotline: (860)346-0300x104,www.rushfordcenter.org,,SA/TX/OP/AD/SF/MD/PI/MI/,3918CT06033,-72.60551406657586,41.71150519126631,100.0
LMG Programs Inc,Greenwich Family and Youth Options,,55 Old Field Point Road,,,Greenwich,CT,6830,(203)869-1349,,,SA/TX/OP/AD/CO/GL/CJ/SF/MD/MC/PI/SS/,4601CT06830,-73.63594333344878,41.02125450084983,100.0
Recovery Program at Greenwich Hospital,,,5 Perryridge Road,,,Greenwich,CT,6830,(203)863-4673,www.greenhosp.chime.org,,GH/TX/DT/OP/PH/HI/SE/WO/SF/MD/MC/PI/AH/,4892CT06830,-73.62966235430441,41.03443114600813,100.0
Connection Inc,Womens Services of Groton,,542 Long Hill Road,,,Groton,CT,6340,(860)448-4993,,,SA/TX/OP/PW/WO/SF/,5166CT06340,-72.05870133454835,41.35242571651597,100.0
Connection Inc,Mothers Retreat,,542 Long Hill Road,,,Groton,CT,6340,(860)405-2107,,,SA/TX/RR/PW/,5166CT06340,-72.05870133454835,41.35242571651597,100.0
SARP Substance Abuse,Rehabilitation Program,,Building 149 Naval Submarine Base,,,Groton,CT,6349,(860)694-4837,www.navalhealthcarenewengland,,SA/TX/DT/OP/DU/CJ/,1295CT06349,-72.08853579999997,41.40228200000007,85.0
Wakeman Hall at the Childrens Ctr of,Hamden Inc/Inpatient and Outpatient,,1400 Whitney Avenue,,,Hamden,CT,6517,(203)248-2116x341,www.childrenscenterhamden.org,,MH-SA/TX/OP/AD/SF/MD/PI/SS/PA/,4331CT06517,-72.91315899831878,41.3513111748506,100.0
Alcohol and Drug Recov Ctrs Inc (ADRC),Coventry House/Pregnant Womens Program,,46 Coventry Street,,,Hartford,CT,6112,(860)714-3703,www.adrc-ct.org,,SA/TX/RR/CO/HV/GL/PW/WO/SF/MD/PI/,4014CT06112,-72.69004463809058,41.79761185394491,100.0
Alcohol and Drug Recov Ctrs Inc (ADRC),Detoxification Center,,500 Blue Hills Avenue,,,Hartford,CT,6112,(860)714-3700 Hotline: (800)563-4086,www.adrc-ct.org,,SA/TX/DT/DM/RR/SE/SF/MD/MC/PI/PA/SP/AH/,9252CT06112,-72.69490329208534,41.80018342183908,100.0
Alcohol and Drug Recov Ctrs Inc (ADRC),Residential Program/Intermediate,,500 Blue Hills Avenue,9th Floor,,Hartford,CT,6112,(860)714-3739 Hotline: (800)563-4086,www.adrc-ct.org,,SA/TX/RR/WO/MN/SF/MD/MC/PI/PA/SP/AH/,9252CT06112,-72.69490329208534,41.80018342183908,100.0
Alcohol and Drug Recov Ctrs Inc (ADRC),Residential Program/Intensive,,500 Blue Hills Avenue,9th Floor,,Hartford,CT,6112,(860)714-3739 Hotline: (800)563-4086,www.adrc-ct.org,,SA/TX/RR/CO/WO/MN/SF/MD/MC/PI/PA/SP/AH/,9252CT06112,-72.69490329208534,41.80018342183908,100.0
CSI Connecticut Inc,Behavioral Health Services,,136 Collins Street,,,Hartford,CT,6105,(860)524-5947,,,MH-SA/TX/OP/CJ/SF/MD/MC/,2766CT06105,-72.68872398542645,41.77256320685738,100.0
Cedar Crest Regional Hospital,Blue Hills Substance Services,,51 Coventry Street,,,Hartford,CT,6112,(860)722-2000,www.dmhas.state.ct.us,,SA/TX/DT/DM/HI/CO/HV/PW/WO/MN/SF/MD/MC/SP/,2492CT06112,-72.69009476187185,41.79750599050778,100.0
Community Health Services Inc,,,500 Albany Avenue,,,Hartford,CT,6120,(860)808-8762 Intake: (860)808-8782,,,MH-SA/TX/OP/HV/SE/WO/MN/SF/MD/MC/PI/SS/SP/,1409CT06120,-72.6850196871371,41.777743684024465,100.0
Community Solutions Inc,Young Offender Model Program,,136 Collins Street,,,Hartford,CT,6105,(860)524-5947,www.csi-online.org/,,SA/TX/OP/AD/CJ/,2766CT06105,-72.68872398542645,41.77256320685738,100.0
Community Substance Abuse Centers,Methadone Maintenance,,55 Fishfry Street,,,Hartford,CT,6120,(860)247-8300,www.csacmethadone.com,,SA/TX/DT/MM/DM/OP/CO/HV/PW/WO/MN/SF/MD/MC/PI/MI/SP/AH/,4516CT06120,-72.65904986889059,41.793497764409224,100.0
Community Substance Abuse Centers,Ambulatory Detox,,55 Fishfry Street,,,Hartford,CT,6120,(860)247-8300,www.csacmethadone.com,,SA/TX/OP/PH/CO/HV/PW/WO/MN/SF/MD/MC/PI/MI/SP/,4516CT06120,-72.65904986889059,41.793497764409224,100.0
Hartford Behavioral Health,,,2550 Main Street,,,Hartford,CT,6120,(860)548-0101,www.hartfordbehavioralhealth.org,,SA/TX/OP/HV/GL/MN/MD/MC/MI/,7517CT06120,-72.67196839334065,41.78899332964277,100.0
Hartford Behavioral Health,,,1 Main Street,,,Hartford,CT,6106,(860)727-8703,www.hartfordbehavioralhealth.org,,SA/TX/OP/AD/CO/HV/WO/MD/MC/SP/F4/F27/,2801CT06106,-72.67639613369316,41.75546844105956,100.0
Hartford Dispensary,,,345 Main Street,,,Hartford,CT,6106,(860)525-2181 Intake: (860)525-9376,,Methadone Clients Only,SA/TX/MM/OP/CO/HV/PW/WO/SF/MD/SS/SP/,7475CT06106,-72.6751255209908,41.760076895244474,100.0
Hartford Dispensary,Henderson/Johnson Clinic MMTP,,12-14 Weston Street,,,Hartford,CT,6106,(860)525-9376,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/HV/PW/WO/SF/MD/SS/SP/,3687CT06106,-72.6637454948685,41.78356378422289,98.0
Hartford Dispensary,Bristol Clinic,,1098 Farmington Avenue,,,Hartford,CT,6010,(860)589-6433 Intake: (860)525-9376,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/HV/PW/WO/SF/MD/SS/SP/,1771CT06010,-72.90708488454439,41.69624933120614,100.0
Hartford PHP,Saint Francis Care Behavioral Health,,500 Blue Hills Avenue,MOB 301,,Hartford,CT,6112,(860)714-9331,www.stfranciscare.com,,MH-SA/TX/OP/PH/CO/WO/MN/DU/SF/MD/MC/PI/MI/PA/AH/,9252CT06112,-72.69490329208534,41.80018342183908,100.0
Hispanic Alcohol and Substance Abuse Program,,,80 Jefferson Street,,,Hartford,CT,6106,(860)527-1124x685 Intake: (860)527-1124,,,MH-SA/TX/OP/AD/CO/HV/GL/SE/PW/WO/MN/DU/CJ/SF/MD/MC/SS/PA/SP/,8446CT06106,-72.67980865793294,41.755434075256574,100.0
Hogar Crea International of,Connecticut Inc,,33 Center Street,,,Hartford,CT,6120,(860)527-7440 Intake: (860)232-7353,,,SA/TX/RR/MN/SF/SS/PA/SP/,4290CT06120,-72.6804781205396,41.77762340371389,100.0
Hogar Crea International of,Connecticut Inc,,18 New Park Avenue,,,Hartford,CT,6106,(860)232-7353,,,SA/TX/RR/SF/MD/MC/SS/PA/SP/,0941CT06106,-72.70652016580404,41.756538277605536,100.0
Hogar Crea Stowe Village Womens Center,,,43 Kensington Street,,,Hartford,CT,6120,(860)232-7353,,,SA/TX/RR/WO/CJ/MD/MC/SS/PA/SP/,0211CT06120,-72.67098532091869,41.791721340887314,100.0
Institute of Living Hartford Hospital,Addiction Recovery Services,,200 Retreat Avenue,,,Hartford,CT,6106,(800)673-2411x7009 Intake: (860)545-7200 Hotline: (800)563-4086,www.instituteofliving.org,,SA/TX/DT/OP/PH/HI/CO/SF/MD/MC/PI/AH/,1138CT06106,-72.68158256358545,41.751678232397865,100.0
Salvation Army Adult Rehab Center,Substance Abuse Treatment Program,,333 Homestead Avenue,,,Hartford,CT,6132,(860)527-8106 Intake: (860)527-8106x256,,,SA/TX/RR/CO/WO/MN/SF/SP/F84/,4213CT06132,-72.70034549417925,41.780027291635044,99.51
Wheeler Clinic Inc,Hartford Outpatient,,645 Farmington Avenue,,,Hartford,CT,6115,(860)523-9788 Intake: (800)793-3588 Hotlines: (860)747-3434 (860)524-1182x2248,www.wheelerclinic.org,,SA/TX/OP/CO/SE/MN/CJ/SF/MD/MC/PI/MI/,6107CT06115,-72.71546594459349,41.7656664931055,98.79
Youth Challenge of Connecticut,Mission for Women,,32 Atwood Street,,,Hartford,CT,6105,(860)527-2000,,,SA/TX/RR/WO/SF/MD/PI/SP/,5263CT06105,-72.69643307323399,41.77369891282807,100.0
Youth Challenge of Connecticut,Long Term Male Residential Center,,15-17-19 May Street,,,Hartford,CT,6105,(860)728-5199,www.youthchallenge.org,,SA/TX/RR/HV/MN/CJ/SF/SS/SP/,0985CT06105,-72.69411874594827,41.774148811481034,98.62
Ministry of the High Watch,High Watch Farm,,62 Carter Road,,,Kent,CT,6757,(860)927-3772,www.highwatchfarm.com,,SA/TX/RR/WO/MN/SF/,0245CT06757,-73.40594089283034,41.76384376444009,100.0
SE Council on Alc and Drug Depend Inc,(SCADD)/Lebanon Pines/Long Term Trt,,37 Camp Moween Road,,,Lebanon,CT,6249,(860)889-1717x209,,,MH-SA/TX/OP/RR/CO/SE/MN/CJ/SF/,9196CT06249,-72.23691501293187,41.568231015265106,100.0
SE Council on Alc and Drug Depend Inc,(SCADD)/Lebanon Pines Long Term Resid,,37 Camp Mooween Road,,,Lebanon,CT,6249,(860)886-2495x203 Intake: (860)447-1717 Hotlines: (860)889-1717 (860)447-1717,,,SA/TX/RR/CO/HV/GL/MN/CJ/SF/MD/PI/SP/,0817CT06249,-72.23691501293187,41.568231015265106,98.34
Mashantucket Pequot,Health Department,,75 Route 2,,,Ledyard,CT,6639,(860)312-8000,,,GH/TX/OP/,0804CT06639,-71.96913353899541,41.48331092509589,97.0
McAuliffe Manor,,,7 North Street,,,Litchfield,CT,6759,(860)567-9491,,,SA/TX/HH/RR/WO/CJ/,6055CT06759,-73.1902394594054,41.747615681017656,100.0
Community Prev Addiction Services Inc,Outpatient Program,,87-B Oak Street,,,Manchester,CT,6040,(860)645-0487,www.cpas-inc.org,,SA/TX/OP/MN/CJ/SF/MD/PI/SP/,0596CT06040,-72.51651929342957,41.76961558487721,98.65
New Hope Manor Inc,Crossroads Prevention Program,,48 Hartford Road,,,Manchester,CT,6040,(860)643-2701x100 Intake: (860)643-2701x103,,,MH-SA/TX/OP/AD/SF/PI/,4987CT06040,-72.52284218208995,41.764519597293855,100.0
New Hope Manor Inc,Residential,,48 Hartford Road,,,Manchester,CT,6040,(860)643-2701 Hotline: (800)281-5908,,,SA/TX/OP/PH/RR/AD/CO/GL/WO/SF/PI/,4987CT06040,-72.52284218208995,41.764519597293855,100.0
Natchaug Hospital Inc,Sachem House,,189 Storrs Road,,,Mansfield Center,CT,6250,(860)456-4543 Intake: (860)456-1311,www.natchaug.org,,MH-SA/TX/OP/PH/CO/WO/MN/SF/MD/MC/PI/MI/,6876CT06250,-72.19725142801063,41.74098853568597,100.0
Natchaug Hospital Inc,,,189 Storrs Road,,,Mansfield Center,CT,6250,(860)456-1311 Hotline: (800)572-0787,www.natchaug.org,,MH-SA/TX/DT/MM/DM/HI/CO/MD/PA/,6876CT06250,-72.19725142801063,41.74098853568597,100.0
Natchaug Hospital Inc,Adult Inpatient Detox,,189 Storrs Road,,,Mansfield Center,CT,6250,(860)456-1311 Hotline: (800)572-0787,www.natchaug.org,,MH-SA/TX/DT/DM/HI/AD/CO/SF/MD/MC/PI/MI/,6876CT06250,-72.19725142801063,41.74098853568597,100.0
MidState Behavioral Health System Inc,Adult Services,,883 Paddock Avenue,,,Meriden,CT,6450,(203)630-5220 Hotline: (800)567-0902,,,MH/TX/DT/OP/PH/AD/CO/HV/SE/WO/MN/DU/CJ/SF/MD/MC/PI/SS/PA/SP/AH/,7085CT06450,-72.77599334380417,41.50580109167166,100.0
Connecticut Valley Hospital,Addiction Services Division,,Silver Street,,,Middletown,CT,6457,(860)262-5000 Intake: (860)262-6321,,,SA/TX/DT/MM/DM/HI/WO/MN/SF/MD/MC/PI/AH/,8907CT06457,-72.63058820598785,41.55378885440121,100.0
Connection House,,,167 Liberty Street,,,Middletown,CT,6457,(860)343-5512,www.theconnectioninc.org,,SA/TX/HH/RR/CO/HV/GL/SE/WO/MN/CJ/SF/SS/SP/,3012CT06457,-72.65863976650556,41.5620517271215,100.0
Connection Inc,Greater Middletown Counseling Center,,196 Court Street,,,Middletown,CT,6457,(860)343-5510x111 Intake: (860)343-5510,www.theconnectioninc.org,,SA/TX/OP/WO/SF/MD/,2172CT06457,-72.64920828860683,41.560723572166026,100.0
Connection Inc,,,99 Eastern Drive,,,Middletown,CT,6457,(860)343-5513,www.theconnectioninc.org,,SA/TX/RR/CO/PW/WO/SF/,5028CT06457,-72.63373702421501,41.557189576121566,100.0
Rushford Center Inc,Misa/Healthy Living Program,Dutton Hall CT Valley Hospital,,,,Middletown,CT,6457,(860)346-0300x155 Intake: (860)346-0300,www.rushfordcenter.org,,SA/TX/OP/CO/SF/MD/PI/MI/,6549CT06457,-72.65262999999999,41.55858500000005,100.0
Rushford Center Inc,Outpatient,,1250 Silver Street,,,Middletown,CT,6457,(860)346-0300,www.rushfordcenter.org,,SA/TX/OP/SE/DU/SF/MD/PI/MI/,4791CT06457,-72.62131998903193,41.557737668770315,100.0
Rushford Center Inc,Partial Hospital Program Day/Evening,,1250 Silver Street,,,Middletown,CT,6457,(860)346-0300,www.rushfordcenter.org,,SA/TX/OP/PH/WO/MN/SF/MD/PI/MI/AH/,4791CT06457,-72.62131998903193,41.557737668770315,100.0
Rushford Center Inc,Non Hospital Medical Unit,,1250 Silver Street,,,Middletown,CT,6457,(860)346-0300 Hotline: (860)346-0300x104,www.rushfordcenter.org,,SA/TX/DT/RR/DU/SF/MD/PI/MI/,4791CT06457,-72.62131998903193,41.557737668770315,100.0
Rushford Center Inc,Positive Step,,1250 Silver Street,,,Middletown,CT,6457,(860)346-0300x303 Intake: (860)346-0300,www.rushfordcenter.org,,SA/TX/OP/AD/SF/MD/PI/MI/,4791CT06457,-72.62131998903193,41.557737668770315,100.0
Rushford Center Inc,Ambulatory Detox,,1250 Silver Street,,,Middletown,CT,6457,(860)346-0300,www.rushfordcenter.org,,SA/TX/DT/OP/MD/PI/,4791CT06457,-72.62131998903193,41.557737668770315,100.0
Rushford Center Inc,Partial Hospital Dual Diagnosis,,1250 Silver Street,,,Middletown,CT,6457,(860)346-0300,www.rushfordcenter.org,,SA/TX/PH/CO/DU/SF/MD/PI/MI/,4791CT06457,-72.62131998903193,41.557737668770315,100.0
Rushford Center Inc,Intensive Residential Unit,,1250 Silver Street,,,Middletown,CT,6457,(860)346-0300,www.rushfordcenter.org,,SA/TX/RR/DU/SF/MD/PI/MI/,4791CT06457,-72.62131998903193,41.557737668770315,100.0
Rushford Center Inc,Intermediate Residential Unit,,1250 Silver Street,,,Middletown,CT,6457,(860)346-0300,www.rushfordcenter.org,,SA/TX/HH/RR/DU/SF/MD/PI/MI/,4791CT06457,-72.62131998903193,41.557737668770315,100.0
Bridges,A Community Support System Inc,,949 Bridgeport Avenue,,,Milford,CT,6460,(203)878-6365,www.bridgesmilford.org,,MH-SA/TX/OP/AD/CO/WO/MN/SF/MD/MC/PI/SS/,6758CT06460,-73.07381946270995,41.21485827547251,100.0
Bridges/A Community Support Sys Inc,,,949 Bridgeport Avenue,,,Milford,CT,6460,(203)878-6365x319 Intake: (203)878-6365 Hotline: (203)878-6365,www.bridgesmilford.org,,MH-SA/TX/OP/AD/CO/WO/MN/CJ/SF/MD/MC/PI/MI/SS/SP/,6758CT06460,-73.07381946270995,41.21485827547251,100.0
Regional Network of Programs Inc,Monroe Builds Communication,,1014 Monroe Turnpike,Masuk High School,,Monroe,CT,6610,(203)366-5817,,,SA/TX/OP/AD/GL/PW/SS/PA/,7682CT06610,-73.198038681036,41.348975767078635,98.67
Youth Challenge of Connecticut,Bible Training Center,,111 North Sterling Road,,,Moosup,CT,6354,(860)564-8400 Hotline: (860)564-8400,,,MH-SA/TX/RR/CO/HV/GL/SE/MN/DU/CJ/MD/SP/,0195CT06354,-71.84978164352935,41.73023082396481,100.0
Community Mental Health Affiliates,Latino Program,,55 Winthrop Street,,,New Britain,CT,6052,(860)826-4985 Intake: (860)826-4985x265,,,SA/TX/OP/CO/SF/MD/PI/SS/SP/,5232CT06052,-72.78563186190354,41.658911347230436,100.0
Farrell Treatment Center,Outpatient Unit,,586 Main Street,,,New Britain,CT,6051,(860)225-4641,,,SA/TX/OP/SF/SS/F84/,7086CT06051,-72.78129666588377,41.67249323183068,100.0
Farrell Treatment Center,Inpatient,,586 Main Street,,,New Britain,CT,6051,(860)225-4641,,,SA/TX/RR/SF/PI/SS/,7086CT06051,-72.78129666588377,41.67249323183068,100.0
Farrell Treatment Center,Intensive Residential Unit,,586 Main Street,,,New Britain,CT,6051,(860)225-4641,,,SA/TX/RR/MN/SF/PI/SS/,7086CT06051,-72.78129666588377,41.67249323183068,100.0
Hartford Dispensary,New Britain Clinic,,19 Rockwell Avenue,,,New Britain,CT,6051,(860)827-3313,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/HV/PW/WO/SF/MD/SS/SP/,7401CT06051,-72.78164869769539,41.65998511093697,100.0
Wheeler Clinic Inc,Lifeline/Pregnant Womens Program,,36 Russell Street,,,New Britain,CT,6052,(860)223-8885 Intake: (800)793-3588 Hotlines: (860)747-3434 (860)524-1182x2248,www.wheelerclinic.org,,MH-SA/TX/OP/PH/CO/PW/WO/SF/MD/MC/PI/MI/,3588CT06052,-72.78987629003363,41.66698588601639,100.0
Silver Hill Hospital Inc,,,208 Valley Road,,,New Canaan,CT,6840,(203)966-3561,www.silverhillhospital.org,,MH/TX/DT/DM/HH/OP/PH/RR/HI/AD/CO/HV/GL/SE/PW/WO/MN/SF/MC/PI/MI/PA/AH/,3861CT06840,-73.46849235401898,41.1654000595049,100.0
APT Foundation Inc,Women in Treatment,,540 Ella T Grasso Boulevard,,,New Haven,CT,6519,(203)781-4710 Intake: (203)781-2736,www.aptfoundation.org,Methadone Clients Only,SA/TX/MM/OP/CO/HV/PW/WO/SF/MD/PI/SS/SP/,4247CT06519,-72.94517325840208,41.2941105111008,100.0
APT Foundation Inc,Park Hill Clinic,,540 Ella T Grasso Boulevard,,,New Haven,CT,6519,(203)781-4710 Intake: (203)781-2736,www.aptfoundation.org,Methadone Clients Only,SA/TX/MM/OP/CO/HV/PW/SF/MD/PI/SS/SP/,4247CT06519,-72.94517325840208,41.2941105111008,100.0
APT Foundation Inc,Orchard Clinic,,540 Ella T Grasso Boulevard,,,New Haven,CT,6519,(203)781-4695 Intake: (203)781-2736,www.aptfoundation.org,Methadone Clients Only,SA/TX/MM/OP/CO/HV/PW/SF/MD/PI/SS/SP/,4247CT06519,-72.94517325840208,41.2941105111008,100.0
APT Foundation Inc,Central Treatment Unit,,1 Long Wharf Drive,Suite 10,,New Haven,CT,6511,(203)781-4646,www.aptfoundation.org,,SA/TX/DT/OP/WO/SF/MD/PI/SS/SP/,8735CT06511,-72.92897523051569,41.28859098595047,100.0
APT Foundation Inc,,,Legion Avenue Clinic/Methadone,495 Congress Avenue,,New Haven,CT,6519,(203)781-4740 Intake: (203)781-2736,www.aptfoundation.org,Methadone Clients Only,SA/TX/MM/OP/CO/HV/PW/SF/MD/PI/SS/SP/,0284CT06519,-72.94510741646631,41.305959917545536,87.2
