Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys,ID
Walden House Transitional Trt Center,,,I 355 South Hill Street,,,Los Angeles,CA,90015,(213)746-2415 Intake: (213)746-3963 (213)763-6245,,,MH-SA/TX/DT/OP/RR/CJ/,5173CA90015
Watts Health Foundation,House of Uhuru,,8005 South Figueroa Street,,,Los Angeles,CA,90003,(323)778-5290x30 Intake: (323)778-5290,,,SA/TX/OP/RR/HV/PW/OW/DU/PI/SS/OA/,4025CA90003
Weingart Center Association,Stairs II Program,,566 South San Pedro Street,,,Los Angeles,CA,90013,(213)627-9000,,,SA/TX/DT/OP/PH/RR/HV/OW/CJ/MC/OA/,3383CA90013
We Save Lives,,,3801 South Western Avenue,,,Los Angeles,CA,90062,(323)737-9241,,,MH-SA/TX/DT/OP/AD/DD/OW/DU/CJ/MC/PI/MI/SS/OA/,2839CA90062
West Los Angeles Treatment Program,Clinic I and Clinic II,,2321 Pontius Avenue,,,Los Angeles,CA,90064,(310)477-2951 Intake: (310)477-4085,,,SA/TX/DT/ML/OP/DD/HH/PW/OW/CJ/MD/PI/SS/OA/,7253CA90064
Wilshire Treatment Center Inc,,,11704 Wilshire Boulevard,Suite D-228,,Los Angeles,CA,90025,(310)268-2446,,,SA/TX/DT/ML/OP/SS/,0292CA90025
Merced County Mental Health Department,Division of Alcohol and Drug Services,,635 J Street,,,Los Banos,CA,93635,(209)827-2185,,,SA/TX/OP/OW/CJ/MD/PI/MI/SS/OA/,8927CA93635
West Valley Treatment and Recovery Ctr,,,375 Knowles Drive,,,Los Gatos,CA,95030,(408)378-7620 Hotline: (800)488-9919,,,SA/TX/OP/DD/PI/SS/OA/,1718CA95030
Sierra Countv Human Services,Alcohol and brug Department,,704 Mill Street,,,Loyalton,CA,96118,(530)993-6746,,,MH-SA/TX/OP/DD/PW/DU/CJ/MD/MC/PI/MI/SS/OA/,2995CA96118
True Vines Training Center for Men,,,IO 180 Banta Road,,,Lucerne Valley,CA,92356,(760)248-6072 Intake: (909)875-2227 Hotline: (909)875-2227,,,SA/TX/DT/RR/DU/SS/OA/,3409CA92356
Los Angeles Health Services,,,11315 South Atlantic Avenue,,,Lynwood,CA,90262,(310)537-5883,,,SA/TX/DT/ML/OP/SS/,1300CA90262
One Nation Under God Christian Church,Living High in the Lord Ministries,,12526 Waldorf Drive,,,Lynwood,CA,90262,(310)639-8581 Hotline: (800)339-6993,,,SA/TX/DT/RR/SS/,3096CA90262
Shields for Families Ark Comprehensive,Child Development Program,,11705 Deputy Yamamoto Place,Suite A,,Lynwood,CA,90262,(323)357-6930 Intake: (310)668-8260,www.home.earthlink.net/-shieldsforfamilies,,SA/TX/OP/HV/PW/OW/DU/CJ/MD/MC/PI/SS/OA/,0584CA90262
Kings View Corporation,Madera Access Point,,I 7408 Road 26,,,Madera,CA,93638,(559)675-7762 Hotline:. (559)673-3508,,,MH-SA/TX/OP/DD/OW/OA/,4804CA93638
Kings View Counseling Centers for,Madera County Substance Abuse Services,,14277 Road 28,,,Madera,CA,93638,(559)673-3508 Hotline: (559)673-3508,,,SA/TX/OP/PH/AD/DD/OW/CJ/MD/MC/PI/MI/SS/OA/,2045CA93638
Madera Counseling Center,Yosemite Womens Center,,126 North B Street,,,Madera,CA,93638,(559)661-0296 Hotline: (559)673-3508,,,SA/TX/OP/PW/OW/CJ/MD/MC/PI/MI/SS/OA/,5339CA93638
Creative Care,,,5927 Trancas Canyon Road,,,Malibu,CA,90265,(310)589-9834 Intake: (800)832-3280,,,MH-SA/TX/DT/RR/DD/PI/,5089CA90265
Promises Residential Treatment Center,,,20725 Rockcroft Drive,,,Malibu,CA,90265,(310)390-2340,,,SA/TX/DT/OP/PH/RR/DD/OW/PI/,5191CA90265
Eastern Sierra Passages Lodge,,,71 Davison Street,,,Mammoth Lakes,CA,93546,(760)924-5445,,,SA/TX/DT/HH/OP/RR/DD/PW/OW/CJ/PI/MI/SS/OA/,9615CA93546
Mono County Alcohol and Drug Program,,,244 Old Mammoth Road,,,Mammoth Lakes,CA,93546,(760)934-8221,,,MH-SA/TX/OP/AD/DD/PW/OW/DU/CJ/PI/MI/SS/OA/,6993CA93546
San Joaquin Council for the,American Indian/Three Rivers Lodge,,13505 Union Road,,,Manteca,CA,95336,(209)858-2421,,,SA/TX/OP/RR/DD/HV/OW/CJ/PI/MI/SS/OA/,7114CA95336
Valley Community Counseling Services,,,110 Sherman Avenue,Suite G-2,,Manteca,CA,95336,(209)823-1911,,,MH/TX/OP/AD/DD/DU/CJ/MD/PI/OA/,7480CA95336
Daniel Freeman Recoverv Center,,,4650 Lincoln Boulevard,,,Marina Del Rey,CA,90292,(310)827-4427,,,MH/TX/DT/OP/PH/HI/DD/MC/PI/SS/,6202CA90292
Bay Area Community Resources,Marin City Recovery Center,,740 Drake Avenue,,,Marin City,CA,94965,(415)339-2851 Intake: (415)339-2853,,,SA/TX/OP/CJ/SS/OA/,7913CA94965
Kings View Community Services,Mariposa Counseling Center,,5037 Stroming Road,,,Mariposa,CA,95338,(209)966-2000,,,MH-SA/TX/OP/AD/DD/PW/OW/DU/CJ/PI/SS/OA/,9223CA95338
Alpine County Mental Health Department,Alcohol and Drug Program,,75-B Diamond Valley Road,,,Markleeville,CA,96120,(530)694-2146 Intake: (800)292-2156,,,MH/TX/OP/OA/,8912CA96120
Born Free/Central,,,111 Allen Street,,,Martinez,CA,94553,(925)646-1165,,,SA/TX/OP/PW/OW/MD/SS/,2505CA94553
Carter Reese and Associates,,,410 Alhambra Avenue,,,Martinez,CA,94553,(925)228-9260,,,SA/TX/HH/RR/CJ/PI/MI/SS/,2462CA94553
Discovery House,,,4639 Pacheco Boulevard,,,Martinez,CA,94553,(925)229-4212 Intake: (800)846-1652,,,SA/TX/RR/CJ/PI/MI/SS/OA/,3812CA94553
Ujima Family Recovery Services,La Casa UJima,,904 Melius Street,,,Martinez,CA,94553,(925)229-0230 Intake: (800)846-1652,,,SA/TX/HH/RR/PW/OW/MD/PI/MI/SS/OA/,7263CA94553
Aegis Medical Systems Inc,,,320 H Street,Suite 2,,Marysville,CA,95901,(530)742-7747,www.aegismed.com,,SA/TX/DT/ML/OP/DD/HV/PW/OW/MD/OA/,3372CA95901
Center for Behavioral Health of,Marvsville,,1496 North Beale Road,,,Marysville,CA,95901,(530)749-8640,,,SA/TX/DT/ML/OP/MD/SS/OA/,5662CA95901
Pathwavs House I,Alcohoi and Drug Treatment,,605 4th Street,,,Marysville,CA,95901,(530)742-6670 Hotline: (530)742-6670,,,SA/TX/DT/OP/PH/RR/DD/PW/PI/MI/SS/OA/,5463CA95901
McClellan AFB Substance Abuse Program,,,77 Medical Group/SGOHA,5727 Perrin Street Suite I Bldg I 042,,:vlcClellan AFB,CA,95652,(916)643-3000xl,,,TX/OP/DD/MI/,9907CA95652
VA Palo Alto Health Care Svstem,Addiction Trt Service Psychiatry Servs,,795 Willow Road,137 Mp-Ats,,Menlo Park,CA,94025,(650)617-2734,,,SA/TX/DT/ML/OP/PH/RR/HI/DD/HV/OW/CJ/MC/PI/MI/OA/,7965CA94025
Central Vallev Addiction Center,,,17 East Main.Street,,,rvterced,CA,95340,(209)722-8791,,,SA/TX/OP/PH/AD/HV/PW/CJ/PI/MI/SS/,4845CA95340
Communitv Social Model Advocates Inc,"Hobie Hou""se",,1301 Yosemite Park\\ay,,,Merced,CA,95340,(209)722-6335,,,SA/TX/HH/RR/,5785CA95340
Lifestyle Management,Drinking Driver Program,,1521 West Mam Street,,,Merced,CA,95340,(209)383-7797,,,SA/TX/OP/HV/DU/CJ/MD/PI/MI/SS/,0246CA95340
Merced County Alcohol and Drug Servs,Recoven Assistance for Teens (RAFT),,1836 K Street,,,Merced,CA,95340,(209)381-6860,,,SA/TX/OP/AD/MD/PI/MI/SS/OA/,8166CA95340
Merced County Alcohol and Drug Servs,The Center,,658 West Main Street,,,Merced,CA,95340,(209)381-6880,,,SA/TX/OP/HV/PW/OW/CJ/MD/PI/MI/SS/OA/,7608CA95340
Merced County Mental Health Department,Division of Alcohol and Drug Services,,658 West Main Street,,,Merced,CA,95340,(209)381-6880,,,SA/TX/OP/HV/PW/OW/CJ/PI/MI/SS/OA/,0931CA95340
Merced County Mental Health Department,Dual Diagnosis,,300 East 15th Street,,,Merced,CA,95340,(209)381-6800,,,MH-SA/TX/OP/DD/MD/PI/MI/SS/OA/,0650CA95340
Chapman House,,,23831 Birch Lane,,,Mission Viejo,CA,92691,(949)472-0533 Intake: (949)533-8053,,,SA/TX/HH/OP/RR/OW/DU/CJ/SS/,8362CA92691
Aegis \1edical Systems Inc,,,103 Modesto Avenue,,,Modesto,CA,95354,(209)527-4597,www.aegismed.com,,SA/TX/DT/ML/OP/MD/SS/,4821CA95354
New Hope Recovery House,,,1406 Fordham Avenue,,,Modesto,CA,95350,(209)527-9797 Hotline: (209)527-9797,,,SA/TX/DT/OP/PH/RR/DD/HV/CJ/PI/OA/,6325CA95350
Recovery Crossroads,,,I 024 J Street,Suite 427,,Modesto,CA,95354,(209)576-8117,,,SA/TX/OP/HV/CJ/PI/SS/OA/,0970CA95354
Recoven Svstems Associates,,,330 McHen.ry Avenue,Suite C,,Modesto,CA,95354,(209)527-2046,,,SA/TX/OP/AD/HV/PI/OA/,9094CA95354
Stanislaus Cnty Dept of Mental Health,Childrens Outpatient Services,,916 McHenry Avenue,,,Modesto,CA,95350,(209)558-7454,,,MH/TX/OP/AD/DD/MD/MC/PI/MI/SS/,3572CA95350
Stanislaus Cnty Dept of Mental Health,Genesis Narcotic Replacement Therapy,,800 Scenic Drive SW,Building D South,,Modesto,CA,95350,(209)525-6146 Intake: (209)558-8065 Hotline: (209)558-4600,,,SA/TX/DT/ML/OP/HV/PW/OW/MC/PI/MI/SS/OA/,5496CA95350
Stanislaus Cnty Dept of Mental Health,Modesto Counseling Center,,1100 Kansas Avenue,Suite A,,Modesto,CA,95351,(209)558-7475,,,MH/TX/OP/DD/MD/MC/PI/MI/SS/OA/,2282CA95351
Stanislaus Cnty Dept of Mental Health,Reality Alcohol/Drug Trt Program,,800 Scenic Drive,Building D North,,Modesto,CA,95350,(209)525-6243 Intake: (209)558-7460,,,SA/TX/DT/OP/RR/DD/HV/PW/OW/PI/SS/OA/,3693CA95350
Stanislaus Cnty Dept of Mental Health,Substance Abuse Services/Outpatient,,150 I F Street,,,Modesto,CA,95354,(209)558-7466 Intake: (209)558-7468,,,SA/TX/OP/OW/DU/CJ/PI/SS/OA/,8017CA95354
Stanislaus Cnty Dept ofMJ-1/Alc and Drug Programs/Juvenile Drug Court,,,2215 Blue Gum Avenue,Main Building,,Modesto,CA,95358,(209)558-8060 Intake: (209)525-5454,,,SA/TX/OP/AD/DD/CJ/OA/,4307CA95358
Stanislaus Cnty Dept of Ml-I /Ale and Drug Progs/Juvenile Drug Court/Admin,,,2215 Blue Gum Avenue,,,Modesto,CA,95358,(209)525-7444 Intake: (209)558-4554 (209)558-7460 Hotline: (209)558-4600,,,SA/TX/OP/AD/PW/CJ/OA/,9726CA95358
Stan Works,Behavioral Health,,251 East Hackett Road,Suite A-I,,Modesto,CA,95358,(209)558-3575,,,MH-SA/TX/OP/OA/,1390CA95358
College Health Clime,Southeast Kern Branch,,16940 Highway 14,Suite [,,Mojave,CA,93501,(661l824-2260,,,MH/TX/OP/PW/OW/DU/CJ/MD/SS/OA/,9928CA93501
Traflic and Alcohol Awareness,School of Kern (TAASK),,15666 K Street,,,Mojave,CA,93501,(760)371-9412,,,TX/OP/DU/OA/,9687CA93501
Santa Anita Familv Services,Pathwa\'s ,,605 Sotllh Myrtle Avenue,,,\fonrovia,CA,91016,(626)359-9358,,,MH-SA/TX/OP/AD/DD/HV/PW/OW/DU/CJ/PI/SS/OA/,0474CA91016
Spencer Recon:ry Hospital,l'vlonro\'ia,,345 West Foothill Boulevard,,,Monrovia,CA,91016,(626)358-3662 Hotlme: (800)252-6465 (800)454-8966,\\ \\ w.spencem:con:ry.com,,SA/TX/DT/OP/PH/RR/HI/DD/PI/MI/OA/,5841CA91016
Nc\t Step Treatment Center for Women,,,211 South 13th Stn:et,,,Montague,CA,96064,(530)459-5907 Hotline. (800)842-8979,,,SA/TX/OP/PH/PW/OW/PI/SS/OA/,0963CA96064
Western Clinical Health Servs (WClIS),Inland Health Services (IHS)/Montclair,,4761 Arro\\ Highway,,,l'vlontclair,CA,91763,(909)625-3818,,,SA/TX/DT/ML/OP/HV/PI/SS/,5809CA91763
Community Hospital of The Monterey,Peninsula,,576 Hartnell Street,Suite 320,,Monterey,CA,93940,(800)528-8080 Intake: (831)373-0924,www.chomp.org,,SA/TX/DT/OP/PH/HI/AD/DD/MC/PI/MI/SS/OA/,8529CA93940
Vallev Health Associates,,,1340.Munras Avenue,Suite 207,,Monterey,CA,93940,(831)372-8392 Intake: (831)424-6655,www.rcdshift.com/-vha,,SA/TX/OP/CJ/SS/OA/,5268CA93940
Alhambra Safetv Services,,,926 East Garve) Avenue,Suite A,,Monterey Park,CA,91755,(626)571-6988,,,SA/TX/ML/PH/AD/HV/PW/DU/CJ/SS/OA/,0038CA91755
MONTGO!\IERY CREEK,Wilderness Recover. Center,,I 9650 Cove Road ,,,Montgomery Creek,CA,96065,(530)246-0117 Intake: (530)337-6724,,,SA/TX/RR/AD/CJ/,7561CA96065
Turning Point Counseling,,,3939 I !itch Boulevard,,,Moorpark,CA,93021,(805)529-4467,,,SA/TX/OP/DD/OW/SS/,9117CA93021
Advent Group Ministries,Laural Home,,865 Black Walnut Court,,,Morgan Hill,CA,95037,(408)779-5841,,,SA/TX/RR/AD/DD/CJ/OA/,6144CA95037
Advent Group Ministries,Summit Ranch,,1200 West Edmundson Avenue,,,Morgan Hill,CA,95037,(408)779-1492,,,SA/TX/RR/AD/DD/CJ/OA/,7481CA95037
Community Health Awareness Council,,,71 I Church Street,,,Mountain View,CA,94041,(650)965-2020,,,MH/TX/OP/AD/DD/OW/CJ/SS/OA/,4658CA94041
El Camino Hospital,Chemical Dependency Recovery Center,,2500 Grant Road,ECHI33,,Mountain View,CA,94039,(650)940-7250 Hotline: (650)940-7250,www.elcaminohospital.org,,SA/TX/DT/OP/PH/HI/DD/MC/PI/MI/,0517CA94039
Siskivou Countv,Alcohol and Dr�g Abuse Services,,427 Alder Street,,,Mount Shasta,CA,96067,(530)918-7200 Hotline: (800)842-8979,,,SA/TX/OP/PH/SS/OA/,3677CA96067
Alternatives for Better Living,,,701 School Street,,,Napa,CA,94559,(707)226-1248,,,SA/TX/OP/AD/DD/OW/CJ/SS/,9907CA94559
Napa County Drinking Driver Program,,,900 Coombs Street,Suite M-16,,Napa,CA,94559,(707)253-4264,,,SA/TX/OP/HV/DU/CJ/SS/OA/,4366CA94559
Napa County Health and Human Services,Alcohol and Drug Program,,2344 Old Sonoma Road,,,Napa,CA,94559,(707)253-4412 Intake: (707)253-4063,,,SA/TX/OP/PH/DD/HV/PW/OW/CJ/MD/MC/SS/OA/,6471CA94559
Our Family Corporation,Jefferson House,,3552 Jefferson Street,,,Napa,CA,94558,(707)252-1366,,,SA/TX/OP/RR/AD/DD/HV/CJ/OA/,0795CA94558
Our Family Corporation,Redwood House,,2033 Redwood Road,,,Napa,CA,94558,(707)252-1366,,,SA/TX/OP/RR/AD/DD/OW/CJ/OA/,4403CA94558
Our family Corporation,Soscol House,,2173 Soscol Street,,,Napa,CA,94558,(707)252-1366,,,SA/TX/OP/RR/AD/DD/HV/CJ/OA/,8450CA94558
Our Family Corporation,Napa State Hospital,Evergreen Drive/D Ward,,,,Napa,CA,94559,(707)252-1366,,,SA/TX/OP/RR/AD/DD/HV/OW/CJ/OA/,7977CA94559
Healthy Beginnings/Nueva Esperanza,Paradise Valley Hospital,,2345 East 8th Street,Suite 110,,National City,CA,91950,(619)470-4384,,,SA/TX/OP/PH/PW/OW/OA/,1043CA91950
!\EV ADA CITY,Nevada Countv Behavioral Health and,Familv Services,10433 Willow Valley Road,Suite A,,Nevada City,CA,95959,(530)265-1437,,,MH/TX/OP/PH/DD/PW/CJ/MD/PI/MI/SS/OA/,2235CA95959
Nevada County Department of,Mental Hlth Lovett Residential Center,,145 Bost Avenue,,,�evada City,CA,95959,(530)265-9045 Hotline: (530)265-5811,,,SA/TX/OP/DD/MD/MC/PI/MI/SS/OA/,9126CA95959
Second Chance,Tri Cities Program,,6330 Thornton Avenue,,,Newark,CA,94560,(510)792-4357 Hotline: (510)792-4357,www.secondchanceinc.com,,SA/TX/OP/AD/OW/DU/CJ/OA/,5629CA94560
Ventura Recovery Center Inc,Community Recovery Center,PMB 315,1560 Newbury Road Suite 1,,,Newbury Park,CA,91320,(805)499-8383 Hotline: (800)247-6111 (888)247-6111,,,SA/TX/HH/OP/PH/RR/DD/OW/CJ/SS/,7173CA91320
El Dorado Community Service Center,Santa Clarita Med and Ml-I Services,,24625 Arch Street,,,Newhall,CA,91321,(661)288-2644,,,MH/TX/DT/OP/PH/AD/DD/PW/MD/MC/PI/MH/SS/,0596CA91321
National Council on Ale/Drug Dep of,San Fernando Valley/Newhall,,24779 Valley Street,,,Newhall,CA,91321,(661)254-0700 Hotline: (661)254-0700,,,SA/TX/OP/AD/HV/DU/CJ/SS/OA/,4420CA91321
Safetv Consultant Services,,,24506 I /2 Lyons Avenue,,,Newhall,CA,91321,(661)255-7720,,,SA/TX/OP/AD/DU/CJ/,8033CA91321
Alternative Sentencing,Relapse Prevention,,4 71 Old Newport Boulevard,Suite 101,,Newport Beach,CA,92663,(949)631-0550,,,HH/,1971CA92663
Hoag Memorial Hospital,Chemical Dependency Center,,I l loag Drive,,,Newport Beach,CA,92658,(949)760-5656,www.hoag.org,,SA/TX/DT/OP/PH/HI/MC/PI/MI/,2298CA92658
NARCONON International,NARCONON Newport Beach,,1810 West Ocean Front Street,,,Newport Beach,CA,92663,(949)675-8988 Intake: (800)876-6378,www.addictionca.com,,SA/TX/DT/OP/PH/RR/DD/CJ/PI/,2861CA92663
Sober Living By The Sea,,,2811 Villa Way,,,Newport Beach,CA,92663,(949)673-6696 Hotline: (800)647-0042,www.soberliving.com,,SA/TX/DT/HH/OP/PH/RR/DD/HV/OW/DU/CJ/PI/OA/,4249CA92663
Sober Living By The Sea,,,4504 Sea Shore Drive,,,Newport Beach,CA,92663,(949)673-6696 Hotline: (800)647-0042,www.soberliving.com,,SA/TX/RR/OW/DU/CJ/PI/OA/,6868CA92663
Mexican Ammcan Alcoholism Program,Sacramento Drinking Driver Program,,3437 Myrtle Avenue,Suite 420,,North Highlands,CA,95660,(916)338-6835,,,SA/TX/OP/DU/CJ/,1789CA95660
Veterans Affairs Medical Center,Chemical Dependency Treatment Program,,16111 Plummer Street,Ward 41-C 116-A,,North Hills,CA,91343,(818)895-9480,,,SA/TX/DT/ML/OP/PH/DD/OA/,5016CA91343
Chandler Lodge Foundation,,,11455 Chandler Boulevard,,,North Hollywood,CA,91601,(818)766-4534,,,TX/HH/,2943CA91601
Cri Help Inc,The George T Pfleger Center,,11027 Burbank Boulevard,,,North Hollywood,CA,91601,(818)985-8323 Hotline: (818)985-8323,www.cri-help.org,,SA/TX/DT/OP/RR/DD/HV/OW/CJ/MD/MC/PI/MI/SS/OA/,2149CA91601
Cri Help Inc,,,11027 Burbank Boulevard,,,North Hollywood,CA,91601,(818)985-8323 Hotline: (818)985-8323,www.cri-help.org,,SA/TX/DT/OP/PH/RR/DD/HV/OW/CJ/PI/MI/SS/OA/,2149CA91601
Western Pacific,North Hollywood,,11321 Camarillo Street,,,North Hollywood,CA,91602,(818)506-4455 Hotline: (818)506-4455,,,SA/TX/DT/ML/OP/HV/MC/SS/OA/,1671CA91602
Looking Glass Counseling Center,,,18640 Brasilia Drive,,,Northridge,CA,91326,(818)884-6900 Hotline: (818)884-6900,,,SA/TX/OP/PH/AD/DD/PW/OW/DU/CJ/PI/MI/SS/,9942CA91326
Southern CA Alcohol and Drug Progs Inc,Cider House,,11400 Norwalk Boulevard,Building 209,,Norwalk,CA,90650,(562)864-7724 Hotline: (562)923-4545,,,SA/TX/DT/OP/PH/RR/DD/HV/CJ/PI/SS/OA/,2894CA90650
Western Pacific Medical Corporation,Western Pacific Norwalk Medical Clinic,,11902 East Rosecrans Avenue,,,Norwalk,CA,90650,(562)929-7188 Hotline: (562)929-7188,,,SA/TX/DT/ML/OP/HV/MD/PI/SS/,2419CA90650
Henry Ohlhoff House,North,,5394 Nave Drive,,,Novato,CA,94949,(415)883-2494,,,SA/TX/HH/OP/RR/CJ/MD/MC/PI/SS/,4111CA94949
Sunnv Hills Childrens Garden,,,619 Canyon Road,,,Novato,CA,94947,(415)898-3316,,,MH-SA/TX/RR/AD/DD/CJ/MD/MC/PI/OA/,8733CA94947
Stanislaus Cnty Dept of Mental Health,East Side Counseling Center,,631 West F Street,,,Oakdale,CA,95361,(209)847-5927,,,MH/TX/OP/PH/DD/OW/DU/CJ/MD/MC/PI/SS/OA/,2989CA95361
Kings View Community Services,Oakhurst Counseling Center,,49774 Road 426,Suite D,,Oakhurst,CA,93644,(559)683-4809 Hotline: (559)673-3508,,,SA/TX/OP/OW/DU/CJ/MD/MC/PI/MI/SS/OA/,5393CA93644
Alameda County Healthy Infant Program,Summit Medical Center,,3012 Summit Street,Suite G-625,,Oakland,CA,94609,(510)208-1600 Intake: (510)208-1699,,,SA/TX/OP/PH/PW/CJ/OA/,3865CA94609
Allen Temple Haight Ashbury,Recovery Center/Ujima House,,9925 East 14th Street,Suite 9,,Oakland,CA,94603,(510)569-8933,,,TX/DT/OP/AD/PW/OW/MD/PI/MI/OA/,2312CA94603
Allied Fellowship Services,,,1524 29th Avenue,,,Oakland,CA,94606,(510)534-1986 Intake: (510)535-1236,,,SA/TX/HH/OP/PH/RR/DD/CJ/OA/,4245CA94606
All Saints Turning Point,,,930 I East 14th Street,,,Oakland,CA,94603,(510)638-5100,,,SA/TX/RR/AD/OA/,1153CA94603
American Indian Family H�aling Center,New Dawn Lodge/White Cloud Lodges,,1815 39th Avenue,Suites D and C,,Oakland,CA,94601,(510)534-2737,,,MH/TX/HH/OP/RR/PW/OW/CJ/MD/MC/PI/MI/SS/OA/,8572CA94601
Asian Community Mental Health Services,,,310 8th Street,Suite 201,,Oakland,CA,94607,(510)451-6729,,,MH/TX/OP/AD/MD/MC/PI/SS/OA/,4565CA94607
Bi Belt Corporation,East Oakland Recovery Center,,I 0700 McArthur Boulevard,Suite 12 Foothills Sq Shopping Center,,Oakland,CA,94605,(510)568-2432 Hotline: (510)568-2432,,,SA/TX/OP/HV/OW/CJ/MD/OA/,3547CA94605
Bi Bett Corporation,Orchid Womens Recovery Center,,1342 East 27th Street,,,Oakland,CA,94606,(510)535-0611,,,SA/TX/HH/RR/OW/CJ/SS/OA/,4455CA94606
Community Recovery Center East,,,9006 MacArthur Boulevard,,,Oakland,CA,94605,(510)430-1771,,,SA/TX/OP/AD/DD/HV/PW/OW/CJ/MD/MC/SS/OA/,6217CA94605
East Bay Community Recovery Project,Project Pride/Womens Residential,,2551 San Pablo Avenue,2nd Floor,,Oakland,CA,94612,(510)832-0600 Intake: (800)600-0757,,,MH-SA/TX/RR/DD/HV/PW/OW/CJ/OA/,0300CA94612
First Step,Alcohol and Drug Crisis Center,,1531 Jefferson Street,,,Oakland,CA,94612,(510)271-8080,,,SA/TX/RR/OA/,0269CA94612
Fisher Foundation,,,2577 San Pablo Avenue,,,Oakland,CA,94612,(510)836-5400,,,SA/TX/OP/RR/DD/HV/PW/OW/CJ/PI/SS/OA/,9034CA94612
Healthy Babies Project,Harriet Tubman Recovery Center,,I 004 36th Street,,,Oakland,CA,94609,(510)450-0886 Intake: (510)596-4189,,,SA/TX/DT/OP/PH/RR/HV/PW/OW/MD/SS/,8159CA94609
Healthy Babies Project,Harriet Tubman Recovery Center II,,3328 Elm Street,,,Oakland,CA,94609,(510)450-0886 Intake: (510)596-4189,,,SA/TX/DT/OP/PH/RR/HV/PW/OW/CJ/MD/SS/,9398CA94609
Healthy Babies Project,Maudell Shirek,,3229 Elm Street,,,Oakland,CA,94609,(510)596-4189 Intake: (510)450-0886,,,SA/TX/OP/PH/PW/OW/CJ/,6210CA94609
Healthy Babies Project,Maude!! Shirek Recovery Village,,4 71 34th Street,,,Oakland,CA,94609,(510)450-0881,,,SA/TX/DT/OP/PH/RR/DD/PW/OW/CJ/PI/MI/SS/OA/,0620CA94609
Herzog Short Tenn Recovery Home,,,6025 Herzog Street,,,Oakland,CA,94608,(510)658-1041,,,SA/TX/OP/MI/SS/OA/,6289CA94608
Highland Hospital,Substance Abuse Program/Healthy Start,,1411 East 3 I st Street,,,Oakland,CA,94602,(510)437-5192 Intake: (510)437-4688,,,SA/TX/OP/PH/PW/OW/MD/MC/MI/OA/,0424CA94602
Kaiser Permanente,Chemical Dependency Services,,969 Broad\\ay,,,Oakland,CA,94607,(510)251-3965,,,SA/TX/DT/OP/PH/HI/AD/DD/HV/PW/OW/PI/,8641CA94607
Mandana Communitv Recover.' Center,Horizons Service Inc,,3989 Hm\e Street,,,Oakland,CA,94611,(510)595-9690,,,MH-SA/TX/OP/PI/MI/SS/OA/,8570CA94611
Missionarv Recover.' Center,,,1739 8th Street,,,Oakland,CA,94602,(510)849-9072,,,SA/TX/RR/CJ/OA/PI/,2679CA94602
Tn:atmcnt Services,,,3012 Summit Street,6th Floor,,Oakland,CA,94609,(510)869-8850 Intake: (510)652-7000 Hotline: (510)652-7000 (510)869-8850,,,SA/TX/DT/OP/PH/RR/HI/PI/MI/,7486CA94609
Narcotics Education League,Mujeres Con Esperanza,,3315 International Boulevard,,,Oakland,CA,94601,(510)536-4764,,,SA/TX/OP/DD/PW/OW/CJ/MC/SS/OA/,6336CA94601
Narcotics Education League,Recover.' Home/El Chante,,425 Vernon Street,,,Oakland,CA,94610,(510)465-4569 Intake: (510)419-1040,,,SA/TX/RR/MD/MC/PI/MI/SS/OA/,6349CA94610
Narcotics Education League,Si Sc Pucdc,,3315 International Boulevard,,,Oakland,CA,94601,(510)535-2303 Intake: (510)535-4760,,,SA/TX/OP/MD/SS/OA/,6336CA94601
Native American Health Center,,,3 124 East 14th Street,,,Oakland,CA,94601,(510)535-4440,www.uihbi.org,,TX/OP/AD/DD/HV/PW/OW/CJ/MD/MC/PI/MI/SS/OA/,3059CA94601
OHS Driving Under The Influence Prog,,,340 Pendleton Way,Suite 100,,Oakland,CA,94621,(510)569-9888x3022,,,SA/TX/OP/DU/OA/,9565CA94621
Praise Fellowship Ministries,Mens Recovery Facility,,7400 MacArthur Boulevard,,,Oakland,CA,94605,(510)569-8066,,,SA/TX/DT/OP/PH/RR/DU/SS/,5690CA94605
Saint Marys Center,Recovery 55,,635 22nd Street,,,Oakland,CA,94612,(510)893-4723,,,MH-SA/TX/OP/DD/OW/MD/OA/,2735CA94612
Salvation Armv,Adult Rehabilitation Center,,601 Webster Street,,,Oakland,CA,94607,(510)451-4514,,,SA/TX/OP/RR/CJ/OA/,0059CA94607
Solid Foundation,Womens Center,,4778 East 14th Street,,,Oakland,CA,94601,(510)533-5317,,,SA/TX/OP/PW/OW/DU/CJ/OA/,3829CA94601
Thunder Road,Chemical Dependency Rccowry Hospital,,390 40th Street,,,Oakland,CA,94609,(510)653-5040,,,SA/TX/OP/RR/HI/AD/DD/OW/CJ/MD/PI/SS/OA/,8648CA94609
Victory Outreach Ministries,,,3814 MacArthur Boulevard,,,Oakland,CA,94619,(510)482-4656,,,SA/TX/DT/OP/RR/HV/OW/CJ/SS/OA/,7664CA94619
West Oakland Health Council,Methadone Program,,3007 Telegraph Avenue,,,Oakland,CA,94609,(510)433-1500,,,SA/TX/DT/ML/OP/PW/MD/,3810CA94609
