"","x","y","marks"
"431",412455.567253367,4673815.82080883,"MOUD - Naltrexone"
"432",424078.291308941,4684429.58597088,"MOUD - Buprenorphine"
"433",393537.773325444,4690073.44329754,"MOUD - Buprenorphine"
"434",395062.015915059,4688760.38819177,"MOUD - Naltrexone"
"435",396946.69333448,4687897.31275436,"MOUD - Buprenorphine"
"436",434150.121069396,4653731.46030884,"MOUD - Buprenorphine"
"437",420362.240673721,4654820.21189965,"MOUD - Buprenorphine"
"438",421936.755729362,4656274.49414862,"MOUD - Methadone"
"439",424534.856648252,4657644.57297128,"MOUD - Naltrexone"
"440",421458.859718386,4653773.79116128,"MOUD - Buprenorphine"
"441",418249.7454098,4678938.26872957,"MOUD - Buprenorphine"
"442",414859.431800603,4678157.36257992,"MOUD - Naltrexone"
"443",420106.407015878,4677261.73360183,"MOUD - Buprenorphine"
"444",426536.965623994,4667142.06349025,"MOUD - Buprenorphine"
"445",432227.577602634,4687525.49526215,"MOUD - Buprenorphine"
"446",410220.212081517,4659705.0270588,"MOUD - Buprenorphine"
"447",411719.137606177,4660619.99908179,"MOUD - Naltrexone"
"448",405513.926851499,4638029.00752196,"MOUD - Naltrexone"
"449",404789.5350062,4642499.17277686,"MOUD - Buprenorphine"
"450",406174.549742397,4641700.97333769,"MOUD - Buprenorphine"
"451",404456.659931539,4643399.64972373,"MOUD - Methadone"
"452",406310.383568794,4632304.66091469,"MOUD - Buprenorphine"
"453",397401.245459507,4376874.78417904,"MOUD - Buprenorphine"
"454",396080.770941682,4376240.88648916,"MOUD - Naltrexone"
"455",400661.66215981,4365677.63021132,"MOUD - Methadone"
"456",378194.431561108,4359943.46614101,"MOUD - Buprenorphine"
"457",228167.332281026,4306045.59464586,"MOUD - Buprenorphine"
"458",327150.309502946,4490073.68438727,"MOUD - Methadone"
"459",336364.379709186,4488596.17852239,"MOUD - Buprenorphine"
"460",326708.616554568,4488583.95926253,"MOUD - Buprenorphine"
"461",333245.804917887,4489922.85969625,"MOUD - Buprenorphine"
"462",332090.409551171,4488365.84364574,"MOUD - Naltrexone"
"463",355991.490667954,4527553.33466935,"MOUD - Buprenorphine"
"464",398313.968435237,4439946.79360382,"MOUD - Naltrexone"
"465",396166.892530642,4442521.23906176,"MOUD - Methadone"
"466",396561.637895269,4438763.47042604,"MOUD - Buprenorphine"
"467",398152.414322171,4439722.9317455,"MOUD - Buprenorphine"
"468",396400.396446365,4438752.43409698,"MOUD - Buprenorphine"
"469",448863.711925291,4637622.51702031,"MOUD - Buprenorphine"
"470",449804.770443367,4638001.47656547,"MOUD - Methadone"
"471",448704.010172183,4638558.80715721,"MOUD - Naltrexone"
"472",450138.510367718,4638313.30311637,"MOUD - Buprenorphine"
"473",442377.761528816,4637451.9782684,"MOUD - Buprenorphine"
"474",443932.248548829,4637104.37297813,"MOUD - Methadone"
"475",444427.657435049,4637329.21589364,"MOUD - Buprenorphine"
"476",442901.407595103,4637479.3832467,"MOUD - Naltrexone"
"477",446162.868229592,4644842.68508399,"MOUD - Methadone"
"478",446491.194534222,4644507.99345411,"MOUD - Naltrexone"
"479",444363.523262572,4645464.43114116,"MOUD - Buprenorphine"
"480",447376.85232032,4645888.10091805,"MOUD - Buprenorphine"
"481",444480.248203292,4645458.61989155,"MOUD - Buprenorphine"
"482",446255.325029087,4640742.63963941,"MOUD - Buprenorphine"
"483",444944.726246763,4640702.34314542,"MOUD - Naltrexone"
"484",446571.241710991,4640497.06003696,"MOUD - Buprenorphine"
"485",444045.706776879,4640974.17415012,"MOUD - Buprenorphine"
"486",446184.972762991,4641325.88112043,"MOUD - Buprenorphine"
"487",445385.503116671,4641642.23724241,"MOUD - Buprenorphine"
"488",445555.042900044,4640123.22896182,"MOUD - Naltrexone"
"489",445970.288293626,4641234.275901,"MOUD - Methadone"
"490",449242.84689037,4628118.33807907,"MOUD - Buprenorphine"
"491",449219.443248511,4627911.55834607,"MOUD - Methadone"
"492",450889.680365687,4628152.6565104,"MOUD - Naltrexone"
"493",451936.423920907,4627454.44633442,"MOUD - Buprenorphine"
"494",448037.440943707,4631223.68122281,"MOUD - Methadone"
"495",446874.214357007,4631627.61030927,"MOUD - Buprenorphine"
"496",447599.631573214,4635045.90855412,"MOUD - Buprenorphine"
"497",447195.739129871,4630983.28770272,"MOUD - Naltrexone"
"498",446606.864707555,4634334.14110377,"MOUD - Buprenorphine"
"499",455657.828823836,4619563.26685877,"MOUD - Buprenorphine"
"500",451761.754406941,4620343.05429311,"MOUD - Buprenorphine"
"501",453751.695346357,4614987.16214808,"MOUD - Buprenorphine"
"502",453831.022519127,4613732.94763255,"MOUD - Methadone"
"503",454707.805669747,4618416.0328289,"MOUD - Naltrexone"
"504",398897.133396164,4452680.00816373,"MOUD - Buprenorphine"
"505",442809.262822067,4642932.48992116,"MOUD - Buprenorphine"
"506",440662.834340955,4645145.30527585,"MOUD - Naltrexone"
"507",441408.651152784,4643979.25733875,"MOUD - Buprenorphine"
"508",442074.978382172,4645050.05855392,"MOUD - Buprenorphine"
"509",439941.839228163,4644296.98614962,"MOUD - Naltrexone"
"510",443600.072534744,4645410.57834956,"MOUD - Methadone"
"511",443048.130583553,4642898.7751685,"MOUD - Buprenorphine"
"512",449149.939562545,4622785.46134007,"MOUD - Naltrexone"
"513",449289.898794536,4621678.19227098,"MOUD - Buprenorphine"
"514",449416.086237822,4623617.34605935,"MOUD - Buprenorphine"
"515",451076.354588943,4622166.97418461,"MOUD - Methadone"
"516",446656.515363565,4621366.65024792,"MOUD - Naltrexone"
"517",444938.166395428,4620075.01560588,"MOUD - Buprenorphine"
"518",444060.160018146,4622093.86556949,"MOUD - Methadone"
"519",447970.809808954,4620938.19393511,"MOUD - Buprenorphine"
"520",447658.275873832,4623307.92313587,"MOUD - Buprenorphine"
"521",444583.00232057,4639100.73995529,"MOUD - Buprenorphine"
"522",442463.820164309,4639317.84223236,"MOUD - Buprenorphine"
"523",443167.420582588,4638832.53788716,"MOUD - Buprenorphine"
"524",443936.044345087,4638999.00507322,"MOUD - Naltrexone"
"525",444075.481646676,4638822.41954509,"MOUD - Buprenorphine"
"526",443777.531799156,4640033.93196942,"MOUD - Methadone"
"527",441644.741289329,4631381.41812075,"MOUD - Methadone"
"528",439011.866103939,4632570.10889571,"MOUD - Buprenorphine"
"529",440227.130103262,4633893.36728802,"MOUD - Buprenorphine"
"530",440490.950520521,4634212.96214613,"MOUD - Buprenorphine"
"531",440652.153266948,4631979.21112618,"MOUD - Naltrexone"
"532",441096.929770183,4638192.20763298,"MOUD - Buprenorphine"
"533",440090.627283292,4635828.11634894,"MOUD - Naltrexone"
"534",441549.114893094,4646176.31735396,"MOUD - Naltrexone"
"535",440542.078197387,4648085.50281608,"MOUD - Buprenorphine"
"536",440641.979493261,4647475.68440327,"MOUD - Buprenorphine"
"537",442678.050908035,4645796.43576018,"MOUD - Buprenorphine"
"538",440561.5205778,4646152.58165814,"MOUD - Methadone"
"539",441235.731012834,4646618.79845438,"MOUD - Buprenorphine"
"540",445517.118648254,4652107.35893958,"MOUD - Buprenorphine"
"541",445736.325405341,4650454.23010078,"MOUD - Buprenorphine"
"542",444849.263238144,4650177.36472346,"MOUD - Buprenorphine"
"543",444101.407059204,4651263.49248345,"MOUD - Naltrexone"
"544",443750.356342445,4650564.39036654,"MOUD - Methadone"
"545",450504.491663526,4617007.10355062,"MOUD - Buprenorphine"
"546",448489.607027173,4613999.95380128,"MOUD - Methadone"
"547",447515.030187247,4618569.41623578,"MOUD - Naltrexone"
"548",446445.639525663,4614688.15319249,"MOUD - Buprenorphine"
"549",442310.077717958,4625191.30170545,"MOUD - Buprenorphine"
"550",442396.943439301,4624887.06950764,"MOUD - Buprenorphine"
"551",442590.487876992,4624915.79166669,"MOUD - Buprenorphine"
"552",438460.824235094,4625463.3895494,"MOUD - Buprenorphine"
"553",442608.385184639,4627030.38401577,"MOUD - Methadone"
"554",441593.589006808,4623223.22474559,"MOUD - Naltrexone"
"555",438695.137033026,4626026.28498241,"MOUD - Naltrexone"
"556",442819.180406268,4624137.99709066,"MOUD - Buprenorphine"
"557",436531.444632786,4646651.18263125,"MOUD - Buprenorphine"
"558",438601.131650534,4646872.55961767,"MOUD - Methadone"
"559",438789.609998186,4646416.6197106,"MOUD - Buprenorphine"
"560",439155.761431297,4646013.53975736,"MOUD - Naltrexone"
"561",445382.774979504,4617617.83690613,"MOUD - Naltrexone"
"562",444295.362552419,4615441.99837416,"MOUD - Buprenorphine"
"563",435955.849675131,4635418.53244515,"MOUD - Naltrexone"
"564",436384.897345927,4636979.19090778,"MOUD - Buprenorphine"
"565",438299.698583925,4637388.9088696,"MOUD - Methadone"
"566",436300.641757679,4637679.02392338,"MOUD - Buprenorphine"
"567",430042.232371876,4648279.12315121,"MOUD - Buprenorphine"
"568",440439.44786012,4628979.22542694,"MOUD - Buprenorphine"
"569",441357.89187683,4629263.5453461,"MOUD - Methadone"
"570",441176.582421435,4629146.89911824,"MOUD - Buprenorphine"
"571",442856.533041917,4630692.95596771,"MOUD - Naltrexone"
"572",441015.711171098,4627083.39135884,"MOUD - Buprenorphine"
"573",439773.797411484,4627889.503028,"MOUD - Buprenorphine"
"574",452527.23875153,4611335.3797422,"MOUD - Buprenorphine"
"575",433243.906955658,4644028.50878464,"MOUD - Buprenorphine"
"576",435056.219847168,4642676.90371024,"MOUD - Buprenorphine"
"577",430334.900269754,4645207.72881613,"MOUD - Naltrexone"
"578",431257.289170451,4644353.16839396,"MOUD - Methadone"
"579",436142.490530418,4642741.02923631,"MOUD - Buprenorphine"
"580",445245.234624316,4624768.40851333,"MOUD - Naltrexone"
"581",444158.649997032,4624960.9717116,"MOUD - Buprenorphine"
"582",450993.887168235,4625174.57767144,"MOUD - Buprenorphine"
"583",450148.880497311,4625057.98241627,"MOUD - Buprenorphine"
"584",448330.135211319,4625741.16645431,"MOUD - Naltrexone"
"585",451193.941646273,4626447.76094911,"MOUD - Methadone"
"586",436750.41593151,4624911.7276794,"MOUD - Naltrexone"
"587",434460.352988229,4624310.07612744,"MOUD - Buprenorphine"
"588",437207.583708835,4629032.83856021,"MOUD - Methadone"
"589",435975.012169738,4623108.79736446,"MOUD - Buprenorphine"
"590",443692.866331418,4650656.29335072,"MOUD - Methadone"
"591",441737.325265798,4652011.60354249,"MOUD - Buprenorphine"
"592",441858.418457939,4650781.89010976,"MOUD - Buprenorphine"
"593",443053.416661023,4650008.9837159,"MOUD - Naltrexone"
"594",437907.582130896,4649079.49621189,"MOUD - Buprenorphine"
"595",441542.169515671,4641071.70784608,"MOUD - Buprenorphine"
"596",440241.546192718,4640141.70630761,"MOUD - Naltrexone"
"597",443269.464653224,4641800.72191115,"MOUD - Buprenorphine"
"598",443025.231923822,4640826.06167803,"MOUD - Buprenorphine"
"599",442986.790194448,4640580.87350746,"MOUD - Naltrexone"
"600",443530.504010124,4642461.27944637,"MOUD - Methadone"
"601",441576.267501733,4641928.4666613,"MOUD - Buprenorphine"
"602",443771.071900112,4640241.44125219,"MOUD - Buprenorphine"
"603",452500.784994517,4625114.43445659,"MOUD - Naltrexone"
"604",453063.80193655,4622910.60585038,"MOUD - Methadone"
"605",454095.863395865,4623078.27862035,"MOUD - Buprenorphine"
"606",452332.074110196,4624099.10901198,"MOUD - Buprenorphine"
"607",437481.618085969,4640964.08421423,"MOUD - Naltrexone"
"608",437180.651647941,4642428.75338614,"MOUD - Buprenorphine"
"609",434897.671781012,4640144.1855912,"MOUD - Buprenorphine"
"610",434884.845390712,4640293.6967523,"MOUD - Buprenorphine"
"611",435539.676253104,4641170.57030866,"MOUD - Methadone"
"612",436506.96664611,4642230.0974008,"MOUD - Buprenorphine"
"613",446019.576915058,4647055.89461192,"MOUD - Methadone"
"614",444918.264961508,4647986.80387748,"MOUD - Buprenorphine"
"615",446187.916885991,4647291.11240595,"MOUD - Buprenorphine"
"616",446447.897198625,4646810.90027285,"MOUD - Naltrexone"
"617",444825.459742992,4645953.86586572,"MOUD - Buprenorphine"
"618",436694.467438611,4645046.29239578,"MOUD - Buprenorphine"
"619",436928.89068173,4644527.94070035,"MOUD - Methadone"
"620",438120.362817008,4645751.83266292,"MOUD - Buprenorphine"
"621",437638.443245158,4642918.66873285,"MOUD - Naltrexone"
"622",436945.484802001,4643364.06418463,"MOUD - Buprenorphine"
"623",445635.008231342,4638465.69880778,"MOUD - Naltrexone"
"624",445155.751250849,4638746.95072567,"MOUD - Buprenorphine"
"625",445522.540611389,4639933.37980018,"MOUD - Methadone"
"626",446143.299626972,4638692.94020455,"MOUD - Buprenorphine"
"627",419934.167875209,4647799.01176547,"MOUD - Buprenorphine"
"628",399559.353797703,4657249.38804444,"MOUD - Buprenorphine"
"629",405655.76851671,4652573.695252,"MOUD - Buprenorphine"
"630",411012.907992441,4653052.31849175,"MOUD - Naltrexone"
"631",410938.955249321,4653896.82072887,"MOUD - Buprenorphine"
"632",443538.494558927,4654995.67210898,"MOUD - Methadone"
"633",441931.065447326,4657580.70877908,"MOUD - Buprenorphine"
"634",439993.094009108,4657019.11500934,"MOUD - Buprenorphine"
"635",441526.596346458,4657256.77398135,"MOUD - Naltrexone"
"636",441470.021436798,4652429.08415652,"MOUD - Naltrexone"
"637",442591.418069078,4653685.54307584,"MOUD - Buprenorphine"
"638",433825.20541956,4639053.65338038,"MOUD - Buprenorphine"
"639",433547.045453208,4635788.32800735,"MOUD - Buprenorphine"
"640",434060.41916017,4631825.65877218,"MOUD - Methadone"
"641",435254.436744753,4635043.22070569,"MOUD - Buprenorphine"
"642",435051.984050843,4632899.6445115,"MOUD - Buprenorphine"
"643",433646.237259218,4631560.11531264,"MOUD - Naltrexone"
"644",404994.593090779,4600591.47311941,"MOUD - Buprenorphine"
"645",398324.459158007,4595294.34758573,"MOUD - Buprenorphine"
"646",444871.071661198,4610019.59665905,"MOUD - Buprenorphine"
"647",454513.174844884,4605330.90470006,"MOUD - Buprenorphine"
"648",454398.453394986,4607217.66398914,"MOUD - Naltrexone"
"649",400948.135422529,4582909.32347894,"MOUD - Buprenorphine"
"650",449313.716727074,4597422.57475888,"MOUD - Buprenorphine"
"651",449672.254663445,4593897.08262199,"MOUD - Methadone"
"652",451803.680120214,4598230.19759023,"MOUD - Buprenorphine"
"653",452809.083086387,4598107.89407252,"MOUD - Naltrexone"
"654",434843.657537417,4617728.28383764,"MOUD - Buprenorphine"
"655",446456.728312165,4589075.98713885,"MOUD - Buprenorphine"
"656",450337.781019076,4607191.69889635,"MOUD - Buprenorphine"
"657",427947.48975621,4591679.71509378,"MOUD - Buprenorphine"
"658",307043.963131187,4267927.01993425,"MOUD - Buprenorphine"
"659",311146.205134979,4320891.65170845,"MOUD - Buprenorphine"
"660",247744.491311457,4279892.60565118,"MOUD - Naltrexone"
"661",243209.213111162,4281650.00129155,"MOUD - Buprenorphine"
"662",248818.858929182,4290516.88301458,"MOUD - Buprenorphine"
"663",220675.625989801,4242359.490441,"MOUD - Buprenorphine"
"664",122572.835238487,4431466.53165127,"MOUD - Naltrexone"
"665",124880.548495886,4429827.43522643,"MOUD - Buprenorphine"
"666",123089.567341863,4434214.99670493,"MOUD - Buprenorphine"
"667",327523.319965473,4244123.41776989,"MOUD - Buprenorphine"
"668",336800.08798893,4408178.02642191,"MOUD - Naltrexone"
"669",320260.555214348,4405802.96835612,"MOUD - Buprenorphine"
