Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys,ID
oAk PArk,Corporate Health Resource Center,All Alc/Substance Abuse Progs on Site,161 North Marion Street,,,Oak Park,IL,60301,(708)383-6770,,,SA/TX/BU/OP/DU/SF/MC/SI/PI/SS/SP/F66/,4413IL60301
Pillars,,,120 South Marion Street,4th Floor,,Oak Park,IL,60302,(708)386-2100 Intake: (708)406-3105 Hotline: (708)386-2100,,,MH-SA/TX/OP/AD/CO/SF/PI/MI/SS/,8480IL60302
Way Back Inn Inc,Grateful House,,412 South Wesley Street,,,Oak Park,IL,60302,(708)344-3301 Intake: (708)345-8644,,,SA/TX/HH/RL/MN/SF/SI/PI/MI/AR/SS/F66/,9464IL60302
olney,Southeastern IL Counseling Centers Inc,Alcohol Outpatient Services,504 Micah Drive,,,Olney,IL,62450,(618)395-4306 Hotlines: (618)395-4306 (618)395-5026,,,MH-SA/TX/OP/AD/SF/MD/PI/MI/SS/,8202IL62450
olymPiA FielDS,Intercept Programs Inc,,20200 Governors Drive,Suite 104,,Olympia Fields,IL,60461,(708)747-8535,,,SA/TX/OP/DU/SF/SS/,1613IL60461
onArgA,Nexus Adolescent Chemical Health,,118 East Lincoln Avenue,,,Onarga,IL,60955,(815)268-4274,,,SA/TX/OP/AD/SF/MD/,9363IL60955
oQuAWkA,Bridgeway Inc,,1007 Frontage Road,Frontage Road P.O. Box,,Oquawka,IL,61469,(309)867-2626,,,MH-SA/TX/OP/DU/SF/MD/MC/SI/PI/MI/SS/AH/,0571IL61469
oregon,Sinnissippi Centers Inc,,125 South 4th Street,,,Oregon,IL,61061,(815)732-3157 Intake: (800)242-7642 Hotline: (800)242-7642,,,MH-SA/TX/OP/AD/HV/SF/MD/MC/SI/PI/MI/SS/AH/,6412IL61061
orlAnD PArk,Primary Care Center,,15300 West Avenue,Suite 313,,Orland Park,IL,60462,(708)460-2370 Intake: (708)460-2721 Hotline: (708)361-8255,,,MH-SA/TX/OP/PH/CO/WN/SF/MC/PI/,0360IL60462
ottAWA,DUI Assessments and Services Inc,,218 West Madison Street,,,Ottawa,IL,61350,(815)433-4025,,,SA/TX/OP/DU/SF/PI/,8464IL61350
James R Gage and Associates,,,1017 Clinton Street,,,Ottawa,IL,61350,(815)434-0034,,,SA/TX/OP/DU/SF/PI/,7707IL61350
North Central Behavioral Health System,,,727 Etna Road,,,Ottawa,IL,61350,(815)434-4727 Intake: (815)224-1610 Hotline: (815)224-1610,,,MH-SA/TX/OP/AD/CO/DU/SF/MD/MC/SI/PI/MI/,5566IL61350
PAlAtine,Bridge Youth and Family Services,,721 South Quentin Road,,,Palatine,IL,60067,(847)359-7490,,,MH/TX/OP/AD/CO/SF/PI/SS/SP/,8247IL60067
PAloS heightS,New Visions Counseling Services Inc,,7808 West College Drive,Suite LL1,,Palos Heights,IL,60463,(630)493-1100,,DWI/DUI Clients Only,SA/TX/OP/DU/SF/,8619IL60463
Palos Community Hospital,,,12251 South 80th Avenue,,,Palos Heights,IL,60463,(708)923-4000x5775 Intake: (708)923-5775 Hotline: (708)361-8255,,,MH-SA/TX/DT/HI/AD/CO/SE/SF/MC/PI/MI/,4718IL60463
PAloS hillS,All Types Counseling Services LLC,,9944 South Roberts Road,Suite 208,,Palos Hills,IL,60465,(708)599-4220,,,MH-SA/TX/OP/AD/CO/HV/GL/SE/PW/WN/MN/DU/CJ/SF/PI/AR/SS/PA/,0088IL60465
Baxter and Sheeren Inc,,,10761 South Roberts Road,,,Palos Hills,IL,60465,(708)974-1177,,,SA/TX/OP/DU/MC/,7973IL60465
PAnA,New Horizons Substance Abuse,Counseling Agency,129 South Locust Street,,,Pana,IL,62557,(217)824-9600,,,SA/TX/OP/AD/DU/CJ/SF/,9665IL62557
PAriS,ABBCON Counseling,Edgar Treatment Center,150 East Wood Street,Suite A,,Paris,IL,61944,(217)465-2992,,,SA/TX/OP/DU/SF/,1949IL61944
Human Resources Center of,Edgar and Clark Counties,,118 East Court Street,P.O. Box 1118,,Paris,IL,61944,(217)465-4118 Hotline: (866)567-2400,,,MH-SA/TX/OP/DU/SF/MD/MC/SI/PI/AR/AH/,0085IL61944
PArk ForeSt,Aunt Marthas Youth Service Center,,440 Forest Boulevard,,,Park Forest,IL,60466,(708)679-8000 Intake: (708)679-8130,,,SA/TX/OP/AD/SF/MD/,2110IL60466
Comgraph Inc,,,252 Main Street,,,Park Forest,IL,60466,(708)481-9570,,,SA/TX/OP/AD/DU/SF/MD/MC/SP/,2008IL60466
PArk riDge,Maine Center,,832 Busse Highway,,,Park Ridge,IL,60068,(847)696-1376x413 Intake: (847)696-1376x401 Hotline: (847)696-1576,,,MH-SA/TX/OP/AD/CO/DU/CJ/SF/SI/PI/MI/AR/SS/AH/SP/,4700IL60068
New Leaf Counseling LLC,,,1460 Renaissance Drive,Suite 211,,Park Ridge,IL,60068,(847)391-4180,,,SA/TX/OP/AD/DU/SF/,0212IL60068
Pekin,Alcohol and Drug Professionsals,of FultonCounty/Pekin Office,15 South Capital Street,Suite 219,,Pekin,IL,61554,(309)649-1002,,,SA/TX/OP/AD/DU/SF/,0686IL61554
Countermeasures Inc,,,519 Court Street,,,Pekin,IL,61554,(309)347-8282,,,SA/TX/OP/AD/DU/SF/SS/PA/,7541IL61554
Tazwood Mental Health Center Inc,,,3248 Vandever Avenue,,,Pekin,IL,61554,(309)347-5522,,,MH-SA/TX/OP/AD/CO/SF/MD/SI/PI/MI/AR/SS/AH/,5396IL61554
PeoriA,Alcohol and Related Counseling,,416 Main Street,Suite 832,,Peoria,IL,61602,(309)672-2272,,DWI/DUI Clients Only,SA/TX/OP/DU/SF/,2278IL61602
Central Illinois,Center for the Treatment of Addictions,,130 Richard Pryor Place,,,Peoria,IL,61605,(309)671-8960 Intake: (309)671-8040,,,SA/TX/RL/PW/WN/BC/SF/MD/SI/PI/MI/AR/SS/PA/,8646IL61605
Chidrens Home Association of Illinois,,,404 NE Madison,,,Peoria,IL,61603,(309)685-1047 Intakes: (309)687-7911 (309)687-7931,,,MH/TX/OP/AD/CO/SP/,2169IL61603
Countermeasures Inc,,,456 West Fulton Street,Suite 271,,Peoria,IL,61602,(309)676-7868,,,SA/TX/OP/AD/DU/SF/SS/PA/,9314IL61602
Human Service Center,,,228 NE Jefferson Street,,,Peoria,IL,61654,(309)671-8000 Intake: (309)671-8060x2268,,Methadone Clients Only,MH/TX/MM/DM/OP/CO/SF/MD/MC/SI/PI/MI/AR/SS/PA/,9256IL61654
Human Service Center of Peoria,Youth and Community Services,,1200 Hamilton Boulevard,,,Peoria,IL,61606,(309)589-7980 Intake: (309)692-6900,,,MH-SA/TX/OP/AD/CO/CJ/SF/MD/MC/SI/PI/MI/AR/SS/PA/,0697IL61606
Human Services Center,Women at the Crossroads,,3420 North Rochelle Street,,,Peoria,IL,61604,(309)671-8040,,,SA/TX/OP/SF/MD/MC/SI/PI/MI/PA/,8407IL61604
IL Alcohol and Drug Evaluation Servs,,,7501 North University Street,Suite 201,,Peoria,IL,61614,(309)692-9236 Intakes: (888)374-7623 (888)DRIROAD,,,SA/TX/OP/DU/SF/PI/,8422IL61614
IL Institute for Addiction Recovery at,Proctor Hospital,,5409 North Knoxville Avenue,,,Peoria,IL,61614,(309)691-1055 Intake: (800)522DRUG,,,SA/TX/DT/BU/HI/OP/PH/AD/CO/WN/MN/SF/MC/PI/,4540IL61614
New Leaf,,,3500 New Leaf Lane,,,Peoria,IL,61615,(309)692-6900 Intakes: (309)671-8040 (800)475-0257,,,SA/TX/RS/RL/WN/BC/SF/MD/SI/PI/MI/AR/SS/PA/,5303IL61615
Richardson Counseling Center LLC,,,5909 South Adams Street,,,Peoria,IL,61607,(309)633-1030,,,SA/TX/OP/AD/WN/DU/SF/PI/PA/,6273IL61607
TAP Resources,,,2390 West Nebraska Avenue,,,Peoria,IL,61604,(309)676-8762,,,SA/TX/OP/SF/PI/,7606IL61604
White Oaks Center,,,3400 New Leaf Lane,,,Peoria,IL,61654,(309)692-6900,,,SA/TX/OP/PH/SE/WN/MN/DU/SF/MD/SI/PI/MI/AR/SS/PA/,7626IL61654
White Oaks Knolls for Men,Whitman Medical Unit,,2101 West Willow Knolls Road,,,Peoria,IL,61614,(309)689-3074 Intake: (309)692-6900,,,SA/TX/DT/BU/RS/RL/MN/SF/MD/SI/PI/MI/AR/SS/PA/SP/,5437IL61614
Youth and Community Services,Human Service Center,,1200 Hamilton Boulevard,,,Peoria,IL,61606,(309)589-7980 Hotline: (309)671-8040,,,MH-SA/TX/OP/AD/CO/SF/MD/MC/SI/PI/MI/SS/PA/AH/,2488IL61606
PeoriA heightS,Rose Medical Association Inc/Peoria,,1327 East Kelly Avenue,,,Peoria Heights,IL,61616,(309)686-1600,,Methadone and Buprenorphine Clients Only,SA/TX/MM/DM/BU/OP/SF/PI/AR/,9073IL61616
PittSFielD,Mental Health Centers of Western IL,Pike Site,121 South Madison Street,,,Pittsfield,IL,62363,(217)285-4436 Hotline: (217)285-6111,,,MH-SA/TX/OP/WN/DU/SF/SI/PI/MI/,8690IL62363
PlAno,DUI Counseling Center/Kendall Cnty,Bayrach Counseling Services,105 East South Street,,,Plano,IL,60545,(630)552-9910 Intake: (630)762-1122,,,MH-SA/TX/OP/CO/HV/PW/WN/DU/CJ/SF/PI/AR/SS/SP/F47/F66/,4183IL60545
PleASAnt PlAinS,Personal Counseling Services,,202 West Route 125,Suite 2,,Pleasant Plains,IL,62677,(217)726-7273,,,MH-SA/TX/OP/CO/HV/MN/DU/SF/PI/,0381IL62677
PontiAC,Institute for Human Resources,,310 East Torrance Avenue,,,Pontiac,IL,61764,(815)844-6109 Hotlines: (309)827-4005 (800)570-7284,,,MH-SA/TX/OP/AD/DU/SF/MD/PI/SS/,9432IL61764
PrinCeton,North Central Behavioral Health System,,526 Bureau Valley Parkway,,,Princeton,IL,61356,(815)875-4458 Intake: (815)224-1610 Hotline: (815)224-1610,,,MH-SA/TX/OP/SF/MD/MC/SI/PI/MI/,5250IL61356
QuinCy,Great River Recovery Resources Inc,,428 South 36th Street,,,Quincy,IL,62301,(217)224-6300 Hotline: (217)224-6300,,,SA/TX/DT/RS/OP/PH/WN/MN/DU/SF/MC/PI/MI/AR/SS/PA/AH/SP/,8049IL62301
Park Place Center,,,636 Hampshire Street,Suite 207,,Quincy,IL,62301,(217)222-0143 Intake: (800)238-4385,,,MH-SA/TX/OP/MN/DU/CJ/SF/PI/MI/,2038IL62301
reD buD,Human Service Center,Southern Metro East,10257 State Route 3,,,Red Bud,IL,62278,(618)282-6233 Hotline: (618)397-0963,,,MH-SA/TX/OP/AD/DU/SF/MD/SI/PI/,7889IL62278
riDgWAy,Egyptian Public and Mental Health Dept,,112 East Main Street,,,Ridgway,IL,62979,(618)272-4691 Hotline: (618)252-8661,,,MH-SA/TX/OP/WN/SF/MD/MC/PI/MI/SS/AH/,9261IL62979
robinSon,Southeastern IL Counseling Centers Inc,Crawford Family Counseling Center,204 West Highland Street,,,Robinson,IL,62454,(618)546-1021 Hotlines: (618)546-1021 (618)395-5026,,,MH-SA/TX/OP/AD/SF/MD/PI/MI/SS/,2810IL62454
roChelle,Braden Counseling Center PC,,1500 West Lincoln Avenue,Building B,,Rochelle,IL,61068,(815)561-8855 Intake: (815)787-9000,,,MH-SA/TX/OP/CO/DU/CJ/SF/MC/PI/,0929IL61068
Sinnissippi Centers Inc,,,1321 North 7th Street,,,Rochelle,IL,61068,(815)562-3801 Intake: (800)242-7642 Hotline: (800)242-7642,,,MH-SA/TX/OP/AD/HV/SF/MD/MC/SI/PI/MI/SS/AH/,6782IL61068
roCk FAllS,Recovery Zone,,1503 1st Avenue,Suite A,,Rock Falls,IL,61071,(815)626-2800,,,SA/TX/OP/DU/SF/PI/SS/,4904IL61071
roCk iSlAnD,Alcohol and Drug Educational Services,,1705 2nd Avenue,Suite 100,,Rock Island,IL,61201,(309)786-2992,,,SA/TX/OP/DU/SF/PI/SS/PA/,9081IL61201
Alcohol/Drug Evaluations and Treatment,,,311 18th Street,,,Rock Island,IL,61201,(563)320-3598,,,MH-SA/TX/OP/AD/DU/SF/MD/MC/PI/MI/SP/F42/,0342IL61201
Center for Alcohol and Drug Servs Inc,Rock Island Office,,4230 11th Street,,,Rock Island,IL,61201,(309)788-4571,,Methadone Clients Only,SA/TX/MM/OP/HV/WN/DU/SF/MD/PI/SS/AH/,9360IL61201
Family Counseling and Psychology Ctr,DUI Services,,303 18th Street,,,Rock Island,IL,61201,(309)788-6374,,DWI/DUI Clients Only,MH-SA/TX/OP/AD/DU/SF/MC/PI/MI/,0058IL61201
roCkForD,Al Tech of Rockford Inc,Drug/Alcohol Outpatient Treatment,2233 Charles Street,Suite G,,Rockford,IL,61104,(815)397-3606,,,SA/TX/OP/DU/SF/SP/F10/F70/,9218IL61104
Changes Place,,,258 North Phelps Avenue,,,Rockford,IL,61108,(815)316-0699,,,SA/TX/OP/DU/SF/PI/SP/,1206IL61108
Discovery House RF Inc,,,4855 East State Street,Suite 14,,Rockford,IL,61108,(815)484-0900 Hotline: (888)366-7929,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/AH/,6939IL61108
Jack Clarks Family,Recovering Community Inc,,2936 West Chatham Lane,,,Rockford,IL,61101,(773)252-2877,,,HH/,8204IL61101
PHASE Inc,,,516 Green Street,,,Rockford,IL,61102,(815)962-0871 Intake: (815)547-4502,,Methadone Clients Only,SA/TX/DT/MM/OP/AD/CO/PW/WN/DU/CJ/SF/MD/PI/SS/PA/,3403IL61102
Rosecrance Inc,Eastrock,,5279 28th Avenue,,,Rockford,IL,61109,(815)391-1000 Intakes: (800)252-6465 (800)ALCOHOL Hotlines: (800)252-6465 (800)ALCOHOL,,,SA/TX/OP/AD/SF/MD/SI/PI/,8556IL61109
Rosecrance Inc,Griffin WIlliams Campus Adol Trt Ctr,,1601 University Drive,,,Rockford,IL,61107,(815)391-1000 Intake: (800)252-6465 Hotline: (800)252-6465,,,SA/TX/RS/RL/OP/AD/SF/MD/SI/PI/,4256IL61107
Rosecrance Inc,Harrison Rosecrance Health Campus,,3815 Harrison Avenue,,,Rockford,IL,61108,(815)391-1000 Intake: (815)252-6465 Hotline: (815)252-6465,,,SA/TX/DT/BU/RS/OP/PH/WN/MN/SF/MD/SI/PI/,9566IL61108
Rosecrance Inc,Monarch Outpatient,,1322 East State Street,Suite 301,,Rockford,IL,61104,(815)490-0077 Intakes: (815)391-1000 (800)252-6465 Hotline: (800)252-6465,,,SA/TX/OP/AD/SF/MD/SI/PI/,1294IL61104
Rosecrance Inc,River District Outpatient Clinic,,810 East State Street,,,Rockford,IL,61104,(815)391-1000 Intake: (800)252-6465 Hotline: (800)252-6465,,,SA/TX/OP/CJ/SF/MD/PI/,9360IL61104
rolling meADoWS,Rolling Meadows Counseling Center,,1835 Hicks Road,,,Rolling Meadows,IL,60008,(847)991-5710,,,SA/TX/OP/DU/SF/SS/SP/,0641IL60008
Therapeutic Interventions Inc,,,1645 Hicks Road,Suites C and D,,Rolling Meadows,IL,60008,(847)991-4800x27 Intake: (847)991-4800x24,,Methadone Clients Only,SA/TX/MM/OP/CO/PW/WN/MN/CJ/SF/PI/,3699IL60008
rounD lAke,Northern Illinois Council on Alc and,Substance Abuse/(NICASA),31979 North Fish Lake Road,,,Round Lake,IL,60073,(847)546-6540 Intakes: (847)546-6450 (847)546-6452,,,SA/TX/OP/AD/WN/DU/SF/MD/SS/AH/SP/,9332IL60073
SAint ChArleS,Associated DUI Centers Inc,,2210 Dean Street,Suite J-2,,Saint Charles,IL,60175,(630)443-2833,,DWI/DUI Clients Only,SA/TX/OP/AD/CO/PW/DU/SF/,4625IL60175
DUI Counseling Ctr/Saint Charles,Bayrach Coun Servs/Outpt,,1750 East Main Street,Suite 80,,Saint Charles,IL,60174,(630)762-1122,,,SA/TX/OP/CJ/SF/SP/,0503IL60174
DUI Counseling Ctr/Saint Charles,Bayrach Coun Servs/SA,,1750 East Main Street,Suite 80,,Saint Charles,IL,60174,(630)762-1122,,,SA/TX/OP/DU/SF/PI/SP/,0503IL60174
Renz Addiction Counseling Center,,,309 Walnut Street,,,Saint Charles,IL,60174,(630)513-6886 Intakes: (630)513-1380 (847)742-3545x1 Hotline: (847)742-4033,,,SA/TX/OP/PW/WN/DU/CJ/SF/MD/MC/SI/PI/SS/PA/,3963IL60174
SAlem,ABC DUI Services,,1437 West Whittaker Street,Suite C,,Salem,IL,62881,(618)548-4490,,,SA/TX/OP/DU/SF/SS/,4633IL62881
Community Resource Center,,,1325 West Whittaker Street,Suite C,,Salem,IL,62881,(618)548-2181 Hotline: (618)533-1391,,,MH-SA/TX/OP/AD/SF/MD/MC/PI/SS/AH/,3140IL62881
SChAumburg,Alexian Brothers,Behavioral Health Hospital,1650 Moon Lake Boulevard,,,Schaumburg,IL,60169,(847)882-1600 Intake: (800)432-5005 Hotline: (800)432-5005,,,MH-SA/TX/DT/BU/HI/OP/PH/AD/CO/HV/GL/SE/PW/WN/MN/DU/CJ/SF/MD/MC/SI/PI/MI/AH/SP/,9511IL60169
Behavioral Healthcare Associates Ltd,,,1375 East Schaumburg Road,Suite 240,,Schaumburg,IL,60194,(847)895-4540 Hotline: (847)895-4540,,,MH-SA/TX/DT/BU/OP/PH/AD/CO/PW/WN/MN/DU/SF/MD/MC/SI/PI/MI/AR/SS/SP/F17/F70/,3560IL60194
LSSSI-BHS in the Northwest Suburbs,,,1111 North Plaza Drive,Suite 250,,Schaumburg,IL,60173,(847)619-0849,,,SA/TX/OP/DU/SF/MD/PI/SS/PA/AH/SP/,9619IL60173
Leyden Family Service,Share Program,,1776 Moon Lake Boulevard,,,Schaumburg,IL,60194,(847)882-4181 Intake: (847)882-4299,,,SA/TX/DT/BU/HI/RS/OP/PH/CO/WN/MN/DU/SF/MD/PI/AR/,0462IL60194
McDermott Center/Haymarket Center,West,,1990 East Algonquin Road,,,Schaumburg,IL,60173,(847)397-5340 Hotline: (800)371-7956,,,SA/TX/OP/AD/HV/WN/DU/CJ/SF/MD/SI/PI/MI/AR/SS/AH/SP/F66/,1815IL60173
Professional Consultations Inc,All Alc/Substance Abuse Progs on Site,,2200 West Higgins Road,Suite 255,,Schaumburg,IL,60195,(847)428-7260 Intake: (800)428-7260 Hotline: (800)428-7260,,,MH-SA/TX/OP/AD/CO/WN/DU/CJ/SF/MC/PI/MI/SS/SP/,5462IL60195
Schaumburg Interventions and Counseling Center LLC,,,1340 Remington Road,Suite K,,Schaumburg,IL,60173,(847)882-8908,,Methadone and Buprenorphine Clients Only,SA/TX/MM/BU/OP/CO/SE/PW/WN/MN/SF/PI/SP/F81/,9889IL60173
Wendy Stebbins and Associates,,,1701 East Woodfield Road,Suite 415,,Schaumburg,IL,60173,(847)330-0990 Intake: (312)493-3530,,DWI/DUI Clients Only,SA/TX/OP/DU/SF/,3295IL60173
Shelbyville,Central East Alcohol and Drug Council,Outpatient Services,155 South Morgan Street,,,Shelbyville,IL,62565,(217)774-5566 Intake: (217)348-8108 Hotline: (217)348-8108,,,SA/TX/OP/DU/MD/SI/PI/AR/SS/,8230IL62565
Shelby County Community Services Inc,,,101 East North 12th Street,,,Shelbyville,IL,62565,(217)774-1400,,,SA/TX/OP/DU/SF/MD/MC/SI/PI/SS/,8133IL62565
SilviS,Center for Alcohol and Drug Servs Inc,Circle of Hope,801 Illini Drive,,,Silvis,IL,61282,(309)792-4899,,,SA/TX/RS/SF/MD/PI/SS/,5611IL61282
Skokie,Alon Treatment Center,,9150 North Crawford Avenue,,,Skokie,IL,60076,(847)679-4026 Hotline: (847)679-4026,,,SA/TX/DT/OP/DU/SF/SS/,5990IL60076
Behavior Services Center,,,8707 Skokie Boulevard,Suite 207,,Skokie,IL,60077,(847)673-8577 Intake: (847)929-4068 Hotlines: (847)673-8577 (847)929-4068,,,MH-SA/TX/DT/BU/OP/AD/CO/GL/SE/WN/MN/DU/CJ/SF/MD/MC/SI/PI/MI/AR/SS/PA/AH/SP/F66/F70/F89/F99/,5748IL60077
Lifeline Counseling Center Inc,,,4948 Dempster Street,Suite 201,,Skokie,IL,60077,(847)626-5001 Intakes: (847)626-0051 (847)626-0050,,,MH-SA/TX/OP/DU/SF/SS/F8/F66/F70/F89/,9144IL60077
SPArtA,Human Service Center,Southern Metro East,104 Northtown Road,,,Sparta,IL,62286,(618)443-3045 Hotline: (618)397-0963,,,MH-SA/TX/OP/AD/SF/MD/SI/PI/,3674IL62286
SPringFielD,A Plus DUI Services LLC,,1305 Wabash Avenue,Suite E,,Springfield,IL,62704,(217)698-3900 Intake: (866)758-7384,,,SA/TX/DT/OP/DU/SF/,2198IL62704
Alcohol and Addictions Outpatient Ctr,,,525 South Grand Avenue West,,,Springfield,IL,62704,(217)525-5041,,,SA/TX/OP/DU/SF/SS/,5611IL62704
DUI Solutions and Trt Alternatives,,,925 South Spring Street,Suite B,,Springfield,IL,62704,(217)528-1988 Hotline: (217)528-1988,,,SA/TX/OP/AD/DU/CJ/SF/,3571IL62704
Gateway Foundation Inc,Springfield Facility,,2200 Lake Victoria Drive,,,Springfield,IL,62703,(217)529-9266x2602 Intakes: (217)529-9266x2610 (217)529- 9266x2607,,,SA/TX/BU/RS/RL/OP/AD/CO/WN/SF/MD/SI/PI/SS/PA/,7795IL62703
IL Institute for Addiction Recovery,,,3050 Montvale Drive,Suite E,,Springfield,IL,62704,(217)726-6611 Intake: (800)522DRUG,,,SA/TX/OP/PH/CO/WN/MN/SF/PI/,0824IL62704
Personal Counseling Services,,,2659 Farragut Drive,,,Springfield,IL,62704,(217)726-7273,,,MH-SA/TX/OP/CO/HV/WN/MN/DU/SF/PI/,0441IL62704
Solutions Counseling and DUI Services,,,1306 South 6th Street,Suite B,,Springfield,IL,62703,(217)757-0000,,,SA/TX/OP/DU/SF/F67/,3176IL62703
Stillmeadow Counseling Center,,,706 South Grand Avenue West,,,Springfield,IL,62704,(217)528-4499,,,SA/TX/OP/DU/SF/,2352IL62704
Triangle Center,,,120 North 11th Street,,,Springfield,IL,62703,(217)544-9858 Hotline: (217)544-9858,,Methadone Clients Only,SA/TX/DT/MM/HH/RS/RL/OP/PH/WN/MN/DU/CJ/SF/MD/PI/SS/AH/,1626IL62703
Sterling,Lutheran Social Services of Illinois,,1901 1st Avenue,,,Sterling,IL,61081,(815)626-7333x206 Intake: (815)626-7333,,,MH-SA/TX/OP/AD/DU/SF/MD/SS/AH/,7200IL61081
Sinnissippi Centers Inc,,,2611 Woodlawn Road,,,Sterling,IL,61081,(815)625-0013 Intake: (800)284-7642 Hotline: (800)242-7642,,,MH-SA/TX/OP/HV/SF/MD/MC/SI/PI/SS/AH/,2172IL61081
Stone PArk,Pilsen Little Village,Community Mental Health Center,1546 North Mannheim Road,,,Stone Park,IL,60165,(708)410-0856 Intake: (888)255-5523,,Methadone Clients Only,MH-SA/TX/DT/MM/DM/OP/SF/MD/AR/SP/,1871IL60165
StreAmWooD,Streamwood Behavioral Health Center,,1400 East Irving Park Road,,,Streamwood,IL,60107,(630)837-9000,,,MH/TX/OP/AD/CO/SF/MD/PI/SS/,8064IL60107
StreAtor,North Central Behavioral Health System,,17 Northpoint Drive,,,Streator,IL,61364,(815)673-3388 Intake: (815)224-1610 Hotline: (815)224-1610,,,MH-SA/TX/OP/SF/MD/MC/SI/PI/MI/,2079IL61364
SyCAmore,Braden Counseling Center PC,,2580 DeKalb Avenue,Suite C,,Sycamore,IL,60178,(815)787-9000,,,MH-SA/TX/OP/CO/DU/CJ/SF/MC/PI/,8324IL60178
DUI Counseling Center,Bayrach Counseling Services,,407 West State Street,,,Sycamore,IL,60178,(815)895-9000,,,SA/TX/OP/DU/SF/PI/SP/,2362IL60178
Professional Consultations Inc,,,134 West State Street,,,Sycamore,IL,60178,(800)428-7260 Hotline: (800)428-7260,,,MH-SA/TX/OP/AD/DU/CJ/SF/MC/PI/MI/SS/SP/,5439IL60178
tAylorville,Liberty Counseling Center,,209 West Washington Street,,,Taylorville,IL,62568,(217)725-6212 Intake: (217)287-2550,,,SA/TX/OP/SF/SS/,9417IL62568
Triangle Center,,,320 North Western Avenue,,,Taylorville,IL,62568,(217)824-7330,,,SA/TX/OP/SF/MD/PI/SS/AH/,0239IL62568
toleDo,Cumberland Associates Counseling Ctr,,120 Courthouse Square,,,Toledo,IL,62468,(217)849-3803 Hotline: (217)849-3803,,,MH/TX/OP/CO/SE/DU/CJ/SF/PI/AH/,0046IL62468
tuSColA,ABBCON Counseling,Douglas Treatment Center,107 West South Central Avenue,,,Tuscola,IL,61953,(217)253-3111,,,SA/TX/OP/SF/MC/PI/MI/AR/,6981IL61953
urbAnA,Alcohol/Chemical Evaluation Services,DBA ACES Ltd,217 North Broadway Avenue,,,Urbana,IL,61801,(217)344-2671 Intake: (217)344-2674,,,SA/TX/OP/AD/PW/DU/SF/MD/MC/PI/AR/SS/,1417IL61801
Carle Addiction Recovery Center,,,204 West University Avenue,,,Urbana,IL,61801,(217)383-6039,,,SA/TX/BU/OP/DU/SF/PI/,7598IL61801
Prairie Center Health Systems Inc,,,Killarney Street Unit,718 Killarney Street,,Urbana,IL,61801,(217)328-4500 Hotline: (217)356-7576,,,SA/TX/OP/PH/AD/HV/WN/MN/DU/CJ/SF/MD/SI/PI/MI/SS/PA/AH/F28/F30/F66/F70/,9537IL61801
vAnDAliA,Community Resource Center,,421 West Main Street,,,Vandalia,IL,62471,(618)283-4229 Hotline: (618)533-1391,,,MH-SA/TX/OP/DU/SF/MD/MC/PI/SS/AH/,6067IL62471
Helm DUI Services,,,716 School Street,,,Vandalia,IL,62471,(618)283-2313,,,SA/TX/OP/CO/DU/CJ/SF/,7476IL62471
vernon hillS,Lake County Health Dept /CHC,Behav Health/Womens Resid Servs,24647 North Milwaukee Avenue,,,Vernon Hills,IL,60061,(847)377-7950 Intake: (847)377-7841,,,SA/TX/RS/CO/PW/WN/BC/SF/MD/PI/MI/SS/PA/,4968IL60061
viennA,Family Counseling Center Inc,,408 East Vine Street,,,Vienna,IL,62995,(618)658-2611,,,MH/TX/OP/AD/WN/DU/SF/MD/PI/SS/,8524IL62995
villA PArk,Confidential DUI Services,,17 W662 Butterfield Road,Suite 306,,Villa Park,IL,60181,(708)222-0003,,DWI/DUI Clients Only,SA/TX/OP/DU/SF/AR/SP/,9099IL60181
Families Matter Behavioral Health Inc,,,2 Mid America Plaza,Route 83 and 22nd Street Suite 800,,Villa Park,IL,60181,(630)675-7686 Intake: (630)847-0930,,,MH-SA/TX/OP/CO/WN/DU/CJ/SF/MC/SI/PI/SS/,0996IL60181
Soft Landing Interventions,,,1S224 Summit Avenue,Suite 310,,Villa Park,IL,60181,(630)261-9220 Intake: (630)261-9022,,,SA/TX/DT/BU/OP/PH/DU/CJ/SF/PI/SS/PA/,9372IL60181
WAterloo,Human Support Services,Substance Abuse Alternatives,988 North Illinois Route 3,P.O. Box 146,,Waterloo,IL,62298,(618)939-4444,,,MH/TX/OP/AD/DU/SF/MD/SI/PI/MI/SS/,0657IL62298
WAtSekA,Iroquois Mental Health Center,,323 West Mulberry Street,,,Watseka,IL,60970,(815)432-5241 Hotlines: (815)432-5241 (815)432-5841,,,MH-SA/TX/OP/AD/DU/CJ/SF/MD/MC/SI/PI/MI/,6190IL60970
WAuConDA,Cornell Interventions,,26991 Anderson Road,,,Wauconda,IL,60084,(847)526-0404 Intakes: (847)526-0404x73604 (847)526- 0404x73613,,,SA/TX/RL/OP/PH/AD/SF/MD/SI/PI/MI/SS/,2629IL60084
WAukegAn,BAM Recovery House,,431 North Genesee Street,,,Waukegan,IL,60085,(312)307-2454,,,HH/,2301IL60085
