"ZCTA","minDisRx","timeDrive","countDrive"
23303,3.93,6.74,6
23304,3.89,11.35,16
23306,4.64,11.54,7
23307,2.68,5.99,4
23308,11.78,14.67,9
23310,3.56,0,2
23313,7.21,11.49,1
23314,0.25,0,97
23315,8.73,15.83,4
23316,3.37,3.94,4
23320,0.92,0,153
23321,2.22,0,142
23322,1.93,0,137
23323,6.5,0,169
23324,1.14,0,181
23325,1.74,8.43,181
23336,2.67,0,2
23337,4.39,6.76,6
23347,8.09,13.32,4
23350,1.35,0,7
23354,3.79,10.5,4
23356,5.28,27.06,6
23357,5.45,11.89,5
23358,10.42,29.44,2
23359,6.34,12.75,7
23389,7.92,25.63,6
23395,5.79,13.33,6
23398,6.1,15.19,3
23401,6.35,13.74,7
23405,5.9,16.94,4
23407,9.4,10.36,9
23408,0.61,0,4
23409,9.1,20.69,1
23410,4.24,10.45,7
23413,1.12,6.21,4
23414,12.36,16.11,5
23415,2.18,7.87,6
23416,1.81,0,6
23417,4.38,0,6
23418,0.71,0,6
23420,5.4,15.12,7
23421,8.97,17.12,5
23422,8.21,20.42,7
23423,8.81,21.73,7
23426,9.18,18.78,1
23427,11.28,29.93,1
23430,1.92,0,46
23432,2.18,0,30
23433,3.91,9.24,80
23434,2.41,0,51
23435,2.62,0,154
23436,3.27,8.74,92
23437,9.87,21.81,12
23438,13.08,20.12,9
23440,16.27,19.75,4
23441,1.27,6.24,7
23442,3.97,6.09,6
23451,1.57,0,112
23452,0.41,0,174
23453,0.66,0,166
23454,1.74,0,112
23455,0.25,0,160
23456,2.39,0,149
23457,11.81,23.23,21
23459,3.43,13.79,110
23460,2.6,11.87,93
23461,2.8,15.47,71
23462,0.8,0,181
23464,0.24,0,181
23480,4.15,16.52,6
23486,1.76,9.47,7
23487,4.05,0,19
23488,4.71,10.49,5
23502,0.1,0,191
23503,0.9,0,189
23504,1.48,3.98,193
23505,0.17,0,215
23507,0.37,0,203
23508,0.61,0,193
23509,0.4,0,193
23510,0.22,0,203
23511,2.21,8.13,143
23513,1.48,0,208
23517,0.07,0,203
23518,0.35,0,208
23523,1.96,4.63,202
23551,0.84,2.02,208
23601,0.17,0,83
23602,0.3,0,74
23603,5.72,11.87,85
23604,3.61,9.65,76
23605,0.6,0,102
23606,0.57,0,62
23607,0.6,0,120
23608,1.91,0,70
23651,1.45,6.49,97
23661,1.92,6.55,114
23662,2.6,0,61
23663,0.44,0,115
23664,2.78,5.74,82
23665,1.42,0,72
23666,1.35,0,97
23669,0.95,0,121
23690,5.03,10.8,52
23691,4.11,20.53,36
23692,0.97,0,76
23693,0.86,0,64
23696,3.66,7.87,37
23701,0.99,0,160
23702,0.24,0,176
23703,2.26,0,160
23704,1.07,0,203
23707,0.91,0,161
23708,1.07,7.66,192
23709,1.65,5.68,192
23801,2.24,12.66,35
23803,1.61,0,35
23805,4.88,0,35
23806,0.84,7.02,35
23821,12.01,20.65,6
23824,2.24,0,4
23827,2.31,0,4
23828,6.05,10.14,1
23829,12.74,25.36,7
23830,13.97,21.04,14
23831,1.01,0,85
23832,3.65,0,103
23833,7.69,18.32,5
23834,1.65,0,33
23836,0.93,0,68
23837,11.49,15.36,4
23838,7.83,28.64,16
23839,10.51,17.4,2
23840,13.8,27.12,5
23841,12.46,22.22,5
23842,10.65,15.11,19
23843,9.08,26.42,1
23844,12.11,17.06,3
23846,12.51,26.27,1
23847,2.46,0,13
23850,12.54,12.96,7
23851,1.22,0,4
23856,11.63,18.07,4
23860,5.7,0,45
23866,9.05,9.01,7
23867,10.42,16.46,3
23868,5.14,0,8
23872,20.8,29.9,1
23874,7.95,19.16,4
23875,5.11,0,16
23878,12.23,26.42,3
23879,9.83,15.69,12
23881,15.14,24.94,2
23883,11.42,24.04,4
23884,16.42,25.59,1
23885,1.36,0,15
23888,1.07,0,3
23890,3.31,0,2
23891,8.26,23.65,2
23894,13.04,21.28,3
23898,8.03,15.75,11
23901,1.58,0,6
23909,0.36,4.47,6
23915,11.74,24.21,8
23917,13.71,28.36,8
23919,10.13,23.55,5
23920,8.07,18.13,5
23921,11.78,18.6,1
23922,6.3,11.59,12
23923,3.2,0,4
23924,2.03,0,8
23927,1.95,0,7
23930,1.79,0,4
23934,10.41,19.12,2
23936,1.32,0,2
23937,8.62,21.17,2
23938,10.13,17.42,2
23942,12.83,16.93,2
23943,1.76,13.36,7
23944,4.93,0,4
23947,1.92,0,3
23950,4.73,14.44,5
23952,7.21,15.16,4
23954,8.84,14.53,1
23958,14.57,12.22,11
23959,11.07,19.53,3
23960,9.95,16.99,10
23964,11.53,22.35,8
23966,8.2,14.6,7
23968,7.39,19.95,7
23970,5.39,0,5
23974,2.88,0,4
23976,9.03,21.05,4
24011,0.07,0,70
24012,1.33,0,70
24013,0.39,0,70
24014,2.97,0,69
24015,1.53,0,70
24016,0.24,0,70
24017,1.22,0,70
24018,2.43,0,67
24019,0.18,0,70
24020,0.78,6.27,70
24053,9.53,23.45,8
24054,9.68,14.46,30
24055,1.43,0,17
24058,3.53,15.81,16
24059,10.5,19.08,16
24060,0.99,0,20
24064,7.7,19.93,56
24065,7.94,17.87,45
24066,0.89,0,4
24067,9.96,29.15,8
24069,9.75,19.2,37
24072,11.82,27.6,3
24073,0.84,0,23
24076,10.99,23.84,12
24077,1.5,7.74,71
24078,0.44,0,19
24079,14.61,26.92,8
24082,8.62,21.14,4
24083,0.88,0,66
24084,4.84,0,24
24085,12.09,18.04,5
24086,7,26.53,2
24087,10.46,17.92,24
24088,4.67,0,8
24089,2.34,7.6,27
24090,9.44,12.06,28
24091,0.64,0,3
24092,6.52,17.68,7
24093,2.39,6.69,14
24095,6.45,23,8
24101,7.4,0,10
24102,7.6,19.99,7
24104,9.73,29.48,2
24112,3.1,0,27
24120,6.52,12.82,5
24121,0.52,0,8
24122,9.04,25.43,4
24124,6.54,15.24,5
24127,5.71,0,1
24128,9.23,20.27,16
24131,9.88,26.84,1
24132,6.79,25.08,4
24133,8.09,19.51,4
24134,7.73,0,8
24136,7.68,16.86,12
24138,8.54,29.4,9
24139,9.64,23.85,1
24141,3.24,0,29
24142,0.88,4.75,29
24147,1.56,0,13
24148,6.14,13.4,29
24149,7.35,16.61,23
24150,9.76,20.04,4
24151,3.73,0,9
24153,1.52,0,64
24161,12.78,28.05,1
24162,7.16,24.05,22
24165,13.62,24.92,18
24167,6.77,16.57,5
24168,0.58,0,17
24171,2.83,0,4
24174,10.3,19.93,4
24175,2.23,0,39
24176,9.64,29.99,7
24179,1.51,0,58
24184,5.05,23.1,11
24185,9.24,26.06,7
24201,0.38,0,48
24202,4.85,0,38
24210,5.7,0,41
24211,3.8,0,37
24216,3.42,0,3
24219,2.02,0,11
24220,6.57,18.07,3
24224,4.79,18.65,7
24225,8.17,23.38,4
24226,6.42,26.62,6
24228,1.78,0,7
24230,1.65,0,5
24236,3.12,0,15
24239,7.04,29.7,1
24243,6.22,13.46,9
24244,0.79,0,15
24245,1.58,0,2
24246,1.96,6.1,11
24248,10.08,20.5,13
24250,9.27,22.41,1
24251,2.52,0,46
24256,1.3,0,2
24258,7.68,19.75,36
24260,4.34,0,2
24263,1.7,0,8
24265,8.37,29.56,4
24266,4.15,0,15
24269,8.08,18.74,4
24270,10.47,29.85,4
24271,0.54,0,8
24273,2.71,0,12
24277,0.84,0,7
24279,1.66,0,28
24280,5.79,14.84,14
24281,3.47,0,3
24282,5.77,19.16,6
24283,3.6,0,5
24290,0.18,0,57
24292,1.8,0,1
24293,2.6,0,12
24301,1.66,0,13
24311,6.35,11.4,15
24312,11.54,25.8,2
24313,12.15,22.82,11
24314,4.91,0,1
24315,6.45,29.24,9
24316,9.04,16.67,4
24317,7.98,12.34,13
24319,5.09,0,10
24322,12.01,27.85,8
24323,6.08,20.17,9
24324,6.18,14.84,17
24325,9.77,18.91,2
24326,10.15,16.76,2
24328,8.7,16.1,16
24330,8.44,24.27,7
24333,2.61,0,9
24340,6.57,12.63,25
24343,2.38,0,7
24347,10.29,21.85,9
24348,2.52,0,9
24351,10.96,25.64,15
24352,1.74,0,3
24354,2.79,0,11
24360,11.88,18.08,14
24361,5.9,19.22,25
24363,14.19,28.24,1
24366,6.33,22.31,18
24368,1.92,0,14
24370,5.78,0,10
24374,11.03,20.84,10
24375,9.67,20.84,5
24377,11.85,28.71,4
24380,12.36,25.25,3
24381,4.02,15.74,7
24382,0.32,0,9
24401,1.43,0,31
24412,10.8,22.44,1
24415,6.13,15.16,9
24416,1.19,0,10
24421,11.39,14.48,14
24422,3.82,0,6
24426,5.89,0,6
24431,8.04,9.8,19
24435,7.17,8.18,13
24437,6.36,16.28,29
24439,10.16,23.92,1
24440,7.2,12.82,31
24441,2.91,0,36
24442,13.4,27.69,1
24445,1.57,0,1
24448,2.07,5.22,6
24450,5.43,0,11
24457,4.87,9.93,6
24458,9.55,17.9,1
24460,17.12,29.37,4
24464,9.93,24.88,2
24465,5.43,0,1
24467,6.98,12.69,34
24471,4.01,9.35,26
24472,1.23,0,27
24473,2.18,0,9
24474,1.68,6.29,6
24476,3.65,9.79,14
24477,2.77,0,31
24479,10.54,18.39,11
24482,2.21,0,51
24484,18.48,21.29,1
24486,7.55,12.16,53
24501,1.93,0,32
24502,1.58,0,30
24503,2.01,0,30
24504,5.67,11.74,36
24517,2.82,0,7
24521,5.18,0,11
24522,3.41,0,4
24523,0.81,0,10
24526,14.97,28.97,4
24527,5.63,13.02,21
24528,5.16,0,3
24529,3.79,7.74,10
24530,14.75,21.96,5
24531,3.7,0,12
24534,15.64,26.55,6
24536,8.22,16.92,21
24538,8.28,15.74,32
24540,2.19,0,23
24541,5.4,0,18
24549,10.06,23.06,11
24550,7.79,23.87,23
24551,2.01,0,32
24553,15.93,22.84,6
24554,11,20.58,4
24555,9.09,18.84,9
24556,6.68,13.69,29
24557,4.36,0,10
24558,3.69,15.81,6
24563,4.57,15.81,5
24565,14.49,29.85,5
24566,11.19,24.35,6
24570,5.24,17.94,20
24571,7.13,12.82,5
24572,1.39,0,32
24574,11.55,15.71,10
24577,9.87,24.68,2
24578,12.23,20.8,9
24579,13.16,24.27,3
24580,7.07,19.18,4
24586,4.49,19.68,16
24588,1.27,0,26
24589,10.79,19.93,6
24590,0.75,0,1
24592,4.67,0,6
24593,5.55,13.8,14
24595,1.92,10.54,10
24599,15.24,28.24,2
24603,4.71,16.15,9
24604,7.35,19.08,5
24605,6.65,0,21
24606,9.03,23.99,9
24607,6.26,28.58,2
24609,6.18,0,12
24612,1.13,3.99,8
24613,4.63,13.94,9
24614,2.21,0,9
24620,2.23,0,1
24628,6.37,26.43,9
24630,3.87,0,15
24631,7.49,20.15,17
24634,9.67,24.84,2
24635,6.22,22.72,9
24637,2.06,0,12
24639,8.34,16.26,8
24641,1.78,0,12
24649,6.21,11.4,10
24651,4.07,0,11
24656,1.75,0,9
24657,11.71,18.57,2
24701,3.36,0,17
24712,3.6,0,9
24714,11.18,24.76,8
24715,5.24,17.45,11
24716,7.07,24.46,2
24719,8.2,21.6,2
24724,2.97,11.85,19
24726,5.82,21.52,2
24729,9.82,27.9,8
24731,3.95,10.82,15
24733,9.78,18.57,8
24736,8.12,25.7,8
24737,3.42,13.47,17
24738,3.68,15.55,9
24740,2.28,0,21
24747,7.38,25.12,14
24801,1.03,0,7
24808,6.4,26.18,2
24811,4.66,10.41,4
24813,3.65,8,7
24815,7.23,15.04,1
24816,6.33,16.19,4
24817,0.41,0,4
24818,6.13,20.38,4
24822,6.64,15.99,4
24826,4.97,11.94,3
24827,4.9,21.77,8
24828,6.34,22.71,3
24830,10.31,26.57,3
24831,1.87,10.81,11
24834,6.79,26.13,4
24836,8.68,15.15,3
24839,7.85,17.31,5
24843,6.11,23.28,4
24844,0.88,0,6
24845,4.72,8.34,7
24847,2.4,9.75,6
24849,4.74,12.68,8
24850,3.93,7.05,4
24851,7.44,11.35,9
24853,4.17,11.63,5
24854,6.42,8.7,4
24857,2.7,9.75,8
24860,2.51,8.85,8
24861,4.22,15.38,11
24866,10.06,22.31,1
24867,4.86,13.97,6
24868,1.7,0,5
24869,8.22,20.52,5
24870,7.02,0,8
24871,7.04,20.29,5
24872,7.39,24.98,1
24873,5.55,17.74,2
24874,1.95,0,10
24878,3.02,13.92,5
24879,3.57,4.33,4
24880,3.62,9.59,8
24881,7.34,14.7,5
24882,11.05,29.29,4
24887,2.9,15.85,11
24888,6.92,19.01,5
24892,0.8,0,6
24894,3.23,4.35,6
24898,4.65,13.19,4
24901,3.37,0,14
24910,1.63,0,4
24915,5.24,11.03,1
24916,8.94,23.75,13
24918,11.26,13.71,3
24920,16.96,21.48,1
24924,6.77,13.67,3
24925,6.87,10.72,15
24927,10.44,24.97,1
24931,13.02,21.76,15
24934,8.92,13.37,1
24935,9.98,20.59,6
24938,7.83,22.26,12
24941,13.06,20.34,1
24944,2.54,0,1
24945,10.56,21.01,2
24946,13.17,25.75,3
24951,11.32,18.87,4
24954,2.65,0,3
24957,3.9,10.75,14
24962,7.55,13.76,1
24963,4,0,13
24970,2.66,0,16
24974,8.98,18.4,13
24976,6.7,9.17,14
24981,10.3,25.3,1
24983,1.32,0,4
24986,11.01,0,14
25002,4.41,6.95,9
25003,1.9,0,49
25005,9.93,25.02,1
25007,7.27,18.25,4
25008,12.73,28.15,1
25009,8.74,25.27,1
25011,3.58,9.21,43
25015,2.38,0,22
25019,7.79,29.43,3
25022,10.78,27.99,1
25024,2.94,8.5,1
25028,7.35,23.38,1
25030,9.23,27.56,1
25031,3.69,3.33,9
25033,2.15,0,4
25035,1.04,12.03,7
25036,5.12,7.93,8
25039,3.01,10.12,19
25040,4.79,8.51,9
25043,5.55,0,3
25044,10.64,29.44,1
25045,4.36,0,5
25047,7,7.24,3
25048,8.12,16.28,1
25049,2.36,0,1
25051,7.99,27.36,1
25053,4.04,0,11
25054,4.12,0,7
25057,5.82,11.6,9
25059,5.84,13.12,7
25060,8.61,13.45,1
25061,2.35,8.56,19
25062,10.88,29.48,1
25064,1.65,0,76
25067,4.58,16.75,19
25070,1.07,0,20
25071,2.49,0,36
25075,8.4,12.86,1
25076,3.25,13.39,16
25081,3.85,15.25,12
25082,2.66,18.43,14
25083,8.9,16.67,12
25085,0.36,0,13
25086,3.23,6.5,21
25090,2.29,3.71,13
25093,7.96,29.38,1
25102,2.34,5.76,11
25103,2.9,11,13
25106,6.28,16.22,12
25107,7.65,22.38,30
25108,4.4,10.49,3
25109,3.25,11.38,35
25110,3.98,0,11
25111,10.19,26.87,2
25112,2.72,5.8,63
25114,1.44,0,3
25115,1.92,8.58,13
25118,6.48,15.95,8
25119,9.26,19.32,15
25121,8.18,16.24,13
25125,12.84,21.48,2
25126,1.06,2.58,11
25130,4.54,0,11
25132,7.88,25.81,2
25133,3.21,19.02,3
25134,1.54,0,3
25136,1.99,0,8
25139,3.85,8.49,8
25140,10.8,23.02,1
25143,1.12,0,59
25148,5.92,12.88,2
25149,4.48,4.37,3
25152,8.54,20.12,15
25154,7.17,14.79,3
25156,1.86,3.15,11
25159,3.45,0,53
25161,10.88,20.21,6
25162,1.47,9.79,11
25164,9.5,28.08,4
25165,3.91,9.09,1
25168,3.7,12.32,18
25169,7.07,29.32,1
25173,6.33,25.67,6
25174,8.66,29.68,1
25177,1.8,0,63
25180,6.48,25.15,3
25181,7.15,19.03,1
25183,6.21,9.89,3
25185,6.71,18.82,8
25186,2.33,0,11
25193,4.67,7.62,2
25201,5.62,18.42,30
25202,3.9,16.72,23
25203,5.17,13.91,12
25205,3.55,7.74,3
25206,8.03,18.05,2
25209,2.12,0,1
25213,2.05,0,18
25214,3.81,21.25,14
25234,10.4,24.82,6
25239,8.31,19,6
25241,6.72,16.4,6
25243,13.32,22.02,4
25247,2.22,4.95,5
25248,15.15,22.74,3
25253,5.69,16,2
25260,0.56,0,10
25261,8.33,19.16,2
25262,6.01,16.69,7
25264,12.22,24.86,7
25265,1.26,0,5
25267,11.11,24.41,2
25268,16.66,29.81,2
25270,8.55,23.95,4
25271,1.9,0,6
25275,10.92,21.99,6
25276,1.02,0,4
25286,11.94,26.67,5
25287,4.85,11.6,10
25301,0.19,0,71
25302,0.73,0,68
25303,0.99,0,78
25304,1.61,0,37
25305,0.28,2.63,71
25306,5.2,13.72,42
25309,2.24,0,56
25311,3.56,0,63
25312,0.64,0,52
25313,2.18,0,63
25314,3.11,0,69
25315,3.14,15.72,35
25320,6.28,17.67,39
25401,0.63,0,66
25403,1.74,0,53
25404,2.43,0,47
25405,3.34,10.38,33
25411,4.85,0,7
25413,3.78,8.98,47
25414,0.94,0,27
25419,0.18,0,56
25420,5.5,20.87,9
25422,9.65,28.44,2
25425,2.85,0,18
25427,7.37,0,9
25428,1.41,0,50
25430,6.25,14.72,30
25431,14.85,29.8,1
25432,2.8,14.08,15
25437,11.89,25.25,7
25438,0.9,0,33
25442,4.61,13.87,31
25443,0.42,0,50
25446,6.77,13.89,27
25501,10.97,25.28,4
25504,4.14,0,60
25505,5.07,8.15,15
25506,1.7,0,7
25507,0.56,0,79
25508,0.74,0,17
25510,5.13,11.37,44
25512,8.89,27.97,11
25514,4.95,0,15
25515,6.08,28.96,5
25517,9.87,22.65,9
25521,8.36,15.96,8
25523,1.34,0,7
25524,0.88,0,8
25526,3.8,0,57
25529,6.35,12.95,28
25530,2.7,0,79
25534,10.56,27.61,5
25535,1.45,0,65
25537,9.19,18.83,24
25540,6.97,15.31,3
25541,1.96,0,36
25545,4.29,17.59,53
25547,4.61,10.3,13
25550,3.44,0,13
25555,7.97,23.08,5
25557,5.61,14.77,11
25559,5.11,13.68,47
25560,1.29,0,67
25564,5.99,10.21,30
25567,6.4,14.97,7
25570,1.48,0,27
25571,1.7,0,11
25573,10.24,20.5,8
25601,0.84,0,16
25606,3.76,16.94,4
25607,7.03,24.4,4
25608,6.17,21.57,4
25611,3.6,6.33,15
25617,6.12,6.39,8
25621,1.93,0,8
25624,4.75,12.89,15
25625,4.44,10.66,15
25628,2.01,10.66,10
25632,3.91,7.83,15
25634,1.35,0,15
25635,2.1,0,15
25637,1.08,0,16
25638,9.72,18.82,11
25639,4.24,13.61,15
25644,8.49,25.14,11
25646,4.95,9.1,16
25647,5.26,12.99,19
25649,2.62,8.78,15
25650,5.85,11.25,8
25651,6.39,28.14,4
25652,6.18,15.13,12
25653,1.66,5.99,16
25654,5.34,13.66,16
25661,5.48,0,11
25669,4.11,17.9,5
25670,8.93,18.7,11
25672,4.89,17.24,2
25674,3.68,0,5
25678,7.43,16.37,2
25688,2.11,10.48,13
25690,6.83,25.24,7
25692,4.18,22.65,1
25696,6.3,22.48,14
25701,2.55,0,84
25702,2.44,0,62
25703,0.28,0,65
25704,2.66,0,70
25705,0.47,0,70
25801,3.87,0,44
25810,2.82,10.32,3
25811,6.53,15.1,6
25812,1.74,0,14
25813,1.52,0,40
25817,4.59,10.18,30
25818,4.05,13.12,44
25820,11.26,23.73,9
25823,5.53,19.3,28
25825,6.87,9.83,34
25826,1.64,7.44,3
25827,1.43,0,42
25832,0.35,0,35
25836,3.29,9.93,32
25837,7.26,14.18,10
25839,2.68,5.79,30
25840,0.54,0,12
25841,12.42,26.15,2
25843,9.82,13.24,44
25844,3.71,0,7
25845,6.9,21.3,8
25846,2.47,8.36,38
25849,2.47,6.09,39
25853,6.42,12.24,30
25854,8.51,13.44,19
25855,0.46,7.52,36
25862,4.33,7.94,12
25865,3.71,11.52,30
25868,11.3,18.04,12
25870,3.52,11.74,34
25871,0.2,0,42
25873,0.32,0,42
25875,8.39,19.71,6
25876,6.42,12.91,7
25878,1.53,6.36,37
25879,2.2,10.69,9
25880,5.72,14.11,44
25882,3.42,0,6
25901,3.09,0,35
25902,11.88,26.64,3
25904,8.65,18.19,32
25906,4.68,19.16,39
25907,8.2,22.49,34
25908,3.18,23.85,2
25911,1.37,9.73,40
25913,9.56,26.78,6
25915,6.57,20.6,5
25916,6.77,26.87,8
25917,7.09,0,34
25918,7.57,11.44,33
25920,5.82,11.71,38
25921,5.28,0,37
25922,7.31,19.28,9
25932,0.65,0,32
25938,4.48,9.42,7
25942,9.26,22.54,5
25951,1.48,0,3
25958,4.75,11.3,3
25962,2.59,0,3
25969,8.49,23.34,5
25971,5.58,9.57,9
25972,6.6,16.32,3
25976,11.31,26.03,3
25977,11.68,23.02,7
25978,4.99,25.92,5
25979,10.59,18.04,9
25981,11,20.4,3
25984,12.54,20.09,3
25989,4.66,7.95,34
26003,2.03,0,41
26030,3.78,10.22,46
26031,1.54,0,42
26032,8.28,16.39,28
26034,1.91,0,17
26035,2.74,6.31,33
26037,0.8,0,37
26038,2.22,12.27,33
26040,2.79,7.33,42
26041,2.1,0,33
26047,3.11,0,21
26050,1.46,9.95,17
26056,3.44,2.99,23
26059,1.45,0,53
26060,5.64,6.18,37
26062,0.43,0,39
26070,2.59,0,30
26074,7.87,22.02,25
26075,4.62,17.8,27
26101,1.68,0,34
26104,2.96,0,31
26105,1.91,0,31
26134,5.99,10.08,2
26136,6.05,18.92,2
26137,7.9,17.66,2
26142,5.58,12.14,31
26143,1.67,0,14
26147,1.11,0,2
26149,11.4,19.58,2
26150,2.42,0,32
26151,7.6,17.01,2
26155,6.76,0,2
26159,5.65,14.32,4
26160,7.48,12.2,2
26164,4.57,0,6
26167,4.97,12.44,1
26169,10.36,15.46,19
26170,3.65,0,2
26175,3.09,0,2
26178,12.67,26.89,4
26180,10.67,26.29,14
26181,3.89,14.46,24
26184,10.56,24.7,28
26187,3.79,10.79,31
26201,1.67,0,12
26202,6.14,10.59,4
26205,0.6,0,12
26206,2.74,0,4
26208,7.58,12.62,4
26215,9.44,22.48,1
26217,11.53,20.79,3
26218,5.92,20.05,8
26228,5.61,14.3,1
26234,3.97,0,8
26238,7.57,19.89,9
26241,3.55,0,13
26250,6.7,0,10
26253,10.13,13.59,10
26254,8.88,12.7,9
26257,5,19.75,8
26259,8.62,11.26,10
26261,1.98,0,4
26263,6.47,25.31,2
26264,14.6,26.44,1
26266,4.27,9.6,4
26267,5.91,28.77,7
26269,4.49,11.49,2
26270,6.39,0,9
26271,8.97,14.67,2
26273,9.28,6.84,3
26275,5.11,8.71,17
26276,9.14,16.34,9
26280,2.96,0,10
26283,9.42,19.59,9
26285,5.15,14.94,15
26287,6.01,0,2
26288,3.5,0,3
26292,11.97,25.02,2
26293,5.41,6.94,10
26294,18.47,24.43,3
26296,15.67,26.82,2
26301,2.16,0,25
26321,13.59,28.98,4
26323,0.3,14.13,26
26330,2.06,0,38
26335,12.59,26.05,4
26337,8.68,24.9,2
26338,10.95,19.35,4
26343,4.63,19.9,1
26346,7.47,19.03,6
26347,8.99,16.04,24
26348,12.6,28.72,1
26349,9.45,19.04,14
26351,2.5,0,2
26354,0.66,0,14
26361,2.21,8.4,36
26362,5.77,0,2
26366,1.09,9.07,35
26369,3.79,9.9,36
26372,6.14,19.07,12
26374,7.89,15.52,6
26377,7.72,18.7,1
26378,6.63,15.83,16
26384,7.86,26.96,2
26385,1.71,0,24
26386,4.01,0,14
26404,3.06,10.45,36
26408,4.51,9.8,24
26410,9.51,19.03,10
26411,10.75,22.76,2
26415,10.22,22,4
26416,1.47,0,7
26419,1.99,0,1
26422,5.53,14.41,22
26424,5.59,12.61,23
26425,13.4,29.28,3
26426,0.57,0,22
26430,6.87,27.35,2
26431,0.18,0,33
26435,8.1,17.3,14
26436,3.56,7.61,3
26437,11.22,26.43,3
26438,3.2,11.55,36
26440,6.81,12.34,4
26444,11.2,20.81,4
26447,10.91,28.5,4
26448,10.48,21.06,4
26451,0.54,0,25
26452,3.42,0,13
26456,0.93,0,3
26501,1.67,0,46
26505,0.95,0,33
26508,2.79,0,30
26519,7.83,16.34,6
26520,2.36,5.18,11
26521,1.13,0,7
26525,1.5,0,2
26534,0.29,0,30
26537,1.47,0,7
26541,4.49,13.92,22
26542,1.87,0,31
26543,1.12,4.71,35
26547,1.39,0,32
26554,1.73,0,41
26559,1.89,9.88,14
26560,1.81,6.39,22
26563,6.44,19.02,15
26568,2.8,7.4,35
26570,7.18,20.9,2
26571,6.1,15.44,16
26572,4.78,18.23,15
26574,6.35,11.36,12
26575,15.34,26.26,3
26576,5.74,16.2,16
26581,10.59,27.45,1
26582,1.86,0,13
26585,9.37,16.7,3
26586,1.64,21.64,11
26587,3.48,12.59,15
26588,4.14,0,32
26590,8.46,15.22,1
26591,5.49,15.32,17
26601,2.59,0,2
26610,14.07,28.6,7
26617,15.76,29.55,7
26619,9.2,24.7,2
26621,12.03,28.42,2
26623,7.37,27.21,2
26624,4.45,0,2
26627,10.97,28.54,2
26629,6.73,29.23,2
26651,2.85,0,10
26656,8.75,18.25,2
26660,4.92,9.72,10
26662,5.76,15.05,8
26678,10.09,20.75,12
26679,9.71,21.72,7
26680,12.75,28.52,7
26681,9.84,23.6,8
26684,9.49,23.46,7
26690,6.8,17.37,2
26691,7.2,15.88,3
26704,8.31,19.6,7
26705,11.12,23.83,6
26707,15.82,24.52,5
26710,9.64,26.42,5
26711,3.61,0,5
26716,15.36,22.13,5
26719,2.44,0,26
26720,11.67,23.61,5
26722,9.52,21.9,1
26726,1.02,0,7
26731,10.51,25.14,5
26743,11.83,24.96,5
26750,0.79,3.49,7
26753,4.35,10.46,23
26755,9.99,27.02,1
26757,1.27,0,6
26761,3.4,14.16,6
26763,6.73,11.84,7
26764,1.73,0,10
26767,1.46,11.26,23
26801,3.96,0,2
26802,9.4,23.14,2
26807,1.37,0,2
26808,8.55,24.09,1
26810,5.34,27.36,1
26814,13.76,28.81,2
26817,6.25,17.48,5
26818,4.65,17.07,5
26823,9.82,22.24,1
26833,11,28.73,2
26836,5.47,0,5
26845,6.89,21.36,4
26847,3.36,0,5
26851,2.85,0,2
26855,9.93,13.27,2
26866,14.01,28.26,4
26884,10.73,21.13,2
27006,5.15,0,51
27007,7.53,17.92,13
27009,6.25,13.12,61
27011,8.22,13.68,13
27012,1.46,0,87
27013,2.4,0,36
27014,1.11,18.5,17
27016,3.57,0,6
27017,2.93,0,18
27018,10.84,19.62,34
27019,5.45,12.11,66
27020,10.1,18.55,11
27021,3.54,0,60
27022,8.66,15.62,5
27023,1.44,0,82
27024,13.6,26.79,5
27025,1.56,0,15
27027,3.57,0,19
27028,0.89,0,33
27030,0.99,0,13
27040,4.11,19.33,60
27041,3.05,0,16
27042,6.28,11.15,14
27043,4.3,16.31,18
27045,0.57,0,104
27046,9.47,22.13,10
27047,9.82,24.87,5
27048,0.83,0,25
27050,3.5,14.43,60
27051,1.66,0,99
27052,1.63,0,24
27054,4.48,17.02,16
27055,1.8,0,41
27101,1.93,0,121
27103,0.63,0,123
27104,1.82,0,104
27105,2.68,0,112
27106,0.94,0,99
27107,1.53,0,129
27109,1.2,8.73,101
27110,1.09,3.45,126
27127,0.43,0,118
27201,0.2,0,43
27203,1.92,0,31
27205,3.47,0,31
27207,11.1,16.18,18
27208,11.57,17.57,11
27209,1.34,0,8
27212,6.26,10.67,18
27214,5.6,18.34,44
27215,0.45,0,43
27217,8.01,0,35
27229,9.07,18.14,2
27231,10.8,17.65,11
27233,6.8,0,58
27235,2.25,11.98,164
27239,1.41,0,19
27242,6.76,19.18,5
27243,3.25,0,82
27244,8.73,0,34
27248,5.42,17.14,22
27249,5.28,0,40
27252,12.17,22.31,21
27253,9.48,0,33
27258,4.54,0,42
27260,1.38,0,124
27262,1.58,0,105
27263,1.1,0,110
27265,1.29,0,152
27278,0.9,0,88
27281,6,12.64,14
27282,0.63,0,127
27283,4.55,15.08,14
27284,0.19,0,166
27288,0.24,0,30
27291,11.82,18.31,9
27292,5.67,0,32
27295,1.58,0,36
27298,2.26,0,12
27299,4.92,19.98,39
27301,4.44,16.32,82
27302,3,0,66
27305,9.35,26.18,18
27306,1.84,0,6
27310,0.34,0,139
