GEOID,SVIth1,SVIth2,SVIth3,SVIth4,SVIS
26125128300,0.18,0.3,0.28,0.37,0.21
26125128400,0.56,0.68,0.49,0.79,0.68
26125128500,0.15,0.27,0.12,0.13,0.07
26125128600,0.13,0.17,0.18,0.02,0.02
26125128700,0.03,0.25,0.21,0.03,0.02
26125128800,0.21,0.18,0.25,0.03,0.05
26125128900,0.05,0.09,0.31,0.17,0.05
26125129000,0.07,0.49,0.25,0.77,0.32
26125130100,0.15,0.05,0.12,0.21,0.05
26125130400,0.21,0.27,0.35,0.05,0.09
26125130500,0.12,0.12,0.21,0.04,0.03
26125130600,0.2,0.13,0.02,0.16,0.05
26125130700,0.29,0.52,0.12,0.28,0.22
26125131100,0.22,0.62,0.04,0.05,0.08
26125131300,0.12,0.21,0.03,0.49,0.13
26125131400,0.04,0.22,0.01,0.02,0.0
26125131500,0.05,0.12,0.02,0.01,0.0
26125131600,0.21,0.29,0.04,0.09,0.06
26125132500,0.13,0.64,0.11,0.3,0.19
26125132600,0.06,0.25,0.2,0.06,0.03
26125132700,0.14,0.38,0.08,0.22,0.11
26125133001,0.09,0.2,0.23,0.01,0.01
26125133002,0.15,0.1,0.29,0.05,0.04
26125133003,0.08,0.07,0.64,0.23,0.13
26125134000,0.11,0.4,0.13,0.04,0.04
26125134300,0.28,0.17,0.26,0.03,0.06
26125134400,0.1,0.29,0.06,0.01,0.01
26125134500,0.09,0.1,0.35,0.03,0.02
26125134600,0.14,0.16,0.28,0.05,0.04
26125134700,0.57,0.24,0.49,0.47,0.47
26125134800,0.19,0.39,0.54,0.28,0.26
26125134900,0.27,0.48,0.52,0.24,0.3
26125135100,0.14,0.15,0.21,0.03,0.03
26125135200,0.13,0.14,0.63,0.43,0.24
26125135300,0.01,0.23,0.19,0.07,0.02
26125136000,0.19,0.8,0.79,0.75,0.61
26125136101,0.03,0.08,0.73,0.05,0.05
26125136300,0.01,0.1,0.71,0.45,0.19
26125136500,0.12,0.46,0.59,0.39,0.3
26125136600,0.14,0.35,0.74,0.58,0.39
26125136700,0.09,0.09,0.54,0.22,0.12
26125137100,0.14,0.13,0.75,0.25,0.21
26125137400,0.03,0.06,0.41,0.01,0.0
26125137700,0.22,0.2,0.38,0.07,0.09
26125137800,0.01,0.2,0.04,0.1,0.01
26125138100,0.07,0.25,0.3,0.37,0.16
26125138301,0.3,0.31,0.07,0.4,0.21
26125138302,0.05,0.21,0.18,0.39,0.12
26125138600,0.16,0.07,0.04,0.02,0.01
26125139200,0.13,0.62,0.27,0.19,0.18
26125139400,0.26,0.34,0.26,0.58,0.32
26125140100,0.28,0.63,0.43,0.35,0.36
26125140301,0.48,0.05,0.76,0.82,0.53
26125140500,0.45,0.05,0.49,0.09,0.15
26125140800,0.47,0.04,0.68,0.25,0.27
26125141100,0.87,0.98,0.77,0.56,0.9
26125141300,0.86,0.89,0.82,0.55,0.87
26125141400,0.93,0.6,0.85,0.79,0.91
26125141500,0.86,0.97,0.85,0.86,0.97
26125141600,0.98,0.94,0.84,0.92,0.99
26125142400,0.88,0.87,0.74,0.39,0.81
26125142500,0.68,0.53,0.8,0.51,0.69
26125142600,0.72,0.63,0.32,0.58,0.63
26125143500,0.14,0.18,0.14,0.04,0.03
26125144100,0.25,0.4,0.31,0.21,0.21
26125144200,0.1,0.39,0.26,0.04,0.06
26125144300,0.27,0.39,0.18,0.03,0.08
26125144400,0.44,0.47,0.55,0.29,0.41
26125144500,0.34,0.67,0.36,0.13,0.28
26125144600,0.19,0.37,0.23,0.22,0.16
26125144800,0.37,0.54,0.43,0.42,0.41
26125145100,0.17,0.19,0.18,0.02,0.02
26125145200,0.36,0.17,0.41,0.19,0.22
26125145300,0.35,0.2,0.38,0.04,0.11
26125145400,0.73,0.38,0.57,0.38,0.58
26125145501,0.44,0.22,0.22,0.03,0.11
26125145502,0.64,0.48,0.37,0.57,0.57
26125145600,0.33,0.1,0.21,0.27,0.16
26125145900,0.65,0.88,0.5,0.39,0.65
26125150000,0.19,0.25,0.57,0.02,0.08
26125150100,0.17,0.44,0.63,0.6,0.41
26125150200,0.13,0.34,0.33,0.03,0.05
26125150300,0.07,0.53,0.57,0.04,0.11
26125150400,0.03,0.23,0.44,0.01,0.02
26125150500,0.0,0.26,0.21,0.08,0.03
26125150600,0.01,0.14,0.43,0.01,0.01
26125150700,0.08,0.44,0.42,0.05,0.09
26125150800,0.01,0.42,0.42,0.2,0.12
26125150900,0.19,0.62,0.35,0.26,0.26
26125151000,0.05,0.28,0.25,0.05,0.04
26125152600,0.01,0.28,0.1,0.04,0.01
26125152700,0.02,0.46,0.08,0.01,0.01
26125152900,0.09,0.14,0.26,0.21,0.08
26125153000,0.23,0.06,0.35,0.19,0.11
26125153100,0.04,0.28,0.25,0.03,0.03
26125153200,0.0,0.11,0.33,0.3,0.06
26125153300,0.01,0.18,0.1,0.03,0.01
26125154000,0.1,0.23,0.08,0.04,0.02
26125154100,0.23,0.32,0.17,0.03,0.06
26125154200,0.54,0.08,0.12,0.31,0.22
26125154500,0.14,0.12,0.45,0.2,0.12
26125154600,0.23,0.24,0.51,0.11,0.16
26125156000,0.09,0.45,0.54,0.14,0.17
26125156100,0.08,0.09,0.25,0.07,0.03
26125156200,0.13,0.14,0.31,0.07,0.05
26125156300,0.07,0.61,0.25,0.04,0.07
26125156400,0.04,0.41,0.36,0.03,0.05
26125156500,0.16,0.36,0.58,0.12,0.17
26125156900,0.07,0.34,0.56,0.07,0.1
26125157000,0.02,0.38,0.45,0.01,0.03
26125157100,0.37,0.18,0.52,0.16,0.23
26125157200,0.5,0.76,0.67,0.21,0.51
26125157300,0.21,0.12,0.72,0.15,0.19
26125157400,0.16,0.38,0.56,0.21,0.22
26125157600,0.29,0.12,0.71,0.08,0.17
26125157800,0.11,0.34,0.68,0.4,0.3
26125157900,0.14,0.14,0.68,0.03,0.08
26125158000,0.0,0.25,0.12,0.06,0.01
26125158100,0.13,0.81,0.4,0.21,0.27
26125158200,0.0,0.12,0.1,0.01,0.0
26125159000,0.06,0.44,0.46,0.14,0.13
26125160000,0.29,0.12,0.63,0.11,0.17
26125160500,0.49,0.93,0.68,0.71,0.74
26125160600,0.48,0.35,0.77,0.57,0.57
26125160700,0.32,0.64,0.77,0.23,0.42
26125160800,0.31,0.5,0.71,0.36,0.42
26125161000,0.51,0.79,0.77,0.46,0.64
26125161200,0.34,0.28,0.68,0.03,0.16
26125161300,0.46,0.72,0.76,0.23,0.51
26125161400,0.74,0.77,0.75,0.87,0.86
26125161500,0.39,0.3,0.78,0.05,0.25
26125161700,0.31,0.38,0.58,0.05,0.19
26125161800,0.66,0.94,0.68,0.66,0.8
26125162000,0.49,0.89,0.65,0.45,0.63
26125162300,0.18,0.69,0.81,0.31,0.42
26125162400,0.66,0.78,0.62,0.25,0.6
26125162500,0.58,0.2,0.61,0.2,0.38
26125165000,0.34,0.47,0.39,0.76,0.49
26125165100,0.1,0.28,0.22,0.73,0.26
26125165200,0.04,0.1,0.5,0.42,0.15
26125166000,0.2,0.45,0.48,0.51,0.35
26125166100,0.3,0.5,0.6,0.24,0.34
26125166200,0.11,0.47,0.42,0.02,0.07
26125166400,0.04,0.17,0.53,0.04,0.04
26125166500,0.33,0.15,0.57,0.03,0.12
26125166700,0.14,0.3,0.73,0.1,0.18
26125166800,0.2,0.63,0.72,0.76,0.55
26125166900,0.14,0.21,0.5,0.06,0.09
26125167000,0.03,0.06,0.54,0.36,0.11
26125167400,0.41,0.66,0.6,0.82,0.65
26125167500,0.35,0.19,0.25,0.75,0.38
26125167800,0.03,0.15,0.68,0.17,0.12
26125167900,0.06,0.35,0.59,0.06,0.09
26125168100,0.03,0.38,0.61,0.02,0.06
26125168400,0.03,0.09,0.61,0.21,0.1
26125168600,0.05,0.14,0.56,0.23,0.12
26125168700,0.17,0.26,0.55,0.09,0.13
26125168800,0.12,0.22,0.54,0.03,0.07
26125170000,0.02,0.04,0.06,0.01,0.0
26125170100,0.13,0.25,0.12,0.05,0.04
26125170200,0.04,0.24,0.41,0.04,0.04
26125170300,0.09,0.06,0.12,0.17,0.03
26125170400,0.12,0.09,0.11,0.15,0.04
26125171000,0.42,0.55,0.61,0.43,0.48
26125171100,0.19,0.05,0.52,0.1,0.07
26125171200,0.43,0.44,0.47,0.27,0.37
26125171300,0.72,0.93,0.69,0.21,0.69
26125171400,0.59,0.94,0.69,0.24,0.64
26125171500,0.61,0.8,0.64,0.59,0.7
26125171600,0.83,0.88,0.84,0.47,0.84
26125173000,0.42,0.04,0.12,0.25,0.12
26125173100,0.17,0.02,0.08,0.03,0.0
26125173200,0.11,0.08,0.22,0.09,0.04
26125173300,0.11,0.03,0.46,0.31,0.08
26125173400,0.2,0.02,0.11,0.26,0.04
26125173500,0.21,0.05,0.19,0.15,0.06
26125173600,0.46,0.07,0.31,0.49,0.29
26125175000,0.47,0.52,0.42,0.32,0.41
26125175200,0.86,0.64,0.32,0.12,0.52
26125175300,0.84,0.59,0.57,0.33,0.66
26125180000,0.13,0.14,0.56,0.1,0.1
26125180100,0.23,0.04,0.28,0.32,0.11
26125180200,0.11,0.09,0.23,0.26,0.08
26125180300,0.27,0.25,0.17,0.48,0.24
26125181100,0.37,0.45,0.35,0.32,0.33
26125181200,0.53,0.28,0.56,0.44,0.46
26125181300,0.48,0.73,0.59,0.59,0.61
26125181400,0.59,0.13,0.56,0.09,0.27
26125181500,0.48,0.16,0.33,0.05,0.15
26125181600,0.68,0.68,0.62,0.67,0.73
26125183000,0.35,0.12,0.35,0.23,0.19
26125183100,0.1,0.09,0.26,0.07,0.03
26125183200,0.1,0.16,0.27,0.24,0.1
26125183300,0.08,0.11,0.18,0.07,0.02
26125183400,0.4,0.04,0.13,0.38,0.15
26125183500,0.23,0.05,0.46,0.64,0.26
26125183600,0.06,0.14,0.2,0.54,0.15
26125183700,0.13,0.05,0.39,0.17,0.07
26125183800,0.17,0.04,0.07,0.14,0.03
26125183900,0.1,0.02,0.15,0.34,0.04
26125184000,0.06,0.04,0.36,0.17,0.04
26125184100,0.1,0.03,0.14,0.1,0.01
26125184200,0.14,0.08,0.42,0.41,0.16
26125184300,0.23,0.04,0.18,0.07,0.03
26125184400,0.14,0.19,0.19,0.44,0.16
26125184500,0.12,0.03,0.25,0.3,0.05
26125184600,0.03,0.01,0.12,0.09,0.0
26125184700,0.13,0.01,0.14,0.02,0.0
26125187000,0.03,0.13,0.25,0.02,0.01
26125188000,0.02,0.31,0.08,0.0,0.0
26125188100,0.09,0.54,0.06,0.16,0.09
26125190200,0.04,0.15,0.21,0.02,0.01
26125190400,0.09,0.46,0.02,0.45,0.15
26125190500,0.02,0.29,0.4,0.0,0.01
26125190700,0.02,0.11,0.5,0.03,0.02
26125190800,0.06,0.19,0.39,0.07,0.05
26125191000,0.18,0.04,0.38,0.26,0.1
26125191100,0.14,0.03,0.27,0.28,0.07
26125191200,0.27,0.77,0.35,0.31,0.35
26125191300,0.02,0.17,0.25,0.02,0.01
26125192000,0.07,0.31,0.36,0.12,0.09
26125192200,0.01,0.25,0.36,0.0,0.01
26125192400,0.07,0.35,0.39,0.43,0.21
26125192500,0.01,0.25,0.47,0.01,0.02
26125192700,0.04,0.21,0.56,0.26,0.14
26125193000,0.07,0.47,0.3,0.14,0.11
26125193100,0.15,0.17,0.43,0.14,0.11
26125193400,0.07,0.11,0.54,0.02,0.03
26125193600,0.24,0.47,0.26,0.15,0.17
26125193700,0.14,0.15,0.6,0.2,0.16
26125194000,0.06,0.05,0.76,0.18,0.11
26125194100,0.03,0.16,0.28,0.05,0.02
26125194200,0.0,0.15,0.37,0.09,0.03
26125194300,0.06,0.11,0.65,0.23,0.14
26125194600,0.26,0.07,0.41,0.09,0.08
26125196000,0.19,0.23,0.42,0.03,0.07
26125196100,0.03,0.11,0.38,0.11,0.04
26125196200,0.05,0.27,0.6,0.33,0.2
26125196300,0.17,0.29,0.36,0.24,0.18
26125196400,0.11,0.1,0.59,0.05,0.06
26125196500,0.23,0.33,0.71,0.07,0.19
26125196600,0.01,0.52,0.45,0.06,0.07
26125196700,0.02,0.49,0.38,0.03,0.04
26125196800,0.07,0.25,0.75,0.23,0.21
26125196900,0.15,0.33,0.68,0.04,0.13
26125197000,0.03,0.2,0.54,0.07,0.06
26125197100,0.2,0.17,0.67,0.03,0.1
26125197200,0.13,0.26,0.6,0.18,0.18
26125197300,0.39,0.09,0.6,0.25,0.26
26125197400,0.53,0.65,0.6,0.66,0.64
26125197500,0.2,0.03,0.77,0.51,0.25
26125197600,0.25,0.03,0.65,0.45,0.21
26125197701,0.2,0.12,0.67,0.52,0.31
26125197702,0.07,0.03,0.73,0.27,0.11
26125197900,0.02,0.11,0.37,0.16,0.05
26125198000,0.22,0.11,0.65,0.03,0.09
26127010300,0.72,0.89,0.6,0.9,0.87
26127010800,0.39,0.64,0.34,0.75,0.54
26127010900,0.49,0.52,0.37,0.43,0.45
26129950100,0.8,0.81,0.03,0.84,0.72
26129950200,0.47,0.5,0.13,0.36,0.34
26129950300,0.64,0.88,0.14,0.2,0.46
26129950400,0.53,0.54,0.2,0.22,0.34
26129950600,0.84,0.84,0.12,0.45,0.65
26129950900,0.91,0.98,0.06,0.7,0.81
26131970100,0.73,0.52,0.05,0.78,0.6
26131970200,0.56,0.55,0.2,0.68,0.53
26131970300,0.56,0.43,0.05,0.26,0.3
26133970100,0.79,0.75,0.17,0.77,0.72
26133970200,0.62,0.82,0.13,0.57,0.57
26133970400,0.85,0.96,0.07,0.94,0.86
26133970500,0.64,0.81,0.24,0.77,0.68
26133970600,0.7,0.93,0.15,0.9,0.78
26135970202,0.75,0.82,0.11,0.31,0.54
26135970300,0.86,0.86,0.03,0.9,0.79
26135970400,0.83,0.92,0.19,0.92,0.85
26137950100,0.69,0.51,0.08,0.71,0.56
26137950200,0.4,0.53,0.13,0.63,0.41
26137950400,0.45,0.61,0.01,0.31,0.29
26137950500,0.62,0.69,0.05,0.34,0.42
26137950600,0.45,0.73,0.03,0.39,0.36
26139020100,0.33,0.32,0.16,0.36,0.24
26139020400,0.35,0.55,0.26,0.42,0.35
26139020503,0.11,0.34,0.16,0.09,0.06
26139020600,0.13,0.47,0.04,0.55,0.21
26139020900,0.44,0.25,0.05,0.69,0.35
26139021000,0.25,0.45,0.11,0.58,0.3
26139021100,0.19,0.51,0.03,0.22,0.13
26139021202,0.25,0.5,0.18,0.75,0.39
26139021301,0.3,0.2,0.55,0.48,0.34
26139021303,0.21,0.32,0.33,0.37,0.24
26139021304,0.16,0.33,0.2,0.17,0.12
26139021400,0.13,0.34,0.23,0.57,0.24
26139021500,0.13,0.36,0.07,0.46,0.17
26139021603,0.2,0.47,0.06,0.23,0.14
26139021604,0.2,0.17,0.17,0.11,0.07
26139021605,0.02,0.23,0.28,0.03,0.02
26139021606,0.46,0.71,0.06,0.65,0.46
26139021700,0.05,0.12,0.17,0.06,0.02
26139021802,0.28,0.33,0.14,0.11,0.12
26139021901,0.14,0.31,0.34,0.24,0.16
26139021902,0.21,0.27,0.4,0.31,0.22
26139022002,0.23,0.18,0.38,0.42,0.24
26139022103,0.02,0.08,0.22,0.03,0.0
26139022105,0.19,0.47,0.54,0.57,0.38
26139022106,0.05,0.22,0.25,0.03,0.02
26139022107,0.14,0.57,0.39,0.01,0.05
26139022108,0.04,0.22,0.07,0.16,0.04
26139022203,0.7,0.32,0.84,0.84,0.78
26139022206,0.25,0.57,0.47,0.36,0.35
26139022600,0.14,0.21,0.47,0.03,0.06
26139022900,0.38,0.52,0.44,0.23,0.34
26139023001,0.05,0.21,0.22,0.43,0.13
26139023002,0.37,0.4,0.24,0.38,0.31
26139023100,0.42,0.51,0.72,0.79,0.64
26139023200,0.27,0.36,0.11,0.57,0.28
26139023500,0.06,0.1,0.15,0.1,0.03
26139023600,0.09,0.33,0.09,0.14,0.06
26139024300,0.3,0.4,0.29,0.34,0.28
26139024400,0.43,0.11,0.59,0.56,0.41
26139024600,0.09,0.34,0.18,0.31,0.14
26139025100,0.68,0.84,0.74,0.82,0.84
26139025200,0.53,0.55,0.73,0.85,0.72
26139025500,0.18,0.71,0.21,0.53,0.33
26139025700,0.28,0.74,0.61,0.86,0.63
26139025800,0.73,0.44,0.76,0.8,0.78
26141950100,0.51,0.53,0.27,0.5,0.46
26141950200,0.82,0.82,0.02,0.62,0.66
26141950400,0.83,0.75,0.2,0.81,0.76
26141950500,0.53,0.54,0.2,0.61,0.49
26141950600,0.11,0.37,0.19,0.04,0.04
26143970100,0.91,0.58,0.01,0.24,0.51
26143970200,0.88,0.61,0.03,0.49,0.6
26143970400,0.43,0.64,0.11,0.14,0.24
26143970500,0.55,0.59,0.04,0.13,0.26
26143970600,0.43,0.48,0.13,0.39,0.33
26143970700,0.48,0.72,0.19,0.28,0.38
26143971000,0.73,0.89,0.23,0.88,0.79
26143971100,0.77,0.86,0.06,0.4,0.58
26143971200,0.86,0.89,0.02,0.71,0.73
26145000200,0.96,1.0,0.63,0.29,0.9
26145000600,0.98,0.92,0.44,0.84,0.93
26145001200,0.9,0.92,0.51,0.13,0.69
26145001300,0.92,0.98,0.71,0.5,0.9
26145001400,0.73,0.68,0.28,0.28,0.53
26145001500,0.86,0.83,0.28,0.74,0.79
26145001600,0.9,0.94,0.68,0.25,0.79
26145001900,0.96,0.82,0.58,0.15,0.72
26145002000,0.73,0.84,0.26,0.24,0.56
26145002100,0.55,0.54,0.48,0.59,0.57
26145010302,0.2,0.31,0.34,0.78,0.37
26145010303,0.11,0.35,0.26,0.35,0.18
26145010304,0.5,0.5,0.54,0.44,0.5
26145010402,0.18,0.47,0.46,0.55,0.36
26145010403,0.2,0.53,0.57,0.54,0.4
26145010501,0.03,0.29,0.15,0.1,0.04
26145010502,0.55,0.69,0.19,0.6,0.53
26145010600,0.7,0.82,0.51,0.31,0.62
26145010700,0.74,0.73,0.38,0.62,0.7
26145010800,0.72,0.94,0.45,0.52,0.74
26145011000,0.92,1.0,0.64,0.84,0.98
26145011200,0.15,0.59,0.12,0.2,0.15
26145011300,0.1,0.44,0.22,0.37,0.19
26145011500,0.94,0.92,0.73,0.71,0.93
26145011600,0.7,0.88,0.48,0.9,0.83
26145011701,0.53,0.42,0.1,0.07,0.19
26145011702,0.65,0.71,0.07,0.34,0.45
26145011800,0.83,0.94,0.22,0.43,0.71
26145011901,0.32,0.55,0.15,0.01,0.06
26145011902,0.35,0.25,0.02,0.19,0.13
26145012001,0.46,0.82,0.06,0.27,0.35
26145012002,0.14,0.13,0.21,0.04,0.03
26145012003,0.12,0.66,0.04,0.59,0.25
26145012100,0.21,0.71,0.19,0.2,0.22
26145012200,0.46,0.69,0.06,0.58,0.43
26145012300,0.34,0.5,0.04,0.15,0.16
26145012400,0.55,0.47,0.04,0.38,0.34
26145012600,0.53,0.74,0.1,0.6,0.5
26145012700,0.54,0.84,0.09,0.49,0.5
26145012900,0.51,0.55,0.06,0.48,0.39
26145013000,0.43,0.33,0.19,0.25,0.25
26145013100,0.27,0.38,0.12,0.5,0.26
26147621000,0.87,0.9,0.47,0.63,0.82
26147622000,0.85,0.84,0.13,0.2,0.57
26147623000,0.87,0.74,0.14,0.34,0.61
26147626000,0.81,0.96,0.13,0.29,0.64
26147627000,0.36,0.78,0.26,0.24,0.34
26147628000,0.62,0.84,0.36,0.29,0.55
26147629000,0.36,0.86,0.24,0.2,0.34
26147630400,0.53,0.66,0.03,0.17,0.29
26147631600,0.45,0.68,0.06,0.75,0.49
26147633100,0.12,0.24,0.1,0.2,0.08
26147633200,0.43,0.68,0.03,0.17,0.24
26147634100,0.74,0.63,0.1,0.25,0.46
26147634600,0.66,0.82,0.06,0.22,0.43
26147635000,0.41,0.55,0.17,0.61,0.42
26147637100,0.34,0.44,0.16,0.18,0.2
26147637200,0.49,0.89,0.08,0.31,0.42
26147637300,0.45,0.83,0.17,0.45,0.46
26147640100,0.11,0.33,0.03,0.05,0.03
26147640200,0.26,0.11,0.23,0.27,0.14
26147640600,0.47,0.47,0.13,0.26,0.29
26147641000,0.16,0.09,0.18,0.23,0.08
26147642000,0.43,0.24,0.07,0.32,0.22
26147643000,0.45,0.79,0.03,0.92,0.59
26147644000,0.48,0.73,0.01,0.36,0.35
26147645000,0.48,0.58,0.0,0.29,0.28
26147646000,0.55,0.62,0.02,0.33,0.35
26147647000,0.3,0.37,0.01,0.11,0.1
26147648000,0.3,0.4,0.01,0.11,0.1
26147649000,0.58,0.74,0.13,0.39,0.46
26147650200,0.17,0.3,0.16,0.25,0.14
26147651100,0.28,0.24,0.17,0.07,0.09
26147651600,0.31,0.26,0.06,0.37,0.19
26147652100,0.38,0.59,0.13,0.04,0.14
26147652600,0.33,0.51,0.02,0.3,0.21
26147655100,0.63,0.69,0.11,0.75,0.6
26147655600,0.45,0.52,0.04,0.39,0.31
26147657100,0.79,0.81,0.58,0.46,0.74
26147657200,0.4,0.39,0.25,0.22,0.26
26147658100,0.35,0.4,0.17,0.17,0.2
26147658500,0.26,0.26,0.03,0.3,0.14
26149040100,0.27,0.76,0.37,0.39,0.38
26149040200,0.8,0.85,0.21,0.56,0.7
26149040300,0.69,0.96,0.32,0.95,0.86
26149040400,0.7,0.95,0.38,0.62,0.75
26149040500,0.62,0.64,0.08,0.21,0.37
26149040600,0.83,0.86,0.73,0.92,0.93
26149040800,0.79,0.9,0.5,0.69,0.81
26149040900,0.4,0.8,0.05,0.48,0.39
26149041000,0.38,0.86,0.14,0.38,0.4
26149041101,0.69,0.71,0.38,0.78,0.72
26149041102,0.28,0.43,0.29,0.42,0.3
26149041200,0.46,0.66,0.2,0.68,0.51
26149041300,0.55,0.69,0.14,0.93,0.66
26149041400,0.66,0.71,0.26,0.55,0.59
26149041500,0.57,0.86,0.24,0.63,0.61
26149041600,0.55,0.83,0.37,0.37,0.54
26151970100,0.46,0.44,0.04,0.11,0.18
26151970200,0.66,0.77,0.22,0.35,0.53
26151970300,0.56,0.74,0.24,0.58,0.56
26151970400,0.75,0.82,0.13,0.74,0.7
26151970500,0.59,0.69,0.11,0.52,0.49
26151970700,0.58,0.72,0.0,0.54,0.46
26151970800,0.63,0.82,0.09,0.46,0.53
26151971000,0.72,0.89,0.23,0.84,0.77
26151971100,0.84,0.8,0.34,0.87,0.83
26151971200,0.67,0.64,0.22,0.61,0.59
26153000100,0.72,0.8,0.15,0.65,0.65
26153000200,0.49,0.48,0.19,0.22,0.31
26153000300,0.87,0.94,0.11,0.78,0.8
26155030100,0.44,0.46,0.12,0.34,0.31
26155030200,0.44,0.39,0.21,0.11,0.21
26155030300,0.45,0.81,0.1,0.64,0.5
26155030400,0.48,0.98,0.06,0.33,0.46
26155030500,0.59,0.63,0.07,0.1,0.27
26155030600,0.85,0.74,0.12,0.36,0.6
26155030700,0.63,0.9,0.06,0.43,0.53
26155031301,0.39,0.47,0.14,0.22,0.24
26155031302,0.36,0.45,0.02,0.07,0.11
26155031401,0.23,0.47,0.05,0.24,0.15
26155031402,0.15,0.28,0.03,0.26,0.09
26155031500,0.16,0.21,0.11,0.6,0.2
26155031700,0.55,0.86,0.05,0.57,0.52
26155031800,0.51,0.78,0.05,0.83,0.57
26155031900,0.54,0.66,0.04,0.33,0.37
26157000100,0.56,0.65,0.28,0.79,0.62
26157000200,0.45,0.71,0.14,0.42,0.4
26157000300,0.54,0.39,0.25,0.29,0.36
26157000400,0.56,0.73,0.17,0.65,0.56
26157000500,0.59,0.59,0.19,0.59,0.52
26157000800,0.39,0.5,0.04,0.2,0.21
26157000900,0.84,0.96,0.21,0.93,0.88
26157001000,0.66,0.47,0.02,0.68,0.5
26157001100,0.66,0.72,0.05,0.5,0.51
26157001200,0.6,0.6,0.04,0.2,0.32
26157001300,0.61,0.7,0.12,0.35,0.45
26159010100,0.54,0.82,0.2,0.65,0.58
26159010300,0.3,0.48,0.09,0.79,0.39
26159010400,0.36,0.93,0.39,0.7,0.61
26159010900,0.4,0.46,0.24,0.37,0.34
26159011002,0.41,0.74,0.38,0.61,0.53
26159011300,0.71,0.45,0.57,0.84,0.74
26159011400,0.94,0.91,0.69,0.96,0.98
26159011600,0.69,0.75,0.42,0.56,0.66
26159011800,0.62,0.78,0.2,0.9,0.71
26159011900,0.24,0.35,0.34,0.55,0.32
26159012000,0.82,0.89,0.59,0.9,0.9
26161400400,0.21,0.02,0.17,0.37,0.07
26161400600,0.18,0.02,0.11,0.69,0.1
26161400700,0.31,0.02,0.49,0.75,0.28
26161402100,0.45,0.03,0.65,0.72,0.41
26161402500,0.05,0.04,0.8,0.33,0.15
26161402700,0.09,0.33,0.75,0.43,0.31
26161403100,0.02,0.54,0.19,0.0,0.01
26161403200,0.04,0.23,0.37,0.04,0.04
26161403300,0.12,0.29,0.37,0.47,0.23
26161403400,0.12,0.12,0.25,0.04,0.03
26161403500,0.13,0.06,0.19,0.45,0.11
26161403600,0.55,0.02,0.79,0.77,0.5
26161403800,0.3,0.07,0.69,0.58,0.35
26161404100,0.11,0.26,0.4,0.36,0.19
26161404200,0.61,0.04,0.25,0.73,0.4
26161404300,0.01,0.47,0.41,0.07,0.06
26161404400,0.05,0.13,0.36,0.19,0.08
26161404600,0.11,0.04,0.61,0.66,0.23
26161405100,0.43,0.05,0.41,0.49,0.28
26161405200,0.04,0.05,0.49,0.31,0.09
26161405300,0.05,0.18,0.45,0.37,0.16
26161405400,0.05,0.1,0.44,0.13,0.06
26161405500,0.48,0.21,0.7,0.46,0.47
26161405600,0.76,0.35,0.81,0.28,0.62
26161406000,0.03,0.15,0.6,0.53,0.21
26161407000,0.03,0.21,0.34,0.24,0.1
26161407600,0.3,0.27,0.55,0.33,0.31
26161410200,0.45,0.02,0.27,0.23,0.13
26161410300,0.45,0.01,0.17,0.6,0.18
26161410400,0.43,0.28,0.68,0.49,0.47
26161410900,0.44,0.12,0.13,0.15,0.14
26161411700,0.66,0.57,0.46,0.3,0.53
26161411900,0.81,0.49,0.68,0.77,0.79
26161412000,0.7,0.96,0.26,0.32,0.63
26161412100,0.79,0.93,0.71,0.46,0.81
26161412300,0.82,0.97,0.42,0.29,0.72
26161412700,0.33,0.17,0.3,0.23,0.19
26161413000,0.73,0.66,0.48,0.27,0.58
26161413401,0.24,0.27,0.62,0.05,0.15
26161413402,0.23,0.19,0.46,0.12,0.14
26161413403,0.2,0.11,0.52,0.15,0.13
26161414200,0.37,0.08,0.65,0.75,0.44
26161414500,0.31,0.1,0.73,0.15,0.22
26161414700,0.14,0.06,0.62,0.35,0.17
26161414900,0.03,0.07,0.74,0.01,0.02
26161415600,0.12,0.07,0.22,0.06,0.03
26161415800,0.0,0.16,0.37,0.03,0.01
26161416200,0.06,0.1,0.2,0.36,0.09
26161420000,0.09,0.2,0.29,0.13,0.07
26161420200,0.23,0.13,0.27,0.19,0.12
26161421100,0.13,0.57,0.16,0.29,0.18
26161422200,0.06,0.28,0.57,0.03,0.06
26161423400,0.21,0.58,0.16,0.66,0.34
26161423600,0.06,0.05,0.25,0.08,0.02
26161425000,0.01,0.08,0.23,0.15,0.02
26161426000,0.1,0.31,0.14,0.16,0.08
26161431000,0.25,0.4,0.06,0.45,0.22
26161432000,0.11,0.12,0.12,0.36,0.09
26161444000,0.11,0.24,0.06,0.15,0.05
26161445000,0.06,0.07,0.17,0.4,0.08
26161446200,0.45,0.62,0.06,0.49,0.37
26161446400,0.01,0.58,0.15,0.71,0.24
26161447000,0.08,0.28,0.27,0.31,0.14
26161448000,0.03,0.52,0.24,0.0,0.01
26161453000,0.0,0.15,0.34,0.03,0.01
26161454000,0.08,0.65,0.19,0.2,0.15
26161456000,0.05,0.14,0.5,0.18,0.1
26161461000,0.1,0.29,0.15,0.04,0.04
26161464000,0.2,0.15,0.08,0.11,0.05
26161465000,0.26,0.46,0.06,0.78,0.35
