"","X","GEOID","total_18_39"
"4521",4521,"15347",136
"4522",4522,"15348",128
"4523",4523,"15349",351
"4524",4524,"15350",74
"4525",4525,"15351",163
"4526",4526,"15352",260
"4527",4527,"15353",36
"4528",4528,"15357",297
"4529",4529,"15358",204
"4530",4530,"15359",57
"4531",4531,"15360",363
"4532",4532,"15361",71
"4533",4533,"15362",166
"4534",4534,"15363",288
"4535",4535,"15364",165
"4536",4536,"15366",22
"4537",4537,"15367",1796
"4538",4538,"15368",70
"4539",4539,"15370",4750
"4540",4540,"15376",374
"4541",4541,"15377",142
"4542",4542,"15378",72
"4543",4543,"15379",14
"4544",4544,"15380",106
"4545",4545,"15401",8134
"4546",4546,"15410",341
"4547",4547,"15411",121
"4548",4548,"15412",113
"4549",4549,"15413",128
"4550",4550,"15417",1910
"4551",4551,"15419",2612
"4552",4552,"15420",66
"4553",4553,"15421",0
"4554",4554,"15422",30
"4555",4555,"15423",715
"4556",4556,"15424",447
"4557",4557,"15425",4778
"4558",4558,"15427",231
"4559",4559,"15428",452
"4560",4560,"15429",50
"4561",4561,"15430",85
"4562",4562,"15431",798
"4563",4563,"15432",124
"4564",4564,"15433",231
"4565",4565,"15434",44
"4566",4566,"15435",203
"4567",4567,"15436",678
"4568",4568,"15437",849
"4569",4569,"15438",382
"4570",4570,"15440",44
"4571",4571,"15442",415
"4572",4572,"15443",0
"4573",4573,"15444",120
"4574",4574,"15445",711
"4575",4575,"15446",47
"4576",4576,"15447",21
"4577",4577,"15448",97
"4578",4578,"15449",91
"4579",4579,"15450",1303
"4580",4580,"15451",199
"4581",4581,"15454",29
"4582",4582,"15455",136
"4583",4583,"15456",544
"4584",4584,"15458",540
"4585",4585,"15459",377
"4586",4586,"15460",33
"4587",4587,"15461",1002
"4588",4588,"15462",155
"4589",4589,"15463",0
"4590",4590,"15464",442
"4591",4591,"15466",105
"4592",4592,"15467",22
"4593",4593,"15468",580
"4594",4594,"15469",425
"4595",4595,"15470",181
"4596",4596,"15472",59
"4597",4597,"15473",837
"4598",4598,"15474",597
"4599",4599,"15475",402
"4600",4600,"15476",0
"4601",4601,"15477",199
"4602",4602,"15478",1360
"4603",4603,"15479",452
"4604",4604,"15480",399
"4605",4605,"15482",71
"4606",4606,"15483",111
"4607",4607,"15484",25
"4608",4608,"15486",465
"4609",4609,"15489",100
"4610",4610,"15490",45
"4611",4611,"15492",63
"4612",4612,"15501",4158
"4613",4613,"15502",11
"4614",4614,"15510",1516
"4615",4615,"15520",59
"4616",4616,"15521",481
"4617",4617,"15522",2258
"4618",4618,"15530",1166
"4619",4619,"15531",916
"4620",4620,"15532",28
"4621",4621,"15533",352
"4622",4622,"15534",209
"4623",4623,"15535",489
"4624",4624,"15536",127
"4625",4625,"15537",1708
"4626",4626,"15538",146
"4627",4627,"15539",302
"4628",4628,"15540",16
"4629",4629,"15541",840
"4630",4630,"15542",262
"4631",4631,"15544",15
"4632",4632,"15545",585
"4633",4633,"15546",95
"4634",4634,"15547",131
"4635",4635,"15550",376
"4636",4636,"15551",157
"4637",4637,"15552",1455
"4638",4638,"15554",384
"4639",4639,"15555",34
"4640",4640,"15557",859
"4641",4641,"15558",526
"4642",4642,"15559",325
"4643",4643,"15560",56
"4644",4644,"15561",80
"4645",4645,"15562",50
"4646",4646,"15563",663
"4647",4647,"15564",12
"4648",4648,"15601",15026
"4649",4649,"15610",706
"4650",4650,"15611",201
"4651",4651,"15612",44
"4652",4652,"15613",2778
"4653",4653,"15615",17
"4654",4654,"15616",0
"4655",4655,"15617",63
"4656",4656,"15618",585
"4657",4657,"15620",115
"4658",4658,"15621",45
"4659",4659,"15622",241
"4660",4660,"15623",170
"4661",4661,"15624",89
"4662",4662,"15625",0
"4663",4663,"15626",817
"4664",4664,"15627",1726
"4665",4665,"15628",176
"4666",4666,"15629",290
"4667",4667,"15631",372
"4668",4668,"15632",2364
"4669",4669,"15633",189
"4670",4670,"15634",92
"4671",4671,"15635",16
"4672",4672,"15636",712
"4673",4673,"15637",339
"4674",4674,"15638",40
"4675",4675,"15639",486
"4676",4676,"15640",188
"4677",4677,"15641",129
"4678",4678,"15642",9668
"4679",4679,"15644",4582
"4680",4680,"15646",51
"4681",4681,"15647",39
"4682",4682,"15650",6935
"4683",4683,"15655",58
"4684",4684,"15656",2271
"4685",4685,"15658",1426
"4686",4686,"15660",44
"4687",4687,"15661",288
"4688",4688,"15662",77
"4689",4689,"15663",64
"4690",4690,"15665",491
"4691",4691,"15666",3586
"4692",4692,"15668",2278
"4693",4693,"15670",587
"4694",4694,"15671",200
"4695",4695,"15672",764
"4696",4696,"15673",273
"4697",4697,"15675",359
"4698",4698,"15676",157
"4699",4699,"15677",47
"4700",4700,"15678",186
"4701",4701,"15679",619
"4702",4702,"15680",21
"4703",4703,"15681",1176
"4704",4704,"15683",1920
"4705",4705,"15684",149
"4706",4706,"15686",157
"4707",4707,"15687",297
"4708",4708,"15688",245
"4709",4709,"15689",148
"4710",4710,"15690",2286
"4711",4711,"15691",0
"4712",4712,"15692",328
"4713",4713,"15693",34
"4714",4714,"15695",79
"4715",4715,"15696",151
"4716",4716,"15697",832
"4717",4717,"15698",48
"4718",4718,"15701",15019
"4719",4719,"15710",60
"4720",4720,"15711",131
"4721",4721,"15712",56
"4722",4722,"15713",268
"4723",4723,"15714",1152
"4724",4724,"15715",108
"4725",4725,"15716",278
"4726",4726,"15717",2542
"4727",4727,"15721",34
"4728",4728,"15722",521
"4729",4729,"15723",0
"4730",4730,"15724",500
"4731",4731,"15725",411
"4732",4732,"15727",70
"4733",4733,"15728",827
"4734",4734,"15729",319
"4735",4735,"15730",35
"4736",4736,"15731",0
"4737",4737,"15732",352
"4738",4738,"15733",32
"4739",4739,"15734",122
"4740",4740,"15736",256
"4741",4741,"15737",10
"4742",4742,"15738",44
"4743",4743,"15739",211
"4744",4744,"15741",6
"4745",4745,"15742",251
"4746",4746,"15744",56
"4747",4747,"15745",44
"4748",4748,"15746",14
"4749",4749,"15747",528
"4750",4750,"15748",1358
"4751",4751,"15750",124
"4752",4752,"15752",37
"4753",4753,"15753",97
"4754",4754,"15754",80
"4755",4755,"15756",87
"4756",4756,"15757",393
"4757",4757,"15759",601
"4758",4758,"15760",25
"4759",4759,"15761",51
"4760",4760,"15762",220
"4761",4761,"15764",39
"4762",4762,"15765",377
"4763",4763,"15767",3623
"4764",4764,"15770",59
"4765",4765,"15771",190
"4766",4766,"15772",387
"4767",4767,"15773",130
"4768",4768,"15774",698
"4769",4769,"15775",256
"4770",4770,"15776",7
"4771",4771,"15777",18
"4772",4772,"15778",57
"4773",4773,"15779",159
"4774",4774,"15780",30
"4775",4775,"15781",34
"4776",4776,"15783",29
"4777",4777,"15784",15
"4778",4778,"15801",4884
"4779",4779,"15821",17
"4780",4780,"15823",312
"4781",4781,"15824",1300
"4782",4782,"15825",2195
"4783",4783,"15827",118
"4784",4784,"15828",27
"4785",4785,"15829",347
"4786",4786,"15832",18
"4787",4787,"15834",844
"4788",4788,"15840",432
"4789",4789,"15841",102
"4790",4790,"15845",705
"4791",4791,"15846",533
"4792",4792,"15847",62
"4793",4793,"15848",289
"4794",4794,"15849",312
"4795",4795,"15851",1596
"4796",4796,"15853",1628
"4797",4797,"15856",184
"4798",4798,"15857",2797
"4799",4799,"15860",178
"4800",4800,"15861",16
"4801",4801,"15863",53
"4802",4802,"15864",361
"4803",4803,"15865",307
"4804",4804,"15866",64
"4805",4805,"15868",242
"4806",4806,"15870",196
"4807",4807,"15901",526
"4808",4808,"15902",2753
"4809",4809,"15904",4611
"4810",4810,"15905",4087
"4811",4811,"15906",2499
"4812",4812,"15909",1118
"4813",4813,"15920",167
"4814",4814,"15921",4
"4815",4815,"15922",32
"4816",4816,"15923",293
"4817",4817,"15924",215
"4818",4818,"15925",55
"4819",4819,"15926",440
"4820",4820,"15927",240
"4821",4821,"15928",169
"4822",4822,"15929",0
"4823",4823,"15930",81
"4824",4824,"15931",2094
"4825",4825,"15934",97
"4826",4826,"15935",973
"4827",4827,"15936",278
"4828",4828,"15937",176
"4829",4829,"15938",421
"4830",4830,"15940",2018
"4831",4831,"15942",441
"4832",4832,"15943",901
"4833",4833,"15944",698
"4834",4834,"15945",33
"4835",4835,"15946",1485
"4836",4836,"15948",184
"4837",4837,"15949",106
"4838",4838,"15951",50
"4839",4839,"15952",526
"4840",4840,"15953",68
"4841",4841,"15954",437
"4842",4842,"15955",594
"4843",4843,"15956",697
"4844",4844,"15957",202
"4845",4845,"15958",570
"4846",4846,"15960",80
"4847",4847,"15961",170
"4848",4848,"15962",39
"4849",4849,"15963",2468
"4850",4850,"16001",9384
"4851",4851,"16002",3132
"4852",4852,"16020",223
"4853",4853,"16022",82
"4854",4854,"16023",710
"4855",4855,"16024",69
"4856",4856,"16025",1123
"4857",4857,"16027",67
"4858",4858,"16028",402
"4859",4859,"16029",203
"4860",4860,"16030",111
"4861",4861,"16033",1618
"4862",4862,"16034",521
"4863",4863,"16035",26
"4864",4864,"16036",18
"4865",4865,"16037",1101
"4866",4866,"16038",921
"4867",4867,"16040",251
"4868",4868,"16041",495
"4869",4869,"16045",374
"4870",4870,"16046",4449
"4871",4871,"16048",30
"4872",4872,"16049",648
"4873",4873,"16050",333
"4874",4874,"16051",595
"4875",4875,"16052",417
"4876",4876,"16053",1205
"4877",4877,"16054",70
"4878",4878,"16055",1577
"4879",4879,"16056",832
"4880",4880,"16057",7773
"4881",4881,"16059",1697
"4882",4882,"16061",480
"4883",4883,"16063",1436
"4884",4884,"16066",7544
"4885",4885,"16101",7668
"4886",4886,"16102",1486
"4887",4887,"16105",3482
"4888",4888,"16110",46
"4889",4889,"16111",312
"4890",4890,"16112",332
"4891",4891,"16113",123
"4892",4892,"16114",129
"4893",4893,"16115",786
"4894",4894,"16116",753
"4895",4895,"16117",4394
"4896",4896,"16120",417
"4897",4897,"16121",978
"4898",4898,"16123",530
"4899",4899,"16124",453
"4900",4900,"16125",4421
"4901",4901,"16127",5346
"4902",4902,"16130",423
"4903",4903,"16131",219
"4904",4904,"16132",74
"4905",4905,"16133",332
"4906",4906,"16134",629
"4907",4907,"16136",189
"4908",4908,"16137",3373
"4909",4909,"16140",0
"4910",4910,"16141",456
"4911",4911,"16142",2496
"4912",4912,"16143",546
"4913",4913,"16145",614
"4914",4914,"16146",3971
"4915",4915,"16148",3404
"4916",4916,"16150",1481
"4917",4917,"16151",44
"4918",4918,"16153",406
"4919",4919,"16154",521
"4920",4920,"16155",0
"4921",4921,"16156",616
"4922",4922,"16157",610
"4923",4923,"16159",985
"4924",4924,"16160",196
"4925",4925,"16161",135
"4926",4926,"16201",3920
"4927",4927,"16210",234
"4928",4928,"16211",17
"4929",4929,"16212",85
"4930",4930,"16213",26
"4931",4931,"16214",4585
"4932",4932,"16217",2
"4933",4933,"16218",238
"4934",4934,"16222",645
"4935",4935,"16223",56
"4936",4936,"16224",394
"4937",4937,"16226",1873
"4938",4938,"16228",116
"4939",4939,"16229",1424
"4940",4940,"16230",118
"4941",4941,"16232",1088
"4942",4942,"16233",201
"4943",4943,"16235",329
"4944",4944,"16236",47
"4945",4945,"16238",106
"4946",4946,"16239",2730
"4947",4947,"16240",350
"4948",4948,"16242",950
"4949",4949,"16244",72
"4950",4950,"16245",65
"4951",4951,"16246",60
"4952",4952,"16248",844
"4953",4953,"16249",452
"4954",4954,"16250",159
"4955",4955,"16253",11
"4956",4956,"16254",719
"4957",4957,"16255",392
"4958",4958,"16256",576
"4959",4959,"16258",530
"4960",4960,"16259",337
"4961",4961,"16260",59
"4962",4962,"16262",570
"4963",4963,"16263",34
"4964",4964,"16301",4095
"4965",4965,"16311",110
"4966",4966,"16312",0
"4967",4967,"16313",395
"4968",4968,"16314",1275
"4969",4969,"16316",965
"4970",4970,"16317",301
"4971",4971,"16319",290
"4972",4972,"16321",2
"4973",4973,"16322",13
"4974",4974,"16323",3335
"4975",4975,"16326",96
"4976",4976,"16327",718
"4977",4977,"16328",58
"4978",4978,"16329",120
"4979",4979,"16331",12
"4980",4980,"16332",22
"4981",4981,"16333",86
"4982",4982,"16334",84
"4983",4983,"16335",7931
"4984",4984,"16340",377
"4985",4985,"16341",344
"4986",4986,"16342",453
"4987",4987,"16343",107
"4988",4988,"16344",125
"4989",4989,"16345",594
"4990",4990,"16346",643
"4991",4991,"16347",450
"4992",4992,"16350",625
"4993",4993,"16351",279
"4994",4994,"16352",48
"4995",4995,"16353",358
"4996",4996,"16354",2942
"4997",4997,"16360",289
"4998",4998,"16361",7
"4999",4999,"16362",196
"5000",5000,"16364",372
"5001",5001,"16365",4166
"5002",5002,"16370",8
"5003",5003,"16371",696
"5004",5004,"16372",129
"5005",5005,"16373",754
"5006",5006,"16374",369
"5007",5007,"16401",2252
"5008",5008,"16402",166
"5009",5009,"16403",1878
"5010",5010,"16404",876
"5011",5011,"16405",194
"5012",5012,"16406",677
"5013",5013,"16407",2816
"5014",5014,"16410",384
"5015",5015,"16411",393
"5016",5016,"16412",3480
"5017",5017,"16415",1899
"5018",5018,"16416",49
"5019",5019,"16417",2026
"5020",5020,"16420",168
"5021",5021,"16421",548
"5022",5022,"16422",57
"5023",5023,"16423",1080
"5024",5024,"16424",944
"5025",5025,"16426",794
"5026",5026,"16427",39
"5027",5027,"16428",3327
"5028",5028,"16433",1242
"5029",5029,"16434",834
"5030",5030,"16435",401
"5031",5031,"16436",161
"5032",5032,"16438",1797
"5033",5033,"16440",237
"5034",5034,"16441",2510
"5035",5035,"16442",705
"5036",5036,"16443",309
"5037",5037,"16444",1221
"5038",5038,"16501",561
"5039",5039,"16502",5426
"5040",5040,"16503",5895
"5041",5041,"16504",4993
"5042",5042,"16505",3764
"5043",5043,"16506",5866
"5044",5044,"16507",3855
"5045",5045,"16508",4541
"5046",5046,"16509",7461
"5047",5047,"16510",6723
"5048",5048,"16511",3084
"5049",5049,"16546",868
"5050",5050,"16563",1639
"5051",5051,"16601",9502
"5052",5052,"16602",7624
"5053",5053,"16611",509
"5054",5054,"16613",310
"5055",5055,"16616",16
"5056",5056,"16617",770
"5057",5057,"16619",46
"5058",5058,"16620",81
"5059",5059,"16621",186
"5060",5060,"16622",12
"5061",5061,"16623",109
"5062",5062,"16624",43
"5063",5063,"16625",859
"5064",5064,"16627",543
"5065",5065,"16630",1534
"5066",5066,"16631",27
"5067",5067,"16633",89
"5068",5068,"16634",92
"5069",5069,"16635",2743
"5070",5070,"16636",192
"5071",5071,"16637",622
"5072",5072,"16638",6
"5073",5073,"16639",333
"5074",5074,"16640",185
"5075",5075,"16641",650
"5076",5076,"16645",30
"5077",5077,"16646",525
"5078",5078,"16647",104
"5079",5079,"16648",2986
"5080",5080,"16650",415
"5081",5081,"16651",2064
"5082",5082,"16652",6117
"5083",5083,"16655",323
"5084",5084,"16656",231
"5085",5085,"16657",264
"5086",5086,"16659",71
"5087",5087,"16661",190
"5088",5088,"16662",1161
"5089",5089,"16664",463
"5090",5090,"16665",85
"5091",5091,"16666",777
"5092",5092,"16667",350
"5093",5093,"16668",738
"5094",5094,"16669",440
"5095",5095,"16670",17
"5096",5096,"16671",128
"5097",5097,"16672",77
"5098",5098,"16673",1398
"5099",5099,"16674",157
"5100",5100,"16677",83
"5101",5101,"16678",578
"5102",5102,"16679",151
"5103",5103,"16680",66
"5104",5104,"16682",0
"5105",5105,"16683",91
"5106",5106,"16685",8
"5107",5107,"16686",3559
"5108",5108,"16689",101
"5109",5109,"16691",75
"5110",5110,"16692",184
"5111",5111,"16693",1205
"5112",5112,"16694",15
"5113",5113,"16695",280
"5114",5114,"16699",139
"5115",5115,"16701",5055
"5116",5116,"16720",256
"5117",5117,"16724",5
"5118",5118,"16725",135
"5119",5119,"16726",220
"5120",5120,"16727",46
"5121",5121,"16728",7
"5122",5122,"16729",203
"5123",5123,"16730",3
"5124",5124,"16731",515
"5125",5125,"16732",64
"5126",5126,"16733",61
"5127",5127,"16734",59
"5128",5128,"16735",1295
"5129",5129,"16738",1067
"5130",5130,"16740",289
"5131",5131,"16743",838
"5132",5132,"16744",20
"5133",5133,"16745",122
"5134",5134,"16746",275
"5135",5135,"16748",546
"5136",5136,"16749",1020
"5137",5137,"16750",158
"5138",5138,"16801",24817
"5139",5139,"16802",11554
"5140",5140,"16803",13474
"5141",5141,"16820",214
"5142",5142,"16821",78
"5143",5143,"16822",548
"5144",5144,"16823",9210
"5145",5145,"16825",71
"5146",5146,"16826",117
"5147",5147,"16827",999
"5148",5148,"16828",649
"5149",5149,"16829",150
"5150",5150,"16830",3419
"5151",5151,"16832",154
"5152",5152,"16833",1287
"5153",5153,"16834",33
"5154",5154,"16835",58
"5155",5155,"16836",220
"5156",5156,"16837",18
"5157",5157,"16838",403
"5158",5158,"16839",224
"5159",5159,"16840",217
"5160",5160,"16841",1539
"5161",5161,"16843",105
"5162",5162,"16844",678
"5163",5163,"16845",353
"5164",5164,"16847",21
"5165",5165,"16848",97
"5166",5166,"16849",37
"5167",5167,"16851",294
"5168",5168,"16852",45
"5169",5169,"16853",81
"5170",5170,"16854",145
"5171",5171,"16855",14
"5172",5172,"16858",900
"5173",5173,"16859",136
"5174",5174,"16860",64
"5175",5175,"16861",58
"5176",5176,"16863",226
"5177",5177,"16865",539
"5178",5178,"16866",2724
"5179",5179,"16868",46
"5180",5180,"16870",1431
"5181",5181,"16871",4
"5182",5182,"16872",468
"5183",5183,"16874",330
"5184",5184,"16875",885
"5185",5185,"16876",82
"5186",5186,"16877",511
"5187",5187,"16878",273
"5188",5188,"16879",105
"5189",5189,"16881",504
"5190",5190,"16882",105
"5191",5191,"16901",2391
"5192",5192,"16911",81
"5193",5193,"16912",648
"5194",5194,"16914",454
"5195",5195,"16915",1328
"5196",5196,"16917",271
"5197",5197,"16920",590
"5198",5198,"16921",88
"5199",5199,"16922",407
"5200",5200,"16923",292
"5201",5201,"16925",773
"5202",5202,"16926",221
"5203",5203,"16927",90
"5204",5204,"16928",402
"5205",5205,"16929",640
"5206",5206,"16930",245
"5207",5207,"16932",200
"5208",5208,"16933",2163
"5209",5209,"16935",274
"5210",5210,"16936",437
"5211",5211,"16937",58
"5212",5212,"16938",121
"5213",5213,"16939",135
"5214",5214,"16940",65
"5215",5215,"16941",9
"5216",5216,"16942",173
"5217",5217,"16943",93
"5218",5218,"16946",728
"5219",5219,"16947",1301
"5220",5220,"16948",427
"5221",5221,"16950",763
"5222",5222,"17002",271
"5223",5223,"17003",3863
"5224",5224,"17004",1127
"5225",5225,"17005",72
"5226",5226,"17006",217
"5227",5227,"17007",1211
"5228",5228,"17009",526
"5229",5229,"17010",93
"5230",5230,"17011",11352
"5231",5231,"17013",11443
"5232",5232,"17015",4920
"5233",5233,"17016",105
"5234",5234,"17017",288
"5235",5235,"17018",1213
"5236",5236,"17019",4368
"5237",5237,"17020",2346
"5238",5238,"17021",194
"5239",5239,"17022",9021
"5240",5240,"17023",854
"5241",5241,"17024",578
"5242",5242,"17025",4619
"5243",5243,"17026",849
"5244",5244,"17027",1912
"5245",5245,"17028",872
"5246",5246,"17029",32
"5247",5247,"17030",273
"5248",5248,"17032",1906
"5249",5249,"17033",5386
"5250",5250,"17034",634
"5251",5251,"17035",169
"5252",5252,"17036",5694
"5253",5253,"17037",310
"5254",5254,"17038",2503
"5255",5255,"17039",0
"5256",5256,"17040",466
"5257",5257,"17041",97
"5258",5258,"17042",9236
"5259",5259,"17043",2191
"5260",5260,"17044",5013
"5261",5261,"17045",733
"5262",5262,"17046",8640
"5263",5263,"17047",657
"5264",5264,"17048",912
"5265",5265,"17049",906
"5266",5266,"17050",8518
"5267",5267,"17051",994
"5268",5268,"17052",368
"5269",5269,"17053",1260
"5270",5270,"17055",9564
"5271",5271,"17056",6
"5272",5272,"17057",6249
"5273",5273,"17058",494
"5274",5274,"17059",1653
"5275",5275,"17060",322
"5276",5276,"17061",1641
"5277",5277,"17062",989
"5278",5278,"17063",774
"5279",5279,"17064",108
"5280",5280,"17065",1079
"5281",5281,"17066",1403
"5282",5282,"17067",3552
"5283",5283,"17068",1152
"5284",5284,"17069",47
"5285",5285,"17070",4199
"5286",5286,"17071",26
"5287",5287,"17072",38
"5288",5288,"17073",1534
"5289",5289,"17074",1837
"5290",5290,"17075",8
"5291",5291,"17076",0
"5292",5292,"17077",23
"5293",5293,"17078",4621
"5294",5294,"17080",47
"5295",5295,"17081",67
"5296",5296,"17082",761
"5297",5297,"17083",14
"5298",5298,"17084",972
"5299",5299,"17086",651
"5300",5300,"17087",637
"5301",5301,"17088",395
"5302",5302,"17090",1348
"5303",5303,"17093",379
"5304",5304,"17094",733
"5305",5305,"17097",155
"5306",5306,"17098",525
"5307",5307,"17099",217
"5308",5308,"17101",875
"5309",5309,"17102",3163
"5310",5310,"17103",3728
"5311",5311,"17104",6479
"5312",5312,"17109",7483
"5313",5313,"17110",7236
"5314",5314,"17111",9170
"5315",5315,"17112",8298
"5316",5316,"17113",2792
"5317",5317,"17120",0
"5318",5318,"17201",7624
"5319",5319,"17202",7256
"5320",5320,"17210",33
"5321",5321,"17211",88
"5322",5322,"17212",184
"5323",5323,"17213",119
"5324",5324,"17214",263
"5325",5325,"17215",65
"5326",5326,"17217",46
"5327",5327,"17219",72
"5328",5328,"17220",105
"5329",5329,"17221",139
"5330",5330,"17222",2479
"5331",5331,"17223",51
"5332",5332,"17224",347
"5333",5333,"17225",5352
"5334",5334,"17228",270
"5335",5335,"17229",300
"5336",5336,"17233",1201
"5337",5337,"17235",233
"5338",5338,"17236",1812
"5339",5339,"17237",818
"5340",5340,"17238",446
"5341",5341,"17239",66
"5342",5342,"17240",1098
"5343",5343,"17241",2949
"5344",5344,"17243",344
"5345",5345,"17244",622
"5346",5346,"17246",39
"5347",5347,"17247",0
"5348",5348,"17249",93
"5349",5349,"17250",0
"5350",5350,"17251",28
"5351",5351,"17252",735
"5352",5352,"17253",73
"5353",5353,"17254",4
"5354",5354,"17255",227
"5355",5355,"17256",66
"5356",5356,"17257",10956
"5357",5357,"17260",191
"5358",5358,"17261",77
"5359",5359,"17262",456
"5360",5360,"17263",55
"5361",5361,"17264",515
"5362",5362,"17265",161
"5363",5363,"17266",137
"5364",5364,"17267",540
"5365",5365,"17268",7412
"5366",5366,"17270",0
"5367",5367,"17271",55
"5368",5368,"17272",74
"5369",5369,"17301",975
"5370",5370,"17302",564
"5371",5371,"17304",756
"5372",5372,"17306",105
"5373",5373,"17307",1534
"5374",5374,"17309",533
"5375",5375,"17311",46
"5376",5376,"17313",2915
"5377",5377,"17314",1442
"5378",5378,"17315",6949
"5379",5379,"17316",2060
"5380",5380,"17317",198
"5381",5381,"17318",101
"5382",5382,"17319",3197
"5383",5383,"17320",1889
"5384",5384,"17321",631
"5385",5385,"17322",1323
"5386",5386,"17324",861
"5387",5387,"17325",8450
"5388",5388,"17327",1810
"5389",5389,"17329",476
"5390",5390,"17331",13264
"5391",5391,"17339",1551
"5392",5392,"17340",2624
"5393",5393,"17343",0
"5394",5394,"17344",1075
"5395",5395,"17345",1675
"5396",5396,"17347",1736
"5397",5397,"17349",1424
"5398",5398,"17350",2906
"5399",5399,"17352",259
"5400",5400,"17353",500
"5401",5401,"17355",75
"5402",5402,"17356",6026
"5403",5403,"17360",1908
"5404",5404,"17361",1576
"5405",5405,"17362",2885
"5406",5406,"17363",1894
"5407",5407,"17364",900
"5408",5408,"17365",396
"5409",5409,"17366",1413
"5410",5410,"17368",1615
"5411",5411,"17370",1274
"5412",5412,"17371",71
"5413",5413,"17372",970
"5414",5414,"17401",6263
"5415",5415,"17402",10557
"5416",5416,"17403",12571
"5417",5417,"17404",10217
"5418",5418,"17406",6737
"5419",5419,"17407",442
"5420",5420,"17408",6154
"5421",5421,"17501",1206
"5422",5422,"17502",784
"5423",5423,"17505",455
"5424",5424,"17507",0
"5425",5425,"17508",175
"5426",5426,"17509",1301
"5427",5427,"17512",4750
"5428",5428,"17516",1031
"5429",5429,"17517",4904
"5430",5430,"17518",502
"5431",5431,"17519",1870
"5432",5432,"17520",1099
"5433",5433,"17522",9477
"5434",5434,"17527",1447
"5435",5435,"17529",1139
"5436",5436,"17532",789
"5437",5437,"17535",737
"5438",5438,"17536",573
"5439",5439,"17538",1578
"5440",5440,"17540",3055
"5441",5441,"17543",10097
"5442",5442,"17545",5481
"5443",5443,"17547",2470
"5444",5444,"17550",292
"5445",5445,"17551",5265
"5446",5446,"17552",5880
"5447",5447,"17554",1852
"5448",5448,"17555",1962
"5449",5449,"17557",3481
"5450",5450,"17560",1222
"5451",5451,"17562",1256
"5452",5452,"17563",974
"5453",5453,"17565",539
"5454",5454,"17566",3444
"5455",5455,"17569",1837
"5456",5456,"17570",66
"5457",5457,"17572",1373
"5458",5458,"17576",132
"5459",5459,"17578",1504
"5460",5460,"17579",1535
"5461",5461,"17581",262
"5462",5462,"17582",502
"5463",5463,"17584",2318
"5464",5464,"17601",13121
"5465",5465,"17602",15779
"5466",5466,"17603",21112
"5467",5467,"17606",0
"5468",5468,"17701",14512
"5469",5469,"17702",2716
"5470",5470,"17721",373
"5471",5471,"17723",2
"5472",5472,"17724",1253
"5473",5473,"17727",1
"5474",5474,"17728",1141
"5475",5475,"17729",7
"5476",5476,"17730",105
"5477",5477,"17731",18
"5478",5478,"17737",1506
"5479",5479,"17739",5
"5480",5480,"17740",2968
"5481",5481,"17742",0
"5482",5482,"17744",803
"5483",5483,"17745",7048
"5484",5484,"17747",883
"5485",5485,"17748",4
"5486",5486,"17749",138
"5487",5487,"17750",47
"5488",5488,"17751",1824
"5489",5489,"17752",1231
"5490",5490,"17754",2714
"5491",5491,"17756",3189
"5492",5492,"17758",210
"5493",5493,"17760",141
"5494",5494,"17762",127
"5495",5495,"17763",23
"5496",5496,"17764",521
"5497",5497,"17765",315
"5498",5498,"17767",70
"5499",5499,"17768",78
"5500",5500,"17771",696
"5501",5501,"17772",614
"5502",5502,"17774",303
"5503",5503,"17776",34
"5504",5504,"17777",1811
"5505",5505,"17778",12
"5506",5506,"17779",42
"5507",5507,"17801",4343
"5508",5508,"17810",2358
"5509",5509,"17812",300
"5510",5510,"17813",463
"5511",5511,"17814",1185
"5512",5512,"17815",12749
"5513",5513,"17820",1238
"5514",5514,"17821",4800
"5515",5515,"17822",0
"5516",5516,"17823",260
"5517",5517,"17824",668
"5518",5518,"17827",177
"5519",5519,"17829",61
"5520",5520,"17830",499
"5521",5521,"17832",172
"5522",5522,"17834",710
"5523",5523,"17835",97
"5524",5524,"17836",50
"5525",5525,"17837",7268
"5526",5526,"17840",137
"5527",5527,"17841",1146
"5528",5528,"17842",2113
"5529",5529,"17844",2631
"5530",5530,"17845",464
"5531",5531,"17846",830
"5532",5532,"17847",2684
"5533",5533,"17850",268
"5534",5534,"17851",1664
"5535",5535,"17853",905
"5536",5536,"17855",297
"5537",5537,"17856",763
"5538",5538,"17857",1871
"5539",5539,"17859",571
"5540",5540,"17860",557
"5541",5541,"17861",35
"5542",5542,"17862",185
"5543",5543,"17864",590
"5544",5544,"17865",57
"5545",5545,"17866",3539
"5546",5546,"17867",21
"5547",5547,"17868",175
"5548",5548,"17870",5319
"5549",5549,"17872",2074
"5550",5550,"17876",484
"5551",5551,"17878",271
"5552",5552,"17880",57
"5553",5553,"17881",427
"5554",5554,"17884",74
"5555",5555,"17885",19
"5556",5556,"17886",747
"5557",5557,"17887",31
"5558",5558,"17888",54
"5559",5559,"17889",635
"5560",5560,"17901",5809
"5561",5561,"17920",51
"5562",5562,"17921",2254
"5563",5563,"17922",1169
"5564",5564,"17923",123
"5565",5565,"17925",119
"5566",5566,"17929",389
"5567",5567,"17930",106
"5568",5568,"17931",3290
"5569",5569,"17933",22
"5570",5570,"17934",91
"5571",5571,"17935",377
"5572",5572,"17936",161
"5573",5573,"17938",596
