"","COUNTYFP","county","STATEFP","state","fordq_rate"
"9115","175","Seward County","20","NE",6.7
"9116","083","Sheridan County","38","NE",5.1
"9117","161","Sheridan County","31","NE",5.1
"9118","033","Sheridan County","56","NE",5.1
"9119","179","Sheridan County","20","NE",5.1
"9120","091","Sheridan County","30","NE",5.1
"9121","181","Sherman County","20","NE",9.7
"9122","163","Sherman County","31","NE",9.7
"9123","055","Sherman County","41","NE",9.7
"9124","421","Sherman County","48","NE",9.7
"9125","085","Sioux County","38","NE",9.4
"9126","165","Sioux County","31","NE",9.4
"9127","167","Sioux County","19","NE",9.4
"9128","187","Stanton County","20","NE",8.8
"9129","167","Stanton County","31","NE",8.8
"9130","169","Thayer County","31","NE",9.9
"9131","171","Thomas County","31","NE",15.3
"9132","193","Thomas County","20","NE",15.3
"9133","275","Thomas County","13","NE",15.3
"9134","173","Thurston County","31","NE",12.15
"9135","067","Thurston County","53","NE",12.15
"9136","085","Valley County","16","NE",6.3
"9137","175","Valley County","31","NE",6.3
"9138","105","Valley County","30","NE",6.3
"9139","151","Washington County","28","NE",6.8
"9140","029","Washington County","23","NE",6.8
"9141","477","Washington County","48","NE",6.8
"9142","221","Washington County","29","NE",6.8
"9143","189","Washington County","17","NE",6.8
"9144","147","Washington County","40","NE",6.8
"9145","179","Washington County","47","NE",6.8
"9146","131","Washington County","55","NE",6.8
"9147","115","Washington County","36","NE",6.8
"9148","303","Washington County","13","NE",6.8
"9149","143","Washington County","05","NE",6.8
"9150","009","Washington County","44","NE",6.8
"9151","187","Washington County","37","NE",6.8
"9152","053","Washington County","49","NE",6.8
"9153","229","Washington County","21","NE",6.8
"9154","191","Washington County","51","NE",6.8
"9155","163","Washington County","27","NE",6.8
"9156","129","Washington County","01","NE",6.8
"9157","167","Washington County","39","NE",6.8
"9158","177","Washington County","31","NE",6.8
"9159","201","Washington County","20","NE",6.8
"9160","087","Washington County","16","NE",6.8
"9161","121","Washington County","08","NE",6.8
"9162","133","Washington County","12","NE",6.8
"9163","043","Washington County","24","NE",6.8
"9164","023","Washington County","50","NE",6.8
"9165","125","Washington County","42","NE",6.8
"9166","183","Washington County","19","NE",6.8
"9167","175","Washington County","18","NE",6.8
"9168","067","Washington County","41","NE",6.8
"9169","231","Wayne County","21","NE",8.25
"9170","127","Wayne County","42","NE",8.25
"9171","163","Wayne County","26","NE",8.25
"9172","169","Wayne County","39","NE",8.25
"9173","179","Wayne County","31","NE",8.25
"9174","185","Wayne County","19","NE",8.25
"9175","223","Wayne County","29","NE",8.25
"9176","181","Wayne County","47","NE",8.25
"9177","191","Wayne County","17","NE",8.25
"9178","305","Wayne County","13","NE",8.25
"9179","153","Wayne County","28","NE",8.25
"9180","191","Wayne County","37","NE",8.25
"9181","117","Wayne County","36","NE",8.25
"9182","055","Wayne County","49","NE",8.25
"9183","177","Wayne County","18","NE",8.25
"9184","099","Wayne County","54","NE",8.25
"9185","181","Webster County","31","NE",9.35
"9186","187","Webster County","19","NE",9.35
"9187","225","Webster County","29","NE",9.35
"9188","101","Webster County","54","NE",9.35
"9189","307","Webster County","13","NE",9.35
"9190","155","Webster County","28","NE",9.35
"9191","233","Webster County","21","NE",9.35
"9192","069","Wheeler County","41","NE",16.4
"9193","309","Wheeler County","13","NE",16.4
"9194","183","Wheeler County","31","NE",16.4
"9195","483","Wheeler County","48","NE",16.4
"9196","133","York County","42","NE",7.35
"9197","031","York County","23","NE",7.35
"9198","185","York County","31","NE",7.35
"9199","199","York County","51","NE",7.35
"9200","091","York County","45","NE",7.35
"9201","001","Belknap County","33","NH",8.49285714285714
"9202","027","Carroll County","19","NH",6.55454545454545
"9203","045","Carroll County","13","NH",6.55454545454545
"9204","015","Carroll County","05","NH",6.55454545454545
"9205","015","Carroll County","28","NH",6.55454545454545
"9206","015","Carroll County","18","NH",6.55454545454545
"9207","013","Carroll County","24","NH",6.55454545454545
"9208","017","Carroll County","47","NH",6.55454545454545
"9209","035","Carroll County","51","NH",6.55454545454545
"9210","003","Carroll County","33","NH",6.55454545454545
"9211","019","Carroll County","39","NH",6.55454545454545
"9212","041","Carroll County","21","NH",6.55454545454545
"9213","033","Carroll County","29","NH",6.55454545454545
"9214","015","Carroll County","17","NH",6.55454545454545
"9215","005","Cheshire County","33","NH",8.18125
"9216","011","Coos County","41","NH",12.9090909090909
"9217","007","Coos County","33","NH",12.9090909090909
"9218","009","Grafton County","33","NH",7.28421052631579
"9219","011","Hillsborough County","33","NH",7.53086419753086
"9220","057","Hillsborough County","12","NH",7.53086419753086
"9221","013","Merrimack County","33","NH",7.41612903225806
"9222","015","Rockingham County","33","NH",6.43928571428571
"9223","157","Rockingham County","37","NH",6.43928571428571
"9224","165","Rockingham County","51","NH",6.43928571428571
"9225","017","Strafford County","33","NH",7.45416666666667
"9226","019","Sullivan County","33","NH",11.66
"9227","163","Sullivan County","47","NH",11.66
"9228","113","Sullivan County","42","NH",11.66
"9229","105","Sullivan County","36","NH",11.66
"9230","211","Sullivan County","29","NH",11.66
"9231","153","Sullivan County","18","NH",11.66
"9232","001","Atlantic County","34","NJ",10.296875
"9233","003","Bergen County","34","NJ",6.69877300613497
"9234","005","Burlington County","34","NJ",8.56806722689076
"9235","007","Camden County","34","NJ",11.2428571428571
"9236","029","Camden County","37","NJ",11.2428571428571
"9237","039","Camden County","13","NJ",11.2428571428571
"9238","029","Camden County","29","NJ",11.2428571428571
"9239","009","Cape May County","34","NJ",7.756
"9240","035","Cumberland County","17","NJ",12.2371428571429
"9241","051","Cumberland County","37","NJ",12.2371428571429
"9242","049","Cumberland County","51","NJ",12.2371428571429
"9243","035","Cumberland County","47","NJ",12.2371428571429
"9244","011","Cumberland County","34","NJ",12.2371428571429
"9245","057","Cumberland County","21","NJ",12.2371428571429
"9246","005","Cumberland County","23","NJ",12.2371428571429
"9247","041","Cumberland County","42","NJ",12.2371428571429
"9248","057","Essex County","51","NJ",17.0514150943396
"9249","031","Essex County","36","NJ",17.0514150943396
"9250","009","Essex County","50","NJ",17.0514150943396
"9251","013","Essex County","34","NJ",17.0514150943396
"9252","009","Essex County","25","NJ",17.0514150943396
"9253","073","Gloucester County","51","NJ",8.74406779661017
"9254","015","Gloucester County","34","NJ",8.74406779661017
"9255","017","Hudson County","34","NJ",10.5651898734177
"9256","019","Hunterdon County","34","NJ",4.35769230769231
"9257","131","Mercer County","17","NJ",9.68630136986301
"9258","057","Mercer County","38","NJ",9.68630136986301
"9259","085","Mercer County","42","NJ",9.68630136986301
"9260","055","Mercer County","54","NJ",9.68630136986301
"9261","167","Mercer County","21","NJ",9.68630136986301
"9262","129","Mercer County","29","NJ",9.68630136986301
"9263","021","Mercer County","34","NJ",9.68630136986301
"9264","107","Mercer County","39","NJ",9.68630136986301
"9265","007","Middlesex County","09","NJ",7.66553672316384
"9266","119","Middlesex County","51","NJ",7.66553672316384
"9267","023","Middlesex County","34","NJ",7.66553672316384
"9268","017","Middlesex County","25","NJ",7.66553672316384
"9269","025","Monmouth County","34","NJ",6.96971830985915
"9270","127","Morris County","20","NJ",4.94747474747475
"9271","027","Morris County","34","NJ",4.94747474747475
"9272","343","Morris County","48","NJ",4.94747474747475
"9273","029","Ocean County","34","NJ",7.75641025641026
"9274","031","Passaic County","34","NJ",13.8282352941176
"9275","033","Salem County","34","NJ",10.892
"9276","111","Somerset County","42","NJ",6.48548387096774
"9277","035","Somerset County","34","NJ",6.48548387096774
"9278","039","Somerset County","24","NJ",6.48548387096774
"9279","025","Somerset County","23","NJ",6.48548387096774
"9280","037","Sussex County","34","NJ",8.3375
"9281","005","Sussex County","10","NJ",8.3375
"9282","183","Sussex County","51","NJ",8.3375
"9283","145","Union County","28","NJ",13.7783018867925
"9284","059","Union County","35","NJ",13.7783018867925
"9285","161","Union County","18","NJ",13.7783018867925
"9286","039","Union County","34","NJ",13.7783018867925
"9287","291","Union County","13","NJ",13.7783018867925
"9288","173","Union County","47","NJ",13.7783018867925
"9289","181","Union County","17","NJ",13.7783018867925
"9290","061","Union County","41","NJ",13.7783018867925
"9291","175","Union County","19","NJ",13.7783018867925
"9292","225","Union County","21","NJ",13.7783018867925
"9293","179","Union County","37","NJ",13.7783018867925
"9294","125","Union County","12","NJ",13.7783018867925
"9295","087","Union County","45","NJ",13.7783018867925
"9296","159","Union County","39","NJ",13.7783018867925
"9297","127","Union County","46","NJ",13.7783018867925
"9298","139","Union County","05","NJ",13.7783018867925
"9299","119","Union County","42","NJ",13.7783018867925
"9300","171","Warren County","18","NJ",8.17391304347826
"9301","177","Warren County","47","NJ",8.17391304347826
"9302","181","Warren County","19","NJ",8.17391304347826
"9303","113","Warren County","36","NJ",8.17391304347826
"9304","149","Warren County","28","NJ",8.17391304347826
"9305","185","Warren County","37","NJ",8.17391304347826
"9306","219","Warren County","29","NJ",8.17391304347826
"9307","227","Warren County","21","NJ",8.17391304347826
"9308","187","Warren County","17","NJ",8.17391304347826
"9309","301","Warren County","13","NJ",8.17391304347826
"9310","123","Warren County","42","NJ",8.17391304347826
"9311","041","Warren County","34","NJ",8.17391304347826
"9312","165","Warren County","39","NJ",8.17391304347826
"9313","187","Warren County","51","NJ",8.17391304347826
"9314","001","Bernalillo County","35","NM",6.29078014184397
"9315","003","Catron County","35","NM",14.95
"9316","005","Chaves County","35","NM",7.87692307692308
"9317","006","Cibola County","35","NM",8.08
"9318","007","Colfax County","35","NM",6.26666666666667
"9319","037","Colfax County","31","NM",6.26666666666667
"9320","009","Curry County","35","NM",7.07777777777778
"9321","015","Curry County","41","NM",7.07777777777778
"9322","011","De Baca County","35","NM",9.3
"9323",NA,"Dona Ana County",NA,"NM",8.553125
"9324","015","Eddy County","35","NM",8.80833333333333
"9325","027","Eddy County","38","NM",8.80833333333333
"9326","017","Grant County","35","NM",6.525
"9327","023","Grant County","41","NM",6.525
"9328","081","Grant County","21","NM",6.525
"9329","053","Grant County","18","NM",6.525
"9330","023","Grant County","54","NM",6.525
"9331","075","Grant County","31","NM",6.525
"9332","037","Grant County","38","NM",6.525
"9333","051","Grant County","27","NM",6.525
"9334","053","Grant County","05","NM",6.525
"9335","025","Grant County","53","NM",6.525
"9336","053","Grant County","40","NM",6.525
"9337","043","Grant County","55","NM",6.525
"9338","067","Grant County","20","NM",6.525
"9339","051","Grant County","46","NM",6.525
"9340","187","Guadalupe County","48","NM",10.6
"9341","019","Guadalupe County","35","NM",10.6
"9342","021","Harding County","35","NM",31
"9343","063","Harding County","46","NM",31
"9344","215","Hidalgo County","48","NM",11.85
"9345","023","Hidalgo County","35","NM",11.85
"9346","025","Lea County","35","NM",10.3
"9347","023","Lincoln County","56","NM",4.88
"9348","109","Lincoln County","37","NM",4.88
"9349","181","Lincoln County","13","NM",4.88
"9350","081","Lincoln County","40","NM",4.88
"9351","085","Lincoln County","28","NM",4.88
"9352","079","Lincoln County","05","NM",4.88
"9353","073","Lincoln County","08","NM",4.88
"9354","081","Lincoln County","27","NM",4.88
"9355","053","Lincoln County","30","NM",4.88
"9356","111","Lincoln County","31","NM",4.88
"9357","041","Lincoln County","41","NM",4.88
"9358","105","Lincoln County","20","NM",4.88
"9359","027","Lincoln County","35","NM",4.88
"9360","083","Lincoln County","46","NM",4.88
"9361","137","Lincoln County","21","NM",4.88
"9362","015","Lincoln County","23","NM",4.88
"9363","113","Lincoln County","29","NM",4.88
"9364","017","Lincoln County","32","NM",4.88
"9365","103","Lincoln County","47","NM",4.88
"9366","069","Lincoln County","55","NM",4.88
"9367","043","Lincoln County","54","NM",4.88
"9368","043","Lincoln County","53","NM",4.88
"9369","063","Lincoln County","16","NM",4.88
"9370","028","Los Alamos County","35","NM",3.15
"9371","029","Luna County","35","NM",13.45
"9372","031","McKinley County","35","NM",11.3157894736842
"9373","033","Mora County","35","NM",12.3
"9374","035","Otero County","35","NM",6.31538461538462
"9375","089","Otero County","08","NM",6.31538461538462
"9376","037","Quay County","35","NM",9.425
"9377","039","Rio Arriba County","35","NM",8.56363636363636
"9378","041","Roosevelt County","35","NM",7.075
"9379","085","Roosevelt County","30","NM",7.075
"9380","111","San Juan County","08","NM",6.85652173913043
"9381","045","San Juan County","35","NM",6.85652173913043
"9382","055","San Juan County","53","NM",6.85652173913043
"9383","037","San Juan County","49","NM",6.85652173913043
"9384","047","San Miguel County","35","NM",8.47142857142857
"9385","113","San Miguel County","08","NM",8.47142857142857
"9386","043","Sandoval County","35","NM",6.55172413793103
"9387","049","Santa Fe County","35","NM",4.99
"9388","091","Sierra County","06","NM",9.3
"9389","051","Sierra County","35","NM",9.3
"9390","053","Socorro County","35","NM",7.61428571428571
"9391","055","Taos County","35","NM",6.91666666666667
"9392","057","Torrance County","35","NM",8.51666666666667
"9393","145","Union County","28","NM",11
"9394","059","Union County","35","NM",11
"9395","161","Union County","18","NM",11
"9396","039","Union County","34","NM",11
"9397","291","Union County","13","NM",11
"9398","173","Union County","47","NM",11
"9399","181","Union County","17","NM",11
"9400","061","Union County","41","NM",11
"9401","175","Union County","19","NM",11
"9402","225","Union County","21","NM",11
"9403","179","Union County","37","NM",11
"9404","125","Union County","12","NM",11
"9405","087","Union County","45","NM",11
"9406","159","Union County","39","NM",11
"9407","127","Union County","46","NM",11
"9408","139","Union County","05","NM",11
"9409","119","Union County","42","NM",11
"9410","061","Valencia County","35","NM",8.78947368421053
"9411","510","Carson City","32","NV",9.08
"9412","001","Churchill County","32","NV",9.95714285714286
"9413","003","Clark County","32","NV",22.0049275362319
"9414","019","Clark County","05","NV",22.0049275362319
"9415","033","Clark County","16","NV",22.0049275362319
"9416","025","Clark County","46","NV",22.0049275362319
"9417","023","Clark County","17","NV",22.0049275362319
"9418","023","Clark County","39","NV",22.0049275362319
"9419","019","Clark County","18","NV",22.0049275362319
"9420","045","Clark County","29","NV",22.0049275362319
"9421","025","Clark County","20","NV",22.0049275362319
"9422","049","Clark County","21","NV",22.0049275362319
"9423","011","Clark County","53","NV",22.0049275362319
"9424","019","Clark County","55","NV",22.0049275362319
"9425","043","Douglas County","46","NV",8.79
"9426","067","Douglas County","29","NV",8.79
"9427","041","Douglas County","17","NV",8.79
"9428","005","Douglas County","32","NV",8.79
"9429","055","Douglas County","31","NV",8.79
"9430","045","Douglas County","20","NV",8.79
"9431","019","Douglas County","41","NV",8.79
"9432","097","Douglas County","13","NV",8.79
"9433","017","Douglas County","53","NV",8.79
"9434","031","Douglas County","55","NV",8.79
"9435","035","Douglas County","08","NV",8.79
"9436","041","Douglas County","27","NV",8.79
"9437","007","Elko County","32","NV",12.45
"9438","009","Esmeralda County","32","NV",19.8
"9439","011","Eureka County","32","NV",13.8
"9440","013","Humboldt County","32","NV",10.5333333333333
"9441","023","Humboldt County","06","NV",10.5333333333333
"9442","091","Humboldt County","19","NV",10.5333333333333
"9443","015","Lander County","32","NV",11.35
"9444","023","Lincoln County","56","NV",12.75
"9445","109","Lincoln County","37","NV",12.75
"9446","181","Lincoln County","13","NV",12.75
"9447","081","Lincoln County","40","NV",12.75
"9448","085","Lincoln County","28","NV",12.75
"9449","079","Lincoln County","05","NV",12.75
"9450","073","Lincoln County","08","NV",12.75
"9451","081","Lincoln County","27","NV",12.75
"9452","053","Lincoln County","30","NV",12.75
"9453","111","Lincoln County","31","NV",12.75
"9454","041","Lincoln County","41","NV",12.75
"9455","105","Lincoln County","20","NV",12.75
"9456","027","Lincoln County","35","NV",12.75
"9457","083","Lincoln County","46","NV",12.75
"9458","137","Lincoln County","21","NV",12.75
"9459","015","Lincoln County","23","NV",12.75
"9460","113","Lincoln County","29","NV",12.75
"9461","017","Lincoln County","32","NV",12.75
"9462","103","Lincoln County","47","NV",12.75
"9463","069","Lincoln County","55","NV",12.75
"9464","043","Lincoln County","54","NV",12.75
"9465","043","Lincoln County","53","NV",12.75
"9466","063","Lincoln County","16","NV",12.75
"9467","111","Lyon County","20","NV",13.2857142857143
"9468","083","Lyon County","27","NV",13.2857142857143
"9469","019","Lyon County","32","NV",13.2857142857143
"9470","143","Lyon County","21","NV",13.2857142857143
"9471","119","Lyon County","19","NV",13.2857142857143
"9472","021","Mineral County","32","NV",9.05
"9473","057","Mineral County","54","NV",9.05
"9474","079","Mineral County","08","NV",9.05
"9475","061","Mineral County","30","NV",9.05
"9476","023","Nye County","32","NV",15.63
"9477","027","Pershing County","32","NV",13.5
"9478","029","Storey County","32","NV",16.7
"9479","031","Washoe County","32","NV",13.5194029850746
"9480","033","White Pine County","32","NV",13.2666666666667
"9481","001","Albany County","36","NY",7.51780821917808
"9482","001","Albany County","56","NY",7.51780821917808
"9483","001","Allegany County","24","NY",8.86923076923077
"9484","003","Allegany County","36","NY",8.86923076923077
"9485","005","Bronx County","36","NY",10.7183098591549
"9486","007","Broome County","36","NY",8.42545454545455
"9487","009","Cattaraugus County","36","NY",8.21904761904762
"9488","011","Cayuga County","36","NY",7.67619047619048
"9489","013","Chautauqua County","36","NY",7.05714285714286
"9490","019","Chautauqua County","20","NY",7.05714285714286
"9491","015","Chemung County","36","NY",8.89565217391304
"9492","017","Chenango County","36","NY",8.98181818181818
"9493","053","Clinton County","21","NY",7.37894736842105
"9494","045","Clinton County","19","NY",7.37894736842105
"9495","037","Clinton County","26","NY",7.37894736842105
"9496","035","Clinton County","42","NY",7.37894736842105
"9497","019","Clinton County","36","NY",7.37894736842105
"9498","023","Clinton County","18","NY",7.37894736842105
"9499","027","Clinton County","17","NY",7.37894736842105
"9500","027","Clinton County","39","NY",7.37894736842105
"9501","049","Clinton County","29","NY",7.37894736842105
"9502","073","Columbia County","13","NY",5.92
"9503","037","Columbia County","42","NY",5.92
"9504","027","Columbia County","05","NY",5.92
"9505","013","Columbia County","53","NY",5.92
"9506","009","Columbia County","41","NY",5.92
"9507","023","Columbia County","12","NY",5.92
"9508","021","Columbia County","36","NY",5.92
"9509","021","Columbia County","55","NY",5.92
"9510","023","Cortland County","36","NY",6.95
"9511","041","Delaware County","39","NY",8.57857142857143
"9512","041","Delaware County","40","NY",8.57857142857143
"9513","055","Delaware County","19","NY",8.57857142857143
"9514","035","Delaware County","18","NY",8.57857142857143
"9515","045","Delaware County","42","NY",8.57857142857143
"9516","025","Delaware County","36","NY",8.57857142857143
"9517","027","Dutchess County","36","NY",8.99545454545455
"9518","029","Erie County","36","NY",7.85860655737705
"9519","049","Erie County","42","NY",7.85860655737705
"9520","043","Erie County","39","NY",7.85860655737705
"9521","057","Essex County","51","NY",7.62307692307692
"9522","031","Essex County","36","NY",7.62307692307692
"9523","009","Essex County","50","NY",7.62307692307692
"9524","013","Essex County","34","NY",7.62307692307692
"9525","009","Essex County","25","NY",7.62307692307692
"9526","011","Franklin County","50","NY",9.14615384615385
"9527","069","Franklin County","37","NY",9.14615384615385
"9528","119","Franklin County","13","NY",9.14615384615385
"9529","041","Franklin County","16","NY",9.14615384615385
"9530","055","Franklin County","17","NY",9.14615384615385
"9531","047","Franklin County","18","NY",9.14615384615385
"9532","059","Franklin County","20","NY",9.14615384615385
"9533","159","Franklin County","48","NY",9.14615384615385
"9534","037","Franklin County","12","NY",9.14615384615385
"9535","071","Franklin County","29","NY",9.14615384615385
"9536","067","Franklin County","51","NY",9.14615384615385
"9537","047","Franklin County","05","NY",9.14615384615385
"9538","061","Franklin County","31","NY",9.14615384615385
"9539","055","Franklin County","42","NY",9.14615384615385
"9540","059","Franklin County","01","NY",9.14615384615385
"9541","033","Franklin County","36","NY",9.14615384615385
"9542","037","Franklin County","28","NY",9.14615384615385
"9543","049","Franklin County","39","NY",9.14615384615385
"9544","073","Franklin County","21","NY",9.14615384615385
"9545","051","Franklin County","47","NY",9.14615384615385
"9546","007","Franklin County","23","NY",9.14615384615385
"9547","069","Franklin County","19","NY",9.14615384615385
"9548","021","Franklin County","53","NY",9.14615384615385
"9549","011","Franklin County","25","NY",9.14615384615385
"9550","049","Fulton County","05","NY",10.2466666666667
"9551","051","Fulton County","39","NY",10.2466666666667
"9552","057","Fulton County","17","NY",10.2466666666667
"9553","057","Fulton County","42","NY",10.2466666666667
"9554","049","Fulton County","18","NY",10.2466666666667
"9555","121","Fulton County","13","NY",10.2466666666667
"9556","075","Fulton County","21","NY",10.2466666666667
"9557","035","Fulton County","36","NY",10.2466666666667
"9558","049","Genesee County","26","NY",7.34666666666667
"9559","037","Genesee County","36","NY",7.34666666666667
"9560","059","Greene County","42","NY",6.77272727272727
"9561","063","Greene County","01","NY",6.77272727272727
"9562","039","Greene County","36","NY",6.77272727272727
"9563","079","Greene County","51","NY",6.77272727272727
"9564","055","Greene County","18","NY",6.77272727272727
"9565","057","Greene County","39","NY",6.77272727272727
"9566","061","Greene County","17","NY",6.77272727272727
"9567","059","Greene County","47","NY",6.77272727272727
"9568","041","Greene County","28","NY",6.77272727272727
"9569","079","Greene County","37","NY",6.77272727272727
"9570","055","Greene County","05","NY",6.77272727272727
"9571","133","Greene County","13","NY",6.77272727272727
"9572","077","Greene County","29","NY",6.77272727272727
"9573","073","Greene County","19","NY",6.77272727272727
"9574","065","Hamilton County","47","NY",6.6
"9575","075","Hamilton County","20","NY",6.6
"9576","057","Hamilton County","18","NY",6.6
"9577","041","Hamilton County","36","NY",6.6
"9578","065","Hamilton County","17","NY",6.6
"9579","047","Hamilton County","12","NY",6.6
"9580","061","Hamilton County","39","NY",6.6
"9581","193","Hamilton County","48","NY",6.6
"9582","079","Hamilton County","19","NY",6.6
"9583","081","Hamilton County","31","NY",6.6
"9584","043","Herkimer County","36","NY",9.97368421052632
"9585","051","Jefferson County","16","NY",7.64583333333333
"9586","245","Jefferson County","48","NY",7.64583333333333
"9587","101","Jefferson County","19","NY",7.64583333333333
"9588","095","Jefferson County","31","NY",7.64583333333333
"9589","065","Jefferson County","42","NY",7.64583333333333
"9590","059","Jefferson County","08","NY",7.64583333333333
"9591","069","Jefferson County","05","NY",7.64583333333333
"9592","089","Jefferson County","47","NY",7.64583333333333
"9593","031","Jefferson County","53","NY",7.64583333333333
"9594","045","Jefferson County","36","NY",7.64583333333333
"9595","077","Jefferson County","18","NY",7.64583333333333
"9596","163","Jefferson County","13","NY",7.64583333333333
"9597","037","Jefferson County","54","NY",7.64583333333333
"9598","065","Jefferson County","12","NY",7.64583333333333
"9599","055","Jefferson County","55","NY",7.64583333333333
"9600","067","Jefferson County","40","NY",7.64583333333333
"9601","087","Jefferson County","20","NY",7.64583333333333
"9602","081","Jefferson County","39","NY",7.64583333333333
"9603","099","Jefferson County","29","NY",7.64583333333333
"9604","111","Jefferson County","21","NY",7.64583333333333
"9605","081","Jefferson County","17","NY",7.64583333333333
"9606","063","Jefferson County","28","NY",7.64583333333333
"9607","043","Jefferson County","30","NY",7.64583333333333
"9608","031","Jefferson County","41","NY",7.64583333333333
"9609","073","Jefferson County","01","NY",7.64583333333333
"9610","031","Kings County","06","NY",9.49948914431673
"9611","047","Kings County","36","NY",9.49948914431673
"9612","041","Lewis County","53","NY",8.37142857142857
"9613","049","Lewis County","36","NY",8.37142857142857
"9614","111","Lewis County","29","NY",8.37142857142857
"9615","135","Lewis County","21","NY",8.37142857142857
"9616","061","Lewis County","16","NY",8.37142857142857
"9617","041","Lewis County","54","NY",8.37142857142857
"9618","101","Lewis County","47","NY",8.37142857142857
"9619","117","Livingston County","29","NY",6.53333333333333
"9620","093","Livingston County","26","NY",6.53333333333333
"9621","105","Livingston County","17","NY",6.53333333333333
"9622","139","Livingston County","21","NY",6.53333333333333
"9623","051","Livingston County","36","NY",6.53333333333333
"9624","123","Madison County","29","NY",6.975
"9625","065","Madison County","16","NY",6.975
"9626","121","Madison County","19","NY",6.975
"9627","115","Madison County","37","NY",6.975
"9628","151","Madison County","21","NY",6.975
"9629","113","Madison County","51","NY",6.975
"9630","053","Madison County","36","NY",6.975
"9631","119","Madison County","31","NY",6.975
"9632","313","Madison County","48","NY",6.975
"9633","089","Madison County","01","NY",6.975
"9634","119","Madison County","17","NY",6.975
"9635","079","Madison County","12","NY",6.975
"9636","087","Madison County","05","NY",6.975
"9637","195","Madison County","13","NY",6.975
"9638","097","Madison County","39","NY",6.975
"9639","095","Madison County","18","NY",6.975
"9640","113","Madison County","47","NY",6.975
"9641","057","Madison County","30","NY",6.975
"9642","089","Madison County","28","NY",6.975
"9643","123","Monroe County","47","NY",7.98663101604278
"9644","111","Monroe County","39","NY",7.98663101604278
"9645","099","Monroe County","01","NY",7.98663101604278
"9646","171","Monroe County","21","NY",7.98663101604278
"9647","095","Monroe County","05","NY",7.98663101604278
"9648","095","Monroe County","28","NY",7.98663101604278
"9649","089","Monroe County","42","NY",7.98663101604278
"9650","087","Monroe County","12","NY",7.98663101604278
"9651","063","Monroe County","54","NY",7.98663101604278
"9652","081","Monroe County","55","NY",7.98663101604278
"9653","055","Monroe County","36","NY",7.98663101604278
"9654","133","Monroe County","17","NY",7.98663101604278
"9655","115","Monroe County","26","NY",7.98663101604278
"9656","135","Monroe County","19","NY",7.98663101604278
"9657","105","Monroe County","18","NY",7.98663101604278
"9658","207","Monroe County","13","NY",7.98663101604278
"9659","137","Monroe County","29","NY",7.98663101604278
"9660","121","Montgomery County","51","NY",10.6375
"9661","135","Montgomery County","17","NY",10.6375
"9662","097","Montgomery County","28","NY",10.6375
"9663","107","Montgomery County","18","NY",10.6375
"9664","139","Montgomery County","29","NY",10.6375
"9665","031","Montgomery County","24","NY",10.6375
"9666","125","Montgomery County","47","NY",10.6375
"9667","137","Montgomery County","19","NY",10.6375
"9668","057","Montgomery County","36","NY",10.6375
"9669","097","Montgomery County","05","NY",10.6375
"9670","091","Montgomery County","42","NY",10.6375
"9671","113","Montgomery County","39","NY",10.6375
"9672","209","Montgomery County","13","NY",10.6375
"9673","173","Montgomery County","21","NY",10.6375
"9674","125","Montgomery County","20","NY",10.6375
"9675","101","Montgomery County","01","NY",10.6375
"9676","123","Montgomery County","37","NY",10.6375
"9677","339","Montgomery County","48","NY",10.6375
"9678","059","Nassau County","36","NY",7.6942238267148
"9679","089","Nassau County","12","NY",7.6942238267148
"9680","061","New York County","36","NY",2.93614864864865
"9681","063","Niagara County","36","NY",8.57166666666667
"9682","085","Oneida County","55","NY",8.54246575342466
"9683","071","Oneida County","16","NY",8.54246575342466
"9684","065","Oneida County","36","NY",8.54246575342466
"9685","067","Onondaga County","36","NY",7.11111111111111
"9686","069","Ontario County","36","NY",6.37391304347826
"9687","361","Orange County","48","NY",9.56716417910448
"9688","117","Orange County","18","NY",9.56716417910448
"9689","095","Orange County","12","NY",9.56716417910448
"9690","017","Orange County","50","NY",9.56716417910448
"9691","137","Orange County","51","NY",9.56716417910448
"9692","135","Orange County","37","NY",9.56716417910448
"9693","059","Orange County","06","NY",9.56716417910448
"9694","071","Orange County","36","NY",9.56716417910448
"9695","073","Orleans County","36","NY",8.58
"9696","019","Orleans County","50","NY",8.58
"9697","075","Oswego County","36","NY",8.47
"9698","077","Otsego County","36","NY",7.675
"9699","137","Otsego County","26","NY",7.675
"9700","079","Putnam County","54","NY",6.14210526315789
"9701","141","Putnam County","47","NY",6.14210526315789
"9702","155","Putnam County","17","NY",6.14210526315789
"9703","079","Putnam County","36","NY",6.14210526315789
"9704","107","Putnam County","12","NY",6.14210526315789
"9705","237","Putnam County","13","NY",6.14210526315789
"9706","137","Putnam County","39","NY",6.14210526315789
"9707","133","Putnam County","18","NY",6.14210526315789
"9708","171","Putnam County","29","NY",6.14210526315789
"9709","081","Queens County","36","NY",9.5408618127786
"9710","083","Rensselaer County","36","NY",8.61463414634146
"9711","153","Richmond County","37","NY",6.86909090909091
"9712","085","Richmond County","36","NY",6.86909090909091
"9713","245","Richmond County","13","NY",6.86909090909091
"9714","159","Richmond County","51","NY",6.86909090909091
"9715","087","Rockland County","36","NY",6.1051724137931
"9716","091","Saratoga County","36","NY",5.72
"9717","093","Schenectady County","36","NY",8.66808510638298
