COUNTYFP,totUnits,occP,vacantP,mobileP,lngTermP,rentalP,unitDens
13155,4074,80.78,19.22,26.53,42.21,25.8,11.5
13157,24876,88.58,11.42,15.25,21.96,22.46,73.24
13159,6385,79.67,20.33,20.88,26.29,25.34,17.33
13161,6500,81.08,18.92,34.02,31.62,31.84,19.64
13163,7272,77.13,22.87,28.0,36.94,34.05,13.81
13165,4652,73.28,26.72,27.15,32.67,29.77,13.39
13167,4109,81.8,18.2,27.38,45.9,31.78,13.56
13169,11796,89.1,10.9,21.36,30.07,19.89,29.94
13171,7569,84.13,15.87,13.85,31.16,30.53,41.25
13173,4398,84.67,15.33,28.56,19.71,36.04,22.38
13175,21497,79.93,20.07,27.17,27.85,37.31,26.63
13177,11058,93.63,6.37,14.31,20.37,27.63,31.07
13179,27997,82.98,17.02,15.33,17.55,55.53,54.21
13181,4875,70.24,29.76,32.49,44.77,27.66,23.17
13183,6677,83.88,16.12,43.39,13.08,30.41,16.68
13185,46967,86.17,13.83,11.18,19.41,47.72,94.47
13187,13473,86.46,13.54,20.29,21.08,32.08,47.62
13189,9323,86.91,13.09,20.32,28.74,39.16,36.21
13191,9518,63.39,36.61,31.41,36.89,22.24,22.07
13193,6103,76.57,23.43,30.07,35.65,35.01,15.23
13195,12002,89.25,10.75,28.71,32.66,24.11,42.51
13197,4189,79.52,20.48,37.91,32.47,26.24,11.44
13199,9981,81.67,18.33,19.34,31.0,32.89,19.91
13201,2766,83.15,16.85,22.2,30.74,32.91,9.79
13205,9047,87.2,12.8,24.06,33.92,36.92,17.66
13207,11039,88.8,11.2,18.65,30.36,20.81,27.87
13209,3956,76.82,23.18,35.97,28.54,27.71,16.41
13211,7679,86.68,13.32,13.5,32.99,25.27,22.1
13213,16061,87.67,12.33,34.64,27.37,30.81,46.62
13215,84416,86.39,13.61,1.57,20.87,51.98,390.03
13217,38978,93.97,6.03,5.49,18.03,32.3,142.39
13219,13879,94.34,5.66,5.15,21.93,17.31,75.29
13221,6616,84.96,15.04,31.74,33.14,21.17,15.07
13223,55449,94.48,5.52,3.1,18.21,23.62,177.56
13225,11496,87.88,12.12,15.66,22.56,36.78,76.5
13227,13922,85.05,14.95,15.42,23.95,24.1,59.99
13229,8125,87.04,12.96,33.49,30.72,23.81,23.87
13231,6931,88.1,11.9,13.0,24.74,17.18,32.08
13233,16986,88.37,11.63,9.47,26.95,34.98,54.74
13235,4729,80.71,19.29,21.08,28.44,37.1,18.97
13237,13046,66.38,33.62,28.28,26.96,22.09,37.85
13239,2034,45.92,54.08,59.29,40.91,31.26,13.45
13241,12600,52.09,47.91,10.81,31.94,25.19,34.04
13243,3548,73.73,26.27,22.1,37.67,42.58,8.29
13245,88145,81.87,18.13,7.82,25.17,46.73,271.79
13247,33538,91.0,9.0,2.71,19.63,31.9,258.36
13249,2191,85.67,14.33,35.46,31.94,30.26,13.13
13251,6752,77.86,22.14,33.52,37.34,28.13,10.46
13253,4834,68.78,31.22,28.61,25.04,31.55,20.35
13255,27269,88.51,11.49,7.33,23.45,39.83,139.14
13257,12625,74.99,25.01,23.02,32.96,30.22,70.47
13259,2349,77.74,22.26,29.25,38.47,29.3,5.12
13261,13899,84.6,15.4,16.43,30.2,44.2,28.78
13263,3413,81.04,18.96,33.72,45.06,21.37,8.72
13265,1018,60.12,39.88,42.34,39.3,30.88,5.23
13267,9984,82.5,17.5,36.68,27.58,34.1,20.76
13269,4589,74.9,25.1,37.61,41.62,28.72,12.18
13271,7263,67.89,32.11,31.1,41.03,38.37,16.61
13273,4173,77.81,22.19,15.48,35.22,43.3,12.43
13275,20615,84.17,15.83,17.78,25.33,36.82,37.85
13277,16655,90.41,9.59,24.23,23.85,41.01,63.84
13279,12182,85.4,14.6,21.16,25.52,41.22,33.47
13281,8158,58.56,41.44,12.66,26.07,19.2,49.01
13283,3376,78.23,21.77,38.18,32.82,29.08,16.93
13285,28440,87.35,12.65,7.13,24.11,42.71,68.69
13287,3914,77.24,22.76,19.52,25.66,32.48,13.71
13289,4240,71.49,28.51,34.17,51.1,20.65,11.8
13291,14523,62.45,37.55,11.77,22.94,22.06,45.09
13293,12153,83.96,16.04,18.7,31.08,34.19,37.57
13295,30288,84.88,15.12,12.6,30.08,28.07,67.85
13297,33407,93.19,6.81,7.94,21.05,26.7,102.23
13299,16623,83.63,16.37,19.64,30.74,34.99,18.49
13301,2980,78.26,21.74,35.67,37.31,32.33,10.48
13303,9247,79.58,20.42,32.18,34.44,33.32,13.63
13305,12241,84.58,15.42,30.88,23.8,36.12,19.07
13307,1426,77.21,22.79,43.76,38.15,20.89,6.81
13309,2619,73.96,26.04,31.77,43.74,38.56,8.86
13311,16194,71.56,28.44,16.35,25.57,24.81,67.27
13313,39913,90.3,9.7,14.42,23.03,36.91,137.42
13315,3507,74.31,25.69,28.46,36.44,24.02,9.28
13317,5159,75.19,24.81,19.87,41.09,34.31,10.99
13319,4477,72.3,27.7,32.88,41.88,24.68,9.97
13321,9329,86.16,13.84,32.13,35.56,33.58,16.35
15001,87101,78.54,21.46,0.32,29.23,33.1,21.62
15003,348497,89.39,10.61,0.13,32.45,44.24,580.29
15005,92,51.09,48.91,0.0,19.05,95.74,7.67
15007,30793,73.15,26.85,0.07,39.45,36.91,49.68
15009,72570,74.79,25.21,0.43,30.94,39.78,62.48
16001,176693,95.5,4.5,4.01,14.64,31.63,167.96
16003,2683,62.43,37.57,11.18,29.66,19.4,1.97
16005,34036,90.61,9.39,8.27,21.89,31.77,30.59
16007,4075,57.67,42.33,5.64,31.25,23.28,4.18
16009,4703,71.15,28.85,19.18,28.43,26.87,6.05
16011,16614,88.91,11.09,13.12,29.67,24.36,7.93
16013,15361,53.32,46.68,5.89,19.36,30.29,5.82
16015,5484,56.71,43.29,13.17,24.63,16.14,2.89
16017,25050,70.2,29.8,12.73,24.75,25.63,14.45
16019,42243,92.32,7.68,5.3,18.15,30.02,22.64
16021,5416,85.03,14.97,10.95,19.09,24.95,4.27
16023,1390,75.54,24.46,12.88,30.48,15.81,0.62
16025,777,45.95,54.05,13.64,23.36,24.93,0.72
16027,74650,94.91,5.09,7.79,14.25,31.84,127.16
16029,3286,79.67,20.33,9.1,26.26,20.28,1.86
16031,8685,91.01,8.99,11.8,25.89,30.31,3.39
16033,555,54.95,45.05,25.05,19.03,37.7,0.31
16035,4595,80.67,19.33,18.85,35.0,23.77,1.87
16037,3183,55.33,44.67,15.39,30.41,25.21,0.65
16039,12441,82.67,17.33,10.84,16.28,41.93,4.05
16041,4768,90.06,9.94,3.78,21.98,19.19,7.19
16043,8896,48.44,51.56,11.6,31.01,18.71,4.77
16045,7281,90.41,9.59,11.73,21.41,26.54,13.01
16047,6176,87.74,12.26,20.56,23.6,31.74,8.47
16049,8761,73.8,26.2,16.12,29.47,22.05,1.03
16051,9232,93.66,6.34,12.26,21.8,20.33,8.44
16053,8450,92.64,7.36,11.94,18.09,36.09,14.14
16055,69325,87.27,12.73,8.36,16.54,29.53,56.01
16057,16790,92.5,7.5,10.72,20.17,46.99,15.61
16059,4846,73.24,26.76,15.08,22.82,24.57,1.06
16061,1917,85.13,14.87,17.94,30.46,28.49,4.0
16063,1997,84.48,15.52,24.64,21.05,30.88,1.66
16065,13787,77.07,22.93,4.45,12.25,53.65,29.38
16067,8085,90.03,9.97,9.47,27.41,28.31,10.68
16069,17739,91.9,8.1,9.32,24.15,29.47,20.91
16071,1988,79.73,20.27,6.34,32.39,19.31,1.66
16073,4877,87.14,12.86,21.1,22.21,29.41,0.64
16075,9349,93.79,6.21,13.7,17.53,27.37,22.98
16077,3006,85.86,14.14,22.89,24.4,31.07,2.14
16079,7119,77.82,22.18,11.64,29.87,29.91,2.7
16081,5707,65.46,34.54,12.39,17.09,26.04,12.71
16083,32855,93.43,6.57,7.62,16.91,31.42,17.1
16085,12228,28.3,71.7,10.02,23.13,21.27,3.34
16087,4632,86.74,13.26,8.96,27.5,29.72,3.19
17001,30202,90.39,9.61,4.08,27.89,28.33,35.32
17003,3985,58.29,41.71,10.69,37.21,28.71,16.92
17005,7228,86.03,13.97,11.73,28.89,22.52,19.0
17007,20065,93.35,6.65,4.9,24.11,20.2,71.47
17009,2456,84.98,15.02,12.62,35.18,24.1,8.03
17011,15705,87.9,12.1,2.58,34.62,23.66,18.07
17013,2882,62.63,37.37,11.55,39.35,16.01,11.35
17015,8463,76.52,23.48,4.5,35.95,23.76,19.02
17017,5832,86.15,13.85,11.3,29.08,25.34,15.52
17019,91667,90.0,10.0,3.9,18.65,46.37,92.03
17021,15616,89.26,10.74,5.03,29.93,25.49,22.01
17023,7797,86.88,13.12,10.38,26.99,26.09,15.55
17025,6428,87.71,12.29,19.52,26.27,22.99,13.73
17027,15780,89.92,10.08,11.3,31.44,21.11,33.29
17029,23526,89.85,10.15,5.12,24.24,38.39,46.29
17031,2188394,89.7,10.3,0.7,26.27,43.11,2315.93
17033,8683,88.14,11.86,9.1,32.82,21.81,19.57
17035,4873,88.69,11.31,11.0,37.24,20.8,14.09
17037,41181,91.55,8.45,1.99,19.66,43.03,65.23
17039,7569,88.03,11.97,4.85,32.39,20.64,19.04
17041,8442,90.24,9.76,5.34,30.64,28.31,20.26
17043,359299,95.14,4.86,0.19,28.5,26.82,1096.34
17045,8816,86.09,13.91,5.91,35.66,24.35,14.14
17047,3194,86.91,13.09,17.44,33.96,17.58,14.36
17049,14864,91.19,8.81,7.36,31.6,22.35,31.05
17051,9315,81.76,18.24,15.03,34.77,19.47,13.0
17053,6367,90.76,9.24,2.03,32.07,29.42,13.11
17055,18617,86.67,13.33,11.76,29.94,26.19,45.53
17057,16310,86.39,13.61,3.03,33.23,23.17,18.84
17059,2748,84.21,15.79,17.25,36.84,24.89,8.51
17061,6429,77.85,22.15,10.05,33.17,20.92,11.84
17063,20761,93.43,6.57,4.27,22.45,28.86,49.66
17065,4100,82.34,17.66,17.02,32.96,19.4,9.43
17067,9247,80.24,19.76,6.5,37.12,18.5,11.65
17069,2162,66.51,33.49,21.79,41.15,19.68,12.18
17071,3865,77.36,22.64,10.79,32.98,18.63,10.2
17073,22180,90.28,9.72,1.95,32.46,22.22,26.95
17075,13492,87.3,12.7,3.53,34.77,23.14,12.07
17077,28996,81.83,18.17,10.42,21.85,48.06,49.64
17079,4333,84.38,15.62,11.54,38.32,17.59,8.76
17081,16971,89.7,10.3,17.03,28.46,27.31,29.71
17083,10125,85.58,14.42,5.28,29.7,19.31,27.42
17085,13696,71.25,28.75,3.47,34.5,21.85,22.79
17087,5632,77.1,22.9,21.02,30.03,15.87,16.38
17089,186759,95.34,4.66,0.6,22.88,26.52,359.6
17091,45515,87.99,12.01,6.54,26.87,31.79,67.28
17093,41683,96.94,3.06,0.05,15.69,16.96,130.15
17095,23943,87.0,13.0,3.59,30.52,34.58,33.42
17097,263360,92.9,7.1,1.68,25.66,26.65,593.23
17099,50129,89.06,10.94,4.02,31.42,27.54,44.16
17101,7093,86.62,13.38,13.82,31.98,28.92,19.06
17103,15092,90.77,9.23,3.33,31.78,27.18,20.82
17105,15897,90.08,9.92,5.58,30.0,27.93,15.23
17107,12062,90.13,9.87,3.65,31.25,27.25,19.52
17109,14428,78.26,21.74,5.65,28.26,33.27,24.48
17111,118132,94.65,5.35,0.72,25.91,20.73,195.78
17113,72125,91.73,8.27,3.77,20.05,35.85,60.96
17115,50464,87.41,12.59,2.51,27.1,30.46,86.92
17117,21710,86.47,13.53,7.44,31.66,23.71,25.16
17119,119056,90.22,9.78,2.9,28.31,29.24,166.27
17121,18238,87.25,12.75,17.34,28.65,26.63,31.86
17123,5906,82.85,17.15,3.22,33.09,17.9,15.27
17125,7049,85.5,14.5,8.58,31.96,22.0,13.07
17127,7153,84.03,15.97,18.52,26.3,24.69,30.15
17129,5718,90.91,9.09,4.0,26.67,22.82,18.18
17131,7420,89.27,10.73,4.06,34.43,22.15,13.22
17133,14062,94.93,5.07,2.47,28.19,15.52,36.5
17135,13111,86.48,13.52,7.41,32.61,22.9,18.63
17137,15474,89.6,10.4,7.0,27.39,32.16,27.2
17139,6446,91.68,8.32,3.83,29.26,22.4,19.19
17141,22660,92.24,7.76,3.31,28.45,26.08,29.87
17143,83751,87.91,12.09,1.52,24.45,34.93,135.37
17145,9583,86.85,13.15,11.83,32.82,25.05,21.69
17147,7404,90.49,9.51,3.28,31.14,18.24,16.86
17149,7992,81.67,18.33,7.57,28.89,21.77,9.61
17151,2827,58.15,41.85,18.82,47.02,14.9,7.67
17153,3167,68.61,31.39,20.68,36.59,25.17,15.9
17155,3147,76.1,23.9,5.78,33.47,19.46,19.66
17157,13932,85.22,14.78,12.65,32.44,24.31,24.22
17159,7516,86.24,13.76,10.86,30.94,28.28,20.87
17161,66116,91.19,8.81,2.95,28.84,31.35,154.69
17163,119795,86.03,13.97,5.82,26.99,35.07,182.14
17165,11692,85.55,14.45,14.32,29.46,27.61,30.78
17167,91420,91.51,8.49,4.9,24.86,31.09,105.29
17169,3452,82.16,17.84,12.25,36.79,23.52,7.89
17171,2464,79.5,20.5,9.13,38.84,21.8,9.82
17173,10584,86.95,13.05,10.68,35.75,19.77,13.95
17175,2652,86.5,13.5,3.81,40.64,19.75,9.21
17177,21961,89.29,10.71,3.78,33.98,31.32,38.9
17179,58768,92.93,7.07,2.04,27.93,23.54,90.91
17181,7999,83.37,16.63,14.36,30.71,22.39,19.35
17183,36133,86.29,13.71,5.09,28.85,30.84,40.22
17185,5578,87.77,12.23,12.26,33.03,23.67,24.98
17187,7693,86.96,13.04,4.02,31.53,24.47,14.18
17189,6629,90.13,9.87,10.6,31.99,21.34,11.78
17191,7943,89.07,10.93,25.29,31.33,23.67,11.13
17193,7176,84.75,15.25,13.39,32.0,22.1,14.5
17195,25836,90.36,9.64,3.22,32.83,24.81,37.76
17197,242568,93.93,6.07,1.39,23.72,18.96,290.19
17199,31200,86.82,13.18,9.52,23.27,30.12,74.25
17201,125772,91.12,8.88,1.59,26.62,34.26,245.07
17203,15540,93.73,6.27,2.14,28.02,18.06,29.44
18001,13226,94.33,5.67,3.27,32.46,22.78,39.01
18003,156955,91.43,8.57,3.44,22.05,31.74,238.78
18005,34134,92.78,7.22,7.38,24.79,28.68,83.89
18007,3921,86.79,13.21,3.95,29.07,27.92,9.65
18009,6025,86.72,13.28,6.21,31.97,24.17,36.5
18011,26544,92.85,7.15,3.38,20.49,23.29,62.77
18013,8638,70.54,29.46,7.55,31.78,16.45,27.69
18015,9574,82.31,17.69,6.49,34.18,19.15,25.72
18017,16401,89.42,10.58,4.96,29.63,25.66,39.79
18019,50140,88.3,11.7,5.14,25.0,29.55,134.48
18021,11791,89.14,10.86,8.76,32.72,23.09,32.97
18023,13321,90.14,9.86,4.01,29.96,28.37,32.89
18025,5541,70.66,29.34,22.23,35.52,17.22,18.13
18027,12551,90.96,9.04,6.77,29.73,26.59,29.22
18029,20422,91.31,8.69,3.51,30.57,21.14,66.94
18031,11380,91.61,8.39,5.81,24.23,30.94,30.54
18033,17921,93.68,6.32,8.79,29.5,23.4,49.39
18035,52710,87.32,12.68,4.74,24.84,35.5,134.43
18037,17781,93.08,6.92,5.3,32.91,21.93,41.62
18039,78804,91.78,8.22,6.77,22.56,31.17,170.14
18041,10820,88.43,11.57,4.94,26.45,30.47,50.32
18043,32644,89.93,10.07,1.81,28.76,27.56,220.62
18045,7892,88.89,11.11,10.4,34.87,23.91,19.95
18047,9725,89.91,10.09,10.94,37.51,18.89,25.3
18049,9726,81.06,18.94,10.63,33.66,23.33,26.4
18051,15049,88.01,11.99,13.51,28.33,22.77,30.87
18053,30467,85.74,14.26,5.9,28.84,30.79,73.58
18055,15240,83.92,16.08,20.34,32.51,20.03,28.09
18057,123394,94.8,5.2,1.65,15.1,22.73,312.92
18059,29713,94.96,5.04,1.61,24.83,22.42,97.12
18061,16972,85.93,14.07,14.24,35.34,17.46,35.03
18063,60730,95.63,4.37,1.25,19.33,21.53,149.25
18065,21233,86.7,13.3,4.64,31.39,26.43,54.18
18067,39188,88.16,11.84,3.46,26.19,31.64,133.75
18069,16023,92.08,7.92,5.07,27.73,24.14,41.87
18071,18975,88.25,11.75,10.19,26.85,27.4,37.21
18073,13521,92.74,7.26,4.81,26.39,24.35,24.16
18075,9248,88.12,11.88,6.78,33.59,26.98,24.09
18077,14449,88.3,11.7,10.35,27.82,28.07,40.07
18079,12276,86.83,13.17,19.22,27.14,24.71,32.6
18081,60206,92.64,7.36,2.94,20.31,28.2,187.88
18083,17060,87.66,12.34,9.07,27.95,34.99,33.06
18085,38258,80.18,19.82,12.08,25.88,26.45,71.99
18087,14678,82.29,17.71,6.46,31.21,17.31,38.66
18089,212140,87.41,12.59,1.36,29.36,30.38,425.28
18091,49061,87.45,12.55,4.75,31.11,28.16,82.01
18093,21117,87.55,12.45,10.76,28.11,22.41,47.01
18095,59071,87.05,12.95,4.98,27.29,30.12,130.71
18097,422135,87.42,12.58,1.63,19.62,46.03,1064.81
18099,20191,85.41,14.59,7.16,32.77,24.8,45.51
18101,4804,87.39,12.61,16.49,30.74,20.84,14.31
18103,15433,88.82,11.18,9.99,31.64,28.8,41.28
18105,61144,90.83,9.17,5.92,18.06,45.21,154.98
18107,16638,91.78,8.22,5.63,26.7,29.14,32.97
18109,28282,91.67,8.33,7.78,27.24,23.82,70.03
18111,6076,91.54,8.46,3.21,32.35,21.05,15.12
18113,20463,88.4,11.6,8.53,30.57,24.0,49.81
18115,2832,88.74,11.26,11.83,28.01,21.61,32.87
18117,9216,85.51,14.49,18.02,30.93,25.33,23.13
18119,10147,85.69,14.31,21.81,26.26,21.23,26.34
18121,8195,74.98,25.02,14.3,27.64,22.91,18.43
18123,8671,86.09,13.91,10.86,35.35,22.56,22.71
18125,5779,88.75,11.25,14.67,34.39,17.08,17.29
18127,68228,93.76,6.24,4.6,27.21,24.54,163.2
18129,11480,88.63,11.37,7.71,33.67,18.93,28.04
18131,6092,85.36,14.64,13.18,34.88,23.0,14.05
18133,15015,89.5,10.5,10.22,26.98,28.21,31.25
18135,11698,89.56,10.44,6.1,33.21,23.09,25.86
18137,12323,90.6,9.4,7.49,30.55,22.87,27.6
18139,7493,89.75,10.25,3.56,31.73,28.65,18.36
18141,116385,86.99,13.01,1.69,27.06,32.17,254.18
18143,10580,85.1,14.9,17.43,33.13,27.25,55.57
18145,19271,91.98,8.02,3.51,28.53,26.72,46.87
18147,9062,89.48,10.52,11.08,32.07,19.02,22.84
18149,11109,78.63,21.37,8.55,32.69,21.0,35.93
18151,19894,71.16,28.84,12.17,27.59,22.51,64.43
18153,8932,86.29,13.71,13.77,28.72,26.52,19.97
18155,5265,81.61,18.39,19.83,27.54,26.39,23.86
18157,75430,91.62,8.38,3.12,14.91,45.64,151.19
18159,6999,89.94,10.06,10.04,36.48,19.38,26.86
18161,3252,87.52,12.48,12.88,32.18,28.95,20.18
18163,84033,89.49,10.51,2.62,23.37,35.66,359.62
18165,7499,88.23,11.77,8.73,33.47,27.13,29.19
18167,47087,88.93,11.07,3.89,24.46,38.69,116.68
18169,14188,90.75,9.25,4.8,33.81,26.8,34.39
18171,3732,90.68,9.32,4.88,37.36,16.13,10.23
18173,25662,94.56,5.44,5.13,21.39,20.56,66.69
18175,12351,86.8,13.2,19.16,31.35,23.84,24.04
18177,31338,84.92,15.08,4.26,27.4,32.42,78.01
18179,11843,91.82,8.18,6.73,28.07,20.47,32.17
18181,13095,74.42,25.58,12.39,30.03,21.86,25.92
18183,14672,92.34,7.66,5.05,28.69,16.84,43.72
19001,3697,84.83,15.17,3.92,32.9,23.34,6.49
19003,2009,81.68,18.32,4.73,28.69,22.67,4.74
19005,7776,76.61,23.39,14.4,32.02,22.28,12.17
19007,6627,81.73,18.27,7.39,32.28,26.68,13.33
19009,3009,88.97,11.03,1.46,41.21,22.3,6.79
19011,11131,91.85,8.15,2.25,29.92,17.66,15.54
19013,57603,91.97,8.03,3.62,23.39,34.3,101.8
19015,11915,91.82,8.18,4.06,29.01,23.15,20.85
19017,10314,92.93,7.07,1.96,30.73,18.02,23.68
19019,9080,88.61,11.39,4.45,28.64,21.68,15.9
19021,8296,91.01,8.99,3.1,24.44,33.44,14.43
19023,6774,92.28,7.72,2.44,32.96,20.89,11.68
19025,5067,82.71,17.29,1.28,33.46,22.14,8.89
19027,9488,91.42,8.58,0.43,31.68,23.06,16.66
19029,6591,90.49,9.51,1.9,29.88,30.65,11.68
19031,8214,91.87,8.13,4.76,29.87,19.48,14.18
19033,22346,85.98,14.02,2.14,27.95,30.86,39.32
19035,5785,92.26,7.74,1.24,33.16,25.88,10.03
19037,5695,91.15,8.85,2.91,34.73,19.8,11.29
19039,4208,91.59,8.41,6.11,22.92,29.22,9.76
19041,8219,89.34,10.66,1.23,24.16,31.21,14.49
19043,9099,84.1,15.9,6.36,33.12,25.01,11.69
19045,21995,89.52,10.48,2.31,30.44,25.81,31.65
19047,7030,91.54,8.46,6.74,24.47,26.99,9.84
19049,34937,94.13,5.87,2.7,12.38,25.63,59.38
19051,3597,89.38,10.62,5.67,32.27,17.11,7.16
19053,3856,83.32,16.68,7.44,25.1,33.89,7.25
19055,8104,85.62,14.38,4.58,40.27,17.08,14.03
19057,18566,90.7,9.3,5.69,27.49,27.52,44.62
19059,13620,59.24,40.76,8.66,25.01,21.03,35.79
19061,41065,93.34,6.66,3.79,24.27,27.64,67.51
19063,4795,85.71,14.29,3.88,32.55,22.92,12.11
19065,9571,86.88,13.12,4.71,32.41,24.61,13.1
19067,7555,89.46,10.54,1.69,28.73,27.79,15.09
19069,4868,86.28,13.72,2.47,33.1,25.69,8.36
19071,3445,86.79,13.21,5.28,29.16,25.85,6.74
19073,4551,85.45,14.55,1.32,28.92,25.76,7.99
19075,5574,92.16,7.84,2.21,29.64,20.48,11.11
19077,5786,75.99,24.01,3.35,28.98,20.56,9.8
19079,7189,87.84,12.16,2.66,31.57,27.14,12.46
19081,5311,89.74,10.26,2.99,30.93,22.05,9.3
19083,8172,87.8,12.2,3.27,30.45,22.94,14.35
19085,6807,89.26,10.74,3.6,31.11,25.16,9.77
19087,8352,92.36,7.64,5.65,29.55,29.03,19.23
19089,4372,88.47,11.53,2.81,29.67,20.94,9.24
19091,4729,89.26,10.74,2.79,32.07,25.78,10.89
19093,3431,87.73,12.27,2.54,33.88,24.22,7.95
19095,7319,92.79,7.21,4.13,30.26,21.9,12.48
19097,9518,86.53,13.47,8.28,32.46,21.05,14.96
19099,16264,89.45,10.55,4.9,29.9,26.05,22.27
19101,7614,89.72,10.28,10.86,25.56,32.92,17.48
19103,62280,93.39,6.61,4.86,16.23,40.31,101.6
19105,8967,91.49,8.51,6.6,27.98,24.35,15.58
19107,4880,89.84,10.16,3.07,35.72,23.13,8.43
19109,7506,88.81,11.19,0.8,34.47,23.76,7.72
19111,16255,87.22,12.78,5.66,29.88,25.68,31.41
19113,96473,93.09,6.91,4.44,21.75,25.6,134.53
19115,5041,86.15,13.85,12.24,31.91,23.28,12.55
19117,4216,86.39,13.61,4.74,27.99,22.76,9.79
19119,5016,90.69,9.31,2.25,32.99,16.6,8.54
19121,6883,91.66,8.34,5.07,24.92,21.49,12.27
19123,9839,89.73,10.27,5.94,27.43,28.83,17.24
19125,14167,93.98,6.02,5.08,24.09,29.47,25.55
19127,16766,91.48,8.52,2.91,24.61,28.79,29.29
19129,6135,91.07,8.93,4.38,27.87,22.02,14.03
19131,4946,88.9,11.1,2.49,36.89,17.33,10.54
19133,4719,85.89,14.11,2.73,31.56,28.94,6.8
19135,3976,83.73,16.27,14.84,23.77,21.96,9.17
19137,5230,87.71,12.29,2.89,27.88,31.37,12.33
19139,18097,91.37,8.63,6.82,28.19,27.11,41.37
19141,6676,90.34,9.66,2.01,27.46,28.09,11.65
19143,2964,88.09,11.91,0.98,33.16,24.17,7.43
19145,7214,87.65,12.35,2.5,30.71,27.53,13.49
19147,4620,82.51,17.49,1.08,29.51,25.71,8.19
19149,10768,93.94,6.06,3.58,28.51,21.31,12.48
19151,3767,85.08,14.92,1.14,36.26,22.65,6.53
19153,197248,93.16,6.84,2.08,18.8,32.83,344.71
19155,39925,92.38,7.62,3.65,25.36,31.79,42.0
19157,9105,84.36,15.64,4.05,26.84,30.7,15.57
19159,2619,76.25,23.75,6.38,23.81,22.73,4.89
19161,5402,80.84,19.16,1.7,35.34,20.91,9.39
19163,73869,90.73,9.27,2.48,23.37,30.53,161.26
19165,5582,90.4,9.6,1.18,31.91,22.49,9.45
19167,12816,94.93,5.07,3.36,25.74,20.23,16.69
19169,39390,94.49,5.51,3.73,16.01,47.24,68.78
19171,7792,86.69,13.31,3.95,35.08,23.72,10.81
19173,3104,85.37,14.63,6.09,28.69,23.47,5.84
19175,5918,87.77,12.23,4.97,28.64,29.23,13.97
19177,3655,78.33,21.67,9.25,35.02,18.2,7.54
19179,16066,89.74,10.26,5.03,29.34,27.72,37.2
19181,19716,96.16,3.84,4.0,21.42,22.12,34.6
19183,9686,90.03,9.97,5.85,29.4,29.2,17.03
19185,3193,83.59,16.41,6.89,28.93,18.4,6.08
19187,17044,89.23,10.77,2.96,29.29,32.54,23.81
19189,5201,88.54,11.46,0.46,31.65,26.47,12.99
19191,8927,91.91,8.09,3.21,33.31,20.85,12.94
19193,42095,92.59,7.41,3.39,23.4,34.36,48.22
19195,3517,90.13,9.87,1.31,34.4,22.71,8.79
19197,6515,87.34,12.66,1.83,28.12,28.47,11.22
20001,6314,83.77,16.23,8.63,28.68,28.89,12.62
20003,3740,82.06,17.94,7.81,26.68,25.81,6.45
20005,6966,85.85,14.15,4.35,31.74,31.61,16.16
20007,2793,70.18,29.82,6.44,31.39,29.18,2.46
20009,12711,85.69,14.31,7.27,27.72,30.23,14.2
20011,7129,80.26,19.74,7.08,25.88,30.15,11.22
20013,4741,82.35,17.65,3.65,29.79,27.02,8.3
20015,26776,91.4,8.6,7.07,22.63,26.31,18.73
20017,1491,69.01,30.99,8.58,30.47,20.8,1.93
20019,2132,68.01,31.99,13.56,27.5,21.45,3.34
20021,9895,81.22,18.78,11.41,28.83,25.91,16.84
20023,1504,81.65,18.35,4.65,35.73,20.77,1.47
20025,1150,77.65,22.35,6.43,30.62,28.56,1.18
20027,4073,83.53,16.47,3.12,31.96,23.31,6.31
20029,4619,83.52,16.48,2.66,26.57,29.11,6.46
20031,4062,87.35,12.65,11.32,26.87,22.89,6.48
20033,982,75.76,24.24,3.46,28.63,19.35,1.25
20035,16156,83.97,16.03,8.23,26.27,33.45,14.35
20037,18075,83.28,16.72,6.26,22.42,41.57,30.65
20039,1801,82.51,17.49,4.11,28.15,27.99,2.02
20041,9178,85.0,15.0,5.92,26.66,30.24,10.84
20043,3571,84.68,15.32,10.95,35.34,27.02,9.08
20045,49732,93.09,6.91,2.11,16.67,48.16,109.12
20047,1621,80.32,19.68,6.97,35.25,21.35,2.61
20049,1757,63.57,36.43,13.49,33.02,20.14,2.73
20051,13220,87.6,12.4,3.8,25.73,38.74,14.69
20053,3227,76.29,23.71,9.39,27.51,24.9,4.51
20055,13500,92.66,7.34,13.34,19.4,37.49,10.37
20057,12247,92.06,7.94,12.13,16.51,37.64,11.15
20059,11228,88.9,11.1,10.16,23.69,28.81,19.64
20061,15356,83.06,16.94,6.17,10.14,62.71,39.92
20063,1413,85.7,14.3,6.51,42.07,22.87,1.32
20065,1476,82.38,17.62,9.76,37.54,20.64,1.64
20067,2947,87.95,12.05,23.96,22.92,21.95,5.13
20069,2436,89.45,10.55,11.86,23.56,24.46,2.8
20071,616,80.19,19.81,10.88,23.01,37.85,0.79
20073,4032,68.4,31.6,10.07,25.86,26.29,3.53
20075,1128,75.53,24.47,11.7,27.18,30.87,1.13
20077,3173,71.67,28.33,3.56,26.47,28.28,3.96
20079,14740,90.79,9.21,2.99,25.16,28.23,27.31
