"","NAME","FIPS","year","totUnits","occP","vacantP"
"813","Crawford County, Iowa","19047",2010,6943,92.37,7.63
"814","Dallas County, Iowa","19049",2010,27260,92.59,7.41
"815","Davis County, Iowa","19051",2010,3600,88.92,11.08
"816","Decatur County, Iowa","19053",2010,3834,84.06,15.94
"817","Delaware County, Iowa","19055",2010,8028,87.97,12.03
"818","Des Moines County, Iowa","19057",2010,18535,91.73,8.27
"819","Dickinson County, Iowa","19059",2010,12849,58.79,41.21
"820","Dubuque County, Iowa","19061",2010,38951,94.52,5.48
"821","Emmet County, Iowa","19063",2010,4758,89.03,10.97
"822","Fayette County, Iowa","19065",2010,9558,90.33,9.67
"823","Floyd County, Iowa","19067",2010,7526,91.5,8.5
"824","Franklin County, Iowa","19069",2010,4894,88.52,11.48
"825","Fremont County, Iowa","19071",2010,3431,89.3,10.7
"826","Greene County, Iowa","19073",2010,4546,87.9,12.1
"827","Grundy County, Iowa","19075",2010,5530,92.78,7.22
"828","Guthrie County, Iowa","19077",2010,5756,78.94,21.06
"829","Hamilton County, Iowa","19079",2010,7219,90.59,9.41
"830","Hancock County, Iowa","19081",2010,5330,88.95,11.05
"831","Hardin County, Iowa","19083",2010,8224,88.72,11.28
"832","Harrison County, Iowa","19085",2010,6731,88.95,11.05
"833","Henry County, Iowa","19087",2010,8280,92.58,7.42
"834","Howard County, Iowa","19089",2010,4367,90.31,9.69
"835","Humboldt County, Iowa","19091",2010,4684,89.86,10.14
"836","Ida County, Iowa","19093",2010,3426,89.08,10.92
"837","Iowa County, Iowa","19095",2010,7258,92,8
"838","Jackson County, Iowa","19097",2010,9415,88.04,11.96
"839","Jasper County, Iowa","19099",2010,16181,91.5,8.5
"840","Jefferson County, Iowa","19101",2010,7594,90.15,9.85
"841","Johnson County, Iowa","19103",2010,55967,94.19,5.81
"842","Jones County, Iowa","19105",2010,8911,91.81,8.19
"843","Keokuk County, Iowa","19107",2010,4931,89.39,10.61
"844","Kossuth County, Iowa","19109",2010,7486,89.46,10.54
"845","Lee County, Iowa","19111",2010,16205,90.16,9.84
"846","Linn County, Iowa","19113",2010,92251,93.37,6.63
"847","Louisa County, Iowa","19115",2010,5002,86.89,13.11
"848","Lucas County, Iowa","19117",2010,4238,87.05,12.95
"849","Lyon County, Iowa","19119",2010,4848,91.63,8.37
"850","Madison County, Iowa","19121",2010,6554,91.93,8.07
"851","Mahaska County, Iowa","19123",2010,9766,91.9,8.1
"852","Marion County, Iowa","19125",2010,13914,91.44,8.56
"853","Marshall County, Iowa","19127",2010,16831,92.32,7.68
"854","Mills County, Iowa","19129",2010,6109,91.75,8.25
"855","Mitchell County, Iowa","19131",2010,4850,90.62,9.38
"856","Monona County, Iowa","19133",2010,4697,86.23,13.77
"857","Monroe County, Iowa","19135",2010,3884,82.72,17.28
"858","Montgomery County, Iowa","19137",2010,5239,87,13
"859","Muscatine County, Iowa","19139",2010,17910,91.64,8.36
"860","O'Brien County, Iowa","19141",2010,6649,91.28,8.72
"861","Osceola County, Iowa","19143",2010,2990,89.7,10.3
"862","Page County, Iowa","19145",2010,7181,89.03,10.97
"863","Palo Alto County, Iowa","19147",2010,4628,86.3,13.7
"864","Plymouth County, Iowa","19149",2010,10550,93.6,6.4
"865","Pocahontas County, Iowa","19151",2010,3794,85.21,14.79
"866","Polk County, Iowa","19153",2010,182262,93.38,6.62
"867","Pottawattamie County, Iowa","19155",2010,39330,93.5,6.5
"868","Poweshiek County, Iowa","19157",2010,8949,84.42,15.58
"869","Ringgold County, Iowa","19159",2010,2613,78.34,21.66
"870","Sac County, Iowa","19161",2010,5429,82.56,17.44
"871","Scott County, Iowa","19163",2010,71835,92.94,7.06
"872","Shelby County, Iowa","19165",2010,5542,91.75,8.25
"873","Sioux County, Iowa","19167",2010,12279,94.34,5.66
"874","Story County, Iowa","19169",2010,36789,94.42,5.58
"875","Tama County, Iowa","19171",2010,7766,89.45,10.55
"876","Taylor County, Iowa","19173",2010,3107,86.22,13.78
"877","Union County, Iowa","19175",2010,5937,88.78,11.22
"878","Van Buren County, Iowa","19177",2010,3670,84.69,15.31
"879","Wapello County, Iowa","19179",2010,16098,90.4,9.6
"880","Warren County, Iowa","19181",2010,18371,93.96,6.04
"881","Washington County, Iowa","19183",2010,9516,91.86,8.14
"882","Wayne County, Iowa","19185",2010,3212,82.57,17.43
"883","Webster County, Iowa","19187",2010,17035,91.46,8.54
"884","Winnebago County, Iowa","19189",2010,5194,88.51,11.49
"885","Winneshiek County, Iowa","19191",2010,8721,91.7,8.3
"886","Woodbury County, Iowa","19193",2010,41484,94.14,5.86
"887","Worth County, Iowa","19195",2010,3548,89.4,10.6
"888","Wright County, Iowa","19197",2010,6529,86.15,13.85
"889","Allen County, Kansas","20001",2010,6226,87.94,12.06
"890","Anderson County, Kansas","20003",2010,3720,87.63,12.37
"891","Atchison County, Kansas","20005",2010,6990,89.28,10.72
"892","Barber County, Kansas","20007",2010,2765,77.36,22.64
"893","Barton County, Kansas","20009",2010,12696,88.87,11.13
"894","Bourbon County, Kansas","20011",2010,7167,83.52,16.48
"895","Brown County, Kansas","20013",2010,4779,85.67,14.33
"896","Butler County, Kansas","20015",2010,26058,92.07,7.93
"897","Chase County, Kansas","20017",2010,1503,76.51,23.49
"898","Chautauqua County, Kansas","20019",2010,2150,74.98,25.02
"899","Cherokee County, Kansas","20021",2010,9890,87.21,12.79
"900","Cheyenne County, Kansas","20023",2010,1518,83,17
"901","Clark County, Kansas","20025",2010,1135,81.32,18.68
"902","Clay County, Kansas","20027",2010,4042,88.05,11.95
"903","Cloud County, Kansas","20029",2010,4659,83.92,16.08
"904","Coffey County, Kansas","20031",2010,3964,88.22,11.78
"905","Comanche County, Kansas","20033",2010,1044,78.93,21.07
"906","Cowley County, Kansas","20035",2010,16030,86.96,13.04
"907","Crawford County, Kansas","20037",2010,17801,88.36,11.64
"908","Decatur County, Kansas","20039",2010,1818,75.8,24.2
"909","Dickinson County, Kansas","20041",2010,8972,89.98,10.02
"910","Doniphan County, Kansas","20043",2010,3576,87.7,12.3
"911","Douglas County, Kansas","20045",2010,46731,93.25,6.75
"912","Edwards County, Kansas","20047",2010,1636,79.58,20.42
"913","Elk County, Kansas","20049",2010,1760,72.95,27.05
"914","Ellis County, Kansas","20051",2010,12872,92.51,7.49
"915","Ellsworth County, Kansas","20053",2010,3239,76.04,23.96
"916","Finney County, Kansas","20055",2010,13276,93.09,6.91
"917","Ford County, Kansas","20057",2010,12005,92.84,7.16
"918","Franklin County, Kansas","20059",2010,11147,90.64,9.36
"919","Geary County, Kansas","20061",2010,14517,87.41,12.59
"920","Gove County, Kansas","20063",2010,1373,84.05,15.95
"921","Graham County, Kansas","20065",2010,1484,80.59,19.41
"922","Grant County, Kansas","20067",2010,2945,92.22,7.78
"923","Gray County, Kansas","20069",2010,2340,92.01,7.99
"924","Greeley County, Kansas","20071",2010,629,83.47,16.53
"925","Greenwood County, Kansas","20073",2010,4068,73.45,26.55
"926","Hamilton County, Kansas","20075",2010,1236,85.76,14.24
"927","Harper County, Kansas","20077",2010,3116,81.68,18.32
"928","Harvey County, Kansas","20079",2010,14527,92.32,7.68
"929","Haskell County, Kansas","20081",2010,1666,90.64,9.36
"930","Hodgeman County, Kansas","20083",2010,973,82.53,17.47
"931","Jackson County, Kansas","20085",2010,5779,90.47,9.53
"932","Jefferson County, Kansas","20087",2010,8160,90.27,9.73
"933","Jewell County, Kansas","20089",2010,2032,71.36,28.64
"934","Johnson County, Kansas","20091",2010,226571,93.96,6.04
"935","Kearny County, Kansas","20093",2010,1556,89.97,10.03
"936","Kingman County, Kansas","20095",2010,3818,84.52,15.48
"937","Kiowa County, Kansas","20097",2010,1220,83.11,16.89
"938","Labette County, Kansas","20099",2010,10092,87.42,12.58
"939","Lane County, Kansas","20101",2010,990,80.71,19.29
"940","Leavenworth County, Kansas","20103",2010,28697,92.16,7.84
"941","Lincoln County, Kansas","20105",2010,1864,76.34,23.66
"942","Linn County, Kansas","20107",2010,5446,73.82,26.18
"943","Logan County, Kansas","20109",2010,1441,84.59,15.41
"944","Lyon County, Kansas","20111",2010,15237,87.31,12.69
"945","McPherson County, Kansas","20113",2010,12721,92.35,7.65
"946","Marion County, Kansas","20115",2010,5946,84.17,15.83
"947","Marshall County, Kansas","20117",2010,4866,88.37,11.63
"948","Meade County, Kansas","20119",2010,1998,85.74,14.26
"949","Miami County, Kansas","20121",2010,13190,92.2,7.8
"950","Mitchell County, Kansas","20123",2010,3296,84.65,15.35
"951","Montgomery County, Kansas","20125",2010,16578,86.75,13.25
"952","Morris County, Kansas","20127",2010,3206,79.66,20.34
"953","Morton County, Kansas","20129",2010,1467,85.21,14.79
"954","Nemaha County, Kansas","20131",2010,4562,90.2,9.8
"955","Neosho County, Kansas","20133",2010,7513,88.45,11.55
"956","Ness County, Kansas","20135",2010,1740,78.45,21.55
"957","Norton County, Kansas","20137",2010,2542,85.09,14.91
"958","Osage County, Kansas","20139",2010,7503,87.33,12.67
"959","Osborne County, Kansas","20141",2010,2206,78.97,21.03
"960","Ottawa County, Kansas","20143",2010,2779,88.38,11.62
"961","Pawnee County, Kansas","20145",2010,3152,84.55,15.45
"962","Phillips County, Kansas","20147",2010,3049,79.76,20.24
"963","Pottawatomie County, Kansas","20149",2010,8626,91.33,8.67
"964","Pratt County, Kansas","20151",2010,4514,87.64,12.36
"965","Rawlins County, Kansas","20153",2010,1458,80.66,19.34
"966","Reno County, Kansas","20155",2010,28274,91.23,8.77
"967","Republic County, Kansas","20157",2010,2877,79.04,20.96
"968","Rice County, Kansas","20159",2010,4548,85.88,14.12
"969","Riley County, Kansas","20161",2010,28212,91.44,8.56
"970","Rooks County, Kansas","20163",2010,2768,80.85,19.15
"971","Rush County, Kansas","20165",2010,1869,80.85,19.15
"972","Russell County, Kansas","20167",2010,3910,81.15,18.85
"973","Saline County, Kansas","20169",2010,24101,93.01,6.99
"974","Scott County, Kansas","20171",2010,2193,90.42,9.58
"975","Sedgwick County, Kansas","20173",2010,211593,91.45,8.55
"976","Seward County, Kansas","20175",2010,8061,92.54,7.46
"977","Shawnee County, Kansas","20177",2010,79140,91.74,8.26
"978","Sheridan County, Kansas","20179",2010,1265,86.88,13.12
"979","Sherman County, Kansas","20181",2010,3148,82.85,17.15
"980","Smith County, Kansas","20183",2010,2232,78.32,21.68
"981","Stafford County, Kansas","20185",2010,2319,82.23,17.77
"982","Stanton County, Kansas","20187",2010,990,83.33,16.67
"983","Stevens County, Kansas","20189",2010,2306,88.64,11.36
"984","Sumner County, Kansas","20191",2010,10865,87.01,12.99
"985","Thomas County, Kansas","20193",2010,3536,90.38,9.62
"986","Trego County, Kansas","20195",2010,1682,80.74,19.26
"987","Wabaunsee County, Kansas","20197",2010,3227,84.82,15.18
"988","Wallace County, Kansas","20199",2010,781,79.39,20.61
"989","Washington County, Kansas","20201",2010,2955,83.72,16.28
"990","Wichita County, Kansas","20203",2010,1054,84.54,15.46
"991","Wilson County, Kansas","20205",2010,4682,84,16
"992","Woodson County, Kansas","20207",2010,2022,75.37,24.63
"993","Wyandotte County, Kansas","20209",2010,66747,87.49,12.51
"994","Adair County, Kentucky","21001",2010,8568,85.03,14.97
"995","Allen County, Kentucky","21003",2010,9307,84.32,15.68
"996","Anderson County, Kentucky","21005",2010,9127,91.69,8.31
"997","Ballard County, Kentucky","21007",2010,3885,87.44,12.56
"998","Barren County, Kentucky","21009",2010,19188,88.59,11.41
"999","Bath County, Kentucky","21011",2010,5405,84.87,15.13
"1000","Bell County, Kentucky","21013",2010,13154,89.61,10.39
"1001","Boone County, Kentucky","21015",2010,46154,93.63,6.37
"1002","Bourbon County, Kentucky","21017",2010,8927,89.35,10.65
"1003","Boyd County, Kentucky","21019",2010,21803,90.75,9.25
"1004","Boyle County, Kentucky","21021",2010,12312,89.95,10.05
"1005","Bracken County, Kentucky","21023",2010,3840,86.38,13.62
"1006","Breathitt County, Kentucky","21025",2010,6231,88.17,11.83
"1007","Breckinridge County, Kentucky","21027",2010,10630,73.63,26.37
"1008","Bullitt County, Kentucky","21029",2010,29318,94.39,5.61
"1009","Butler County, Kentucky","21031",2010,5877,86.05,13.95
"1010","Caldwell County, Kentucky","21033",2010,6292,85.71,14.29
"1011","Calloway County, Kentucky","21035",2010,18065,85.97,14.03
"1012","Campbell County, Kentucky","21037",2010,39523,91.26,8.74
"1013","Carlisle County, Kentucky","21039",2010,2441,86.69,13.31
"1014","Carroll County, Kentucky","21041",2010,4696,86.48,13.52
"1015","Carter County, Kentucky","21043",2010,12311,87.4,12.6
"1016","Casey County, Kentucky","21045",2010,7487,84.83,15.17
"1017","Christian County, Kentucky","21047",2010,29459,88.75,11.25
"1018","Clark County, Kentucky","21049",2010,15706,90.84,9.16
"1019","Clay County, Kentucky","21051",2010,8875,87.12,12.88
"1020","Clinton County, Kentucky","21053",2010,5311,82.06,17.94
"1021","Crittenden County, Kentucky","21055",2010,4569,82.75,17.25
"1022","Cumberland County, Kentucky","21057",2010,3690,78.13,21.87
"1023","Daviess County, Kentucky","21059",2010,41452,93.17,6.83
"1024","Edmonson County, Kentucky","21061",2010,6467,75.1,24.9
"1025","Elliott County, Kentucky","21063",2010,3371,82.26,17.74
"1026","Estill County, Kentucky","21065",2010,6865,87.17,12.83
"1027","Fayette County, Kentucky","21067",2010,135160,91.04,8.96
"1028","Fleming County, Kentucky","21069",2010,6623,86.5,13.5
"1029","Floyd County, Kentucky","21071",2010,18175,88.36,11.64
"1030","Franklin County, Kentucky","21073",2010,23164,89.2,10.8
"1031","Fulton County, Kentucky","21075",2010,3372,84.93,15.07
"1032","Gallatin County, Kentucky","21077",2010,3786,83.47,16.53
"1033","Garrard County, Kentucky","21079",2010,7463,89.35,10.65
"1034","Grant County, Kentucky","21081",2010,9942,86.64,13.36
"1035","Graves County, Kentucky","21083",2010,16777,89.28,10.72
"1036","Grayson County, Kentucky","21085",2010,13561,74.35,25.65
"1037","Green County, Kentucky","21087",2010,5324,86.42,13.58
"1038","Greenup County, Kentucky","21089",2010,16330,89.84,10.16
"1039","Hancock County, Kentucky","21091",2010,3734,87.98,12.02
"1040","Hardin County, Kentucky","21093",2010,43261,92.12,7.88
"1041","Harlan County, Kentucky","21095",2010,13513,87.24,12.76
"1042","Harrison County, Kentucky","21097",2010,8208,89.46,10.54
"1043","Hart County, Kentucky","21099",2010,8559,82.92,17.08
"1044","Henderson County, Kentucky","21101",2010,20320,92.05,7.95
"1045","Henry County, Kentucky","21103",2010,6640,89.8,10.2
"1046","Hickman County, Kentucky","21105",2010,2342,86.59,13.41
"1047","Hopkins County, Kentucky","21107",2010,21180,89.61,10.39
"1048","Jackson County, Kentucky","21109",2010,6523,84.1,15.9
"1049","Jefferson County, Kentucky","21111",2010,337616,91.58,8.42
"1050","Jessamine County, Kentucky","21113",2010,19331,91.26,8.74
"1051","Johnson County, Kentucky","21115",2010,10624,88.12,11.88
"1052","Kenton County, Kentucky","21117",2010,68975,91,9
"1053","Knott County, Kentucky","21119",2010,7461,85.97,14.03
"1054","Knox County, Kentucky","21121",2010,14485,87.83,12.17
"1055","Larue County, Kentucky","21123",2010,6172,90.98,9.02
"1056","Laurel County, Kentucky","21125",2010,25446,90.44,9.56
"1057","Lawrence County, Kentucky","21127",2010,7286,85.63,14.37
"1058","Lee County, Kentucky","21129",2010,3436,84.69,15.31
"1059","Leslie County, Kentucky","21131",2010,5278,86.3,13.7
"1060","Letcher County, Kentucky","21133",2010,11601,86.32,13.68
"1061","Lewis County, Kentucky","21135",2010,6481,84.82,15.18
"1062","Lincoln County, Kentucky","21137",2010,10819,90.37,9.63
"1063","Livingston County, Kentucky","21139",2010,4824,82.61,17.39
"1064","Logan County, Kentucky","21141",2010,12339,86.44,13.56
"1065","Lyon County, Kentucky","21143",2010,4791,68.61,31.39
"1066","McCracken County, Kentucky","21145",2010,31079,90.82,9.18
"1067","McCreary County, Kentucky","21147",2010,7507,86.28,13.72
"1068","McLean County, Kentucky","21149",2010,4264,89.89,10.11
"1069","Madison County, Kentucky","21151",2010,35043,91.24,8.76
"1070","Magoffin County, Kentucky","21153",2010,5950,89.23,10.77
"1071","Marion County, Kentucky","21155",2010,8182,89.93,10.07
"1072","Marshall County, Kentucky","21157",2010,15748,83.01,16.99
"1073","Martin County, Kentucky","21159",2010,5164,87.45,12.55
"1074","Mason County, Kentucky","21161",2010,8105,86.75,13.25
"1075","Meade County, Kentucky","21163",2010,11762,89.02,10.98
"1076","Menifee County, Kentucky","21165",2010,3744,65.17,34.83
"1077","Mercer County, Kentucky","21167",2010,9941,87.34,12.66
"1078","Metcalfe County, Kentucky","21169",2010,4681,86.63,13.37
"1079","Monroe County, Kentucky","21171",2010,5204,86.64,13.36
"1080","Montgomery County, Kentucky","21173",2010,11699,89.2,10.8
"1081","Morgan County, Kentucky","21175",2010,5830,83.36,16.64
"1082","Muhlenberg County, Kentucky","21177",2010,13699,87.98,12.02
"1083","Nelson County, Kentucky","21179",2010,18075,93.09,6.91
"1084","Nicholas County, Kentucky","21181",2010,3261,86.14,13.86
"1085","Ohio County, Kentucky","21183",2010,10219,89.79,10.21
"1086","Oldham County, Kentucky","21185",2010,20688,93.92,6.08
"1087","Owen County, Kentucky","21187",2010,5634,76.25,23.75
"1088","Owsley County, Kentucky","21189",2010,2328,82.22,17.78
"1089","Pendleton County, Kentucky","21191",2010,6339,86.67,13.33
"1090","Perry County, Kentucky","21193",2010,12791,88.49,11.51
"1091","Pike County, Kentucky","21195",2010,30304,88.2,11.8
"1092","Powell County, Kentucky","21197",2010,5598,86.35,13.65
"1093","Pulaski County, Kentucky","21199",2010,31443,81.81,18.19
"1094","Robertson County, Kentucky","21201",2010,1095,82.37,17.63
"1095","Rockcastle County, Kentucky","21203",2010,7703,87.63,12.37
"1096","Rowan County, Kentucky","21205",2010,10102,87.75,12.25
"1097","Russell County, Kentucky","21207",2010,9993,74.06,25.94
"1098","Scott County, Kentucky","21209",2010,19303,90.18,9.82
"1099","Shelby County, Kentucky","21211",2010,16606,92.26,7.74
"1100","Simpson County, Kentucky","21213",2010,7435,90.83,9.17
"1101","Spencer County, Kentucky","21215",2010,6704,91.96,8.04
"1102","Taylor County, Kentucky","21217",2010,10864,90.5,9.5
"1103","Todd County, Kentucky","21219",2010,5286,87.91,12.09
"1104","Trigg County, Kentucky","21221",2010,7810,75.33,24.67
"1105","Trimble County, Kentucky","21223",2010,3930,87.02,12.98
"1106","Union County, Kentucky","21225",2010,6141,90.36,9.64
"1107","Warren County, Kentucky","21227",2010,47223,92.48,7.52
"1108","Washington County, Kentucky","21229",2010,5044,89.35,10.65
"1109","Wayne County, Kentucky","21231",2010,10942,79.02,20.98
"1110","Webster County, Kentucky","21233",2010,5936,88.81,11.19
"1111","Whitley County, Kentucky","21235",2010,15166,89.51,10.49
"1112","Wolfe County, Kentucky","21237",2010,3660,83.74,16.26
"1113","Woodford County, Kentucky","21239",2010,10711,91.55,8.45
"1114","Acadia Parish, Louisiana","22001",2010,25387,89.97,10.03
"1115","Allen Parish, Louisiana","22003",2010,9733,87.5,12.5
"1116","Ascension Parish, Louisiana","22005",2010,40784,92.66,7.34
"1117","Assumption Parish, Louisiana","22007",2010,10351,84.4,15.6
"1118","Avoyelles Parish, Louisiana","22009",2010,18042,85.53,14.47
"1119","Beauregard Parish, Louisiana","22011",2010,15040,87.49,12.51
"1120","Bienville Parish, Louisiana","22013",2010,7718,75.64,24.36
"1121","Bossier Parish, Louisiana","22015",2010,49351,91.62,8.38
"1122","Caddo Parish, Louisiana","22017",2010,112028,91.17,8.83
"1123","Calcasieu Parish, Louisiana","22019",2010,82058,90.18,9.82
"1124","Caldwell Parish, Louisiana","22021",2010,4994,78.19,21.81
"1125","Cameron Parish, Louisiana","22023",2010,3593,71.67,28.33
"1126","Catahoula Parish, Louisiana","22025",2010,4877,78.61,21.39
"1127","Claiborne Parish, Louisiana","22027",2010,7761,77.53,22.47
"1128","Concordia Parish, Louisiana","22029",2010,9383,81.14,18.86
"1129","De Soto Parish, Louisiana","22031",2010,12290,85.94,14.06
"1130","East Baton Rouge Parish, Louisiana","22033",2010,187353,91.84,8.16
"1131","East Carroll Parish, Louisiana","22035",2010,2904,87.88,12.12
"1132","East Feliciana Parish, Louisiana","22037",2010,8014,87.62,12.38
"1133","Evangeline Parish, Louisiana","22039",2010,14662,87.5,12.5
"1134","Franklin Parish, Louisiana","22041",2010,9034,87.49,12.51
"1135","Grant Parish, Louisiana","22043",2010,8886,84.36,15.64
"1136","Iberia Parish, Louisiana","22045",2010,29698,90.17,9.83
"1137","Iberville Parish, Louisiana","22047",2010,12707,87.13,12.87
"1138","Jackson Parish, Louisiana","22049",2010,7680,81.52,18.48
"1139","Jefferson Parish, Louisiana","22051",2010,189135,89.7,10.3
"1140","Jefferson Davis Parish, Louisiana","22053",2010,13306,88.46,11.54
"1141","Lafayette Parish, Louisiana","22055",2010,93656,92.92,7.08
"1142","Lafourche Parish, Louisiana","22057",2010,38582,91.98,8.02
"1143","La Salle Parish, Louisiana","22059",2010,6560,83.35,16.65
"1144","Lincoln Parish, Louisiana","22061",2010,19479,90.35,9.65
"1145","Livingston Parish, Louisiana","22063",2010,50170,91.7,8.3
"1146","Madison Parish, Louisiana","22065",2010,4804,83.78,16.22
"1147","Morehouse Parish, Louisiana","22067",2010,12423,87.36,12.64
"1148","Natchitoches Parish, Louisiana","22069",2010,18587,84,16
"1149","Orleans Parish, Louisiana","22071",2010,189896,74.86,25.14
"1150","Ouachita Parish, Louisiana","22073",2010,64481,91.02,8.98
"1151","Plaquemines Parish, Louisiana","22075",2010,9596,84.17,15.83
"1152","Pointe Coupee Parish, Louisiana","22077",2010,11130,81.6,18.4
"1153","Rapides Parish, Louisiana","22079",2010,55684,90.51,9.49
"1154","Red River Parish, Louisiana","22081",2010,4128,84.11,15.89
"1155","Richland Parish, Louisiana","22083",2010,8621,87.59,12.41
"1156","Sabine Parish, Louisiana","22085",2010,14130,68.1,31.9
"1157","St. Bernard Parish, Louisiana","22087",2010,16794,78.72,21.28
"1158","St. Charles Parish, Louisiana","22089",2010,19896,93.27,6.73
"1159","St. Helena Parish, Louisiana","22091",2010,5150,84.14,15.86
"1160","St. James Parish, Louisiana","22093",2010,8455,91.27,8.73
"1161","St. John the Baptist Parish, Louisiana","22095",2010,17510,91.18,8.82
"1162","St. Landry Parish, Louisiana","22097",2010,35692,89.26,10.74
"1163","St. Martin Parish, Louisiana","22099",2010,21941,87.58,12.42
"1164","St. Mary Parish, Louisiana","22101",2010,23028,88.84,11.16
"1165","St. Tammany Parish, Louisiana","22103",2010,95412,91.73,8.27
"1166","Tangipahoa Parish, Louisiana","22105",2010,50073,90.14,9.86
"1167","Tensas Parish, Louisiana","22107",2010,3357,64.7,35.3
"1168","Terrebonne Parish, Louisiana","22109",2010,43887,91.35,8.65
"1169","Union Parish, Louisiana","22111",2010,11346,80.59,19.41
"1170","Vermilion Parish, Louisiana","22113",2010,25235,86.74,13.26
"1171","Vernon Parish, Louisiana","22115",2010,21433,89.42,10.58
"1172","Washington Parish, Louisiana","22117",2010,21039,86.09,13.91
"1173","Webster Parish, Louisiana","22119",2010,19336,85.52,14.48
"1174","West Baton Rouge Parish, Louisiana","22121",2010,9324,93.18,6.82
"1175","West Carroll Parish, Louisiana","22123",2010,5046,88.23,11.77
"1176","West Feliciana Parish, Louisiana","22125",2010,5097,77.91,22.09
"1177","Winn Parish, Louisiana","22127",2010,7234,75.6,24.4
"1178","Androscoggin County, Maine","23001",2010,49090,90.27,9.73
"1179","Aroostook County, Maine","23003",2010,39529,78.32,21.68
"1180","Cumberland County, Maine","23005",2010,138657,84.63,15.37
"1181","Franklin County, Maine","23007",2010,21709,59.88,40.12
"1182","Hancock County, Maine","23009",2010,40184,60.28,39.72
"1183","Kennebec County, Maine","23011",2010,60972,83.85,16.15
"1184","Knox County, Maine","23013",2010,23744,72.68,27.32
"1185","Lincoln County, Maine","23015",2010,23493,64.48,35.52
"1186","Oxford County, Maine","23017",2010,36055,67.4,32.6
"1187","Penobscot County, Maine","23019",2010,73860,85.25,14.75
"1188","Piscataquis County, Maine","23021",2010,15340,51.01,48.99
"1189","Sagadahoc County, Maine","23023",2010,18288,82.5,17.5
"1190","Somerset County, Maine","23025",2010,30569,71.73,28.27
"1191","Waldo County, Maine","23027",2010,21566,76.19,23.81
"1192","Washington County, Maine","23029",2010,23001,62.18,37.82
"1193","York County, Maine","23031",2010,105773,76.59,23.41
"1194","Allegany County, Maryland","24001",2010,33311,87.59,12.41
"1195","Anne Arundel County, Maryland","24003",2010,212562,93.8,6.2
"1196","Baltimore County, Maryland","24005",2010,335622,94.37,5.63
"1197","Calvert County, Maryland","24009",2010,33780,91.39,8.61
"1198","Caroline County, Maryland","24011",2010,13482,90.18,9.82
"1199","Carroll County, Maryland","24013",2010,62406,95.8,4.2
"1200","Cecil County, Maryland","24015",2010,41103,89.69,10.31
"1201","Charles County, Maryland","24017",2010,54963,93.18,6.82
"1202","Dorchester County, Maryland","24019",2010,16554,81.68,18.32
"1203","Frederick County, Maryland","24021",2010,90136,94.08,5.92
"1204","Garrett County, Maryland","24023",2010,18854,63.95,36.05
"1205","Harford County, Maryland","24025",2010,95554,94.42,5.58
"1206","Howard County, Maryland","24027",2010,109282,95.85,4.15
"1207","Kent County, Maryland","24029",2010,10549,77.4,22.6
"1208","Montgomery County, Maryland","24031",2010,375905,94.99,5.01
"1209","Prince George's County, Maryland","24033",2010,328182,92.64,7.36
"1210","Queen Anne's County, Maryland","24035",2010,20140,89.45,10.55
"1211","St. Mary's County, Maryland","24037",2010,41282,91.09,8.91
"1212","Somerset County, Maryland","24039",2010,11130,78.96,21.04
"1213","Talbot County, Maryland","24041",2010,19577,82.53,17.47
"1214","Washington County, Maryland","24043",2010,60814,91.57,8.43
"1215","Wicomico County, Maryland","24045",2010,41192,90.36,9.64
"1216","Worcester County, Maryland","24047",2010,55749,39.87,60.13
"1217","Baltimore city, Maryland","24510",2010,296685,84.23,15.77
"1218","Barnstable County, Massachusetts","25001",2010,160281,59.74,40.26
"1219","Berkshire County, Massachusetts","25003",2010,68508,81.88,18.12
"1220","Bristol County, Massachusetts","25005",2010,230535,92.4,7.6
"1221","Dukes County, Massachusetts","25007",2010,17188,42.87,57.13
"1222","Essex County, Massachusetts","25009",2010,306754,93.22,6.78
"1223","Franklin County, Massachusetts","25011",2010,33758,90.24,9.76
"1224","Hampden County, Massachusetts","25013",2010,192175,93.63,6.37
"1225","Hampshire County, Massachusetts","25015",2010,62603,93.77,6.23
"1226","Middlesex County, Massachusetts","25017",2010,612004,94.88,5.12
"1227","Nantucket County, Massachusetts","25019",2010,11618,36.4,63.6
"1228","Norfolk County, Massachusetts","25021",2010,270359,95.4,4.6
"1229","Plymouth County, Massachusetts","25023",2010,200161,90.49,9.51
"1230","Suffolk County, Massachusetts","25025",2010,315522,92.79,7.21
"1231","Worcester County, Massachusetts","25027",2010,326788,92.75,7.25
"1232","Alcona County, Michigan","26001",2010,11073,45.96,54.04
"1233","Alger County, Michigan","26003",2010,6554,59.48,40.52
"1234","Allegan County, Michigan","26005",2010,49426,85.01,14.99
"1235","Alpena County, Michigan","26007",2010,16053,79.68,20.32
"1236","Antrim County, Michigan","26009",2010,17824,55.49,44.51
"1237","Arenac County, Michigan","26011",2010,9803,68.36,31.64
"1238","Baraga County, Michigan","26013",2010,5270,65.35,34.65
"1239","Barry County, Michigan","26015",2010,27010,83.49,16.51
"1240","Bay County, Michigan","26017",2010,48220,92.5,7.5
"1241","Benzie County, Michigan","26019",2010,12199,59.82,40.18
"1242","Berrien County, Michigan","26021",2010,76922,81.97,18.03
"1243","Branch County, Michigan","26023",2010,20841,78.78,21.22
