"","NAME","FIPS","year","totPopE","whiteP","blackP","hispanicP","und18P","age35_49P","age50_64P","ovr65P","VetPercent","noHSP","disbP","povP","UnempP","totUnits","occP","vacantP"
"577","Jefferson County, Idaho","16051",2000,19155,88.51,0.11,9.96,36.34,20.92,12.86,9.27,7.33,15.62,25.67,10.39,4.38,6287,93.86,6.14
"578","Jerome County, Idaho","16053",2000,18342,80.64,0.11,17.17,31.49,21.72,13.35,12.27,10.24,24.93,26.91,13.85,5.89,6713,93.82,6.18
"579","Kootenai County, Idaho","16055",2000,108685,94.37,0.16,2.33,27.14,23.26,16.09,12.28,12.31,12.7,30.16,10.47,7.75,46607,88.63,11.37
"580","Latah County, Idaho","16057",2000,34935,92.84,0.57,2.12,20.25,18.88,12.37,9.48,8.93,9.02,19.83,16.72,7.62,13838,94.37,5.63
"581","Lemhi County, Idaho","16059",2000,7806,95.47,0.1,2.18,25.51,22.62,21.53,16.76,14.46,17.46,39.65,15.32,8.56,4154,78.84,21.16
"582","Lewis County, Idaho","16061",2000,3747,91.46,0.35,1.89,25.38,21.96,20.1,18.49,14.22,15.79,39.85,11.99,8.63,1795,86.57,13.43
"583","Lincoln County, Idaho","16063",2000,4044,83.46,0.1,13.4,30.37,20.97,14.96,13.06,9.72,22.62,27.03,13.07,3.9,1651,87.64,12.36
"584","Madison County, Idaho","16065",2000,27467,94.13,0.2,3.92,26.16,12.34,7.91,6.04,3.73,11.53,15.45,30.51,7.28,7630,93.43,6.57
"585","Minidoka County, Idaho","16067",2000,20174,72.13,0.19,25.46,31.63,20.58,14.46,13.18,7.94,26.32,31.41,14.81,6.53,7498,93,7
"586","Nez Perce County, Idaho","16069",2000,37410,90.56,0.27,1.93,23.78,21.92,15.77,16.51,12.9,14.53,33.41,12.18,4.63,16203,94.34,5.66
"587","Oneida County, Idaho","16071",2000,4125,96.63,0.12,2.3,31.95,20.19,15.03,15.88,8.39,13.56,29.58,10.81,4.26,1755,81.48,18.52
"588","Owyhee County, Idaho","16073",2000,10644,71.73,0.07,23.1,31.92,20.64,14.67,12.15,9.5,32.42,34.3,16.85,6.82,4452,83.33,16.67
"589","Payette County, Idaho","16075",2000,20578,84.72,0.09,11.92,30.64,20.37,15.61,13.23,11.58,25.52,32.1,13.16,6.21,7949,92.73,7.27
"590","Power County, Idaho","16077",2000,7538,74.18,0.07,21.73,33.82,21.17,14.43,10.39,8.16,25.25,33.18,16.12,4.67,2844,90.01,9.99
"591","Shoshone County, Idaho","16079",2000,13771,94.74,0.11,1.93,22.94,23.27,19.37,17.43,15.57,22.12,43.32,16.39,11.78,7057,83.69,16.31
"592","Teton County, Idaho","16081",2000,5999,86.85,0.1,11.75,31.76,25.37,11.14,7.47,5.92,12.73,15.12,12.92,3.26,2632,78.95,21.05
"593","Twin Falls County, Idaho","16083",2000,64284,87.72,0.15,9.37,27.88,21,14.63,14.27,10.09,18.72,32.35,12.73,5.92,25595,93.19,6.81
"594","Valley County, Idaho","16085",2000,7651,95.78,0.03,1.96,23.66,26.91,21.76,14.82,14.16,11.1,27.54,9.26,6.08,8084,39.68,60.32
"595","Washington County, Idaho","16087",2000,9977,83.13,0.1,13.75,27.44,20.75,17.16,17.67,11.47,23.39,32.65,13.28,7.82,4138,90.91,9.09
"596","Adams County, Illinois","17001",2000,68277,94.63,3.04,0.83,24.9,21.55,15.5,17.61,11.39,16.29,27.58,10.02,4.97,29386,91.4,8.6
"597","Alexander County, Illinois","17003",2000,9590,62.23,34.81,1.44,25.82,21.4,15.83,16.92,10.98,33.03,50.33,26.11,10.57,4591,82.94,17.06
"598","Bond County, Illinois","17005",2000,17633,89.84,7.36,1.43,21.9,23.01,14.95,14.72,10.57,27.22,27.46,9.34,5.31,6690,92,8
"599","Boone County, Illinois","17007",2000,41786,85.04,0.84,12.49,29.79,23.42,15.12,10.68,8.71,19.24,23.18,7.01,4.4,15414,94.7,5.3
"600","Brown County, Illinois","17009",2000,6950,77.24,18.09,3.93,17.76,25.01,12.75,12.69,8.91,36.75,22.83,8.48,3.47,2456,85.83,14.17
"601","Bureau County, Illinois","17011",2000,35503,93.5,0.31,4.88,24.74,22.23,16.53,17.74,10.88,15.89,29.6,7.26,4.42,15331,92.51,7.49
"602","Calhoun County, Illinois","17013",2000,5084,98.37,0,0.63,22.93,21.14,18.17,19.18,12.39,20.12,36.37,8.97,4.86,2681,76.31,23.69
"603","Carroll County, Illinois","17015",2000,16674,95.89,0.54,2.04,24.27,22.15,17.22,19.26,11.68,16.72,29.79,9.64,6.86,7945,85.51,14.49
"604","Cass County, Illinois","17017",2000,13695,90.15,0.28,8.48,25.36,22.04,15.53,15.7,10.68,19.96,31.03,11.96,5.79,5784,92.44,7.56
"605","Champaign County, Illinois","17019",2000,179669,77.44,11.07,2.9,21.05,19.76,11.7,9.72,7.53,9.02,21.38,16.07,5.52,75280,93.78,6.22
"606","Christian County, Illinois","17021",2000,35372,95.9,2.13,0.98,24.09,23.02,15.82,17.23,11.07,18.97,32.1,9.54,4.91,14992,92.86,7.14
"607","Clark County, Illinois","17023",2000,17008,98.58,0.19,0.32,24.89,22.24,16.07,18,11.19,19.99,36.52,9.17,4.78,7816,89.19,10.81
"608","Clay County, Illinois","17025",2000,14560,98.19,0.11,0.6,23.92,21.22,16.13,19.18,10.19,24.08,37.1,11.8,5.64,6394,91.32,8.68
"609","Clinton County, Illinois","17027",2000,35535,93.49,3.91,1.6,24.87,24.08,14.22,14.44,11,22.6,25.46,6.45,3.31,13805,92.39,7.61
"610","Coles County, Illinois","17029",2000,53196,94.55,2.27,1.39,19.7,19.11,13.28,13.28,8.81,17.06,29.21,17.49,5.51,22768,92.42,7.58
"611","Cook County, Illinois","17031",2000,5376741,47.59,25.86,19.93,26,22.18,13.99,11.72,6.56,22.3,32.18,13.49,7.54,2096121,94.18,5.82
"612","Crawford County, Illinois","17033",2000,20452,92.53,4.5,1.72,22.8,22.9,16.04,16.61,11.75,20.68,31.3,11.17,5.45,8785,89.27,10.73
"613","Cumberland County, Illinois","17035",2000,11253,98.52,0.1,0.6,26.45,21.76,15.42,15.84,10.24,19.82,28.62,9.54,5.35,4876,89.58,10.42
"614","DeKalb County, Illinois","17037",2000,88969,85.17,4.54,6.55,23.12,20.05,11.49,9.79,8.06,12.49,21.4,11.36,6.07,32988,96.02,3.98
"615","De Witt County, Illinois","17039",2000,16798,97.05,0.48,1.27,24.56,23.38,16.1,15.87,11.97,16.48,27.59,8.17,5.33,7282,92.97,7.03
"616","Douglas County, Illinois","17041",2000,19922,95.34,0.3,3.46,27.05,22.25,15.29,15.96,9.31,20.69,26.71,6.36,2.78,8005,94.62,5.38
"617","DuPage County, Illinois","17043",2000,904161,78.74,2.98,9,26.75,25.65,14.96,9.82,6.97,9.96,18.99,3.62,3.26,335621,97.01,2.99
"618","Edgar County, Illinois","17045",2000,19704,96.69,1.84,0.78,23.86,22.29,16.24,17.73,9.65,18.65,36.47,10.54,4.79,8611,91.44,8.56
"619","Edwards County, Illinois","17047",2000,6971,98.54,0.14,0.46,23.05,21.88,17.01,18.51,11.03,17.69,36.57,9.77,3.94,3199,90.81,9.19
"620","Effingham County, Illinois","17049",2000,34264,98.23,0.16,0.74,28.55,22.86,14.36,13.91,9.52,16.58,23.96,8.07,4.49,13959,93.14,6.86
"621","Fayette County, Illinois","17051",2000,21802,93.51,4.88,0.8,23.8,22.92,15.09,15.89,10.1,27.84,32.96,12.2,5.78,9053,89.98,10.02
"622","Ford County, Illinois","17053",2000,14241,97.5,0.25,1.24,25.78,22.23,14.92,19.41,11.39,13.96,27.67,6.98,3.26,6060,93.05,6.95
"623","Franklin County, Illinois","17055",2000,39018,98.22,0.15,0.64,22.96,21.13,17.5,18.69,12.48,23.3,44.33,16.17,6.77,18105,90.63,9.37
"624","Fulton County, Illinois","17057",2000,38250,94.3,3.58,1.25,22,22.09,15.87,18.34,11.25,21.67,30.94,9.86,6.67,16240,91.61,8.39
"625","Gallatin County, Illinois","17059",2000,6445,97.87,0.25,0.87,22.2,20.19,19.67,18.22,11.82,26.4,50.27,20.68,6.88,3071,88.77,11.23
"626","Greene County, Illinois","17061",2000,14761,97.84,0.74,0.52,25.46,21.63,15.11,17.51,11.61,21.14,35.89,12.39,5.57,6332,90.92,9.08
"627","Grundy County, Illinois","17063",2000,37535,94.58,0.18,4.13,26.63,24.59,15.07,12.27,9.77,13.15,21.9,4.82,4.63,15040,95.03,4.97
"628","Hamilton County, Illinois","17065",2000,8621,97.83,0.66,0.64,23.98,21.03,17.4,19.2,10.58,25.71,36.56,12.87,4.62,3983,86.92,13.08
"629","Hancock County, Illinois","17067",2000,20121,98.31,0.19,0.52,24.58,22.14,17.07,18.26,11.11,14.33,27.56,8.31,4.75,8909,90.57,9.43
"630","Hardin County, Illinois","17069",2000,4800,94.88,2.75,1.06,20.44,22.52,19.35,18.6,10.81,31.87,53.02,18.6,5.94,2494,79.67,20.33
"631","Henderson County, Illinois","17071",2000,8213,97.91,0.26,0.88,23.11,23.13,19.18,16.72,12.88,17.55,29.26,9.48,5.18,4126,81.56,18.44
"632","Henry County, Illinois","17073",2000,51020,94.91,1.12,2.88,25.32,22.83,16.84,16.35,10.93,15.52,24.01,8.02,4.45,21270,94.29,5.71
"633","Iroquois County, Illinois","17075",2000,31334,94.4,0.71,3.88,25.45,21.99,16.7,18.1,10.53,19.67,31.23,8.73,3.77,13362,91.45,8.55
"634","Jackson County, Illinois","17077",2000,59612,79.59,12.91,2.42,19.26,17.51,12.06,11.03,9.87,14.76,27.42,25.22,7.87,26844,90.21,9.79
"635","Jasper County, Illinois","17079",2000,10117,98.87,0.08,0.47,25.9,22.78,15.5,16.48,10.1,17.43,29.24,9.87,3.54,4294,91.52,8.48
"636","Jefferson County, Illinois","17081",2000,40045,89.17,7.72,1.33,24.21,22.73,15.87,15.31,10.59,23.03,35.1,12.35,5.55,16990,90.49,9.51
"637","Jersey County, Illinois","17083",2000,21668,97.6,0.52,0.75,25.42,23.24,15.77,14.37,11.69,17.51,25.71,7.1,5.92,8918,90.78,9.22
"638","Jo Daviess County, Illinois","17085",2000,22289,97.51,0.18,1.53,23.16,22.19,19.36,17.94,11.51,16.36,28.64,6.67,4,12003,76.8,23.2
"639","Johnson County, Illinois","17087",2000,12878,81.95,14.14,2.86,18.35,22.97,16.36,13.56,11.52,32.89,31.74,11.32,7.49,5046,82.9,17.1
"640","Kane County, Illinois","17089",2000,404119,67.65,5.56,23.74,30.26,24.02,13.21,8.41,6.84,19.83,22.67,6.69,4.75,138998,96.33,3.67
"641","Kankakee County, Illinois","17091",2000,103833,77.85,15.35,4.78,27.07,22.4,14.86,13.08,9.56,20.2,32.14,11.44,6.44,40610,94.02,5.98
"642","Kendall County, Illinois","17093",2000,54544,89.24,1.27,7.49,29.49,25.23,14.72,8.5,8.68,10.13,19.66,3.02,2.88,19519,96.31,3.69
"643","Knox County, Illinois","17095",2000,55836,88.39,6.22,3.4,22.04,21.98,16.59,17.52,11.03,18.17,29.86,11.13,6.54,23717,93,7
"644","Lake County, Illinois","17097",2000,644356,73.4,6.76,14.39,29.39,25.59,13.91,8.53,7.46,13.42,20.07,5.72,4.3,225919,95.74,4.26
"645","LaSalle County, Illinois","17099",2000,111509,91.87,1.51,5.19,25.16,23.19,15.21,16.4,10.8,18.64,27.31,9.14,5.38,46438,93.49,6.51
"646","Lawrence County, Illinois","17101",2000,15452,97.42,0.76,0.89,22.72,22.09,16.13,20.15,11.45,18.74,36.34,13.68,6.23,7014,89.95,10.05
"647","Lee County, Illinois","17103",2000,36062,90.52,4.86,3.18,24.2,25.08,15.38,14.66,9.44,19.8,24.19,7.72,5.31,14310,92.61,7.39
"648","Livingston County, Illinois","17105",2000,39678,91.1,5.12,2.66,25,23.7,14.67,15.27,9.29,21.91,27.58,8.8,5.23,15297,93.97,6.03
"649","Logan County, Illinois","17107",2000,31183,90.58,6.53,1.61,21.88,23.15,14.78,15.04,9.78,19.6,26.99,8.08,6.25,11872,93.61,6.39
"650","McDonough County, Illinois","17109",2000,32913,92.01,3.42,1.48,17.68,17.1,13.19,14.13,8.98,13.06,27.68,19.78,11.12,13289,93.01,6.99
"651","McHenry County, Illinois","17111",2000,260077,89.6,0.53,7.54,30.18,26.9,13.68,8.04,7.98,10.78,17.87,3.66,3.47,92908,96.23,3.77
"652","McLean County, Illinois","17113",2000,150433,87.9,6.11,2.55,23.46,21.7,12.34,9.72,8.05,9.28,19.8,9.71,6.09,59972,94.62,5.38
"653","Macon County, Illinois","17115",2000,114706,82.93,13.98,0.98,24.56,22.45,16.37,15.24,11.32,16.83,30.98,12.89,7.15,50241,92.68,7.32
"654","Macoupin County, Illinois","17117",2000,49019,97.57,0.81,0.62,24.61,22.54,15.68,17.5,11.81,17.9,30.48,9.42,5.15,21097,91.26,8.74
"655","Madison County, Illinois","17119",2000,258941,89.33,7.27,1.52,24.88,23.24,15.33,14.26,11.64,15.74,32.45,9.79,5.32,108942,93.58,6.42
"656","Marion County, Illinois","17121",2000,41691,93.43,3.82,0.91,25.48,21.83,16.5,16.61,11.42,20.88,37.88,11.27,6.95,18022,92.22,7.78
"657","Marshall County, Illinois","17123",2000,13180,97.57,0.34,1.05,23.51,21.91,17.5,18.76,11.48,15.04,24.33,5.55,3.74,5914,88.35,11.65
"658","Mason County, Illinois","17125",2000,16038,98.51,0.12,0.5,24.37,22,17.27,17.28,12.3,20.13,31.11,9.67,6.13,7033,90.84,9.16
"659","Massac County, Illinois","17127",2000,15161,92.09,5.45,0.81,23.03,22.21,16.82,17.81,11.07,23.54,45.99,13.49,5.86,6951,90.07,9.93
"660","Menard County, Illinois","17129",2000,12486,98.03,0.38,0.75,26.54,25.16,17.14,13.17,10.06,11.67,23.78,8.24,3.88,5285,92.2,7.8
"661","Mercer County, Illinois","17131",2000,16957,97.61,0.28,1.27,24.8,23.15,17.87,15.93,11.53,15.09,26.66,7.84,5.87,7109,93.18,6.82
"662","Monroe County, Illinois","17133",2000,27619,98.32,0.04,0.74,26.45,26.22,14.56,13.4,10.3,12.76,21.23,3.36,2.5,10749,95.59,4.41
"663","Montgomery County, Illinois","17135",2000,30652,94.38,3.72,1.06,23.73,22.96,14.65,17.01,10.5,22.95,30.33,13.4,5.57,12525,91.87,8.13
"664","Morgan County, Illinois","17137",2000,36616,91.73,5.33,1.35,22.79,22.43,16.23,15.59,10.93,20.11,32.6,9.7,6.06,15291,91.81,8.19
"665","Moultrie County, Illinois","17139",2000,14287,98.54,0.2,0.48,25.69,22.2,15.55,17.67,10.04,21.18,28.93,7.84,3.35,5743,94.11,5.89
"666","Ogle County, Illinois","17141",2000,51032,92.21,0.4,6.01,27.48,24.14,15.78,13.43,10.08,16.94,26.27,7.14,4.62,20420,94.41,5.59
"667","Peoria County, Illinois","17143",2000,183433,78.47,15.98,2.09,25.14,21.66,15.48,14.16,10.05,16.17,29.26,13.7,5.81,78204,93,7
"668","Perry County, Illinois","17145",2000,23094,89.04,8.01,1.76,22.01,22.81,15.34,15.98,9.55,27.65,31.99,13.17,7.98,9457,89.92,10.08
"669","Piatt County, Illinois","17147",2000,16365,98.32,0.24,0.62,25.15,24.69,17.18,15.45,11.39,11.33,24.49,4.96,2.95,6798,95.25,4.75
"670","Pike County, Illinois","17149",2000,17384,97.03,1.5,0.5,24.09,21.32,15.93,19.25,10.22,20.37,35.69,12.43,6.22,8011,85.83,14.17
"671","Pope County, Illinois","17151",2000,4413,93,3.58,0.91,21.5,20.96,19.87,17.72,13.3,24.22,45.89,18.2,11.17,2351,75.24,24.76
"672","Pulaski County, Illinois","17153",2000,7348,65.88,30.61,1.46,27.16,21.53,14.93,17.45,10.25,29.27,50.18,24.65,9.64,3353,86.28,13.72
"673","Putnam County, Illinois","17155",2000,6086,95.58,0.61,2.81,25.09,23.6,17.68,15.89,12.57,16.15,27.26,5.54,4.87,2888,83.62,16.38
"674","Randolph County, Illinois","17157",2000,33893,88.1,9.24,1.54,22.15,23.68,14.8,15.61,10.98,28.67,29.91,10.02,5.69,13328,90.67,9.33
"675","Richland County, Illinois","17159",2000,16149,97.67,0.26,0.77,24.55,22.01,16.19,17.6,10.54,16.61,35.09,12.88,7.35,7468,89.18,10.82
"676","Rock Island County, Illinois","17161",2000,149374,81.48,7.43,8.56,23.78,22.45,16.38,15.11,11.03,17.44,27.98,10.74,6.28,64489,94.14,5.86
"677","St. Clair County, Illinois","17163",2000,256082,66.83,28.62,2.19,27.7,23.5,13.82,13.16,11.85,19.12,32.76,14.51,6.77,104446,92.69,7.31
"678","Saline County, Illinois","17165",2000,26733,93.65,4.04,0.97,23.99,20.93,16.99,18.95,11.42,23.86,46.89,14.22,7.8,12360,88.93,11.07
"679","Sangamon County, Illinois","17167",2000,188951,86.78,9.6,1.06,24.95,24.37,15.83,13.51,10.58,11.93,28.37,9.32,4.07,85459,92.12,7.88
"680","Schuyler County, Illinois","17169",2000,7189,98.62,0.22,0.54,23.06,22.44,16.68,19.32,11.09,16.39,30.42,10.1,5.7,3304,90.04,9.96
"681","Scott County, Illinois","17171",2000,5537,99.28,0.04,0.18,25.14,22.92,16.36,16.53,10.78,16.94,25.54,9.74,4.64,2464,90.18,9.82
"682","Shelby County, Illinois","17173",2000,22893,98.64,0.15,0.48,25.02,21.99,16.56,17.81,11.88,17.12,29.14,9.12,3.64,10060,90.02,9.98
"683","Stark County, Illinois","17175",2000,6332,98.12,0.06,0.85,25.13,21.34,16.38,19.19,10.39,16.56,28.08,8.63,6.9,2725,92.66,7.34
"684","Stephenson County, Illinois","17177",2000,48979,88.62,7.62,1.53,25.22,22.84,16.12,16.39,10.29,15.89,29.85,8.95,6.24,21713,91.12,8.88
"685","Tazewell County, Illinois","17179",2000,128485,96.72,0.87,1.04,24.4,23.44,16.38,14.86,11.5,15.02,27.8,6.25,3.99,52973,95.01,4.99
"686","Union County, Illinois","17181",2000,18293,95.16,0.81,2.63,23.16,22.54,17.88,17.5,11.62,25.21,50.4,16.55,10.74,7894,92.35,7.65
"687","Vermilion County, Illinois","17183",2000,83919,84.65,10.49,2.98,24.99,21.91,16.33,16,10.94,21.26,34.56,13.28,7.63,36349,91.9,8.1
"688","Wabash County, Illinois","17185",2000,12937,97.41,0.39,0.73,24.22,22.94,15.91,16.98,12.07,17.8,31.95,14.12,6.52,5758,90.17,9.83
"689","Warren County, Illinois","17187",2000,18735,94.33,1.58,2.71,23.18,21.41,16,16.34,9.75,17.75,30.61,9.16,6.48,7787,92.03,7.97
"690","Washington County, Illinois","17189",2000,15148,98.01,0.32,0.71,25.33,23.45,15.65,16.75,11.32,20.89,28.1,6,3.21,6385,91.59,8.41
"691","Wayne County, Illinois","17191",2000,17151,98.26,0.11,0.6,23.74,21.14,17.07,18.76,9.8,24.82,33.94,12.42,6.57,7950,89.85,10.15
"692","White County, Illinois","17193",2000,15371,97.8,0.26,0.67,21.54,22.16,17.48,20.85,12.2,25.39,38.07,12.54,5.64,7393,88.38,11.62
"693","Whiteside County, Illinois","17195",2000,60653,88.94,0.95,8.82,25.04,22.74,16.19,16.06,10.72,20.19,29.64,8.46,4.9,25025,94.64,5.36
"694","Will County, Illinois","17197",2000,502266,77.35,10.35,8.71,30.01,25.32,13.46,8.28,7.87,13.13,19.96,4.92,4.39,175524,95.45,4.55
"695","Williamson County, Illinois","17199",2000,61296,94.63,2.44,1.24,22.92,22,17.15,16.51,11.31,20.24,38.2,14.59,6.71,27703,91.54,8.46
"696","Winnebago County, Illinois","17201",2000,278418,79.31,10.43,6.9,26.41,23.37,15.32,12.73,9.63,18.57,28.96,9.62,5.83,114404,94.38,5.62
"697","Woodford County, Illinois","17203",2000,35469,98,0.24,0.68,26.74,23.61,15.61,14.78,9.82,12.16,20.43,4.31,2.68,13487,94.88,5.12
"698","Adams County, Indiana","18001",2000,33625,95.77,0.13,3.32,31.09,20.5,13.61,13.4,7.14,20,26.04,9.08,2.94,12404,95.28,4.72
"699","Allen County, Indiana","18003",2000,331849,81.28,11.19,4.18,27.71,23.2,14.15,11.38,8.9,14.31,26.92,9.13,4.7,138905,92.69,7.31
"700","Bartholomew County, Indiana","18005",2000,71435,92.98,1.79,2.24,26.53,23.19,16.59,12.11,9.67,16.22,30.18,7.35,3.68,29853,93.58,6.42
"701","Benton County, Indiana","18007",2000,9421,95.96,0.19,2.6,27.87,22.18,14.73,15.68,9.22,13.74,29.83,5.51,3.3,3818,93.19,6.81
"702","Blackford County, Indiana","18009",2000,14048,98.04,0.11,0.59,24.67,21.84,17.78,15.44,10.88,18.73,33.13,8.71,4.39,6155,92.45,7.55
"703","Boone County, Indiana","18011",2000,46107,97.27,0.34,1.16,28.31,25.76,15.63,11.82,8.86,11.74,27.85,5.17,3.03,17929,95.27,4.73
"704","Brown County, Indiana","18013",2000,14957,97.67,0.21,0.88,23.31,25.44,20.98,12.86,12.54,16.37,32.58,8.88,3.65,7163,82.33,17.67
"705","Carroll County, Indiana","18015",2000,20165,96.27,0.18,2.93,26.27,23.26,16.27,13.92,9.54,16.83,29.09,6.8,3.88,8675,88.97,11.03
"706","Cass County, Indiana","18017",2000,40930,90.21,1.22,7.1,25.86,22.51,15.57,14.47,11.26,18.21,31.86,7.57,3.97,16620,94.55,5.45
"707","Clark County, Indiana","18019",2000,96472,89.35,6.58,1.86,24.23,23.91,16.2,12.31,10.88,20.15,33.82,8.11,4.54,41176,94.11,5.89
"708","Clay County, Indiana","18021",2000,26556,98.05,0.32,0.58,26.1,22.64,15.3,15.11,10.1,17.74,35.62,8.68,5.16,11097,92.06,7.94
"709","Clinton County, Indiana","18023",2000,33866,91.69,0.2,7.32,27.29,22.37,14.11,14.39,9.7,19.92,35.76,8.58,5.42,13267,94.56,5.44
"710","Crawford County, Indiana","18025",2000,10743,97.91,0.15,0.93,25.58,23.72,17.29,12.63,10.79,29.37,45,16.82,5.28,5138,81.37,18.63
"711","Daviess County, Indiana","18027",2000,29820,96.63,0.41,2.08,28.95,21.15,14.94,14.61,8.92,28.2,32.36,13.79,4.31,11898,91.56,8.44
"712","Dearborn County, Indiana","18029",2000,46109,97.7,0.62,0.58,27.62,25.35,15.46,11.19,9.81,17.97,28.48,6.61,3.29,17791,94.61,5.39
"713","Decatur County, Indiana","18031",2000,24555,98.11,0.05,0.54,26.27,22.66,15.23,13.28,10.18,20.94,28.07,9.29,3.78,9992,93.97,6.03
"714","DeKalb County, Indiana","18033",2000,40285,96.83,0.25,1.68,28.05,23.82,14.39,11.39,8.46,15.31,26.67,5.88,4.24,16144,93.74,6.26
"715","Delaware County, Indiana","18035",2000,118769,90.15,6.66,1.1,22.1,19.64,15.44,13.46,9.77,18.4,31.27,15.09,7.13,51032,92.36,7.64
"716","Dubois County, Indiana","18037",2000,39674,96.45,0.13,2.78,27.37,24.21,14.72,12.92,8.88,19.84,26.55,5.26,2.51,15511,95.5,4.5
"717","Elkhart County, Indiana","18039",2000,182791,83.39,5.14,8.92,28.88,22.23,13.97,10.85,7.91,24.26,29.25,7.84,3.56,69791,94.79,5.21
"718","Fayette County, Indiana","18041",2000,25588,96.81,1.67,0.52,24.32,22.07,16.74,15.46,10.81,26.26,41.86,7.92,6.4,10981,92.88,7.12
"719","Floyd County, Indiana","18043",2000,70823,92.7,4.38,1.09,25.82,24.81,15.81,12.33,11.02,17.61,31.07,8.75,3.93,29087,94.58,5.42
"720","Fountain County, Indiana","18045",2000,17954,98.02,0.11,1.06,26.24,22.05,16.43,15.56,10.36,19.35,33.97,8.5,4.84,7692,91.54,8.46
"721","Franklin County, Indiana","18047",2000,22151,98.7,0.03,0.47,28.11,23.7,15.25,12.51,9.16,23.86,30.74,7.11,4.04,8596,91.53,8.47
"722","Fulton County, Indiana","18049",2000,20511,95.09,0.75,2.31,26.01,22.6,16.26,15.37,10.51,19.77,36.2,7.57,4.71,9123,88.59,11.41
"723","Gibson County, Indiana","18051",2000,32500,96.02,1.91,0.7,24.8,23.23,15.78,15.53,10.11,19.14,33.97,8.2,4.97,14125,90.95,9.05
"724","Grant County, Indiana","18053",2000,73403,88.02,7.12,2.43,23.62,21.22,16.89,14.99,10.93,20.82,36.36,11.78,7.32,30560,92.67,7.33
"725","Greene County, Indiana","18055",2000,33157,98.06,0.08,0.81,24.73,22.83,16.82,15.26,11.99,20.84,39.32,10.98,5.44,15053,88.83,11.17
"726","Hamilton County, Indiana","18057",2000,182740,93.4,1.52,1.59,30.79,27.37,13.53,7.47,7.4,5.81,17.28,2.93,2.34,69478,94.9,5.1
"727","Hancock County, Indiana","18059",2000,55391,97.77,0.13,0.95,26.53,25.14,17.81,11.24,10.1,12.23,24.63,2.97,3.02,21750,95.26,4.74
"728","Harrison County, Indiana","18061",2000,34325,97.65,0.36,0.96,25.95,25.35,16.07,11.45,10.28,19.72,32.3,6.38,3.99,13699,94.29,5.71
"729","Hendricks County, Indiana","18063",2000,104093,96.05,1.1,1.12,28.02,26.01,15.4,9.74,10.47,11.49,22.97,3.64,2.06,39229,95.02,4.98
"730","Henry County, Indiana","18065",2000,48508,97.46,0.85,0.8,24.16,22.54,17.49,15.67,11.31,20.36,34.14,7.82,4.88,20592,94.63,5.37
"731","Howard County, Indiana","18067",2000,84964,88.72,6.5,2.01,25.6,22.4,17.26,13.34,11.04,16.68,32.22,9.49,4.84,37604,92.54,7.46
"732","Huntington County, Indiana","18069",2000,38075,97.59,0.17,0.95,26.13,23.02,14.6,14.07,9.38,15,28.39,5.55,3.82,15269,93.27,6.73
"733","Jackson County, Indiana","18071",2000,41335,95.13,0.52,2.69,25.52,22.5,15.38,13.31,9.16,20.18,34.46,8.45,3.34,17137,93.67,6.33
"734","Jasper County, Indiana","18073",2000,30043,96.33,0.34,2.44,27.41,22.13,15.44,12.44,9.35,17.62,29.43,6.65,5.98,11236,95.11,4.89
"735","Jay County, Indiana","18075",2000,21806,96.9,0.25,1.79,26.99,21.25,16.49,14.69,10.34,21.46,33.85,9.09,4.25,9074,92.63,7.37
"736","Jefferson County, Indiana","18077",2000,31705,95.63,1.43,1.05,24.37,22.95,16.42,13.13,10.62,18.96,35.15,9.6,5.64,13386,90.75,9.25
"737","Jennings County, Indiana","18079",2000,27554,97.06,0.74,0.7,27.67,22.69,16.02,10.7,9.86,23.84,38.66,9.23,7.27,11469,88.36,11.64
"738","Johnson County, Indiana","18081",2000,115209,96.21,0.78,1.38,27.2,23.94,15,10.97,9.63,14.3,27.63,5.63,3.36,45095,94.1,5.9
"739","Knox County, Indiana","18083",2000,39256,95.95,1.85,0.82,22.93,21.2,15.84,15.36,10.37,18.31,37.62,16.05,8.68,17305,89.87,10.13
"740","Kosciusko County, Indiana","18085",2000,74057,92.92,0.58,5.03,27.77,22.75,15.39,11.99,8.95,18.39,27.34,6.43,3.35,32188,84.76,15.24
"741","LaGrange County, Indiana","18087",2000,34909,95.69,0.17,3.14,33.84,19.2,13.84,10.01,6,39.81,27.94,7.71,2.47,12938,86.76,13.24
"742","Lake County, Indiana","18089",2000,484564,60.56,25.05,12.2,26.79,23.04,15.19,13.05,9.74,19.3,33.09,12.22,7.5,194992,93.15,6.85
"743","LaPorte County, Indiana","18091",2000,110106,84.76,10.04,3.09,24.52,23.94,15.83,13.54,11.81,19.42,30.52,8.7,4.33,45621,89.98,10.02
"744","Lawrence County, Indiana","18093",2000,45922,97.36,0.39,0.91,24.55,22.75,17.39,14.78,10.6,22.64,36.83,9.84,5.68,20560,90.15,9.85
"745","Madison County, Indiana","18095",2000,133358,89.14,7.83,1.49,23.83,22.06,16.78,14.92,11.3,19.88,35.96,9.34,5.72,56939,93.17,6.83
"746","Marion County, Indiana","18097",2000,860454,68.86,24.02,3.87,25.77,23.38,13.32,11.1,9.41,18.36,32.08,11.4,5.38,387183,90.96,9.04
