Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys,ID,Longitude,Latitude,Match Score
Connecticut Counseling Centers Inc,Waterbury Methadone Program Detox,,4 Midland Road,,,Waterbury,CT,6705,(203)755-8874,,Methadone Clients Only,MH-SA/TX/DT/MM/DM/OP/CO/HV/WN/SF/MD/SI/SS/AH/SP/,7441CT06705,-72.98795386859507,41.54500428737635,100.0
Connecticut Counseling Centers Inc,Waterbury Outpatient Program,,4 Midland Road,,,Waterbury,CT,6705,(203)755-8874,,Methadone Clients Only,MH-SA/TX/DT/MM/DM/OP/CO/HV/WN/SF/MD/SI/SS/AH/SP/,7441CT06705,-72.98795386859507,41.54500428737635,100.0
VA Healthcare Systems of Connecticut,Substance Abuse Treatment Program,,950 Campbell Avenue,Unit 116-A3,,West Haven,CT,6516,(203)932-5711x3887 Intakes: (203)932-5711x4471 (203)932- 5711x2340,,,MH-SA/TX/DT/MM/DM/HH/BU/HI/OP/PH/SF/PI/MI/SP/,0660CT06516,-72.95730279430694,41.28432778235709,100.0
Hartford Dispensary,Willimantic Clinic,,54 Boston Post Road,Suite 56,,Willimantic,CT,6226,(860)456-7990,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/HV/PW/WN/MN/SF/MD/PI/AR/SS/AH/SP/,3126CT06226,-72.1931890548175,41.722770091948426,100.0
Claymont Treatment Center,,,2999 Philadelphia Pike,,,Claymont,DE,19703,(302)792-0700 Hotline: (877)637-6237,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/CO/GL/PW/WN/MN/SF/PI/SP/,8774DE19703,-75.46501424883735,39.79668543664594,100.0
Kent Sussex Counseling Services,,,1241 College Park Drive,,,Dover,DE,19904,(302)735-7790,,,SA/TX/DT/MM/DM/BU/OP/CO/HV/PW/WN/CJ/SF/MD/SI/SP/,7111DE19904,-75.55315155328861,39.179549207528865,100.0
Kent Sussex Counseling Services,,,20728 DuPont Boulevard,,,Georgetown,DE,19947,(302)854-0172,,,SA/TX/MM/BU/OP/AD/SF/MD/MC/SS/,8221DE19947,-75.40006455751158,38.69509628447471,100.0
ARS New Castle LLC,,,263 Quigley Bouelvard,,,New Castle,DE,19720,(302)323-9400,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/CO/PW/WN/MN/SF/,2021DE19720,-75.60388243552472,39.66254640354914,88.66
Brandywine Counseling,South Chapel,,24 Brookhill Drive,,,Newark,DE,19702,(302)454-3020x22 Intake: (302)656-2348,,Methadone and Buprenorphine Clients Only,SA/TX/MM/DM/BU/OP/CO/WN/SF/MD/MC/PI/SS/AH/,0563DE19702,-75.72718366781581,39.648635252215094,100.0
Brandywine Counseling and Community Services,,,2713 Lancaster Avenue,,,Wilmington,DE,19805,(302)656-2348,,,MH-SA/TX/MM/BU/OP/PH/CO/HV/PW/MN/CJ/SF/MD/MC/SI/PI/PA/AH/SP/,7463DE19805,-75.5828332973564,39.750247807125724,100.0
Good Hope Institute,,,1320 Good Hope Road SE,,,Washington,DC,20020,(202)610-1886,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/WN/MN/DU/SF/MD/SI/PI/,2935DC20020,-76.98636161023116,38.867187066407496,100.0
Partners in Drug Abuse Rehabilitation,and Counseling (PIDARC),,2112 F Street NW,Suite 102,,Washington,DC,20037,(202)296-4455x3202 Intakes: (202)296-4455x3200 (202)349-3202,,Methadone Clients Only,SA/TX/MM/OP/CO/WN/MN/SF/MD/SI/PI/AR/,4544DC20037,-77.04717843655831,38.89709558286569,100.0
UPO Comprehensive Treatment Center,,,1900 Massachusetts Avenue SE,Building 13,,Washington,DC,20003,(202)682-6599x6588 Intake: (202)682-6599,,Methadone Clients Only,SA/TX/DT/MM/OP/WN/MN/MD/PA/,8501DC20003,-76.97557644777726,38.88522726897395,100.0
Veterans Affairs Medical Center,Substance Abuse Rehabilitation Program,,50 Irving Street NW 3-C North,Unit 116-A,,Washington,DC,20422,(202)745-8336x7168 Intake: (202)745-8336x0,,,MH-SA/TX/DT/MM/DM/BU/HI/OP/CO/HV/WN/SF/MD/MC/SI/PI/MI/PA/,9902DC20422,-77.01119442331195,38.92940115599399,98.25
Operation Par Inc,Medication Assisted Patient Services,,6253 14th Street West,,,Bradenton,FL,34207,(941)753-0877 Intakes: (888)727-6398 (888)PARNEXT,,Methadone and Buprenorphine Clients Only,SA/TX/MM/DM/BU/OP/SF/MD/MC/SI/PI/SS/AH/,0831FL34207,-82.57546250828324,27.430102018374072,100.0
Metro Treatment of Florida LP,DBA Pensacola Metro Treatment,,2420 South Highway 29,,,Cantonment,FL,32533,(850)968-3565,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/,9591FL32533,-87.28798774410403,30.564733017499037,100.0
Operation Par Inc,Medication Assisted Patient Services,,6150 150th Avenue North,Suite MAPS,,Clearwater,FL,33760,(727)507-4673,,Methadone and Buprenorphine Clients Only,SA/TX/MM/DM/BU/OP/SF/MD/MC/SI/PI/MI/SS/AH/,3582FL33760,-82.71992201112207,27.908712545367173,100.0
Central Florida Treatment Center,,,7 North Cocoa Boulevard,,,Cocoa,FL,32922,(321)631-4578,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/MD/SP/,8643FL32922,-80.73271635022614,28.35858785470881,100.0
Daytona Methadone Treatment Center,,,737 International Speedway Boulevard,,,Daytona Beach,FL,32114,(386)254-1931,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/SP/F67/,0703FL32114,-81.03123171303011,29.206963441896647,99.55
Metro Treatment of Florida LP,Sunrise Treatment Center,,2175-7 North University Drive,,,Fort Lauderdale,FL,33322,(954)578-7684,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/SP/,5435FL33322,-80.25730027299922,26.152374562383343,99.78
Central Florida Treatment Center,Fort Pierce,,1302 North Lawnwood Circle,Suite B,,Fort Pierce,FL,34950,(772)468-6800,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/MD/SP/,4082FL34950,-80.34459039584941,27.435060752292575,100.0
Meridian Behavioral Healthcare Inc,Addictions Outpatient and Residential,,4400 SW 13th Street,,,Gainesville,FL,32608,(352)374-5600x8230 Intakes: (352)374-5600x2 (800)330-5615x2 Hotlines: (352)374-5600x2 (800)330-5615x2,,,MH-SA/TX/DT/MM/BU/RS/RL/OP/PH/PW/BC/SF/MD/SI/PI/MI/SS/AH/SP/F19/,5923FL32608,-82.34141990651463,29.611531044175674,100.0
Broward Treatment Center,,,1101 South 21st Avenue,,,Hollywood,FL,33020,(954)922-0522,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/SP/,5854FL33020,-80.14853390871937,26.001927305945173,100.0
Jacksonville Metro Treatment Center,,,3609 Emerson Street,,,Jacksonville,FL,32207,(904)398-7015,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/SP/,0067FL32207,-81.62727924139577,30.29122271588604,100.0
River Region Human Services Inc,Outpatient Services,,390 Park Street,,,Jacksonville,FL,32204,(904)899-6300x4452 Intake: (904)899-6300,,,SA/TX/MM/OP/AD/CO/SE/WN/DU/SF/MD/SS/AH/SP/,5028FL32204,-81.67705182064192,30.322661767864023,100.0
Mid Florida Metro Treatment Center,,,306 East Oak Street,,,Kissimmee,FL,34744,(407)933-8331x18 Intake: (407)933-8331,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/SP/F19/,1604FL34744,-81.40103725781712,28.30073658763459,100.0
Central Florida Treatment Center,,,3155 Lake Worth Road,Suite 2,,Lake Worth,FL,33461,(561)439-8440,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/MD/SP/,2963FL33461,-80.09176964875856,26.617699757506138,100.0
Lakeland Centers,,,3506 Lakeland Hills Boulevard,,,Lakeland,FL,33805,(863)687-9900,,Methadone Clients Only,SA/TX/MM/DM/OP/SF/,5244FL33805,-81.95351037287787,28.088123033795558,100.0
Comprehensive Psychiatric Center,,,4790 NW 7th Street,Suite 102,,Miami,FL,33126,(305)529-5810,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MI/SP/F19/,4398FL33126,-80.27379290213518,25.77861236677435,100.0
Comprehensive Psychiatric Center,North,,240 NW 183rd Street,,,Miami,FL,33169,(305)651-2332,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MI/SP/,2566FL33169,-80.20608531320751,25.94238230769632,100.0
Comprehensive Psychiatric Center,South,,9735 East Fern Street,,,Miami,FL,33157,(305)238-5121,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/MI/SP/,0798FL33157,-80.34943220221875,25.605601377601594,100.0
Operation Par Inc,Medication Assisted Patient Services,,535 Pine Island Road,Suite M,,North Fort Myers,FL,33903,(239)656-7700 Intake: (239)656-7700x5905,,Methadone and Buprenorphine Clients Only,SA/TX/MM/DM/BU/OP/SF/MD/MC/SI/PI/MI/AR/SS/AH/,1039FL33903,-81.89781455210581,26.681915904030827,100.0
Quad County Treatment Center,,,913 East Silver Springs Boulevard,,,Ocala,FL,34470,(352)732-6565,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/AR/SP/,2343FL34470,-82.12864797661484,29.18705746959307,100.0
Center for Drug Free Living Inc,(CFDFL)/Addiction Receiving Facility,,712 West Gore Street,,,Orlando,FL,32805,(407)245-0012,,,MH-SA/TX/DT/MM/DM/BU/RS/RL/CO/HV/GL/SE/PW/WN/MN/CJ/SF/MD/MC/SI/PI/MI/AR/PA/AH/SP/,6169FL32805,-81.3894466782871,28.531076944680425,100.0
Central Florida Treatment Center,Outpatient Methadone Maintenance,,1800 West Colonial Drive,,,Orlando,FL,32804,(407)843-0041,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/MD/SP/,0754FL32804,-81.40388450650677,28.55287752046844,100.0
Orlando Methadone Treatment Center,,,601 South Semoran Boulevard,Suite A,,Orlando,FL,32807,(407)275-8939,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/AR/SP/,5748FL32807,-81.31041924530186,28.535843313921173,100.0
Central Florida Treatment Center,Palm Bay,,2198 Harris Avenue,,,Palm Bay,FL,32905,(321)951-9750 Intake: (800)229-9793,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/MD/,6894FL32905,-80.60586990816793,28.034317627565088,99.55
Bay Area Treatment Center,,,8800 49th Street,Suites 106 and 108,,Pinellas Park,FL,33782,(727)544-0044,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/SP/F28/,8393FL33782,-82.70024750507466,27.85246201225205,99.55
Metro Treatment of Florida LP,DBA Pompano Treatment Center,,380 SW 12th Avenue,,,Pompano Beach,FL,33069,(954)782-9774,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/SP/,0462FL33069,-80.13888960710663,26.225411894836224,100.0
Operation Par Inc,Medication Assisted Patient Services,,7720 Washington Street,,,Port Richey,FL,34668,(727)816-1200,,Methadone and Buprenorphine Clients Only,SA/TX/MM/DM/BU/OP/SF/MD/MC/SI/PI/SS/AH/,5680FL34668,-82.71965823262902,28.269183038859246,100.0
Leon County Treatment Center,,,3976 Woodville Highway,,,Tallahassee,FL,32305,(850)878-7776,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/,2210FL32305,-84.27424922784537,30.38494416996129,100.0
Drug Abuse Comprehensive Coord Office,(DACCO)/Medication Assisted Trt Prog,,4422 East Columbus Drive,1st Floor,,Tampa,FL,33605,(813)984-1818,,,MH-SA/TX/MM/BU/RL/OP/PH/CO/HV/SE/PW/WN/DU/CJ/SF/MD/SI/PI/SS/PA/AH/SP/,3460FL33605,-82.40865199007497,27.96679749990229,100.0
Drug Abuse Comprehensive Coord Office,(DACCO)/Tampa Outpatient,,4422 East Columbus Drive,2nd Floor,,Tampa,FL,33605,(813)984-1818,,,MH-SA/TX/MM/OP/AD/CO/HV/GL/PW/WN/DU/CJ/SF/MD/PI/SS/AH/SP/F19/,3460FL33605,-82.40865199007497,27.96679749990229,100.0
Drug Abuse Comprehensive Coord Office,(DACCO)/Women Residential Trt Program,,4422 East Columbus Drive,,,Tampa,FL,33605,(813)984-1818,,,MH-SA/TX/MM/DM/BU/RS/CO/HV/GL/PW/WN/BC/CJ/SF/PI/SS/AH/SP/,3460FL33605,-82.40865199007497,27.96679749990229,100.0
Tampa Metro Treatment Center,,,7207 and 7225 North Nebraska Avenue,,,Tampa,FL,33604,(813)236-1182,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/SP/,1793FL33604,-82.45126256833369,28.01379101724075,98.33
Metro Treatment of Florida LP,DBA West Palm Beach Treatment Center,,1497 Forest Hill Boulevard,Suite E,,West Palm Beach,FL,33406,(561)433-5687,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/SP/F19/,8710FL33406,-80.07405860352993,26.654531306892142,100.0
Albany Addiction Associates,DBA Private Clinic Albany,,2607 Ledo Road,,,Albany,GA,31707,(229)903-0022,,Methadone and Buprenorphine Clients Only,SA/TX/MM/DM/BU/OP/WN/SF/,8096GA31707,-84.20282996455339,31.622597468841253,100.0
DM and ADR Inc,,,1710 Commerce Road,,,Athens,GA,30607,(706)552-0688,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,5344GA30607,-83.37988180265747,33.993899945166895,100.0
Georgia Therapy Associates Inc,,,111 Athens West Parkway,,,Athens,GA,30606,(706)208-0103,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,5711GA30606,-83.4478639827333,33.94372013115489,100.0
GPA Treatment Inc,,,4255 Chamblee Tucker Road,,,Atlanta,GA,30340,(770)493-1922 Hotline: (404)579-1594,,Methadone Clients Only,SA/TX/MM/OP/PW/SF/,5752GA30340,-84.22273664931893,33.880412706118214,100.0
New Day Treatment Center,,,2563 Martin Luther King Jr Drive,,,Atlanta,GA,30311,(404)699-7774,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/MD/MI/,8011GA30311,-84.47173298544796,33.75340989965645,99.55
Southside Medical Center Southside,Behavioral Life Style Enrichment Ctr,,2685 Metropolitan Parkway,Suite C,,Atlanta,GA,30315,(404)627-1385x7056 Intake: (404)627-1385x32,,,SA/TX/MM/DM/OP/DU/SF/MD/MC/PI/SS/,6383GA30315,-84.41029899959001,33.682392003798114,99.55
Medicine Wheel Clinic,,,85 Auburn Park Drive,,,Auburn,GA,30011,(770)277-7958,,Methadone Clients Only,MH-SA/TX/DT/MM/DM/OP/CO/SF/,5508GA30011,-83.8417587819706,34.00734267384175,100.0
Augusta Metro Treatment Center,,,525 Ellis Street,,,Augusta,GA,30901,(706)722-3855,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/,7107GA30901,-81.9603754030356,33.47242537116282,100.0
Bainbridge Treatment Center,,,931 West Street,,,Bainbridge,GA,39819,(229)248-4220,,Methadone Clients Only,SA/TX/MM/OP/PW/SF/,2573GA39819,-84.57635621719143,30.89677540179507,99.55
Treatment Center of Brunswick,,,100 Cornerstone Drive,,,Brunswick,GA,31523,(912)262-0311,,Methadone Clients Only,SA/TX/MM/OP/SF/,9212GA31523,-81.53894630332428,31.236733664403086,100.0
Toxicology Associates of North Georgia,,,Carrollton Villa Rica Highway,2536 Carrollton Villa Rica Highway,,Carrollton,GA,30116,(770)214-9788 Intake: (770)214-9788x0,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/,0967GA30116,-84.99123666935847,33.628493276366235,100.0
Georgia Therapy Associates Inc,Columbus,,1301 Wynnton Court,,,Columbus,GA,31906,(706)576-4033 Hotline: (706)323-0174,,Methadone Clients Only,SA/TX/MM/DM/OP/CO/HV/GL/SE/PW/WN/CJ/SF/AH/,6916GA31906,-84.95351589515501,32.472119113650244,100.0
Robert W Dail Memorial,Treatment Center,,734 Hospital Road,,,Commerce,GA,30529,(706)335-5180 Intake: (706)335-5180x0,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/,3114GA30529,-83.46815263082644,34.2181018992411,100.0
Alliance Recovery Center Conyers,,,3430 Highway 20,,,Conyers,GA,30013,(770)922-4482,,Methadone Clients Only,SA/TX/DT/MM/OP/PW/WN/SF/MI/,0255GA30013,-84.01474609226662,33.59763411506901,99.54
Alliance Recovery Center,,,209 Swanton Way,Suite B,,Decatur,GA,30030,(404)377-7669,,,SA/TX/DT/MM/DM/OP/PW/WN/CJ/SF/,6507GA30030,-84.29985401420849,33.774587532400496,100.0
Newport Intergrated Behav Hlthcare Inc,,,4540 Glenwood Road,,,Decatur,GA,30032,(404)289-8223 Intake: (404)289-8223x227,,,MH-SA/TX/DT/MM/DM/BU/HI/OP/PH/AD/CO/CJ/SF/MD/MC/SI/PI/MI/SS/,3493GA30032,-84.23184492822358,33.737288942809336,100.0
Veterans Affairs Medical Center,Substance Abuse Treatment Program,,1670 Clairmont Road,,,Decatur,GA,30033,(404)321-6111x6900,,,GH/TX/DT/MM/DM/BU/OP/CO/WN/SF/PI/SS/PA/,5516GA30033,-84.3103174792188,33.8024058536636,100.0
Treatment Center of Fayette,,,1086 Highway 54 West,,,Fayetteville,GA,30214,(770)719-9119,,Methadone Clients Only,SA/TX/MM/OP/SF/,5483GA30214,-84.49407452926691,33.44846289299805,100.0
Metro Treatment of Georgia LP,Northwest Georgia Treatment Center,,65 White Street,,,Fort Oglethorpe,GA,30742,(706)861-9390,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/SP/F28/,1733GA30742,-85.2603018391887,34.94942756951427,100.0
Lanier Treatment Center,,,664 Lanier Park Drive,,,Gainesville,GA,30501,(770)503-7721,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/PW/SF/SP/,4339GA30501,-83.79752781418972,34.3191560517621,100.0
South Georgia Treatment,,,794 McDonough Road,Suite 104,,Jackson,GA,30233,(770)775-9044,,Methadone Clients Only,SA/TX/MM/DM/OP/HV/PW/WN/MN/CJ/SF/AH/,9479GA30233,-83.97540982066428,33.30104172849154,100.0
Consecrated Care Inc,,,217 Arrowhead Boulevard,Suite B-1,,Jonesboro,GA,30236,(770)472-9110,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/PA/,2171GA30236,-84.38302156559641,33.578448816737556,100.0
GPA Treatment of Macon Inc,,,6132 Hawkinsville Road,,,Macon,GA,31216,(478)788-0066,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/PW/WN/SF/,2909GA31216,-83.6557284419064,32.73801856770019,100.0
Trinity Treatment Center Inc,,,1221 Newberg Avenue,,,Macon,GA,31206,(478)788-5600 Intake: (478)788-5600x0,,Methadone Clients Only,SA/TX/MM/OP/SF/,8411GA31206,-83.66235043434494,32.80305685897331,100.0
Toxicology Associates of North Georgia,,,1700 Cumberland Point Drive SE,Suite 1,,Marietta,GA,30067,(770)612-8264 Intake: (770)612-8264x0,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/,9005GA30067,-84.49115963861865,33.91203247192854,100.0
Center of Renewed Promises,,,1485 East Highway 34,Suite 1-A,,Newnan,GA,30265,(770)502-0884,,Methadone Clients Only,SA/TX/MM/DM/OP/PW/SF/,3940GA30265,-84.73110402223242,33.39878599317687,99.88
Treatment Center of Newnan,,,931 Lower Fayetteville Road,Suite K,,Newnan,GA,30263,(770)502-7055,,Methadone Clients Only,SA/TX/MM/DM/OP/HV/SF/,3291GA30263,-84.76077570801633,33.374675406783126,100.0
Atlanta Metro Treatment Center,,,6500 McDonough Drive,Suite B-2,,Norcross,GA,30093,(770)242-7865,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/,8754GA30093,-84.21783977384572,33.90545452195467,100.0
Lakeland Centers Atlanta,,,7001 Peachtree Industrial Boulevard,Suite 404,,Norcross,GA,30092,(770)840-9912 Hotline: (770)840-9912,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/WN/SF/,4023GA30092,-84.2602354401073,33.933245979218675,99.9
Toxicology Associates of North Georgia,Gwinnett Inc,,1895 Beaver Ridge Circle,Suite N,,Norcross,GA,30071,(770)248-1616,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/,0372GA30071,-84.16656630887691,33.93541655705153,100.0
Epiphany Center Rome Inc,,,308 Glen Milner Boulevard,Suite 16,,Rome,GA,30161,(706)234-4900 Intake: (706)616-8032,,Methadone Clients Only,SA/TX/MM/DM/OP/CO/WN/SF/,6647GA30161,-85.16697413528655,34.2489727000934,100.0
New Horizons Treatment Center,,,36 Chateau Court,,,Rome,GA,30161,(706)233-9603,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/WN/MN/SF/,8372GA30161,-85.15582578496809,34.220754855415265,99.55
Private Clinic North,,,822 Chickamauga Avenue,,,Rossville,GA,30741,(706)861-6458,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/PW/SF/,9728GA30741,-85.2760210192184,34.97816261135899,100.0
North Fulton Treatment Center,The Renaissance Recovery Group Inc,,601 Bombay Lane,,,Roswell,GA,30076,(770)754-4674,,Methadone Clients Only,SA/TX/MM/DM/OP/SF/PI/,9443GA30076,-84.33690998905195,34.05449750090705,100.0
Tifton Addiction Associates LLC,,,2402 North Tift Avenue,Suite 202,,Tifton,GA,31794,(229)382-7898,,Methadone and Buprenorphine Clients Only,SA/TX/MM/DM/BU/OP/WN/SF/,2579GA31794,-83.50305219344015,31.476771212870606,99.89
Pittard Clinic,,,1654 Falls Road,,,Toccoa,GA,30577,(706)886-4420 Hotline: (706)244-8975,,Methadone Clients Only,SA/TX/MM/DM/OP/GL/SE/PW/WN/MN/SF/,1928GA30577,-83.34999205099695,34.59900000496077,100.0
Treatment Center of Valdosta,,,2301 University Drive,Suite C,,Valdosta,GA,31602,(229)242-4673 Hotline: (229)242-4673,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,9510GA31602,-83.28330794502196,30.863990011095996,100.0
Healthqwest,,,607 Russell Parkway,Suite A,,Warner Robins,GA,31088,(478)225-9860,,Methadone Clients Only,SA/TX/MM/OP/SF/,4864GA31088,-83.63303793842888,32.59382205590943,100.0
Treatment Center of Waycross,,,1766 Memorial Drive,Suite 3,,Waycross,GA,31501,(912)285-2658 Intake: (912)285-2658x0,,Methadone Clients Only,SA/TX/MM/OP/SF/,7209GA31501,-82.33560504117285,31.204723264862466,100.0
Ku Aloha Ola Mau Inc,East Hawaii Treatment Clinic,,900 Leilani Street,,,Hilo,HI,96720,(808)961-6822x15 Intake: (808)961-6822,,,SA/TX/DT/MM/DM/BU/OP/HV/PW/CJ/SF/MD/MC/SI/PI/AH/,4176HI96720,-155.06083003946608,19.710009987330945,100.0
Comprehensive Health and Attitude,Management Program Inc (CHAMP),,173 South Kukui Street,,,Honolulu,HI,96813,(808)426-4515 Intake: (808)528-0550,,Methadone Clients Only,SA/TX/MM/DM/OP/CO/PW/WN/MN/CJ/SF/MD/SI/,3611HI96813,-157.85733577695552,21.311066733352398,100.0
Ku Aloha Ola Mau,Methadone Maintenance,,1130 North Nimitz Highway,Suite C-302,,Honolulu,HI,96817,(808)538-0704,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/AD/WN/MN/SF/MD/SI/PI/AR/PA/,9236HI96817,-157.87584083987198,21.318469211141828,100.0
Center for Behavioral Health Idaho Inc,,,92 South Cole Road,,,Boise,ID,83709,(208)376-5021,,,SA/TX/DT/MM/DM/BU/OP/CO/PW/WN/DU/CJ/SF/,0071ID83709,-116.27418245946687,43.60373797994282,100.0
Raise the Bottom Training and Counseling Services,,,4869 Malad Street,Suite D,,Boise,ID,83705,(208)433-0400,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/SF/SI/PI/MI/,7835ID83705,-116.24209728848288,43.57884175776445,99.55
Center for Behavioral Health Idaho Inc,,,1965 South Eagle Road,Suite 180,,Meridian,ID,83642,(208)288-0649,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/PI/,4187ID83642,-116.35451202111086,43.58708196486677,100.0
Community Counseling Center of,Northern Madison County Inc,,2615 Edwards Street,,,Alton,IL,62002,(618)462-2331,,,MH/TX/MM/DM/OP/DU/SF/MD/PI/AH/,0823IL62002,-90.14734082396484,38.90113247507298,100.0
Family Guidance Centers Inc,,,751 Aurora Avenue,,,Aurora,IL,60505,(630)801-0017,,,SA/TX/MM/OP/CJ/SF/MD/SS/PA/,1380IL60505,-88.30592688559824,41.77279739723208,100.0
Great Heights Family Medicine Ltd,,,1473 Ring Road,,,Calumet City,IL,60409,(708)862-8156 Intake: (312)543-9008,,,SA/TX/DT/MM/DM/BU/OP/AD/CO/HV/GL/SE/PW/WN/MN/DU/CJ/SF/MC/PI/MI/SP/,8161IL60409,-87.56204747947031,41.595501285789204,100.0
Center for Addictive Problems,,,609 North Wells Street,,,Chicago,IL,60610,(312)266-0404x200 Intake: (312)266-0404,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/PI/,9157IL60610,-87.63406420482039,41.892735348964464,99.52
Chicago Treatment and Counseling Centers Inc I (CTCC),,,1225 South Ashland Avenue,,,Chicago,IL,60608,(312)738-3200 Intake: (312)738-3200x0,,,SA/TX/MM/OP/DU/SF/SP/,5701IL60608,-87.66635258965691,41.86639731910178,100.0
Chicago Treatment and Counseling Centers Inc II (CTCC),,,4453 North Broadway Avenue,,,Chicago,IL,60640,(773)506-2900,,,SA/TX/MM/OP/DU/SF/,4758IL60640,-87.65594298376507,41.963032736425816,98.06
EL Rincon Community Clinic,,,3809 West Grand Avenue,,,Chicago,IL,60651,(773)276-0200x6149 Intakes: (773)276-0200x256 (773)276- 0200x250,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/WN/MN/DU/SF/MD/SS/PA/SP/,6559IL60651,-87.72195927227008,41.904361048668726,100.0
Family Guidance Centers Inc,,,310 West Chicago Avenue,,,Chicago,IL,60654,(312)943-6545 Intake: (312)943-6545x291,,,SA/TX/MM/OP/CJ/SF/MD/SS/PA/,7868IL60654,-87.63635330257766,41.89659961587596,100.0
Fola Community Action Services Inc,,,8014-8018 South Ashland Avenue,,,Chicago,IL,60620,(773)487-4310 Intake: (773)487-4316,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/HV/GL/SE/PW/WN/MN/CJ/SF/MD/SS/PA/,5652IL60620,-87.66339952483006,41.74797128967381,99.0
Garfield Counseling Center Inc,,,4132 West Madison Street,,,Chicago,IL,60624,(773)533-0433x212 Intake: (773)533-0433x0,,Methadone Clients Only,SA/TX/MM/OP/PW/WN/MN/SF/MD/AR/SS/PA/,4929IL60624,-87.72953810530228,41.88071117358325,100.0
Healthcare Alternative Systems Inc,,,210 North Ashland Avenue,,,Chicago,IL,60607,(312)948-0200 Intake: (773)252-3100,,Methadone and Buprenorphine Clients Only,SA/TX/MM/DM/BU/OP/CO/HV/PW/WN/MN/SF/MD/MC/AR/SP/,0957IL60607,-87.66699725261084,41.885617159851776,100.0
