Name1,Name2,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,ID,Longitude,Latitude,Match Score
N E C S A,OUTPATIENT CLINIC,600 MARSH PLACE BUILDING,,,WATERLOO,IA,50703.0,(319)233-9310,Alcoholism/Drug,5947IA50703,-92.33817,42.51311000000004,85.0
ATCHISON VALLEY HOPE,,P.O. BOX 312,,,ATCHISON,KS,66002.0,(913)367-1618,Alcoholism/Drug,1303KS66002,-95.11972499999996,39.567295000000065,98.0
SUNFLOWER MENTAL HEALTH CENTER,520-B WASHINGTON,,,,CONCORDIA,KS,66901.0,(913)243-1094,Alcoholism/Drug,6549KS66901,-97.65579499999996,39.57000000000005,100.0
NEW CHANCE INC,COMMUNITY ALCOHOL/DRUG RECOVERY PROG,201 EAST WYATT EARP BOULEVARD,P.O. BOX 43,,DODGE CITY,KS,67801.0,(316)225-0476,Alcoholism/Drug,6792KS67801,-100.0156840030177,37.752822929878135,100.0
PIONEER MENTAL HEALTH SERVICES,ALCOHOL ANO DRUG SERVICES,705 SOUTH COMMERCIAL,,,EMPORIA,KS,66801.0,(316)342-6116,Alcoholism/Drug,3778KS66801,-96.18030506939671,38.389190262364785,98.84
SUBSTANCE ABUSE OUTPATIENT,TREATMENT PROGRAM,3716 WEST TENTH STREET,,,GREAT BEND,KS,67530.0,(316)792-2544,Alcoholism/Drug,3777KS67530,-98.78905005696652,38.361817439255255,98.87
SEKAN C0t1PREHENSIVE MENTAL,HEALTH CENTER,715 SOUTH SECOND STREET,,,INDEPENDENCE,KS,67301.0,(316)331-0444,Alcoholism/Drug,2023KS67301,-95.69987449594777,37.21558891107122,100.0
PAWNEE COMP MEUTAL HEALTH CENTER,FLINT HILLS INN,302 FLINT HILLS DRIVE,BOX 1024,,JUNCTION CITY,KS,66441.0,(913)762-5931,Alcoholism/Drug,4022KS66441,-96.78883660435163,39.02945702384681,92.73
RAINBOW MENTAL HEALTH FACILITY,SUBSTANCE ABUSE UNIT,2205 WEST 36TH,P.O. BOX 3208,,KANSAS CITY,KS,66103.0,(913)384-1880,Alcoholism/Drug,4468KS66103,-94.61106158542026,39.061217060806754,98.84
WYANDOT MENTAL HEALTH CENTER INC,EATON AT 36TH,,,,KANSAS CITY,KS,66103.0,(913)831-9500,Alcoholism/Drug,6549KS66103,-94.61401999999998,39.051375000000064,100.0
KANSAS STATE PENITENTIARY,BOX 2,,,,LANSING,KS,66043.0,(913)727-3235EXT.236,Alcoholism/Drug,6549KS66043,-94.90569559999994,39.25592020000005,100.0
DOUGLAS CO CITIZENS COMMISSION ON ALC,COUNSELING ANO RESOURCE CENTER,2449 IOWA,G AND H HOLIDAY PLAZA,,LAWRENCE,KS,66044.0,(913)841-4138,Alcoholism/Drug,3550KS66044,-95.26056746731552,38.939238995751,96.37
NORTHEAST KANSAS HH AND GUIDANCE CTR,ALCOHOL AND DRUG PROGRAM,719 NORTH BROADWAY,,,LEAVENWORTH,KS,66048.0,(913)682-5118,Alcoholism/Drug,3066KS66048,-94.9226440838178,39.324042237980315,98.84
U S PENITENTIARY LEAVENWORTH,CHEMICAL ABUSE UNIT,,,,LEAVENlmRTH,KS,66048.0,(913)682-8700EXT.80,Alcoholism/Drug,6549KS66048,-94.91657499999997,39.31685500000003,97.18
SOUTHWEST GUIDANCE CENTER,,13 VILLAGE PLAZA,,,LIBERAL,KS,67901.0,(316)624-1643,Drug,8985KS67901,-100.92677999999997,37.044050000000034,85.0
JOHNSON COUNTY MENTAL HEALTH CENTER,,6000 LAMAR,,,MISSION,KS,66202.0,(913)384-1100,Alcoholism/Drug,4839KS66202,-94.65840534058358,39.019560007853215,98.82
FORMER ABUSERS REHABILITATION ANO,HANAGEt1ENT HOUSE ( F A R Ml,,BOX 711,,NEWTON,KS,67114.0,(316)283-6743,Drug,6549KS67114,-97.34197999999998,38.039165000000025,100.0
CENTRAL KANSAS FOUNDATION,FOR ALCOHOL AND CHEMICAL DEPENDENCY,611 NORTH NINTH STREET,,,SALINA,KS,67401.0,(913)825-6224,Alcoholism/Drug,4234KS67401,-97.61245531850149,38.85117075818181,100.0
CENTRAL KANSAS MENTAL HEALTH CENTER,DRUG ABUSE UNIT,809 ELMHURST,,,SALINA,KS,67401.0,(913)823-6322,Alcoholism/Drug,9012KS67401,-97.59761985279509,38.83000745849226,98.82
CENTRAL KS FOUNDATION FOR ALCOHOL &,CHEM DEPENDENCY - CASA DE AMIGAS,130 SOUTH FRONT STREET,,,SALINA,KS,67401.0,(913)825-7554,Alcoholism/Drug,2899KS67401,-97.60330529771906,38.83932993693241,100.0
CENTRAL KS FOUNDATION FOR ALCOHOL &,CHEM DEPENDENCY - PATHFINDER HOUSE,150 SOUTH EIGHTH,,,SALINA,KS,67401.0,(913)827-6161,Alcoholism/Drug,5013KS67401,-97.61147530638223,38.83855964003064,98.84
CARRIAGE HOUSE PROJECT,,1100 GAGE STREET,,,TOPEKA,KS,66604.0,(913)273-4141,Alcoholism/Drug,8647KS66604,-95.72469247305978,39.0492290114282,92.73
COMMUNITY ADDICTIVE TREATMENT CENTER,INTERMEDIATE SERVICES,1175 CLAY STREET,,,TOPEKA,KS,66604.0,(913)232-2312,Alcoholism/Drug,4518KS66604,-95.69086353093898,39.04674700416939,99.55
COMMUNITY ADDICTIVE TREATMENT CENTER,OUTPATIENT SERVICES,1319 LINCOLN STREET,,,TOPEKA,KS,66604.0,(913)235-5306,Alcoholism/Drug,2991KS66604,-95.69442257084629,39.041680478975955,99.55
MENNINGER FOUNDATION,ALCOHOLISM ANO DRUG ABUSE PROGRAM,P.O. BOX 829,,,TOPEKA,KS,66601.0,(913)234-9566,Alcoholism/Drug,0090KS66601,-95.67254999999994,39.053450000000055,98.0
POWELL AND ASSOCIATES,,3127 HUNTOON,,,TOPEKA,KS,66604.0,(913)233-9631,Drug,9241KS66604,-95.71649279245943,39.043983029687745,98.38
CENTER FOR HUMAN ADVANCEMENT,,101 BONNIE BRAE,,,WICHITA,KS,67207.0,(316)681-2042,Alcoholism/Drug,9861KS67207,-97.24103994539064,37.686250921192695,98.38
PARALLAX PROGRAM INC,DRUG ABUSE TREATMENT AND REHAB,532 NORTH BROADWAY,,,WICHITA,KS,67214.0,(316)267-3395,Alcoholism/Drug,7370KS67214,-97.33557259466491,37.69395380740673,98.84
SEDGWICK COUNTY,COMPREHENSIVE DRUG TREATMENT PROG,2004 WELLINGTON PLACE,,,WICHITA,KS,67203.0,(316)265-5674,Drug,1948KS67203,-97.33927652115892,37.71917537214196,99.55
VALLEY HOPE ALCOHOLISM,TREATMENT CENTER,1002 WEST DOUGLAS,,,WICHITA,KS,67202.0,(316)264-7369,Alcoholism/Drug,2589KS67202,-97.35200969205198,37.68406030416657,96.39
REGION XIV COMMUNITY MH CENTER,CLINTON COUNTY MENTAL HEALTH OFFICE,318 CUMBERLAND STREET,,,ALBANY,KY,42602.0,(606)387-7635,Alcoholism/Drug,4048KY42602,-85.13225445365423,36.69092818574719,99.55
ASHLAND OUTPATIENT,DRUG ABUSE TREATMENT CENTER,2162 GREENUP AVENUE,P.O. BOX 790,,ASHLAND,KY,41101.0,(606)324-1141,Alcoholism/Drug,2832KY41101,-82.63192300807313,38.476074430381864,100.0
LANSDOWNE HALFWAY HOUSE FOR WOMEN,,3100 WINCHESTER AVENUE,,,ASHLAND,KY,41101.0,(606)324-1141,Alcoholism/Drug,4461KY41101,-82.62139818753184,38.46846647023616,100.0
SHORT TERM DETOX FACILITY (SIDI,,2162 GREEt�UP AVENUE,P.O. BOX 790,,ASHLAND,KY,41101.0,(606)324-1141,Alcoholism/Drug,7780KY41101,-82.64469499999996,38.477295000000034,85.0
MOUNTAIN COMPREHENSIVE CARE CENTER,JOHNSON COUNTY CLIMIC,,C/0 GREENHOUSE TRAINING PROGRAM,AUXIER ROAD,AUXIER,KY,41602.0,(606)886-6815,Alcoholism/Drug,6549KY41602,-82.76043639999995,37.736011400000045,100.0
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,,BOX 107,,BARBOURVILLE,KY,40906.0,(606)546-3104,Alcoholism/Drug,6549KY40906,-83.89014499999995,36.87204500000007,100.0
NELSON COUNTY COMPREHENSIVE CARE CTR,,111 SYLVAN DRIVE,,,BARDSTOWN,KY,40004.0,(502)348-9207,Alcoholism/Drug,1960KY40004,-85.45430544086463,37.808350481934994,100.0
TRIMBLE COUNTY CENTER,,P.O. BOX 24,,,BEDFORD,KY,40006.0,(502)255-3258,Alcoholism/Drug,4185KY40006,-85.31608999999997,38.593585000000076,98.0
BENTON/MARSHALL COUNTY,MENTAL HEALTH SERVICES,1300 OLIVE STREET,,,BENTON,KY,42025.0,(502)527-1434,Alcoholism/Drug,9805KY42025,-88.3520244193972,36.855979993406685,100.0
BARREN RIVER MH/MR BOARD INC,BOWLING GREEN CENTER,707 EAST MAIN AVENUE,,,BOWLING GREEN,KY,42101.0,(502)842-6344,Alcoholism/Drug,6628KY42101,-86.43767752984438,36.98955111065394,100.0
NORTH CENTRAL COMPREHENSIVE CARE CTR,,P.O. BOX 333,,,BRANDENBURG,KY,40108.0,(502)422-3971,Alcoholism/Drug,9468KY40108,-86.09985999999998,37.97434000000004,98.0
BARREN RIVER COMPREHENSIVE CARE CENTER,,MAIN CROSS AND WASHINGTON STREET,P.O. BOX 153,,BROWNSVILLE,KY,42210.0,(502)597-3479,Alcoholism/Drug,7558KY42210,-86.2678899272661,37.1941600307795,99.52
CUMBERLAND COUNTY,MENTAL HEALTH OFFICE,101 HIGH STREET,,,BURKESVILLE,KY,42717.0,(502)864-5631,Alcoholism/Drug,9022KY42717,-85.37164657111244,36.79074140055439,99.55
REGION XIV COMMUNITY NH CENTER,TAYLOR COUNTY SERVICE AREA,716 SOUTH COLUMBIA AVENUE,,,CAMPBELLSVILLE,KY,42718.0,(502)465-7424EXT.215,Alcoholism/Drug,7463KY42718,-85.34788678649244,37.33249965465277,100.0
BLUEGRASS WEST COMP CARE CENTER,NICHOLAS COUNTY CLINIC,226 LOCUST STREET,,,CARLISLE,KY,40311.0,(606)289-5596,Alcoholism/Drug,4412KY40311,-84.02871151642356,38.31268217801708,99.55
CARROL COUNTY,COMPREHENSIVE CARE CENTER,416 FOURTH STREET,,,CARROLLTON,KY,41008.0,(502)732-4276,Alcoholism/Drug,8810KY41008,-85.18133003249305,38.6780416070081,100.0
CLINTON/HICKMAN COUNTY,MENTAL HEALTH SERVICES,,HICKMAN COUNTY COURTHOUSE,BOX 161,CLINTON,KY,42031.0,(502)653-6992,Alcoholism/Drug,6549KY42031,-88.99362259999998,36.66860520000006,100.0
COLUMBIA S I D UNIT,,104 MERCHANT STREET,,,COLUMBIA,KY,42728.0,(502)384-5647,Alcoholism/Drug,0137KY42728,-85.3050513348642,37.103611897014645,100.0
REGION XIV COMMUNITY NH CENTER,ADAIR COUNTY SERVICE AREA,113 CAMPBELLSVILLE STREET,,,COLUMBIA,KY,42728.0,(502)384-4010,Alcoholism/Drug,0145KY42728,-85.30536581077868,37.10331444959315,100.0
CUMBERLAND RIVER,COMPRENSIVE CARE CENTER,AMERICAN GREETINGS ROAD,P.O. BOX 568,,CORBIN,KY,40701.0,(606)528-7010,Alcoholism/Drug,5455KY40701,-84.09373189141459,36.98823297478969,99.03
CUMBERLAND RIVER COMP CARE CTR,PHOENIX HOUSE,401 WEST CENTER STREET,,,CORBIN,KY,40701.0,(606)528-7010,Alcoholism/Drug,9523KY40701,-84.09905990776562,36.949030036082966,96.72
NORTHERN KENTUCKY,COVINGTON COMPREHENSIVE CARE CENTER,722 SCOTT STREET,,,COVINGTON,KY,41011.0,(606)431-3052,Alcoholism/Drug,1217KY41011,-84.50826450460974,39.082931638268256,100.0
RURAL COUNTIES CENTER,OLDHAM COUNTY CLINIC,6610 WEST HIGHWAY 146,P.O. BOX 464,,CRESTWOOD,KY,40014.0,(502)241-0300,Alcoholism/Drug,1856KY40014,-85.47364500606132,38.32241289705144,100.0
HARRISON COUNTY,COMPREHENSIVE CARE CENTER,213 NORTH WALNUT STREET,,,CYNTHIANA,KY,41031.0,(606)234-6940,Alcoholism/Drug,7074KY41031,-84.29542184763763,38.39351331057555,100.0
DANVILLE CENTER,,202 BEATTY AVENUE,,,DANVILLE,KY,40422.0,(606)236-2726,Alcoholism/Drug,7231KY40422,-84.7825699803834,37.643349078200345,100.0
NORTHERN KENTUCKY,DAYTON COMPREHENSIVE CARE CENTER,925 FIFTH STREET,,,DAYTON,KY,41074.0,(606)491-6510,Alcoholism/Drug,6787KY41074,-84.46689478329704,39.1144038825829,98.04
BARREN RIVER COMPREHENSIVE CARE CENTER,,HIGHWAY 68,SUBURAN BUILDING,,EDMONTON,KY,42129.0,(502)432-4951,Alcoholism/Drug,9214KY42129,-85.59646943560283,37.0333567230935,100.0
NORTH CENTRAL NH/MR BOARD INC,NORTH CENTRAL COMP CARE CENTER,907 NORTH DIXIE AVENUE,P.O. BOX 219,,ELIZABETHTOWN,KY,42701.0,(502)769-1304,Alcoholism/Drug,0620KY42701,-85.8746842015718,37.709447272797604,100.0
NORTHERN KENTUCKY,PENDELTON COUNTY COt1P CARE CENTER,211 HEST SHELBY STREET,,,FALMOUTH,KY,41040.0,(606)654-8384,Alcoholism/Drug,2344KY41040,-84.32849421772355,38.67615661357021,97.84
FLEMING COUNTY COMMUNITY NH CENTER,OUTPATIENT ALCOHOL AND DRUG OFFICES,108 EAST WATER STREET,P.O. BOX 384,,FLEMINGSBURG,KY,41041.0,(606)849-2212,Alcoholism/Drug,3050KY41041,-83.73347615997007,38.42185558677734,100.0
NORTHERN KENTUCKY COMPREHENSIVE CARE,BOONE COUNTY OFFICE,263 MAIN STREET,,,FLORENCE,KY,41042.0,(606)525-6808,Alcoholism/Drug,7624KY41042,-84.62709684140376,39.001207495574455,100.0
FORT KNOX ALCOHOL AND DRUG ABUSE,PREVENTION AND CONTROL BRANCH,6602 BRULE STREET,DPCA-ADAPCP BUILDING 6602,,FORT KNOX,KY,40121.0,(502)624-1538,Alcoholism/Drug,8568KY40121,-85.93615557279448,37.90203281403668,95.33
BLUEGRASS WEST COMPREHENSIVE CARE CTR,FRANKFORT OFFICE,191 DOCTORS DRIVE,,,FRANKFORT,KY,40601.0,(502)223-2182,Drug,0232KY40601,-84.90795145039819,38.1614425536996,100.0
FRANKFORT S I D UNIT,,WASH ROAD,,,FRANKFORT,KY,40601.0,(502)223-2018,Alcoholism/Drug,7054KY40601,-84.89015190700026,38.107458556668355,100.0
BARREN RIVER COMPREHENSIVE CARE CENTER,,103 WEST MADISON,P.O. BOX 142,,FRANKLIN,KY,42134.0,(502)586-8826,Alcoholism/Drug,3167KY42134,-86.57861311295005,36.721312648952576,98.84
CAVE RUN COt1PREHENSIVE CARE CENTER,MENIFEE COUNTY CLINIC,P.O. BOX 5,MENIFEE COUNTY MEDICAL BUILDING,,FRENCHBURG,KY,40322.0,(606)768-2131,Alcoholism/Drug,9796KY40322,-83.62528409999999,37.95005640000005,98.0
FULTON COUNTY MENTAL HEALTH SERVICE,,350 BROlolOER STREET,,,FULTON,KY,42041.0,(502)472-1760,Alcoholism/Drug,1293KY42041,-88.87772999999999,36.507345000000036,85.0
BLUEGRASS WEST COMPREHENSIVE CARE CTR,SOUTH COUNTY CLINIC,319 EAST MAIN STREET,,,GEORGETOWN,KY,40324.0,(502)863-4734,Alcoholism/Drug,6458KY40324,-84.5564706737904,38.20976992520032,100.0
BARREN RIVER COMPREHENSIVE CARE CENTER,,901 COLUMBIA AVENUE,BOX 439,,GLASGOW,KY,42141.0,(502)651-8378,Alcoholism/Drug,2803KY42141,-85.89737242362344,37.002735676710905,100.0
GRAYSON DRUG ABUSE TREATMENT CENTER,,515 WEST MAIN STREET,,,GRAYSON,KY,41143.0,(606)474-9229,Alcoholism/Drug,1651KY41143,-82.95425521810652,38.333113251140055,100.0
REGION XIV COMMUNITY MH CENTER,GREEN COUNTY CLINIC,,PUBLIC SQUARE,,GREENSBURG,KY,42743.0,(502)932-7224,Alcoholism/Drug,6549KY42743,-85.49706499999995,37.25962000000004,100.0
GREENUP DRUG ABUSE TREATMENT CENTER,,1018 WALNUT STREET,,,&REENUP,KY,41144.0,(606)473-7333,Alcoholism/Drug,4037KY41144,-82.83127743882653,38.573576080879924,98.14
MUHLENBERG COUNTY MH/MR CENTER,,506 HOPKINSVILLE STREET,,,GREENVILLE,KY,42345.0,(502)338-5211,Alcoholism/Drug,9441KY42345,-87.19172332541653,37.19731644715797,100.0
HARDINSBURG COMPREHENSIVE CARE CENTER,,ROUTE 1,P.O. BOX 135A,,HARDINSBURG,KY,40143.0,(502)756-5816,Alcoholism/Drug,2868KY40143,-86.45948307271398,37.78295233982149,95.95
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,MOUNTED ROUTE 1,,,HARLAN,KY,40831.0,(606)573-1624,Alcoholism/Drug,1869KY40831,-83.32048499999995,36.84577500000006,85.0
HARRODSBURG COMPREHENSIVE CARE CENTER,MR KWIK SHOPPING CENTER,,,,HARRODSBURG,KY,40330.0,(606)734-5486EXT.6,Alcoholism/Drug,6549KY40330,-84.84798389999997,37.76082960000008,100.0
ROBERT E NORSWORTHY PSC,BOX 127,,,,HARTFORD,KY,42347.0,(502)298-3289,Drug,6549KY42347,-86.90318999999994,37.45119500000004,100.0
KENTUCKY RIVER COMMUNITY CARE INC,,LINCOLN HOTEL BUILDING,P.O. BOX 800,,HAZARD,KY,41701.0,(606)436-5761,Alcoholism/Drug,4197KY41701,-83.19089999999993,37.24829000000005,85.0
PENNY ROYAL COMPREHENSIVE CARE CTR,,735 NORTH DRIVE,,,HOPKINSVILLE,KY,42240.0,(502)886-5163,Alcoholism/Drug,3972KY42240,-87.49268580576981,36.882958112696464,100.0
MOUNTAIN COMPREHENSIVE CARE CENTER,MARTIN COUNTY CLINIC,ROUTE 3,,,INEZ,KY,41224.0,(606)298-7902,Alcoholism/Drug,2535KY41224,-82.55516530646105,37.90152192180569,100.0
IRVINE CENTER,,RICHMOND ROAD,ROUTE 2,,IRVINE,KY,40336.0,(606)723-5128,Alcoholism/Drug,6746KY40336,-84.03592041235976,37.70240371038283,100.0
REGION XIV COMMUNITY MH CENTER,,HIGHWAY 127 SOUTH,P.O. BOX 2,,JAMESTOWN,KY,42629.0,(502)343-4544,Alcoholism/Drug,3096KY42629,-85.09521744100464,36.910319488603285,99.85
COMPREHENSIVE CARE CENTER,,120 PROCTOR KNOTT AVENUE,,,LEBANON,KY,40033.0,(502)692-2509,Alcoholism/Drug,2614KY40033,-85.25473728839398,37.569795082947046,99.55
COMPREHENSIVE CARE CENTER,ALCOHOLISM PROGRAM,327 WEST MARKET STREET,,,LEITCHFIELD,KY,42754.0,(502)259-4652,Alcoholism/Drug,6841KY42754,-86.29874286187088,37.47908478961628,100.0
ADENA HOUSE,,420 SOUTH BROADWAY,,,LEXINGTON,KY,40508.0,(606)255-4268,Drug,6142KY40508,-84.50473723211545,38.0454543223816,100.0
ADOLESCENT DRUG PROGRAM,,201 MECHANIC STREET,,,LEXINGTON,KY,40507.0,(606)254-3844,Drug,7974KY40507,-84.49450259306211,38.049781437986454,100.0
BLUEGRASS METHADONE CLINIC,,201 MECHANIC STREET,,,LEXINGTON,KY,40507.0,(606)252-5647,Drug,7974KY40507,-84.49450259306211,38.049781437986454,100.0
GROWTH AND RESEARCH ORGANIZATION,FOR �IOMEN INC ( GROW INC I,170 EAST REYNOLDS ROAD,,,LEXINGTON,KY,40503.0,(606)272-0622,Drug,7408KY40503,-84.52073683677669,37.99013288627843,99.52
NON-NARA UNIT,YOUNITY,,LEESTOWN PIKE,BOX 2000,LEXINGTON,KY,40507.0,(606)255-6812,Alcoholism/Drug,6549KY40507,-84.49537499999997,38.046170000000075,100.0
NUMEN UNIT,LEESTOWN PIKE,,BOX 2000,,LEXINGTON,KY,40511.0,(606)255-6812EXT.2437,Drug,6549KY40511,-84.54946489999998,38.084574900000064,100.0
OFF BROADWAY HOUSE,RESIDENTIAL UNIT,455 WALNUT STREET,,,LEXINGTON,KY,40508.0,(606)233-0415,Drug,1332KY40508,-84.48514999999998,38.049470000000035,85.0
WALTON AVENUE,DRUG ABUSE TREATMENT CENTER,201 MECHANIC STREET,,,LEXINGTON,KY,40507.0,(606)254-3844,Drug,7974KY40507,-84.49450259306211,38.049781437986454,100.0
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,P.O. BOX 29,,,LONDON,KY,40741.0,(606)864-2104,Alcoholism/Drug,5340KY40741,-84.08264659999998,37.128706100000045,98.0
LOUISA DRUG ABUSE TREATMENT CENTER,,305 EAST MAIN STREET,,,LOUISA,KY,41230.0,(606)638-4332,Alcoholism/Drug,1864KY41230,-82.6034984246742,38.11572046845106,100.0
JEFFERSON ALCOHOL AND DRUG ABUSE CTR,ACUTE DETOX UNIT,600 SOUTH PRESTON,,,LOUISVILLE,KY,40202.0,(502)583-3951,Alcoholism/Drug,8075KY40202,-85.74731548584417,38.247424032654365,98.84
JEFFERSON ALCOHOL AND DRUG ABUSE CTR,OUTPATIENT METHADONE UNIT,600 SOUTH PRESTON,,,LOUISVILLE,KY,40202.0,(502)583-3951,Drug,8075KY40202,-85.74731548584417,38.247424032654365,98.84
JEFFERSON ALCOHOL AND DRUG ABUSE CTR,RESIDENTIAL UNIT,600 SOUTH PRESTON,,,LOUISVILLE,KY,40202.0,(502)583-3951,Alcoholism/Drug,8075KY40202,-85.74731548584417,38.247424032654365,98.84
SOUTH LOUISVILLE DRUG ABUSE CENTER,,1735 BERRY BOULEVARD,,,LOUISVILLE,KY,40215.0,(502)361-9254,Alcoholism/Drug,8416KY40215,-85.79540455983738,38.196714733818936,100.0
MADISONVILLE MENTAL HEALTH CLINIC,,1303 WEST NOEL STREET,,,MADISONVILLE,KY,42431.0,(502)821-8874,Alcoholism/Drug,2818KY42431,-87.52313080594078,37.340422858177035,98.06
CUMBERLAND RIVER COMPREHENSIVE,CARE CENTER,,TOWN BRANCH ROAO,BOX 341,MANCHESTER,KY,40962.0,(606)598-5172,Alcoholism/Drug,6549KY40962,-83.76325899999995,37.15410990000004,100.0
MAYFIELD/GRAVES COUNTY,MENTAL HEALTH SERVICES,SOUTH TENTH STREET EXTENDED,,,MAYFIELD,KY,42066.0,(502)247-5346,Alcoholism/Drug,9646KY42066,-88.64106858725454,36.727420674214244,92.82
COMPREHEND INC,LIMESTONE ALCOHOL RECOVERY CENTER,ROUTE 4,P.O. BOX 211,,MAYSVILLE,KY,41056.0,(606)564-5506EXT.32,Alcoholism/Drug,2927KY41056,-83.7680341876887,38.64674675450439,95.43
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,P.O. BOX 67,,,MCKEE,KY,40447.0,(606)287-7137,Alcoholism/Drug,8724KY40447,-83.98866719413816,37.4303519884507,98.0
CUMBERLAND RIVER COMPREHENSIVE,CARE CENTER,3603 WEST CUMBERLAND AVENUE,,,MIDDLESBORO,KY,40965.0,(606)248-4949,Alcoholism/Drug,7963KY40965,-83.73995876610259,36.60518158826925,100.0
WAYNE COUNTY MENTAL HEALTH CENTER,TRADEWAY SHOPPING CENTER,ROUTE 2 BOX 23M,,,MONTICELLO,KY,42633.0,(606)348-9318,Alcoholism/Drug,0533KY42633,-84.85176889288161,36.83385455422253,93.52
CAVE RUN COMPREHENSIVE CARE,ROWAN COUNTY OUTPATIENT UNIT,127 WEST MAIN STREET,,,MOREHEAD,KY,40351.0,(606)784-4161EXT.54,Alcoholism/Drug,3708KY40351,-83.43580114784709,38.18116082651353,100.0
CAVE RUN COMPREHENSIVE CARE CENTER,,5 I D CRISIS CENTER & HALFWAY HOUSE,127 WEST MAIN STREET,,MOREHEAD,KY,40351.0,(606)784-4161,Alcoholism/Drug,0395KY40351,-83.43847499999998,38.178545000000035,85.0
CAVE RUN REGIONAL MH/MR BOARD INC,,325 EAST MAIN STREET,,,MOREHEAD,KY,40351.0,(606)784-4161EXT.53,Alcoholism/Drug,3691KY40351,-83.4319140591808,38.18591993217634,100.0
BARREN RIVER COMPREHENSIVE CARE CENTER,,120 WEST OHIO STREET,BOX 245,,MORGANTOWN,KY,42261.0,(502)526-3877,Alcoholism/Drug,7666KY42261,-86.6833078810287,37.22635032639481,100.0
CAVE RUN COMPREHENSIVE CARE CENTER,,223 WINDSOR DRIVE,,,MOUNT STERLING,KY,40353.0,(606)498-2135EXT.9,Alcoholism/Drug,3528KY40353,-83.9410936385119,38.04837260770065,100.0
BARREN RIVER COMPREHENSIVE CARE CENTER,,P.O. BOX 184,,,MUNFORDVILLE,KY,42765.0,(502)524-9883,Alcoholism/Drug,0213KY42765,-85.89355689999995,37.273951700000055,98.0
MURRAY/CALLOWAY COUNTY•,MENTAL HEALTH SERVICES,702 MAIN STREET,,,MURRAY,KY,42071.0,(502)753-6622,Alcoholism/Drug,2893KY42071,-88.30628338478655,36.610691393718156,100.0
HENRY COUNTY MENTAL HEALTH CENTER,,305 MAIN STREET,BOX 416,,NEW CASTLE,KY,40050.0,(502)589-0625,Alcoholism/Drug,9624KY40050,-85.17036461512134,38.43027432841728,99.55
NORTHERN KENTUCKY,NEWPORT COMPREHENSIVE CARE CENTER,718 COLUMBIA STREET,,,NEWPORT,KY,41071.0,(606)491-6510,Alcoholism/Drug,2036KY41071,-84.495055952855,39.088645281207036,100.0
NICHOLASVILLE CENTER,,215 SOUTH MAIN,,,NICHOLASVILLE,KY,40356.0,(606)885-6315,Drug,9100KY40356,-84.5737207143446,37.87879296014033,98.84
CAVE RUN COtlPREHENSIVE CARE CENTER,BATH COUNTY OUTPATIENT UNIT,GUDGELL AVENUE,HEALTH SERVICES BUILDING,,OWINGSVILLE,KY,40360.0,(606)674-6690,Alcoholism/Drug,3288KY40360,-83.76509011415156,38.14236882626969,100.0
JOSEPH L FRIEDMAN,SUBSTANCE ABUSE CENTER,1405 SOUTH THIRD STREET,P.O. BOX 688,,PADUCAH,KY,42001.0,(502)442-9131,Alcoholism/Drug,3156KY42001,-88.5876169188822,37.07254293238396,99.52
BLUEGRASS WEST COMPREHENSIVE CARE CTR,BOURBON COUNTY CLINIC,269 EAST MAIN STREET,,,PARIS,KY,40362.0,(606)987-6127,Alcoholism/Drug,0010KY40362,-84.24006692665638,38.21803081714743,99.52
MOUNTAIN COMPREHENSIVE CARE CENTER,PIKE COUNTY OUTPATIENT CLINIC,156 COLLEGE STREET,,,PIKEVILLE,KY,41501.0,(606)432-3143,Alcoholism/Drug,3965KY41501,-82.5204123318282,37.477050577365844,100.0
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,P.O. BOX 701,,,PINEVILLE,KY,40977.0,(606)337-6137,Alcoholism/Drug,9837KY40977,-83.66705879999995,36.736455900000074,98.0
MOUNTAIN COMPREHENSIVE CARE CENTER,,18 SOUTH FRONT STREET,,,PRESTONSBURG,KY,41653.0,(606)886-8572EXT.230,Alcoholism/Drug,2563KY41653,-82.77515494833598,37.66696050163093,98.06
CALDWELL COUNTY MENTAL HEALTH CENTER,,103 HOSPITAL DRIVE,,,PRINCETON,KY,42445.0,(502)365-2008,Alcoholism/Drug,7555KY42445,-87.88768884063677,37.10020130624832,100.0
RICHMOND CENTER,,209 SAINT GEORGE STREET,,,RICHMOND,KY,40475.0,(606)623-9367,Alcoholism/Drug,4630KY40475,-84.31412906586846,37.7383574832875,100.0
BARREN RIVER COMPREHENSIVE CARE CENTER,,428 EAST FOURTH STREET,P.O. BOX 323,,RUSSELLVILLE,KY,42276.0,(502)726-3629,Alcoholism/Drug,8438KY42276,-86.882893129663,36.8465230273299,100.0
MOUNTAIN COMPREHENSIVE CARE CENTER,MAGOFFIN COUNTY CLINIC,,BOX 370,,SALYERSVILLE,KY,41465.0,(606)349-3115,Alcoholism/Drug,6549KY41465,-83.07203999999996,37.747960000000035,100.0
