"","NAME","FIPS","year","totUnits","occP","vacantP"
"853","Marshall County, Iowa","19127",2000,16324,93.96,6.04
"854","Mills County, Iowa","19129",2000,5671,93.88,6.12
"855","Mitchell County, Iowa","19131",2000,4594,93.47,6.53
"856","Monona County, Iowa","19133",2000,4660,90.36,9.64
"857","Monroe County, Iowa","19135",2000,3588,89.97,10.03
"858","Montgomery County, Iowa","19137",2000,5399,90.5,9.5
"859","Muscatine County, Iowa","19139",2000,16786,94.41,5.59
"860","O'Brien County, Iowa","19141",2000,6509,92.2,7.8
"861","Osceola County, Iowa","19143",2000,3012,92.23,7.77
"862","Page County, Iowa","19145",2000,7302,91.87,8.13
"863","Palo Alto County, Iowa","19147",2000,4631,88.94,11.06
"864","Plymouth County, Iowa","19149",2000,9880,94.86,5.14
"865","Pocahontas County, Iowa","19151",2000,3988,90.7,9.3
"866","Polk County, Iowa","19153",2000,156447,95.31,4.69
"867","Pottawattamie County, Iowa","19155",2000,35761,94.64,5.36
"868","Poweshiek County, Iowa","19157",2000,8556,86.47,13.53
"869","Ringgold County, Iowa","19159",2000,2789,80.49,19.51
"870","Sac County, Iowa","19161",2000,5460,86.92,13.08
"871","Scott County, Iowa","19163",2000,65649,94.95,5.05
"872","Shelby County, Iowa","19165",2000,5459,94.76,5.24
"873","Sioux County, Iowa","19167",2000,11260,94.96,5.04
"874","Story County, Iowa","19169",2000,30630,95.93,4.07
"875","Tama County, Iowa","19171",2000,7583,92.55,7.45
"876","Taylor County, Iowa","19173",2000,3199,88.28,11.72
"877","Union County, Iowa","19175",2000,5657,92.66,7.34
"878","Van Buren County, Iowa","19177",2000,3581,88.83,11.17
"879","Wapello County, Iowa","19179",2000,15873,93.14,6.86
"880","Warren County, Iowa","19181",2000,15289,96.2,3.8
"881","Washington County, Iowa","19183",2000,8543,94.3,5.7
"882","Wayne County, Iowa","19185",2000,3357,84.03,15.97
"883","Webster County, Iowa","19187",2000,16969,93.57,6.43
"884","Winnebago County, Iowa","19189",2000,5065,93.76,6.24
"885","Winneshiek County, Iowa","19191",2000,8208,94.23,5.77
"886","Woodbury County, Iowa","19193",2000,41394,94.58,5.42
"887","Worth County, Iowa","19195",2000,3534,92.76,7.24
"888","Wright County, Iowa","19197",2000,6559,90.56,9.44
"889","Allen County, Kansas","20001",2000,6449,89.55,10.45
"890","Anderson County, Kansas","20003",2000,3596,89.57,10.43
"891","Atchison County, Kansas","20005",2000,6818,92.04,7.96
"892","Barber County, Kansas","20007",2000,2740,81.57,18.43
"893","Barton County, Kansas","20009",2000,12888,88.4,11.6
"894","Bourbon County, Kansas","20011",2000,7135,86.35,13.65
"895","Brown County, Kansas","20013",2000,4815,89.68,10.32
"896","Butler County, Kansas","20015",2000,23176,92.88,7.12
"897","Chase County, Kansas","20017",2000,1529,81.49,18.51
"898","Chautauqua County, Kansas","20019",2000,2169,82.8,17.2
"899","Cherokee County, Kansas","20021",2000,10031,88.48,11.52
"900","Cheyenne County, Kansas","20023",2000,1636,83.13,16.87
"901","Clark County, Kansas","20025",2000,1111,88.12,11.88
"902","Clay County, Kansas","20027",2000,4084,88.57,11.43
"903","Cloud County, Kansas","20029",2000,4838,86.05,13.95
"904","Coffey County, Kansas","20031",2000,3876,90.02,9.98
"905","Comanche County, Kansas","20033",2000,1088,80.15,19.85
"906","Cowley County, Kansas","20035",2000,15673,89.57,10.43
"907","Crawford County, Kansas","20037",2000,17221,90.03,9.97
"908","Decatur County, Kansas","20039",2000,1821,82.04,17.96
"909","Dickinson County, Kansas","20041",2000,8686,90.99,9.01
"910","Doniphan County, Kansas","20043",2000,3489,90.94,9.06
"911","Douglas County, Kansas","20045",2000,40250,95.62,4.38
"912","Edwards County, Kansas","20047",2000,1754,82.95,17.05
"913","Elk County, Kansas","20049",2000,1860,75.91,24.09
"914","Ellis County, Kansas","20051",2000,12078,92.67,7.33
"915","Ellsworth County, Kansas","20053",2000,3228,76.86,23.14
"916","Finney County, Kansas","20055",2000,13763,94.08,5.92
"917","Ford County, Kansas","20057",2000,11650,93.15,6.85
"918","Franklin County, Kansas","20059",2000,10229,92.4,7.6
"919","Geary County, Kansas","20061",2000,11959,87.45,12.55
"920","Gove County, Kansas","20063",2000,1423,87.49,12.51
"921","Graham County, Kansas","20065",2000,1553,81.33,18.67
"922","Grant County, Kansas","20067",2000,3027,90.58,9.42
"923","Gray County, Kansas","20069",2000,2181,93.76,6.24
"924","Greeley County, Kansas","20071",2000,712,84.55,15.45
"925","Greenwood County, Kansas","20073",2000,4273,75.68,24.32
"926","Hamilton County, Kansas","20075",2000,1211,87.04,12.96
"927","Harper County, Kansas","20077",2000,3270,84.8,15.2
"928","Harvey County, Kansas","20079",2000,13378,94.04,5.96
"929","Haskell County, Kansas","20081",2000,1639,90.36,9.64
"930","Hodgeman County, Kansas","20083",2000,945,84.23,15.77
"931","Jackson County, Kansas","20085",2000,5094,92.8,7.2
"932","Jefferson County, Kansas","20087",2000,7491,91.18,8.82
"933","Jewell County, Kansas","20089",2000,2103,80.6,19.4
"934","Johnson County, Kansas","20091",2000,181612,96.12,3.88
"935","Kearny County, Kansas","20093",2000,1657,93.06,6.94
"936","Kingman County, Kansas","20095",2000,3852,87.51,12.49
"937","Kiowa County, Kansas","20097",2000,1643,83.08,16.92
"938","Labette County, Kansas","20099",2000,10306,89.21,10.79
"939","Lane County, Kansas","20101",2000,1065,85.45,14.55
"940","Leavenworth County, Kansas","20103",2000,24401,94.55,5.45
"941","Lincoln County, Kansas","20105",2000,1853,82.51,17.49
"942","Linn County, Kansas","20107",2000,4720,80.66,19.34
"943","Logan County, Kansas","20109",2000,1423,87.35,12.65
"944","Lyon County, Kansas","20111",2000,14757,92.78,7.22
"945","McPherson County, Kansas","20113",2000,11830,94.72,5.28
"946","Marion County, Kansas","20115",2000,5882,86.94,13.06
"947","Marshall County, Kansas","20117",2000,4999,89.18,10.82
"948","Meade County, Kansas","20119",2000,1968,87.8,12.2
"949","Miami County, Kansas","20121",2000,10984,94.36,5.64
"950","Mitchell County, Kansas","20123",2000,3340,85.33,14.67
"951","Montgomery County, Kansas","20125",2000,17207,86.61,13.39
"952","Morris County, Kansas","20127",2000,3160,80.35,19.65
"953","Morton County, Kansas","20129",2000,1519,85.98,14.02
"954","Nemaha County, Kansas","20131",2000,4340,91.22,8.78
"955","Neosho County, Kansas","20133",2000,7461,90.32,9.68
"956","Ness County, Kansas","20135",2000,1835,82.62,17.38
"957","Norton County, Kansas","20137",2000,2673,84.77,15.23
"958","Osage County, Kansas","20139",2000,7018,92.48,7.52
"959","Osborne County, Kansas","20141",2000,2419,80.2,19.8
"960","Ottawa County, Kansas","20143",2000,2755,88.2,11.8
"961","Pawnee County, Kansas","20145",2000,3114,87.96,12.04
"962","Phillips County, Kansas","20147",2000,3088,80.83,19.17
"963","Pottawatomie County, Kansas","20149",2000,7311,92.61,7.39
"964","Pratt County, Kansas","20151",2000,4633,85.54,14.46
"965","Rawlins County, Kansas","20153",2000,1565,81.09,18.91
"966","Reno County, Kansas","20155",2000,27625,92.3,7.7
"967","Republic County, Kansas","20157",2000,3113,82.14,17.86
"968","Rice County, Kansas","20159",2000,4609,87.87,12.13
"969","Riley County, Kansas","20161",2000,23397,94.61,5.39
"970","Rooks County, Kansas","20163",2000,2758,85.64,14.36
"971","Rush County, Kansas","20165",2000,1928,80.29,19.71
"972","Russell County, Kansas","20167",2000,3871,82.85,17.15
"973","Saline County, Kansas","20169",2000,22695,94.45,5.55
"974","Scott County, Kansas","20171",2000,2291,89.26,10.74
"975","Sedgwick County, Kansas","20173",2000,191133,92.31,7.69
"976","Seward County, Kansas","20175",2000,8027,92.43,7.57
"977","Shawnee County, Kansas","20177",2000,73768,93.43,6.57
"978","Sheridan County, Kansas","20179",2000,1263,88.99,11.01
"979","Sherman County, Kansas","20181",2000,3184,86.62,13.38
"980","Smith County, Kansas","20183",2000,2326,83.96,16.04
"981","Stafford County, Kansas","20185",2000,2458,81.77,18.23
"982","Stanton County, Kansas","20187",2000,1007,85.2,14.8
"983","Stevens County, Kansas","20189",2000,2265,87.77,12.23
"984","Sumner County, Kansas","20191",2000,10877,90.91,9.09
"985","Thomas County, Kansas","20193",2000,3562,90.57,9.43
"986","Trego County, Kansas","20195",2000,1723,81.95,18.05
"987","Wabaunsee County, Kansas","20197",2000,3033,86.81,13.19
"988","Wallace County, Kansas","20199",2000,791,85.21,14.79
"989","Washington County, Kansas","20201",2000,3142,85.07,14.93
"990","Wichita County, Kansas","20203",2000,1119,86.42,13.58
"991","Wilson County, Kansas","20205",2000,4937,85.13,14.87
"992","Woodson County, Kansas","20207",2000,2076,79.09,20.91
"993","Wyandotte County, Kansas","20209",2000,65892,90.6,9.4
"994","Adair County, Kentucky","21001",2000,7792,86.59,13.41
"995","Allen County, Kentucky","21003",2000,8057,85.76,14.24
"996","Anderson County, Kentucky","21005",2000,7752,94.43,5.57
"997","Ballard County, Kentucky","21007",2000,3837,88.48,11.52
"998","Barren County, Kentucky","21009",2000,17095,89.77,10.23
"999","Bath County, Kentucky","21011",2000,4994,89.01,10.99
"1000","Bell County, Kentucky","21013",2000,13341,89.98,10.02
"1001","Boone County, Kentucky","21015",2000,33351,93.72,6.28
"1002","Bourbon County, Kentucky","21017",2000,8349,92,8
"1003","Boyd County, Kentucky","21019",2000,21976,91.05,8.95
"1004","Boyle County, Kentucky","21021",2000,11418,92.61,7.39
"1005","Bracken County, Kentucky","21023",2000,3715,86.89,13.11
"1006","Breathitt County, Kentucky","21025",2000,6812,90.58,9.42
"1007","Breckinridge County, Kentucky","21027",2000,9890,74.05,25.95
"1008","Bullitt County, Kentucky","21029",2000,23160,95.73,4.27
"1009","Butler County, Kentucky","21031",2000,5815,87,13
"1010","Caldwell County, Kentucky","21033",2000,6126,88.65,11.35
"1011","Calloway County, Kentucky","21035",2000,16069,86.27,13.73
"1012","Campbell County, Kentucky","21037",2000,36898,94.16,5.84
"1013","Carlisle County, Kentucky","21039",2000,2490,88.67,11.33
"1014","Carroll County, Kentucky","21041",2000,4439,88.76,11.24
"1015","Carter County, Kentucky","21043",2000,11534,89.67,10.33
"1016","Casey County, Kentucky","21045",2000,7242,86.44,13.56
"1017","Christian County, Kentucky","21047",2000,27182,91.45,8.55
"1018","Clark County, Kentucky","21049",2000,13749,94.66,5.34
"1019","Clay County, Kentucky","21051",2000,9439,90.65,9.35
"1020","Clinton County, Kentucky","21053",2000,4888,83.59,16.41
"1021","Crittenden County, Kentucky","21055",2000,4410,86.83,13.17
"1022","Cumberland County, Kentucky","21057",2000,3567,83.43,16.57
"1023","Daviess County, Kentucky","21059",2000,38432,93.76,6.24
"1024","Edmonson County, Kentucky","21061",2000,6104,76.15,23.85
"1025","Elliott County, Kentucky","21063",2000,3107,84.91,15.09
"1026","Estill County, Kentucky","21065",2000,6824,89.51,10.49
"1027","Fayette County, Kentucky","21067",2000,116167,93.22,6.78
"1028","Fleming County, Kentucky","21069",2000,6120,87.7,12.3
"1029","Floyd County, Kentucky","21071",2000,18551,91,9
"1030","Franklin County, Kentucky","21073",2000,21409,92.98,7.02
"1031","Fulton County, Kentucky","21075",2000,3697,87.56,12.44
"1032","Gallatin County, Kentucky","21077",2000,3362,86.32,13.68
"1033","Garrard County, Kentucky","21079",2000,6414,89.51,10.49
"1034","Grant County, Kentucky","21081",2000,9306,87.85,12.15
"1035","Graves County, Kentucky","21083",2000,16340,90.83,9.17
"1036","Grayson County, Kentucky","21085",2000,12802,74.96,25.04
"1037","Green County, Kentucky","21087",2000,5420,86.83,13.17
"1038","Greenup County, Kentucky","21089",2000,15977,90.98,9.02
"1039","Hancock County, Kentucky","21091",2000,3600,89.31,10.69
"1040","Hardin County, Kentucky","21093",2000,37673,91.57,8.43
"1041","Harlan County, Kentucky","21095",2000,15017,88.51,11.49
"1042","Harrison County, Kentucky","21097",2000,7660,91.54,8.46
"1043","Hart County, Kentucky","21099",2000,8045,84.14,15.86
"1044","Henderson County, Kentucky","21101",2000,19466,92.96,7.04
"1045","Henry County, Kentucky","21103",2000,6381,91.58,8.42
"1046","Hickman County, Kentucky","21105",2000,2436,89.82,10.18
"1047","Hopkins County, Kentucky","21107",2000,20668,91.06,8.94
"1048","Jackson County, Kentucky","21109",2000,6065,87.5,12.5
"1049","Jefferson County, Kentucky","21111",2000,305835,93.85,6.15
"1050","Jessamine County, Kentucky","21113",2000,14646,94.68,5.32
"1051","Johnson County, Kentucky","21115",2000,10236,88.93,11.07
"1052","Kenton County, Kentucky","21117",2000,63571,93.51,6.49
"1053","Knott County, Kentucky","21119",2000,7579,88.63,11.37
"1054","Knox County, Kentucky","21121",2000,13999,88.69,11.31
"1055","Larue County, Kentucky","21123",2000,5860,90.02,9.98
"1056","Laurel County, Kentucky","21125",2000,22317,91.2,8.8
"1057","Lawrence County, Kentucky","21127",2000,7040,84.57,15.43
"1058","Lee County, Kentucky","21129",2000,3321,89.88,10.12
"1059","Leslie County, Kentucky","21131",2000,5502,88.79,11.21
"1060","Letcher County, Kentucky","21133",2000,11405,88.43,11.57
"1061","Lewis County, Kentucky","21135",2000,6173,87.83,12.17
"1062","Lincoln County, Kentucky","21137",2000,10127,90.91,9.09
"1063","Livingston County, Kentucky","21139",2000,4772,83.74,16.26
"1064","Logan County, Kentucky","21141",2000,11875,88.47,11.53
"1065","Lyon County, Kentucky","21143",2000,4189,69.18,30.82
"1066","McCracken County, Kentucky","21145",2000,30361,91.35,8.65
"1067","McCreary County, Kentucky","21147",2000,7405,88.05,11.95
"1068","McLean County, Kentucky","21149",2000,4392,90.71,9.29
"1069","Madison County, Kentucky","21151",2000,29595,91.75,8.25
"1070","Magoffin County, Kentucky","21153",2000,5447,92.23,7.77
"1071","Marion County, Kentucky","21155",2000,7277,90.88,9.12
"1072","Marshall County, Kentucky","21157",2000,14730,84.26,15.74
"1073","Martin County, Kentucky","21159",2000,5551,86.04,13.96
"1074","Mason County, Kentucky","21161",2000,7754,88.3,11.7
"1075","Meade County, Kentucky","21163",2000,10293,92,8
"1076","Menifee County, Kentucky","21165",2000,3710,68.38,31.62
"1077","Mercer County, Kentucky","21167",2000,9289,90.68,9.32
"1078","Metcalfe County, Kentucky","21169",2000,4592,87.46,12.54
"1079","Monroe County, Kentucky","21171",2000,5288,89.66,10.34
"1080","Montgomery County, Kentucky","21173",2000,9682,91.94,8.06
"1081","Morgan County, Kentucky","21175",2000,5487,86.6,13.4
"1082","Muhlenberg County, Kentucky","21177",2000,13675,90.36,9.64
"1083","Nelson County, Kentucky","21179",2000,14934,93.43,6.57
"1084","Nicholas County, Kentucky","21181",2000,3051,88.82,11.18
"1085","Ohio County, Kentucky","21183",2000,9909,89.81,10.19
"1086","Oldham County, Kentucky","21185",2000,15541,95.59,4.41
"1087","Owen County, Kentucky","21187",2000,5345,76.45,23.55
"1088","Owsley County, Kentucky","21189",2000,2247,84.29,15.71
"1089","Pendleton County, Kentucky","21191",2000,5756,89.82,10.18
"1090","Perry County, Kentucky","21193",2000,12741,89.95,10.05
"1091","Pike County, Kentucky","21195",2000,30923,89.29,10.71
"1092","Powell County, Kentucky","21197",2000,5526,91.28,8.72
"1093","Pulaski County, Kentucky","21199",2000,27181,83.58,16.42
"1094","Robertson County, Kentucky","21201",2000,1034,83.75,16.25
"1095","Rockcastle County, Kentucky","21203",2000,7353,89,11
"1096","Rowan County, Kentucky","21205",2000,8985,88.22,11.78
"1097","Russell County, Kentucky","21207",2000,9064,76.58,23.42
"1098","Scott County, Kentucky","21209",2000,12977,93.32,6.68
"1099","Shelby County, Kentucky","21211",2000,12857,94.14,5.86
"1100","Simpson County, Kentucky","21213",2000,7016,91.43,8.57
"1101","Spencer County, Kentucky","21215",2000,4555,93.33,6.67
"1102","Taylor County, Kentucky","21217",2000,10180,90.7,9.3
"1103","Todd County, Kentucky","21219",2000,5121,89.22,10.78
"1104","Trigg County, Kentucky","21221",2000,6698,77.86,22.14
"1105","Trimble County, Kentucky","21223",2000,3437,91.27,8.73
"1106","Union County, Kentucky","21225",2000,6234,91.59,8.41
"1107","Warren County, Kentucky","21227",2000,38350,92.22,7.78
"1108","Washington County, Kentucky","21229",2000,4542,90.73,9.27
"1109","Wayne County, Kentucky","21231",2000,9789,80.84,19.16
"1110","Webster County, Kentucky","21233",2000,6250,88.96,11.04
"1111","Whitley County, Kentucky","21235",2000,15288,90.14,9.86
"1112","Wolfe County, Kentucky","21237",2000,3264,86.27,13.73
"1113","Woodford County, Kentucky","21239",2000,9374,94.87,5.13
"1114","Acadia Parish, Louisiana","22001",2000,23209,91.09,8.91
"1115","Allen Parish, Louisiana","22003",2000,9157,88.48,11.52
"1116","Ascension Parish, Louisiana","22005",2000,29172,91.5,8.5
"1117","Assumption Parish, Louisiana","22007",2000,9635,85.51,14.49
"1118","Avoyelles Parish, Louisiana","22009",2000,16576,88.9,11.1
"1119","Beauregard Parish, Louisiana","22011",2000,14501,83.47,16.53
"1120","Bienville Parish, Louisiana","22013",2000,7830,78.01,21.99
"1121","Bossier Parish, Louisiana","22015",2000,40286,90.92,9.08
"1122","Caddo Parish, Louisiana","22017",2000,108296,90.47,9.53
"1123","Calcasieu Parish, Louisiana","22019",2000,75995,90.29,9.71
"1124","Caldwell Parish, Louisiana","22021",2000,5035,78.27,21.73
"1125","Cameron Parish, Louisiana","22023",2000,5336,67.32,32.68
"1126","Catahoula Parish, Louisiana","22025",2000,5351,76.28,23.72
"1127","Claiborne Parish, Louisiana","22027",2000,7815,80.23,19.77
"1128","Concordia Parish, Louisiana","22029",2000,9148,82.21,17.79
"1129","De Soto Parish, Louisiana","22031",2000,11204,86.5,13.5
"1130","East Baton Rouge Parish, Louisiana","22033",2000,169073,92.48,7.52
"1131","East Carroll Parish, Louisiana","22035",2000,3303,89.89,10.11
"1132","East Feliciana Parish, Louisiana","22037",2000,7915,84.64,15.36
"1133","Evangeline Parish, Louisiana","22039",2000,14258,89.33,10.67
"1134","Franklin Parish, Louisiana","22041",2000,8623,89.92,10.08
"1135","Grant Parish, Louisiana","22043",2000,8531,82.91,17.09
"1136","Iberia Parish, Louisiana","22045",2000,27844,91.15,8.85
"1137","Iberville Parish, Louisiana","22047",2000,11953,89.3,10.7
"1138","Jackson Parish, Louisiana","22049",2000,7338,82.94,17.06
"1139","Jefferson Parish, Louisiana","22051",2000,187907,93.79,6.21
"1140","Jefferson Davis Parish, Louisiana","22053",2000,12824,89.52,10.48
"1141","Lafayette Parish, Louisiana","22055",2000,78122,92.64,7.36
"1142","Lafourche Parish, Louisiana","22057",2000,35045,91.47,8.53
"1143","La Salle Parish, Louisiana","22059",2000,6273,84.35,15.65
"1144","Lincoln Parish, Louisiana","22061",2000,17000,89.62,10.38
"1145","Livingston Parish, Louisiana","22063",2000,36212,90.11,9.89
"1146","Madison Parish, Louisiana","22065",2000,4979,89.76,10.24
"1147","Morehouse Parish, Louisiana","22067",2000,12711,89.54,10.46
"1148","Natchitoches Parish, Louisiana","22069",2000,16890,84.45,15.55
"1149","Orleans Parish, Louisiana","22071",2000,215091,87.52,12.48
"1150","Ouachita Parish, Louisiana","22073",2000,60154,91.79,8.21
"1151","Plaquemines Parish, Louisiana","22075",2000,10481,86.07,13.93
"1152","Pointe Coupee Parish, Louisiana","22077",2000,10297,81.55,18.45
"1153","Rapides Parish, Louisiana","22079",2000,52038,90.55,9.45
"1154","Red River Parish, Louisiana","22081",2000,3988,85.61,14.39
"1155","Richland Parish, Louisiana","22083",2000,8335,89.86,10.14
"1156","Sabine Parish, Louisiana","22085",2000,13671,67.45,32.55
"1157","St. Bernard Parish, Louisiana","22087",2000,26790,93.78,6.22
"1158","St. Charles Parish, Louisiana","22089",2000,17430,94.22,5.78
"1159","St. Helena Parish, Louisiana","22091",2000,5034,76.94,23.06
"1160","St. James Parish, Louisiana","22093",2000,7605,91.94,8.06
"1161","St. John the Baptist Parish, Louisiana","22095",2000,15532,91.96,8.04
"1162","St. Landry Parish, Louisiana","22097",2000,36216,89.26,10.74
"1163","St. Martin Parish, Louisiana","22099",2000,20245,84.78,15.22
"1164","St. Mary Parish, Louisiana","22101",2000,21650,89.22,10.78
"1165","St. Tammany Parish, Louisiana","22103",2000,75398,91.85,8.15
"1166","Tangipahoa Parish, Louisiana","22105",2000,40794,89.62,10.38
"1167","Tensas Parish, Louisiana","22107",2000,3359,71.93,28.07
"1168","Terrebonne Parish, Louisiana","22109",2000,39928,90.15,9.85
"1169","Union Parish, Louisiana","22111",2000,10873,81.46,18.54
"1170","Vermilion Parish, Louisiana","22113",2000,22461,88.3,11.7
"1171","Vernon Parish, Louisiana","22115",2000,21030,86.83,13.17
"1172","Washington Parish, Louisiana","22117",2000,19106,86.19,13.81
"1173","Webster Parish, Louisiana","22119",2000,18991,86.89,13.11
"1174","West Baton Rouge Parish, Louisiana","22121",2000,8370,91.55,8.45
"1175","West Carroll Parish, Louisiana","22123",2000,4980,89.52,10.48
"1176","West Feliciana Parish, Louisiana","22125",2000,4485,81.27,18.73
"1177","Winn Parish, Louisiana","22127",2000,7502,79.05,20.95
"1178","Androscoggin County, Maine","23001",2000,45960,91.44,8.56
"1179","Aroostook County, Maine","23003",2000,38719,78.4,21.6
"1180","Cumberland County, Maine","23005",2000,122600,88.08,11.92
"1181","Franklin County, Maine","23007",2000,19159,61.62,38.38
"1182","Hancock County, Maine","23009",2000,33945,64.41,35.59
"1183","Kennebec County, Maine","23011",2000,56364,84.6,15.4
"1184","Knox County, Maine","23013",2000,21612,76.85,23.15
"1185","Lincoln County, Maine","23015",2000,20849,67.91,32.09
"1186","Oxford County, Maine","23017",2000,32295,69.09,30.91
"1187","Penobscot County, Maine","23019",2000,66847,86.91,13.09
"1188","Piscataquis County, Maine","23021",2000,13783,52.8,47.2
"1189","Sagadahoc County, Maine","23023",2000,16489,85.61,14.39
"1190","Somerset County, Maine","23025",2000,28222,72.62,27.38
"1191","Waldo County, Maine","23027",2000,18904,77.9,22.1
"1192","Washington County, Maine","23029",2000,21919,64.41,35.59
"1193","York County, Maine","23031",2000,94234,79.13,20.87
"1194","Allegany County, Maryland","24001",2000,32984,88.9,11.1
"1195","Anne Arundel County, Maryland","24003",2000,186937,95.58,4.42
"1196","Baltimore County, Maryland","24005",2000,313734,95.58,4.42
"1197","Calvert County, Maryland","24009",2000,27576,92.28,7.72
"1198","Caroline County, Maryland","24011",2000,12028,92.26,7.74
"1199","Carroll County, Maryland","24013",2000,54260,96.76,3.24
"1200","Cecil County, Maryland","24015",2000,34461,90.6,9.4
"1201","Charles County, Maryland","24017",2000,43903,94.91,5.09
"1202","Dorchester County, Maryland","24019",2000,14681,86.55,13.45
"1203","Frederick County, Maryland","24021",2000,73017,95.95,4.05
"1204","Garrett County, Maryland","24023",2000,16761,68.47,31.53
"1205","Harford County, Maryland","24025",2000,83146,95.82,4.18
"1206","Howard County, Maryland","24027",2000,92818,97.01,2.99
"1207","Kent County, Maryland","24029",2000,9410,81.47,18.53
"1208","Montgomery County, Maryland","24031",2000,334632,96.99,3.01
"1209","Prince George's County, Maryland","24033",2000,302378,94.79,5.21
"1210","Queen Anne's County, Maryland","24035",2000,16674,91.85,8.15
"1211","St. Mary's County, Maryland","24037",2000,34081,89.91,10.09
"1212","Somerset County, Maryland","24039",2000,10092,82.85,17.15
"1213","Talbot County, Maryland","24041",2000,16500,86.71,13.29
"1214","Washington County, Maryland","24043",2000,52972,93.87,6.13
"1215","Wicomico County, Maryland","24045",2000,34401,93.65,6.35
"1216","Worcester County, Maryland","24047",2000,47360,41.58,58.42
"1217","Baltimore city, Maryland","24510",2000,300477,85.86,14.14
"1218","Barnstable County, Massachusetts","25001",2000,147083,64.47,35.53
"1219","Berkshire County, Massachusetts","25003",2000,66301,84.47,15.53
"1220","Bristol County, Massachusetts","25005",2000,216918,94.7,5.3
"1221","Dukes County, Massachusetts","25007",2000,14836,43.28,56.72
"1222","Essex County, Massachusetts","25009",2000,287144,95.92,4.08
"1223","Franklin County, Massachusetts","25011",2000,31939,92.26,7.74
"1224","Hampden County, Massachusetts","25013",2000,185876,94.3,5.7
"1225","Hampshire County, Massachusetts","25015",2000,58644,95.48,4.52
"1226","Middlesex County, Massachusetts","25017",2000,576681,97.32,2.68
"1227","Nantucket County, Massachusetts","25019",2000,9210,40.16,59.84
"1228","Norfolk County, Massachusetts","25021",2000,255154,97.52,2.48
"1229","Plymouth County, Massachusetts","25023",2000,181524,92.75,7.25
"1230","Suffolk County, Massachusetts","25025",2000,292520,95.28,4.72
"1231","Worcester County, Massachusetts","25027",2000,298159,95.23,4.77
"1232","Alcona County, Michigan","26001",2000,10584,48.49,51.51
"1233","Alger County, Michigan","26003",2000,5964,63.46,36.54
"1234","Allegan County, Michigan","26005",2000,43292,88.16,11.84
"1235","Alpena County, Michigan","26007",2000,15289,83.84,16.16
"1236","Antrim County, Michigan","26009",2000,15090,61.11,38.89
"1237","Arenac County, Michigan","26011",2000,9563,70.17,29.83
"1238","Baraga County, Michigan","26013",2000,4631,72.4,27.6
"1239","Barry County, Michigan","26015",2000,23876,88.1,11.9
"1240","Bay County, Michigan","26017",2000,46423,94.63,5.37
"1241","Benzie County, Michigan","26019",2000,10312,63.03,36.97
"1242","Berrien County, Michigan","26021",2000,73445,86.55,13.45
"1243","Branch County, Michigan","26023",2000,19822,82.48,17.52
"1244","Calhoun County, Michigan","26025",2000,58691,92.18,7.82
"1245","Cass County, Michigan","26027",2000,23884,82.38,17.62
"1246","Charlevoix County, Michigan","26029",2000,15370,67.66,32.34
"1247","Cheboygan County, Michigan","26031",2000,16583,65.34,34.66
"1248","Chippewa County, Michigan","26033",2000,19430,69.35,30.65
"1249","Clare County, Michigan","26035",2000,22229,57.07,42.93
"1250","Clinton County, Michigan","26037",2000,24630,96.03,3.97
"1251","Crawford County, Michigan","26039",2000,10042,56.01,43.99
"1252","Delta County, Michigan","26041",2000,19223,82.38,17.62
"1253","Dickinson County, Michigan","26043",2000,13702,83.1,16.9
"1254","Eaton County, Michigan","26045",2000,42118,95.37,4.63
"1255","Emmet County, Michigan","26047",2000,18554,67.79,32.21
"1256","Genesee County, Michigan","26049",2000,183630,92.48,7.52
"1257","Gladwin County, Michigan","26051",2000,16828,62.76,37.24
"1258","Gogebic County, Michigan","26053",2000,10839,68.5,31.5
"1259","Grand Traverse County, Michigan","26055",2000,34842,87.24,12.76
"1260","Gratiot County, Michigan","26057",2000,15516,93.46,6.54
"1261","Hillsdale County, Michigan","26059",2000,20189,85.86,14.14
"1262","Houghton County, Michigan","26061",2000,17748,77.72,22.28
"1263","Huron County, Michigan","26063",2000,20430,71.45,28.55
"1264","Ingham County, Michigan","26065",2000,115056,94.38,5.62
"1265","Ionia County, Michigan","26067",2000,22006,93.64,6.36
"1266","Iosco County, Michigan","26069",2000,20432,57.4,42.6
"1267","Iron County, Michigan","26071",2000,8772,65.53,34.47
"1268","Isabella County, Michigan","26073",2000,24528,91.43,8.57
"1269","Jackson County, Michigan","26075",2000,62906,92.47,7.53
"1270","Kalamazoo County, Michigan","26077",2000,99250,94.19,5.81
"1271","Kalkaska County, Michigan","26079",2000,10822,59.4,40.6
"1272","Kent County, Michigan","26081",2000,224000,95.04,4.96
"1273","Keweenaw County, Michigan","26083",2000,2327,42.89,57.11
"1274","Lake County, Michigan","26085",2000,13498,34.85,65.15
"1275","Lapeer County, Michigan","26087",2000,32732,93.88,6.12
"1276","Leelanau County, Michigan","26089",2000,13297,63.44,36.56
"1277","Lenawee County, Michigan","26091",2000,39769,90.35,9.65
"1278","Livingston County, Michigan","26093",2000,58919,94,6
"1279","Luce County, Michigan","26095",2000,4008,61.9,38.1
"1280","Mackinac County, Michigan","26097",2000,9413,53.83,46.17
"1281","Macomb County, Michigan","26099",2000,320276,96.54,3.46
