Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys
Lutheran Social Services of Illinois,Behavioral Health Services Edgewater,,1758 West Devon Avenue,,,Chicago,IL,60660,(773)764-4350 Intake: (773)764-4350x10,,,SA/TX/OP/MN/DU/SF/MD/AR/SS/
Lutheran Social Services of Illinois,Mens Residence North,,1640 West Morse Avenue,,,Chicago,IL,60626,(773)338-5105 Intake: (773)338-5106,,,SA/TX/HH/RL/MN/SF/PI/AR/SS/SP/
Lutheran Social Services of Illinois,Mens Residence South,,7843 South Essex Avenue,,,Chicago,IL,60649,(773)933-0666,,,SA/TX/HH/RL/MN/SF/AR/
Lutheran Social Services of Illinois,Project SAFE,,1764 West Devon Avenue,,,Chicago,IL,60660,(773)764-4512 Intake: (773)637-1144x25,,,SA/TX/OP/WN/SF/MD/SI/AR/SS/SP/
Lutheran Social Services of Illinois,Womens Residence North Kenmore,,5517 North Kenmore Avenue,,,Chicago,IL,60640,(773)275-7962x101 Intake: (773)275-7962x301,,,SA/TX/RL/WN/SF/AR/PA/
Magnolia House Counseling Center,,,3717 North Ravenswood Avenue,,,Chicago,IL,60613,(773)871-4717,,,SA/TX/OP/DU/CJ/SF/PI/SS/
McDermott Center/Haymarket Center,,,120 North Sangamon Street,,,Chicago,IL,60607,(312)226-7984 Intake: (312)226-7984x480 Hotlines: (312)226-4357 (312)-CAN-HELP,,,SA/TX/DT/RS/RL/PW/WN/BC/MN/SF/MD/PI/AR/SS/AH/SP/F66/
McDermott Center/Haymarket Center,,,4910 South Martin Luther King Drive,,,Chicago,IL,60615,(773)548-7593 Hotlines: (312)-CAN-HELP (866),,,SA/TX/DT/OP/GL/WN/SF/MD/PI/AR/SS/PA/AH/
McDermott Center/Haymarket Center,Athey Hall,,932 West Washington Boulevard,6th Floor,,Chicago,IL,60607,(312)226-7984x371 Intake: (312)226-7984x480 Hotlines: (312)226-4357 (312)-CAN-HELP,,,SA/TX/RL/PW/WN/BC/SF/MD/AR/SS/AH/SP/F66/
McDermott Center/Haymarket Center,,,108 North Sangamon Street,,,Chicago,IL,60607,(312)226-7984x508 Intake: (312)226-7984x480 Hotlines: (312)226-4357 (312)-CAN-HELP,,,SA/TX/DT/OP/WN/MN/SF/MD/PI/AR/SS/AH/SP/F66/
McDermott Center/Haymarket Center,MATER Hall,,120 North Sangamon Street,6th Floor - B,,Chicago,IL,60607,(312)226-7984x520 Intake: (312)226-7984x480 Hotlines: (312)-CAN-HELP (866),,,SA/TX/RL/CO/PW/WN/BC/SF/MD/PI/MI/AR/SS/AH/SP/F66/
McDermott Center/Haymarket Center,MATER Hall,,932 West Washington Street,Suite 5-A,,Chicago,IL,60607,(312)226-7984x520 Intake: (312)226-7984x480 Hotlines: (312)226-4357 (866)945-5786 (312)-CAN-HELP,,,SA/TX/RL/CO/PW/WN/BC/SF/MD/PI/AR/SS/AH/SP/F66/
McDermott Center/Haymarket Center,,,108 North Sangamon Street,,,Chicago,IL,60607,(312)226-7984x411 Intake: (312)226-7984 Hotlines: (312)226-4357 (312)-CAN-HELP,,,MH-SA/TX/RL/CO/WN/BC/MN/SF/MD/PI/AR/SS/AH/SP/F66/
McDermott Center/Haymarket Center,North,,4753 North Broadway,Suite 612,,Chicago,IL,60640,(773)506-2839,,,SA/TX/OP/AD/CO/CJ/SF/MD/PI/AR/SS/PA/
Mercy Hospital and Medical Center,Alcoholism and Drug Dependency Program,,2525 South Michigan Avenue,,,Chicago,IL,60616,(312)567-2486 Intake: (312)567-2446,,,SA/TX/DT/DM/HI/OP/PH/SF/MD/MC/PI/MI/AH/
Mercy Medical on Pulaski,,,5525 Pulaski Road,,,Chicago,IL,60629,(773)585-1955,,,SA/TX/OP/WN/DU/SF/MD/PI/MI/
Michael Reese Medical Center Corp,,,2929 South Ellis Avenue,,,Chicago,IL,60616,(312)791-3831 Intakes: (312)791-3965 (312)791-3800,,,GH/DT/DM/HI/SF/MD/MC/PI/
NEXA at Lake/Ashland,,,210 North Ashland Avenue,,,Chicago,IL,60607,(312)948-0200,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/SF/AR/SP/
Near North Health Service Corporation,Winfield Moody Health Center,,1276 North Clybourn Street,,,Chicago,IL,60610,(312)337-1073 Intakes: (312)337-1073x233 (312)337- 1073x248,,,GH/TX/OP/CO/HV/GL/SE/PW/WN/MN/CJ/MC/SS/
New Hope Recovery Center at,Lincoln Park Hospital,,550 West Webster Avenue,Floor 2 North,,Chicago,IL,60614,(773)935-1830 Intake: (773)883-3916 Hotlines: (773)-883-3906 (888)-707-HOPE,,,SA/TX/DT/HH/HI/OP/PH/SF/PI/
New Horizon Rehabilitation Servs Inc,,,4809 West Chicago Avenue,,,Chicago,IL,60651,(773)261-6663,,,SA/TX/OP/DU/SF/
PDSSC/Chicago Inc,,,2260 North Elston Avenue,,,Chicago,IL,60614,(773)772-2450,,Methadone Clients Only,SA/TX/MM/DM/OP/SF/MD/MC/SI/PI/AR/PA/SP/
Pilsen Little Village,Community Mental Health Center,,3113 West Cermack Road,,,Chicago,IL,60623,(773)277-3413,,,SA/TX/DT/MM/DM/OP/AD/CO/HV/GL/SE/PW/WN/MN/DU/CJ/SF/MD/AR/SS/PA/SP/F66/F67/
Polish American Association,Starting Point,,3834 North Cicero Avenue,,,Chicago,IL,60641,(773)282-8206x354 Intake: (773)282-8206x349,,,SA/TX/OP/SF/PI/SS/PA/F66/
Prevention Classes Inc,,,10435 South Kedzie Avenue,,,Chicago,IL,60655,(773)239-2830,,,SA/TX/OP/CO/HV/GL/SE/PW/WN/MN/DU/CJ/SF/PA/SP/F66/
Professional Diagnostic Services SC,,,821 West Van Buren Street,,,Chicago,IL,60607,(312)491-0404,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/AR/SP/
Renewed Hope Community Services,,,626 East 71st Street,,,Chicago,IL,60619,(773)783-3579 Intake: (773)783-3594,,Methadone Clients Only,SA/TX/MM/OP/WN/CJ/SF/
Rosemoor Assessment,Substance Abuse Program Inc,,439 East 103rd Street,,,Chicago,IL,60628,(773)468-8000,,DWI/DUI Clients Only,SA/TX/OP/DU/SF/
Rush Behavioral Health Center,,,100 South Wacker Drive,,,Chicago,IL,60606,(312)563-4600,,,SA/TX/OP/PH/DU/SF/PI/
Saint Elizabeths Hospital,,,1431 North Claremont Avenue,,,Chicago,IL,60622,(773)278-2000x5828,,,GH/TX/DT/HI/OP/PH/DU/SF/MD/MC/SI/PI/SP/
Salvation Army,Harbor Light Center,,1515 West Monroe Street,,,Chicago,IL,60607,(312)421-5753 Intakes: (312)421-5753x3282 (312)733- 0500x3310,,,SA/TX/HH/RS/RL/OP/SF/MD/PI/PA/
South East Alcohol and Drug Abuse Center (SEADAC),,8640S South Chicago Avneue,,,,Chicago,IL,60617,(773)731-9100x232 Intake: (773)731-9100x223,,,SA/TX/OP/AD/CO/HV/WN/DU/CJ/SF/MD/PI/AR/SS/SP/
South Shore Hospital,Chemical Dependency,,8012 South Crandon Avenue,Unit 4-W,,Chicago,IL,60617,(773)356-5303 Intakes: (773)356-5302 (773)356-5304 Hotline: (888)208-5035,,,SA/TX/DT/DM/HI/OP/HV/SF/MC/PI/
South Shore Hospital,Medical Detox Services,,8012 South Crandon Avenue,,,Chicago,IL,60617,(773)356-5098 Intake: (773)356-5098x5175,,,SA/DT/DM/HI/MD/MC/PI/
Specialized Assistance Services NFP,Outpatient,,2101 South Indiana Avenue,,,Chicago,IL,60616,(312)808-3210x113 Intake: (312)808-3210x116,,,SA/TX/MM/OP/CO/SE/PW/WN/MN/DU/SF/MD/AR/SS/
Stone Institute of Psychiatry/8 East,,,320 East Huron Street,,,Chicago,IL,60611,(312)926-8700 Intake: (312)926-1878 Hotline: (312)926-1878,,,MH/TX/DT/DM/HI/OP/CO/SF/MC/PI/SS/
Thresholds,,,3110 West 63rd Street,,,Chicago,IL,60629,(773)471-3750,,,MH/TX/OP/CO/MD/MC/PA/SP/
Veterans Affairs Medical Center,All Alc/Substance Abuse Progs on Site,,820 South Damen Avenue,Unit 116-A,,Chicago,IL,60612,(312)569-6289 Intake: (312)569-6297,,,MH-SA/TX/DT/RS/OP/PH/CO/HV/BC/PI/MI/PA/
Windows of Opportunity,Rehabilitation Services Inc,,4619 West Harrison Street,1st Floor,,Chicago,IL,60644,(773)378-3623 Intake: (773)378-3624,,Methadone Clients Only,SA/TX/MM/OP/SF/SP/
Womens Treatment Center,,,140 North Ashland Avenue,,,Chicago,IL,60607,(312)850-0050 Intake: (312)850-0050x4962,,,SA/TX/DT/MM/DM/HH/RS/RL/OP/CO/GL/PW/WN/BC/SF/MD/MC/PI/AR/SS/PA/
Woodlawn Organization Substance Abuse,Services/Entry House,,1447 East 65th Street,,,Chicago,IL,60637,(773)493-6116,,,MH-SA/TX/DT/RS/OP/CO/MN/SF/MD/MC/PI/SS/PA/
Youth Outreach Services,,,5114 South Elizabeth Street,,,Chicago,IL,60609,(773)446-6244 Intake: (773)466-6244,,,SA/TX/OP/AD/HV/MD/PA/SP/
Youth Outreach Services,Albany Park,,4751 North Kedzie Avenue,,,Chicago,IL,60625,(773)539-7605,,,SA/TX/OP/AD/CJ/MD/MC/SP/
Youth Outreach Services,Austin,,5912 West Division Street,,,Chicago,IL,60651,(773)379-3600,,,SA/TX/OP/AD/CO/CJ/SF/MD/MC/PI/SS/PA/SP/F47/
Youth Outreach Services,Irving Park,,6417 West Irving Park Road,,,Chicago,IL,60634,(773)777-6377,,,SA/TX/OP/AD/PW/CJ/SF/MC/PI/SP/
Youth Service Project Inc,,,3942 West North Avenue,,,Chicago,IL,60647,(773)772-6270 Intakes: (773)772-6270x142 (773)772- 6270x130,,,SA/TX/OP/AD/CJ/AR/PA/
Hill Alcohol and Substance Abuse Prog,(ASAP),,20638 Torrence Avenue,The Town Square Mall,,Chicago Heights,IL,60411,(708)757-9445 Hotline: (708)757-9445,,,SA/TX/OP/AD/CO/WN/MN/DU/CJ/SF/SS/SP/
Chicago Treatment and Counseling Centers Inc (CTCCI),,,5635 West Roosevelt Road,,,Cicero,IL,60804,(708)652-6500,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/AR/
Chicago Treatment and Counseling Centers Inc III (CTCCI),,,1849 South Cicero Avenue,,,Cicero,IL,60804,(708)656-9500,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/AR/
Confidential DUI Services,,,5101 West Roosevelt Road,,,Cicero,IL,60804,(708)222-0003,,,MH-SA/TX/OP/DU/SF/AR/SP/F30/
Pro Health Advocates Inc,,,5929 West Roosevelt Avenue,,,Cicero,IL,60804,(708)652-7190,,,SA/TX/OP/HV/GL/SE/PW/WN/MN/DU/CJ/SF/PI/SP/
Dewitt County Human Resource Center,Substance Abuse Treatment Program,,1150 Route 54 West,,,Clinton,IL,61727,(217)935-9496 Hotline: (217)935-9496,,,MH/TX/OP/DU/SF/MD/SI/PI/MI/SS/
Advantage Group Foundation Ltd,,,422 Tag Way,,,Crystal Lake,IL,60014,(815)444-6400 Hotlines: (815)444-6400 (800)892-8900,,,SA/TX/OP/AD/SF/MD/SI/PI/SS/PA/
Counseling Center Inc,,,735 East McArdle Drive,Unit C,,Crystal Lake,IL,60014,(815)455-3400,,,SA/TX/OP/HV/DU/SF/SP/F66/
Direct Counseling Inc,,,7908 Route 14,,,Crystal Lake,IL,60012,(815)337-9030,,,SA/TX/OP/DU/CJ/SF/PI/SP/
Horizons Behavioral Health,,,970 South McHenry Avenue,,,Crystal Lake,IL,60014,(815)455-7100 Intake: (800)765-9999 Hotline: (800)892-8900,,,MH/TX/OP/SF/MD/MC/SI/PI/MI/AH/
Northwest Community Counseling Servs,,,101 North Virginia Street,Suite 160,,Crystal Lake,IL,60014,(815)459-0499 Intake: (877)700-6109,,,MH-SA/TX/OP/DU/CJ/SF/PI/MI/
Professional Consultations Inc,,,610 Crystal Point Drive,Suite 2,,Crystal Lake,IL,60014,(800)428-7260,,,MH-SA/TX/OP/AD/CO/WN/DU/CJ/SF/MC/PI/MI/SS/SP/
Alcohol/Chemical Evaluation Services,DBA ACES Ltd,,119 North Vermillion Street,,,Danville,IL,61832,(217)443-9190 Intake: (217)352-9122,,,SA/TX/OP/AD/DU/CJ/SF/PI/MI/AR/SS/PA/
New Directions Treatment Center,,,153 North Vermilion Street,,,Danville,IL,61832,(217)442-9026,,,SA/TX/OP/AD/DU/CJ/SF/MC/SI/AR/
Pathways at Seifert Counseling Center,,,120 North Vermillion Street,,,Danville,IL,61832,(217)443-9511,,,SA/TX/OP/DU/SF/PI/
Prairie Center Health Systems Inc,,,3545 North Vermilion Street,,,Danville,IL,61832,(217)477-4500,,,SA/TX/OP/PH/AD/WN/MN/DU/CJ/SF/MD/PI/MI/SS/PA/AH/SP/
VA Illiana Healthcare System,Substance Abuse Rehab Program,,1900 East Main Street,,,Danville,IL,61832,(217)554-4177,,,GH/TX/RS/OP/PH/SF/PI/MI/SS/PA/
A and E Behavioral Healthcare,Healthcare Associates,,345 East Ash Avenue,Suite A,,Decatur,IL,62526,(217)872-1003,,,MH-SA/TX/DT/OP/DU/SF/PI/
DUI Services at Saint Marys Hospital,,,1800 East Lake Shore Drive,5th Floor Ed Room,,Decatur,IL,62521,(217)428-3843,,DWI/DUI Clients Only,SA/TX/OP/AD/SE/WN/DU/CJ/SF/PI/AH/
Heritage Behavioral Health Center,,,151 North Main Street,,,Decatur,IL,62523,(217)362-6262 Hotline: (217)362-6262,,,MH-SA/TX/DT/MM/RS/OP/AD/CO/WN/MN/DU/SF/MD/MC/SI/PI/AR/SS/AH/
Saint Marys Treatment Center,,,1800 East Lake Shore Drive,,,Decatur,IL,62521,(217)464-2500 Intake: (217)464-2966x2500,,,SA/TX/DT/HI/OP/DU/SF/MC/SI/PI/AH/
Ben Gordon Center,,,12 Health Services Drive,,,Dekalb,IL,60115,(815)756-4875,,,MH-SA/TX/OP/AD/CO/WN/DU/SF/MD/MC/PI/MI/SS/PA/AH/
Advocate Addiction Treatment Program,,,701 Lee Street,Suite 800,,Des Plaines,IL,60016,(847)795-3900 Intake: (847)795-3100,,,SA/TX/DT/OP/PH/CO/WN/SF/MC/PI/PA/
Family Guidance Centers Inc,,,484 Lee Street,,,Des Plaines,IL,60016,(847)827-7517,,,SA/TX/MM/OP/CJ/SF/MD/AR/SS/PA/
Holy Family Medical Center,Keys to Recovery,,100 North River Road,,,Des Plaines,IL,60016,(847)298-9355 Intakes: (847)298-9355x2375 (847)298- 9355x2376 Hotline: (847)298-9355,,,SA/TX/DT/DM/HI/RS/OP/PH/CO/WN/MN/DU/SF/SI/MI/AR/
Maryville Academy,,,1150 North River Road,,,Des Plaines,IL,60016,(847)294-1999 Intake: (847)294-1884,,,SA/TX/HH/HI/RL/OP/AD/CO/HV/GL/CJ/SF/PI/SS/
Relapse Prevention Counseling Center,,,1330 Webford Street,,,Des Plaines,IL,60016,(847)824-2475,,,SA/TX/OP/AD/MN/DU/SF/SS/SP/F66/
Adult Education Associates,,,748 Timbercreek Road,,,Dixon,IL,61021,(815)284-3940,,,SA/TX/OP/HV/DU/SF/PI/SP/
Lutheran Social Services of Illinois,,,1247 North Galena Avenue,,,Dixon,IL,61021,(815)288-6655,,,MH-SA/TX/OP/AD/DU/SF/MD/PI/SS/
Sinnissippi Centers Inc,All Alc/Substance Abuse Progs on Site,,325 Illinois Route 2,,,Dixon,IL,61021,(815)284-6611 Intake: (800)242-7642 Hotline: (800)242-7642,,,MH-SA/TX/OP/AD/CO/DU/SF/MD/MC/SI/PI/MI/AH/
Addiction Counseling Services,,,1515 East 154th Street,,,Dolton,IL,60419,(708)201-7593,,,SA/TX/OP/DU/SF/
CAP of Downers Grove,,,4954 Main Street,,,Downers Grove,IL,60515,(630)810-0186,,,SA/TX/DT/MM/DM/BU/OP/SF/PI/SP/F66/
Good Samaritan Hospital/North Pavilion,,,3815 Highland Avenue,,,Downers Grove,IL,60515,(630)275-6185,,,MH-SA/TX/DT/HI/OP/SF/PI/
New Visions Counseling Services Inc,,,6912 Main Street,Suite 201,,Downers Grove,IL,60516,(630)493-1100,,,SA/TX/OP/AD/CO/WN/MN/DU/CJ/SF/PI/
Rush Behavioral Health Center,Downers Grove,,2001 Butterfield Road,Suite 320,,Downers Grove,IL,60515,(312)563-3700,,,SA/TX/DT/OP/PH/AD/CO/SF/SI/PI/AH/
Perry Counseling Center Inc,,,1016 South Madison Street,Suite A,,Du Quoin,IL,62832,(618)542-4357 Intake: (618)542HELP Hotlines: (618)542-4357 (618)542HELP,,,MH/TX/OP/DU/SF/MD/MC/SI/PI/MI/SS/AH/
Professional Consultations Inc,,,600 Spring Hill Ring Road,Suite 108,,Dundee,IL,60118,(847)428-7260 Intake: (800)428-7260,,,MH-SA/TX/OP/AD/CO/WN/DU/CJ/SF/MC/PI/MI/SS/SP/
Rock Island Cnty Council on Addictions,All Alc/Substance Abuse Progs on Site,,1607 John Deere Expressway,,,East Moline,IL,61244,(309)792-0292,,,SA/TX/OP/DU/SF/MD/MC/PI/AR/SS/PA/AH/
Allied Counseling Resources Ltd,,,204 Pinecrest Drive,,,East Peoria,IL,61611,(309)698-7979,,,SA/TX/OP/DU/CJ/SF/
Tazwood Mental Health Center Inc,,,100 North Main Street,Suite L-100,,East Peoria,IL,61611,(309)694-6462 Hotline: (309)347-1148,,,MH-SA/TX/OP/DU/SF/MD/SI/PI/MI/AR/SS/AH/
Comprehensive Mental Health Center of,Saint Clair County Inc,,129 North 8th Street,,,East Saint Louis,IL,62201,(618)482-7124 Intake: (618)482-7154,,,SA/TX/RS/CO/HV/PW/WN/MN/SF/PI/SS/PA/
Comprehensive Mental Health Center of,Saint Clair County Inc/ARTS House,,129 North 8th Street,,,East Saint Louis,IL,62201,(618)482-7673,,,SA/TX/HH/RL/HV/MN/SF/PI/SS/PA/
Comprehensive Mental Health Center of,Saint Clair County Inc/Center for ARTS,,4601 State Street,,,East Saint Louis,IL,62205,(618)482-7385 Intake: (618)482-7685,,,SA/TX/OP/AD/CO/HV/SE/WN/DU/CJ/SF/MD/PI/SS/PA/
Cornell Interventions,East Saint Louis Ctr/Outpt Meth Maint,,501 Saint Louis Avenue,,,East Saint Louis,IL,62201,(618)271-4542x73928,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/CO/HV/MN/SF/MD/MC/PI/AR/SS/PA/
Intensive Outpatient Care Inc,,,156 North Main Street,Suite 202,,Edwardsville,IL,62025,(618)656-7064,,,MH-SA/TX/OP/PH/AD/DU/SF/PI/
Diel Counseling Inc,,,444 South Willow Street,,,Effingham,IL,62401,(217)347-7384,,,SA/TX/OP/AD/DU/CJ/SF/PI/MI/
Heartland Human Services,,,1200 North 4th Street,,,Effingham,IL,62401,(217)347-7179 Hotline: (217)342-5504,,,MH-SA/TX/OP/AD/CO/SE/WN/SF/MD/MC/SI/PI/MI/AR/SS/PA/
Egyptian Public and Mental Health Dept,,,1412 U.S. Highway 45 North,,,Eldorado,IL,62930,(618)273-3326 Hotline: (618)252-8661,,,MH-SA/TX/HH/OP/AD/CO/PW/SF/MD/PI/AR/SS/AH/SP/
Abacus Program,,,555 Tollgate Street,Suite A,,Elgin,IL,60123,(847)742-0413,,,SA/TX/OP/CO/DU/SF/PI/SS/SP/
Lutheran Social Services of Illinois,Elgin,,675 Varsity Drive,,,Elgin,IL,60120,(847)741-2600,,,SA/TX/HH/RS/OP/PH/WN/MN/SF/MD/PI/AR/SS/
Renz Addiction Counseling Center,All Alc/Substance Abuse Progs on Site,,2 American Way,,,Elgin,IL,60120,(847)742-3545x232 Intake: (847)742-3545x1 Hotline: (847)742-4033,,,SA/TX/HH/OP/AD/CO/PW/WN/DU/CJ/SF/MD/MC/SI/PI/MI/AR/SS/PA/AH/
Saint Joseph Hospital,Cornerstone Program,,77 North Airlite Street,,,Elgin,IL,60123,(847)695-3200x5763 Intake: (847)931-5521,,,SA/TX/OP/SF/PI/MI/
Elmhurst Memorial Hospital,Guidance Services,,183 North York Road,,,Elmhurst,IL,60126,(630)941-4577,,,MH-SA/TX/OP/PH/AD/CO/DU/SF/PI/SS/PA/
Kevin and Associates Inc,,,257 N. West Avenue,Suite 205,,Elmhurst,IL,60126,(630)941-8270,,,MH-SA/TX/OP/PH/AD/CO/PW/WN/MN/DU/CJ/SF/MC/PI/MI/SS/
MCM Substance Abuse Center,,,135 Robert Palmer Drive,Suite 209,,Elmhurst,IL,60126,(630)941-7290,,,SA/TX/OP/DU/SF/PI/SS/PA/
Bobby Buonauro Clinic Inc,,,1029 West Howard Street,Suites 301 and 303,,Evanston,IL,60202,(847)869-1808,,,SA/TX/DT/MM/DM/BU/OP/HV/PW/WN/DU/SF/AR/SP/
PEER Services Inc,,,906 Davis Street,,,Evanston,IL,60201,(847)492-1778,,,SA/TX/MM/OP/AD/CO/SE/WN/DU/SF/MD/MC/SI/PI/AR/SS/PA/AH/SP/F70/
Center For Outpatient,Alcoholism Treatment,,9730 South Western Avenue,,,Evergreen Park,IL,60805,(708)425-3000,,DWI/DUI Clients Only,SA/TX/OP/MN/DU/SF/PI/AR/SS/
Little Company of Mary Hospital,Behavioral Health,,2800 West 95th Street,,,Evergreen Park,IL,60805,(708)422-0110,,,MH-SA/TX/DT/HI/OP/PH/CO/SF/MC/PI/MI/
Southeastern IL Counseling Centers Inc,Wayne Family Counseling Center,,407 North Basin Drive,,,Fairfield,IL,62837,(618)842-2125 Hotlines: (618)842-2125 (618)395-5026,,,MH-SA/TX/OP/AD/SF/MD/PI/MI/SS/
Southeastern IL Counseling Centers Inc,Clay Family Counseling Center,,901 West 3rd Street,,,Flora,IL,62839,(618)662-2871 Hotlines: (618)662-2871 (618)395-5026,,,MH-SA/TX/OP/AD/SF/MD/PI/MI/SS/
Northwestern Lake Counseling,,,17 West Grand Avenue,,,Fox Lake,IL,60020,(847)587-8400,,,SA/TX/OP/AD/CO/WN/MN/DU/SF/SI/PI/MI/SS/SP/
Western Lake Counseling and DUI Prog,,,21 West Grand Avenue,1st Floor,,Fox Lake,IL,60020,(847)587-9700 Intake: (847)587-9810,,,SA/TX/OP/DU/CJ/SF/
Leyden Family Service,Mental Health Center,,10001 West Grand Avenue,,,Franklin Park,IL,60131,(847)451-0330,,,MH/TX/OP/DU/SF/MD/PI/AR/SS/
Sojourn House Inc,,,565 North Turner Avenue,,,Freeport,IL,61032,(815)232-5121,,,SA/TX/HH/RS/RL/OP/AD/DU/SF/MD/SI/PI/SS/
Bridgeway Inc,,,2323 Windish Drive,,,Galesburg,IL,61401,(309)344-4200 Hotline: (800)322-7143,,,MH-SA/TX/OP/AD/CO/WN/DU/SF/MD/SI/PI/MI/AR/SS/AH/
Professional Consultations Inc,,,324 West State Street,,,Geneva,IL,60134,(800)428-7260,,,MH-SA/TX/OP/AD/CO/WN/DU/CJ/SF/MC/PI/MI/SS/SP/
Healthcare Alternative Systems Inc,,,799 Roosevelt Road,Building 6,,Glen Ellyn,IL,60137,(630)942-9720,,,SA/TX/OP/WN/DU/SF/MD/MC/PI/AR/SS/SP/
1877 Waukegan Road,,,,,,Glenview,IL,60025,(847)729-9017,,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SE/SF/AR/SP/
PEER Services Inc,,,3633 West Lake Avenue,Suite 305,,Glenview,IL,60025,(847)657-7337,,,SA/TX/OP/AD/SE/DU/SF/MD/MC/SI/PI/AR/SS/PA/AH/SP/F70/
Family Counseling Center Inc,,,Market and Washington Streets,,,Golconda,IL,62938,(618)683-2461 Intake: (618)287-7010 Hotlines: (618)683-2461 (618)287-7010,,,MH-SA/TX/OP/AD/PW/WN/DU/CJ/SF/MD/SI/PI/MI/SS/AH/
Alcoholic Rehab Community Home,,,1313 21st Street,,,Granite City,IL,62040,(618)877-4987 Hotline: (618)877-4987,,,SA/TX/HH/RL/MN/SF/PI/SS/AH/
Chestnut Health Systems Inc,,,50 Northgate Industrial Drive,,,Granite City,IL,62040,(618)877-4420 Hotline: (618)877-4420,,,MH-SA/TX/OP/CO/SE/WN/MN/CJ/SF/MD/SI/PI/MI/SS/AH/
DUI Associates,,,1826 East Belvedere Road,,,Grayslake,IL,60030,(847)548-1966,,DWI/DUI Clients Only,SA/TX/OP/DU/SF/
Naval Hospital,Substance Abuse Rehabilitation Program,,3001 6th Street,Suite A,,Great Lakes,IL,60088,(847)688-2190,,,SA/TX/DT/HI/OP/PH/PI/MI/
Michael L Klestinski and Associates PC,,,68 Ambrogio Drive,,,Gurnee,IL,60031,(847)662-5588,,,SA/TX/OP/PH/CO/MN/DU/CJ/SF/PI/
Ingalls Memorial Hospital Department,For Behavioral Health Services,,1 Ingalls Drive,Wyman Gordon Pavillion,,Harvey,IL,60426,(708)333-2300,,,MH-SA/TX/OP/CO/DU/SF/MC/SI/PI/MI/AH/
DUI Counseling Center,Bayrach Services,,4701 North Cumberland Avenue,Suite 28,,Harwood Heights,IL,60706,(773)489-5200,,DWI/DUI Clients Only,SA/TX/OP/DU/CJ/SF/PI/SP/F21/F66/F70/F76/
DUI Counseling Center at Cumberland,Business Center,,4701 North Cumberland Avenue,Suite 28,,Harwood Heights,IL,60706,(773)489-5200 Intake: (708)456-5140,,,SA/TX/OP/DU/SF/F66/F70/
Norwood Park Township Family Services,,,4600 North Harlem Avenue,,,Harwood Heights,IL,60706,(708)867-6886,,,MH/TX/OP/DU/SF/MD/PI/AR/SS/
Wells Center,,,220 West Main Street,Rear Entrance,,Havana,IL,62644,(217)320-0026,,,SA/TX/OP/AD/SF/MD/SI/PI/MI/AR/SS/PA/AH/
Wells Center,Mason County,,220 West Main,,,Havana,IL,62644,(217)320-0026 Hotline: (217)243-1871,,,SA/TX/OP/SF/MD/PI/SS/
Recovery Concepts,,,17065 Dixie Highway,,,Hazel Crest,IL,60429,(708)335-1155,,Methadone and Buprenorphine Clients Only,SA/TX/DT/MM/DM/BU/OP/DU/SF/
South Suburban Council on,Alcoholism and Substance Abuse,,1909 Cheker Square,,,Hazel Crest,IL,60429,(708)647-3333,,,SA/TX/DT/RS/RL/OP/PH/AD/CO/HV/WN/MN/DU/CJ/SF/MD/PI/AR/
Pillars Community Services,,,8020 West 87th Street,,,Hickory Hills,IL,60457,(708)741-4500,,,MH-SA/TX/OP/AD/CO/WN/MN/DU/SF/MD/PI/AR/SS/SP/
Evanston Northeastern Healthcare,Highland Park/Chapman Ctr for Chem Dep,,718 Glenview Avenue,Highland Park Hospital,,Highland Park,IL,60035,(847)480-3720 Intake: (847)570-2500 Hotline: (847)570-2500,,,SA/TX/DT/OP/PH/SF/MC/PI/SS/PA/
Montgomery County Health Department,,,11191 Illinois Route 185,,,Hillsboro,IL,62049,(217)532-2001,,,MH-SA/TX/OP/SF/MD/MC/SI/PI/MI/SS/
Saint Marks Covenant Center,,,623 Main Street,,,Hillsdale,IL,61257,(309)658-9070,,,MH-SA/TX/OP/PH/AD/CO/DU/CJ/SF/SS/SP/F25/F70/
Vet Affairs/Edward Hines Jr Hospital,Substance Abuse Section,,Roosevelt Road and 5th Avenue,Chief SA Section Unit 116-C,,Hines,IL,60141,(708)202-8387,,Methadone and Buprenorphine Clients Only,MH-SA/TX/DT/MM/BU/HI/RS/OP/CO/GL/SE/WN/MN/SF/PI/AH/SP/
Challenge Healthcare Corporation,,,15 Spinning Wheel Road,Suite 424,,Hinsdale,IL,60521,(630)325-8252,,,MH-SA/TX/OP/AD/DU/SF/SS/
New Day Center of Hinsdale Hospital,,,1 Salt Creek Lane,Suite 202,,Hinsdale,IL,60521,(630)856-7701 Intake: (630)856-7717,,,GH/TX/DT/HI/OP/PH/AD/SF/MD/MC/SI/PI/MI/AH/
