Year,Page,Center_name,Street_address,City,State,Postal_code,Phone,Keys,
2007,86,San Bernardino County Alcohol and Drug Services Treatment,850 East Foothill Boulevard Suite E,Rialto,CA,92376,(909) 421-9206Intake: (909) 421-9465,SA TX DT OP AD CO SF MD SS AH,
2007,86,Kaiser Permanente Chemical Dependency Services,901 Nevin Avenue,Richmond,CA,94804,(510) 307-1591,MH-SA TX DT OP AD CO PW SF MD MC AH,
2007,86,New Connections,3727 Barrett Avenue,Richmond,CA,94804,(510) 235-2512Intakes: (925) 363-5000 (925) 439-7111,SA TX OP AD CO HV PW WN CJ SF PI SS,
2007,86,Richmond Clinic/BAART/ART/BHS,1313 Cutting Boulevard,Richmond,CA,94804,(510) 232-0874Methadone and Buprenorphine Clients Only,SA TX DT MM DM BU OP SF MD SS F48 F86,
2007,87,College Community Services Ridgecrest,1400 North Norma Street Suite 133,Ridgecrest,CA,93555,(760) 499-7406Hotline: (888) 343-4756,MH TX OP PW WN BC MN SF MD AH,
2007,87,Rio Vista Care,125 Sacramento Street,Rio Vista,CA,94571,(707) 374-5243,MH-SA TX OP SF SS,
2007,87,Carolyn E Wylie Center for Children Youth and Families,4164 Brockton Avenue,Riverside,CA,92501,(951) 683-5193,MH-SA TX OP AD SF SS SP,
2007,87,Carolyn E Wylle Center for Children,6235 River Crest Road Suite B,Riverside,CA,92507,(951) 683-5193,MH-SA TX OP AD SF SP,
2007,87,Chapman House Inc,3894 4th Street,Riverside,CA,92501,(951) 781-3479,SA TX RS RL OP PH CO HV SE MN CJ SP,
2007,87,High Road Program,3579 Arlington Avenue Suite 200,Riverside,CA,92506,(951) 781-6762,SA TX OP HV GL DU CJ SF SS SP,
2007,87,Knollwood Psychiatric and Chemical Dependency Center,5900 Brockton Avenue,Riverside,CA,92506,(951) 275-8400Intake: (951) 275-8400x233,MH-SA TX DT HI OP PH CO SF MC PI MI,
2007,87,Recovery Center A Womens Place,4295 Brockton Avenue,Riverside,CA,92501,(909) 341-3786Intakes: (800) 923-5634 (951) 683-6596,SA TX DT RS RL CO HV PW WN BC CJ SF PI SS,
2007,87,Recovery Center Woodcrest Facility,17270 Roosevelt Street,Riverside,CA,92508,(951) 683-6596,SA TX DT HH HI RS RL OP PH CO MN CJ SF SI PI MI PA SP,
2007,87,Riverside County Substance Abuse Prog Outpatient Drug Free,1827 Atlanta Avenue Suite D-1,Riverside,CA,92507,(951) 955-2105Hotline: (800) 499-3008,SA TX OP AD CO PW SF SI SS AH SP,
2007,87,Riverside County Substance Abuse Prog Western Riverside Narcotics Trt Prog,1827 Atlanta Avenue Suite D-2,Riverside,CA,92507,(951) 955-2110Hotline: (800) 499-3008 Methadone Clients Only,SA TX MM DM OP SF SI SS AH SP,
2007,87,Sunrise Recovery Ranch,6690 Limonite Frontage Road,Riverside,CA,92509,(951) 328-0146,SA TX DT RS RL CO HV GL SE MN CJ SF SP,
2007,87,Teen Challenge of Southern CA Inc,5445 Chicago Avenue,Riverside,CA,92507,(951) 683-4241,SA TX HH RL WN MN PA,
2007,87,Western Clinical Health Servs (WCHS) Inland Health Services/Riverside,1021 West La Cadena Drive,Riverside,CA,92501,(951) 784-8010Methadone and Buprenorphine Clients Only,SA TX DT MM DM BU OP CO HV GL SE PW WN MN CJ SF MD MC PI SP,
2007,87,Whiteside Manor,4750 Palm Avenue,Riverside,CA,92501,(951) 686-9454x15Intakes: (951) 788-9515x15 (951) 788- 9515x10,SA TX DT RS RL PH CO SF PI PA,
2007,87,Whiteside Manor,"5919,5925,5929 and 5935 Challen Street",Riverside,CA,92501,(951) 343-9485Intakes: (951) 788-9515x10 (951) 788- 9515x15,MH-SA TX DT HH RS RL CO PA,
2007,87,Whiteside Manor Mens Annex,2759 and 2791 Orange Street,Riverside,CA,92501,(951) 788-9515Intakes: (951) 788-9515x15 (951) 788- 9515x10,SA TX DT RS RL PH CO MN SF PI PA,
2007,87,Whiteside Manor Wilshire House,2452 Wilshire Street,Riverside,CA,92501,(951) 788-9515Intakes: (951) 788-9515x15 (951) 788- 9515x10,SA TX DT RS RL PH CO SF PI PA,
2007,88,Koinonia Foster Homes Inc Koinonia Group Homes,3 5440 Paragon Street,Rocklin,CA,95677,(916) 652-0171,SA TX RL AD CJ,
2007,88,College Community Services,2689 Sierra Highway,Rosamond,CA,93560,(661) 256-7208Hotline: (888) 343-4756,MH-SA TX OP AD CO GL PW WN MN CJ SF MD SI AH SP,
2007,88,Family Care Center/American Asian Paci˙c Substance Abuse Program,4022 North Rosemead Boulevard,Rosemead,CA,91770,(626) 287-3475,SA TX OP PH AD CO SE WN CJ SF MD AR SP F17 F81,
2007,88,Paci˙c Clinics Subst Abuse MH Servs Asian Paci˙c Family Center,9353 East Valley Boulevard,Rosemead,CA,91770,(626) 287-2988,MH-SA TX OP AD CO SE MD MC AR SP F17 F47 F92,
2007,88,Aegis Medical Systems Inc Roseville,1133 Coloma Way Suite C,Roseville,CA,95661,(916) 774-6647Methadone Clients Only,SA TX DT MM DM OP SF MD MC SS,
2007,88,Sierra Council on Alcoholism and Drug Dependence Roseville Service Ctr,406 1/2 Sunrise Avenue Suite 310-A,Roseville,CA,95678,(916) 782-3737Hotline: (530) 885-1917,SA TX DT OP DU SF MD PI SS,
2007,88,Sierra Family Services Roseville,333 Sunrise Avenue Suite 701,Roseville,CA,95661,(916) 783-5207,MH-SA TX OP CO PW SF SI PI,
2007,88,Pine Ridge Treatment Center,2727 Highland Drive,Running Springs,CA,92382,(909) 867-7027,SA TX RS RL MN CJ SF PI,
2007,88,Another Choice Another Chance,5415 Florin Road,Sacramento,CA,95823,(916) 429-7977Intake: (916) 361-2089,MH-SA TX OP AD CO CJ SF MC AR SS,
2007,88,Associated Family ˝erapy for E ective Recovery/(AFTER DDP),1025 19th Street Suite 2,Sacramento,CA,95814,(916) 444-5680DWI/DUI Clients Only,SA TX OP DU SF AH,
2007,88,Azure Acres Recovery Center,5777 Madison Avenue Suite 360,Sacramento,CA,95841,(916) 338-0400Intake: (800) 222-7292 Hotlines: (916) 338-0400 (800) 222-7292,SA TX OP WN MN SF PI,
2007,88,Bi Valley Medical Clinic,2100 Capitol Avenue,Sacramento,CA,95816,(916) 442-4985x3326Intake: (916) 442-4985 Hotline: (916) 442-4985 Methadone and Buprenorphine Clients Only,SA TX DT MM DM BU OP CO PW CJ SF MD SP F37 F58 F70,
2007,88,Bi Valley Medical Clinic Norwood,310 Harris Avenue Suite A,Sacramento,CA,95838,(916) 649-6793x3324Intake: (916) 649-6793 Hotline: (916) 649-6793 Methadone and Buprenorphine Clients Only,SA TX DT MM DM BU OP CO PW CJ SF MD SP F37 F58 F70,
2007,88,Bridges Inc Outpatient Services,1422 28th Street Suite A,Sacramento,CA,95816,(916) 450-0700,SA TX OP WN MN CJ SF AH,
2007,88,Bridges Professional Trt Services Inc,1422 28th St. Suite A,Sacramento,CA,95816,(916) 450-0700,SA TX RL WN BC SF AH,
2007,88,Change,2701 Cottage Way Suite 34,Sacramento,CA,95825,(916) 489-3552Intake: (916) 961-5384,SA TX OP SF,
2007,88,Del Paso Heights Neighborhood Sacramento Cnty Alc and Drug Servs Div,3970 Research Drive,Sacramento,CA,95838,(916) 648-0305,TX OP AD CO HV GL SE PW WN MN CJ,
2007,88,ort Alternative House,1550 Juliesse Avenue,Sacramento,CA,95815,(916) 921-6598,SA TX RS RL CO SF PI SS,
2007,89,ort Counseling Center,1820 J Street,Sacramento,CA,95814,(916) 325-5556,SA TX OP PH AD CO WN MN CJ SF SI PI AR SS AH SP,
2007,89,El Hogar Mental Health and Community Services Center Inc,608 and 610 10th Street,Sacramento,CA,95814,(916) 441-0226x15,MH TX OP CO GL SE PW WN MN SF SP,
2007,89,Gateway Foundation Gateway Recovery House,4049 Miller Way,Sacramento,CA,95817,(916) 451-9312,SA TX RL WN SF PI SS,
2007,89,Giˇed Healing Center,7654 22nd Street,Sacramento,CA,95832,(916) 665-1500Intakes: (916) 421-1500 (916) 665-1503,SA TX HH RS RL MN SF PA,
2007,89,Kaiser Permanente Medical Center Chemical Dependency Services,6600 Bruceville Road,Sacramento,CA,95823,(916) 688-2064x0000,SA TX OP AD CO WN MN PI,
2007,89,MedMark Treatment Centers Inc Sacramento,7240 East Southgate Drive Suites E and G,Sacramento,CA,95823,(916) 391-4293Hotline: (877) 331-3630 Methadone Clients Only,SA TX DT MM DM OP SF MC SS SP F28 F37 F58 F70,
2007,89,Mercy Healthcare Sacramento Mercy Perinatal Recovery Network (PRN),650 Howe Avenue Suite 530,Sacramento,CA,95825,(916) 614-2240Intakes: (916) 733-6358 (916) 733-6354,SA TX OP PW WN SF MC PI PA AH,
2007,89,Mexican American Alcoholism Prog Inc (MAAP)/Mi Casa Recovery Home,2515 48th Avenue,Sacramento,CA,95822,(916) 394-2328,SA TX RS RL CO HV GL SE PW WN MN CJ SF SS AH SP,
2007,89,Mexican American Alcoholism Prog Inc MAAP Inc,4241 Florin Road Suite 110,Sacramento,CA,95823,(916) 394-2320Intake: (916) 394-2320x200,SA TX OP AD CO HV DU CJ SF PI SS AH SP,
2007,89,Much Lov,2 Give Foundation Inc Much Lov 2 Give Treatment Center 7921 34th Avenue,Sacramento,CA,95824,(916) 388-9830Intakes: (916) 388-9380 (916) 607-1913,SA TX RS RL CO PW WN BC SF MD MC SI PI MI PA,
2007,89,National Council on Alc and Drug Dep Sacramento Regent A˚late,2316 Bell Executive Lane,Sacramento,CA,95825,(916) 922-9217Intakes: (916) 922-9217x104 (916) 922- 9217x116Hotline: (916) 922-9217,SA TX OP AD CO CJ SF SI AR AH,
2007,89,Native American Health Center,2020 J Street,Sacramento,CA,95814,(916) 341-0575,GH TX OP HV GL PW WN MN SF MD AR SS,
2007,89,Oak Park Health Center Alcohol and Drug Services Division,3415 Martin Luther King Jr Boulevard,Sacramento,CA,95817,(916) 875-2995Intake: (916) 875-2996,MH-SA TX OP PA SP F37 F58,
2007,89,Panacea Inc Comprehensive Drug Alcohol Treatment,3353 Bradshaw Road Suite 103,Sacramento,CA,95827,(916) 854-4564,SA TX OP AD SF MD PI AR SS,
2007,89,River City Recovery Center Inc,2218 E Street,Sacramento,CA,95816,(916) 442-3979,SA TX RS RL WN BC SF PI,
2007,89,Sacramento Black Alcoholism Ctr (SBAC) Sobriety Brings a Change,3307 Broadway Suite 200,Sacramento,CA,95817,(916) 454-4242x109,MH-SA TX OP PH AD CO HV MN CJ SF MD MC SI MI AR SS PA AH SP,
2007,89,Sacramento County Probation Drug Court,2140 Stockton Boulevard,Sacramento,CA,95817,(916) 875-1171Intake: (916) 875-1194,SA TX OP PH WN CJ SF SS AH,
2007,89,Sacramento Recovery House Inc,1914 22nd Street,Sacramento,CA,95816,(916) 972-8175Intake: (916) 455-6258,SA TX RS RL CO HV GL SE MN CJ SF SI PI PA,
2007,90,Sacramento Veterans Resource Center,7270 East Southgate Drive,Sacramento,CA,95823,(916) 393-8387,SA TX HH RS RL OP CO WN MN CJ SF MI SS,
2007,90,Sierra Vista Hospital,8001 Bruceville Road,Sacramento,CA,95823,(916) 423-2000,MH TX DT HI OP PH AD CO SF MC SI PI MI AH,
2007,90,Strategies for Change,4330 Auburn Boulevard Suite 2200,Sacramento,CA,95841,(916)-473-5764Intake: (866)-448-2951,SA TX OP PH AD CO PW WN SF MD MC SI PI MI AR SS,
2007,90,Strategies for Change,7000 Franklin Boulevard,Sacramento,CA,95823,(916) 395-3552,MH-SA TX OP PH CO PW WN SF MD MC SI PI MI SS PA,
2007,90,Treatment Associates,7225 East Southgate Drive Suite D,Sacramento,CA,95823,(916) 394-1000Methadone and Buprenorphine Clients Only,SA TX MM DM BU OP CO PW WN SF PI AH F37 F58,
2007,90,Volunteers of America Options for Recovery,1001 Grand Avenue,Sacramento,CA,95838,(916) 929-1951Intake: (916) 874-9754,SA TX RL PW WN BC,
2007,90,Crutchers Serenity House Inc,50 Hillcrest Drive,Saint Helena,CA,94574,(707) 963-3192,SA TX DT HH RS RL OP CO SF SI PI,
2007,90,Saint Helena Center Behavioral Health Alcohol and Chemical Recovery Program,10 Woodland Road,Saint Helena,CA,94574,(800) 454-4673Intake: (707) 967-5627,SA TX DT HI RS PH HV GL SE WN MN SF MC PI MI,
2007,90,Community Human Services O Main Clinic,1083 South Main Street,Salinas,CA,93901,(831) 424-4828Methadone Clients Only,SA TX DT MM DM OP SF MD SP F2,
2007,90,8Door To Hope Nuevo Esperanza,130 Church Street Suite 3,Salinas,CA,93901,(831) 422-6226Intake: (831) 758-0181,SA TX RL PW WN BC SF PI SS PA AH SP,
2007,90,Door To Hope Womens Recovery Center,165 Clay Street,Salinas,CA,93901,(831) 758-0181,SA TX RS RL CO WN SF PI SS PA AH SP,
2007,90,Sun Street Centers Inc Residential Recovery Program,8 Sun Street,Salinas,CA,93901,(831) 753-5145,SA TX DT RS RL MN SF PI MI SS SP,
2007,90,Behavioral Health Services Substance Abuse Programs,891 Mountain Ranch Road,San Andreas,CA,95249,(209) 754-6555,SA TX OP DU SF SS,
2007,90,Casa de San Bernardino,735 North D Street,San Bernardino,CA,92401,(909) 381-5507,SA TX OP AD SF MC AH SP,
2007,90,Foothill AIDS Project,362 Orange Show Lane,San Bernardino,CA,92408,(909) 884-2722Intake: (909) 482-2066x309,MH-SA TX OP CO HV GL WN MN SF MC SS PA SP F28,
2007,90,Hase and Associates Systems Inc (HASI),353 West 6th Street,San Bernardino,CA,92401,(909) 888-0149,SA TX OP PH HV DU CJ SF PI SS PA SP,
2007,90,Inland Behavioral and Health Servs Inc,1963 North E Street,San Bernardino,CA,92405,(909) 881-6146,MH-SA TX OP PH AD CO PW CJ SF MD MC SI PI SP,
2007,90,Mental Health Systems Inc San Bernardino Center for Change,1874 Business Center Drive,San Bernardino,CA,92408,(909) 386-0523,SA TX OP HV WN MN CJ SF,
2007,91,LIFORNIAMental Health Systems Inc/(PRIDE) Probationers Rec ˝ru Interv/Drug Educ,1874 Business Center Drive Suite B,San Bernardino,CA,92408,(909) 386-0437,SA TX OP MN CJ SF MC,
2007,91,New House Mens Program,2075 North Arrowhead Avenue,San Bernardino,CA,92405,(909) 881-0390,SA TX RL PW BC MN CJ SF SS AH,
2007,91,New House/Women With Children Under,"12 Years and Pregnant Women 856, 856-1, 856-2, and 856-3North Arrowhead Avenue",San Bernardino,CA,92401,(909) 881-0390,SA TX RL CO PW WN BC MN CJ SF SS AH,
2007,91,Peoples Choice Inc Teen Alcohol and Substance Care (TASC),1505 West Highland Avenue Suites 4 and 5,San Bernardino,CA,92411,(909) 889-6600,MH-SA TX OP AD SF MD,
2007,91,Pine Ridge Outpatient Center,1881 Commercenter East Suite 108,San Bernardino,CA,92408,(909) 383-8809Intake: (909) 383-8808,SA TX OP PH SF PI,
2007,91,Redlands Yucaipa Guidance Clinic Asso Vista Recovery Center,939 and 955 1/2 North D Street,San Bernardino,CA,92410,(909) 381-5100,SA TX OP SF SS AH SP F17,
2007,91,Health Systems Norton,1455 East 3rd Street,San Bernardino,CA,92408,(909) 382-7100,MH-SA TX OP SF MD MC SS AH SP,
2007,91,San Manuel Clinic Indian Health,2210 East Highland Avenue Suite 107,San Bernardino,CA,92404,(888) 268-0008x240Intake: (909) 864-1097x240 Hotline: (909) 864-1097,MH-SA TX OP AD CO SE WN MN CJ PA,
2007,91,Veterans Alcoholic Rehab Prog (VARP) Gibson House for Men,1100 North D Street,San Bernardino,CA,92410,(909) 884-0840,SA TX RL MN SF AH SP,
2007,91,Veterans Alcoholic Rehab Prog (VARP) Gibson Recovery for Women,1135 North D Street,San Bernardino,CA,92410,(909) 888-6956,SA TX RL WN SF AH SP,
2007,91,Veterans Alcoholic Rehab Prog (VARP) Harris House,907 West Rialto Avenue,San Bernardino,CA,92410,(909) 885-8804,SA TX RL MN SF AH SP,
2007,91,Veterans Alcoholic Rehab Prog (VARP) Rialto House,921 Rialto Avenue,San Bernardino,CA,92410,(909) 885-8804,SA TX RL MN SF AH SP,
2007,91,Kaiser Permanente Medical Center Chemical Dependency Services,851 Traeger   Suite 150 1st Floor,San Bruno,CA,94066,(650) 742-7272,SA TX DT OP AD CO SE WN MN PI SP,
2007,91,Latino Commission on Alc/DA Services Casa Adelita,160 Tehama Court,San Bruno,CA,94066,(650) 624-0280Intake: (650) 244-1440,SA TX RL PW WN SF PI AR SS SP,
2007,91,Latino Commission on Alc/DA Services Casa Aztlan,3080 Longview Drive,San Bruno,CA,94066,(650) 244-1444Intake: (650) 355-7573,SA TX RL MN SF PI SS SP,
2007,91,Latino Commission on Alc/DA Services Casa Los Hermanos,693 7th Avenue,San Bruno,CA,94066,(650) 244-1444Intake: (650) 244-1440,SA TX RL MN SF SI PI AR SS SP,
2007,91,First Chance Program,335 ˛uarry Road,San Carlos,CA,94070,(650) 595-8165Hotline: (650) 595-8165,SA TX DT OP CO DU CJ SF SS,
2007,91,Youth and Family Enrichment Servs Inc Women™s Enrichment Center,200 Industrial Road Suite A,San Carlos,CA,94070,(650) 591-3636Hotline: (650) 573-3950,MH-SA TX OP CO CJ PA,
2007,91,Mainstream Group Inc,101 Avenida Serra,San Clemente,CA,92672,(949) 366-9210Intake: (800) 299-4909 Hotline: (800) 299-4909,SA TX OP PH CO HV GL SE PW WN MN CJ SF PI,
2007,92,LIFORNIAMainstream Group Inc Mayo House,3901 Calle Mayo,San Clemente,CA,92673,(949) 366-9210Intake: (800) 299-4909 Hotline: (800) 299-4909,SA TX RS RL CO HV GL PW WN CJ SF PI,
2007,92,MedPro Treatment Centers Inc,209 Avenida Fabricante Suite 100,San Clemente,CA,92672,(949) 369-1300Intakes: (877) 633-7764 (949) 369-1399 Hotlines: (877) 633-7764 (949) 369-1300,MH-SA TX DT OP PH CO SF PI SP F5,
2007,92,Paci˙c Clinics Subst Abuse MH Servs San Clemente,655 Camino De Los Mares Suite 120,San Clemente,CA,92673,(949) 487-1015,MH-SA TX OP CO SE MD MC AR SP,
2007,92,Paci˙c Hills Treatment Center Main Trt Center and Mens Residential,217 and 219 Avenida Monterey Suite A,San Clemente,CA,92672,(949) 369-2915Intake: (800) 662-2873 Hotline: (800) 662-2873,SA TX RS RL PH CO MN SF PI,
2007,92,Advanced Healthcare,5333 Mission Center Road Suite 100,San Diego,CA,92108,(619) 281-6414,MH-SA TX OP DU SF MD MC SI PI MI,
2007,92,Aurora Behavioral Healthcare San Diego,11878 Avenue of Industry,San Diego,CA,92128,(858) 487-3200,MH-SA TX DT HI OP PH AD CO HV GL SE PW WN MN CJ SF MD MC PI MI,
2007,92,Golden Hill House II,446 26th Street 5th Floor,San Diego,CA,92102,(619) 239-9691Intake: (619) 233-8054,SA TX RL OP WN MN SF SS PA,
2007,92,Options for Recovery Central,5605 El Cajon Boulevard,San Diego,CA,92115,(619) 229-8201,SA TX OP PW SF MC,
2007,92,Short Term East,4890 67th Street,San Diego,CA,92115,(619) 464-6207,SA TX DT RS RL CO GL WN SF MD MC PI SS PA,
2007,92,Short Term I,4161 Marlborough Avenue,San Diego,CA,92105,(619) 282-7274,SA TX RL OP SF SS,
2007,92,Tim Huddleston Regional Recovery Ctr,220 North Euclid Avenue Suites 120 and 130,San Diego,CA,92114,(619) 263-6663,SA TX OP SF SS PA AH SP,
2007,92,Community Connection Resource Center Gemini House,3571 Fairmont Avenue,San Diego,CA,92105,(619) 584-9034,MH-SA TX RL CO HV MN CJ SF SS SP,
2007,92,Community Connection Resource Center Solutions Outpatient Program,4080 Centre Street Suite 104,San Diego,CA,92103,(619) 291-7900,MH-SA TX DT HH OP CO HV WN CJ SF PI AR SP F92,
2007,92,Community Research Foundation Inc Areta Crowell Center,531 16th Street,San Diego,CA,92101,(619) 233-3432,MH TX OP CO SF MD SI PI SS PA AH SP,
2007,92,Crossroads Foundation,3594 4th Avenue,San Diego,CA,92103,(619) 296-1151,SA TX RL CO HV WN SF MI,
2007,92,Ethridge Center Inc,1053 10th Avenue,San Diego,CA,92101,(619) 231-6361,MH-SA TX HH RL WN BC MN SF,
2007,93,LIFORNIAHouse of Metamorphosis Inc Residential,2970 Market Street,San Diego,CA,92102,(619) 236-9492Intakes: (619) 236-9217x17 (619) 236- 9217x18,MH-SA TX RL SF SS,
2007,93,Kaiser Permanente Medical Group Chemical Dependency Recovery Program Dept of Addiction Medicine,3420 Kenyon Street,San Diego,CA,92110,(619) 221-6550,SA TX DT OP AD CO GL MN SF MC PI AH SP,
2007,93,Project Recovery Home/Casa de Milagros,1127 South 38th Street,San Diego,CA,92113,(619) 262-4002,SA TX RL WN SF SP,
2007,93,Maria Sardinas Center,3025 Bayer Boulevard Suite E-102,San Diego,CA,92154,(619) 428-1000,MH TX OP CO SF MD MC AH SP,
2007,93,McAlister Institute for Trt Educ (MITE)/North Central Teen Recovery Ctr,4690 Genesee Avenue,San Diego,CA,92117,(858) 277-4633Intake: (858) 277-4600 Hotline: (858) 277-4633,SA TX DT OP AD SF SS SP,
2007,93,McAlister Institute for Trt and Educ (MITE)/North Central Teen Recover Ctr,6904 Miramar Road Suite 105,San Diego,CA,92121,(858) 578-5612Intake: (858) 277-4633 Hotlines: (858) 578-5612 (858) 277-4633,SA TX DT OP AD SF,
2007,93,McAlister Institute for Trt and Educ (MITE)/Signs of Life Prog,4327 Ohio Street,San Diego,CA,92104,(619) 640-0855x103,SA TX OP PH CO HV GL SE PW WN MN CJ SF SS AH,
2007,93,Mental Health Systems Inc Central East Regional Recovery Center,"6244 El Cajon Boulevard Suites 15, 16, and 18",San Diego,CA,92123,(306) 425-9210Intake: (619) 287-8225,SA TX OP PW WN MN CJ SF MC SI SS PA AH SP,
2007,93,Mental Health Systems Inc Central No. Regional Recovery Ctr Prog,6693 Convoy Court,San Diego,CA,92111,(858) 505-0228,SA TX OP WN MN SF MD MC,
2007,93,Mental Health Systems Inc Harmony Womens Recovery Center,6154 Mission Gorge Road Suite 120,San Diego,CA,92120,(619) 285-1718,SA TX OP PH PW WN SF MC SS SP,
2007,93,Mental Health Systems Inc Mid Coast Counseling and Recovery Ctr,3340 Kemper Street Suite 105,San Diego,CA,92110,(619) 523-8121,SA TX OP CJ SF MD SS PA,
2007,93,Mental Health Systems Inc Providence Place,446 26th Street 4th Floor,San Diego,CA,92101,(619) 531-7095Intake: (619) 293-7754,MH-SA TX RL WN BC CJ SP,
2007,93,Mission Treatment Services Inc San Diego,6691 Convoy Court,San Diego,CA,92111,(858) 715-1211Methadone Clients Only,SA TX DT MM DM OP SF MD PI MI SS,
2007,93,Path˙nders of San Diego Recovery Home,2952 and 2980 Cedar Street and 1530 Dale Street,San Diego,CA,92102,(619) 239-7370,SA TX RL SF SS,
2007,93,Phoenix House Impact Beach Area Center,3274 Rosecrans Street,San Diego,CA,92110,(619) 226-2663Intake: (619) 226-2663x4471,SA TX OP AD SF MC,
2007,93,Psycare Associates Inc Psycare Intensive Outpatient Program,4540 Kearny Villa Road Suite 102,San Diego,CA,92123,(858) 279-1223,MH-SA TX OP AD SF PI,
2007,93,San Diego American Indian Health Ctr,2602 1st Avenue Suite 100,San Diego,CA,92103,(619) 234-0648,MH-SA TX OP CO HV DU SF MD MC PI MI AR SS,
2007,93,San Diego Health Alliance West O˚ce,7020 Friars Road,San Diego,CA,92108,(619) 718-9890Methadone and Buprenorphine Clients Only,SA TX DT MM DM BU OP PW SF MD SP,
2007,94,LIFORNIASan Diego Rescue Mission Inc Men™s Recovery Program,120 Elm Street,San Diego,CA,92101,(619) 687-3720,MH-SA TX HH RL MN PA AH,
2007,94,San Diego Youth and Community Services Teen Options,3660 Fairmount Avenue,San Diego,CA,92105,(619) 521-2250x300Intake: (619) 521-2250x306,SA TX OP AD PW PA,
2007,94,San Diego Youth and Community Services Teen Recovery Center,4089 Fairmount Avenue,San Diego,CA,92105,(619) 325-4696Intakes: (619) 325-4696x203 (619) 325- 4696x204Hotline: (800) 479-3339,SA TX OP AD CO PA SP,
2007,94,Stepping Stone of San Diego Inc Non Residential,3425 5th Avenue,San Diego,CA,92103,(619) 295-3995x108Intake: (619) 295-3995x106,SA TX OP CO HV GL PW WN CJ SF SS,
2007,94,Stepping Stone of San Diego Inc Residential,3767 Central Avenue,San Diego,CA,92105,(619) 584-4010,MH-SA TX HH RL CO WN SF PI AR,
2007,94,Teen Challenge,5450 Lea Street,San Diego,CA,92105,(619) 265-0337,SA TX HH RL WN MN PA,
2007,94,Telecare Corp/Kaiser Telecare Program Intensive Community Support,3250 Wing Street,San Diego,CA,92110,(619) 221-6073,MH TX OP PH CO SF MD MC PI AH SP,
2007,94,Turning Point Home of San Diego,1315 25th Street,San Diego,CA,92102,(619) 233-0067,SA TX RL WN SF PA,
2007,94,Twelˇh Step House Heartland House,5855 and 5860 Streamview Drive,San Diego,CA,92105,(619) 287-5460,SA TX HH RL CO SF MI,
2007,94,Co-occurring Disorders Program Integrated Treatment and Recovery,140 Arbor Drive,San Diego,CA,92103,(619) 497-6692Intake: (619) 497-6636 Hotlines: (800) 479-3339 (619) 641-6806,TX DT OP PH CO GL SE PW WN MN CJ SF MD MC PI MI SS PA AH SP F92,
2007,94,Veterans Village Of San Diego Rehabilitation Center,4141 Paci˙c Highway,San Diego,CA,92110,(619) 497-0142,MH-SA TX RL CO HV WN MN CJ SF AH,
2007,94,Volunteers of America Alcoholism and Drug Services Center,741 11th Avenue,San Diego,CA,92101,(619) 232-7754,SA TX DT RL OP MN SF PA AH SP,
2007,94,Way Back Inc,2516 A Street,San Diego,CA,92102,(619) 235-0592,SA TX RS RL MN SF,
2007,95,Northeast Valley Health Corporation Community Prevention Recovery Program,1161 North Maclay Avenue Suite B,San Fernando,CA,91340,(818) 361-1211Intake: (818) 361-0511,SA TX OP AD SF AR SS SP,
2007,95,Northeast Valley Health Corporation Van Nuys Contract,1161 North Maclay Avenue Suite B,San Fernando,CA,91340,(818) 361-0511Intake: (818) 361-1211,SA TX OP AD SF AR SS SP,
2007,95,Asian American Residential Recovery Services,2024 Hayes Street,San Francisco,CA,94117,(415) 750-5111,SA TX RL WN MN SF PA AH,
2007,95,Asian American Recovery Services Inc Project Stay Safe/Project Oasis,1115 Mission Road,San Francisco,CA,94103,(650) 756-3230,SA TX OP AD CO,
2007,95,Behavioral Health Services Market Street Clinic,1111 Market Street 1st Floor,San Francisco,CA,94103,(415) 863-3883Intake: (415) 863-3883x153 Methadone and Buprenorphine Clients Only,SA TX DT MM DM BU OP CJ SF MD PI SS AH SP F17 F28,
2007,95,Geary Street Clinic and FACET,433 Turk Street,San Francisco,CA,94102,(415) 928-7800Methadone Clients Only,SA TX DT MM DM OP PW SF MD SS SP F28 F70,
2007,95,3450,3rd Street Building 2-A,San Francisco,CA,94124,(415) 695-8360,MH-SA TX HH RL CO HV GL WN MN CJ,
2007,95,Baker Places Inc Acceptance Place,1326 4th Avenue,San Francisco,CA,94122,(415) 682-2080,TX HH RL SF SS PA AH SP,
2007,95,Baker Places Inc Ferguson Place,1249 Scott Street,San Francisco,CA,94115,(415) 922-9104Intake: (415) 864-1515,SA TX DT RS RL CO HV GL SF MD MC SI PI MI SS PA,
2007,95,Bayview Hunters Point Foundation Substance Abuse Programs,1625 Carroll Street,San Francisco,CA,94124,(415) 822-8200x12Intake: (415) 822-8200,SA TX DT MM DM OP CJ SF MD AH,
2007,95,Bayview Hunters Point Foundation Youth Services,5015 3rd Street,San Francisco,CA,94124,(415) 822-1585,SA TX OP AD PA,
2007,95,Center on Deafness,3333 California Street,San Francisco,CA,94118,(415) 476-4980Intake: (415) 476-7600,MH TX OP CO MD PA AH,
2007,95,Curry Senior Center Senior Alcohol and Drug Programs,333 Turk Street,San Francisco,CA,94102,(415) 885-2274,GH TX OP SE SF,
2007,95,Epiphany Adult Residential,100 Masonic Avenue,San Francisco,CA,94118,(415) 567-8370x4248,SA TX RL WN BC PA,
